"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ca4eb0f903)","Transmit Total (lxc0e4aa2e5ee9a)","Transmit Total (lxc0f98788fb31e)","Transmit Total (lxc13467604ff43)","Transmit Total (lxc13aeaa26d776)","Transmit Total (lxc1f39d9927cdc)","Transmit Total (lxc2368609f7bd1)","Transmit Total (lxc2988b84f3fbb)","Transmit Total (lxc3029f3c52bb4)","Transmit Total (lxc3bd8d7d2aadc)","Transmit Total (lxc4d23d98e0c91)","Transmit Total (lxc52b2b28bbcc8)","Transmit Total (lxc5851cf07f3be)","Transmit Total (lxc6ed88b62a826)","Transmit Total (lxc75fbef30a752)","Transmit Total (lxc8c4c70aed681)","Transmit Total (lxc92de70f2a832)","Transmit Total (lxc9495fc49f853)","Transmit Total (lxc976dc02abaa0)","Transmit Total (lxc_health)","Transmit Total (lxcacaa9500f437)","Transmit Total (lxcaec49258d85b)","Transmit Total (lxcb3eb82635d42)","Transmit Total (lxcbe13c37cde77)","Transmit Total (lxcc071ea49a929)","Transmit Total (lxcc48a5d2d0f1b)","Transmit Total (lxccceb9198d51d)","Transmit Total (lxcd42ff77fa34a)","Transmit Total (lxcde1fff6244fb)","Transmit Total (lxcf62cc55180bf)","Transmit Total (lxcfec0ac61d5e2)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ca4eb0f903)","Receive Total (lxc0e4aa2e5ee9a)","Receive Total (lxc0f98788fb31e)","Receive Total (lxc13467604ff43)","Receive Total (lxc13aeaa26d776)","Receive Total (lxc1f39d9927cdc)","Receive Total (lxc2368609f7bd1)","Receive Total (lxc2988b84f3fbb)","Receive Total (lxc3029f3c52bb4)","Receive Total (lxc3bd8d7d2aadc)","Receive Total (lxc4d23d98e0c91)","Receive Total (lxc52b2b28bbcc8)","Receive Total (lxc5851cf07f3be)","Receive Total (lxc6ed88b62a826)","Receive Total (lxc75fbef30a752)","Receive Total (lxc8c4c70aed681)","Receive Total (lxc92de70f2a832)","Receive Total (lxc9495fc49f853)","Receive Total (lxc976dc02abaa0)","Receive Total (lxc_health)","Receive Total (lxcacaa9500f437)","Receive Total (lxcaec49258d85b)","Receive Total (lxcb3eb82635d42)","Receive Total (lxcbe13c37cde77)","Receive Total (lxcc071ea49a929)","Receive Total (lxcc48a5d2d0f1b)","Receive Total (lxccceb9198d51d)","Receive Total (lxcd42ff77fa34a)","Receive Total (lxcde1fff6244fb)","Receive Total (lxcf62cc55180bf)","Receive Total (lxcfec0ac61d5e2)"
2023-03-11 22:50:00,0,1076,17796,77573,0,68282,85.7,66.1,0,1712,212,0,32.9,1827,1690,126,6.51,16333,158,220,66.4,0,89.2,128,32.3,130,6665,0,129,87.2,406,153,0,18866,77.8,161,1076,0,26914,86106,0,2415,77.9,40.6,0,187,229,0,22.5,2171,164,30.3,6.62,16260,96.5,221,41,0,95,30.3,26.2,21.9,1047,0.389,21.9,66.2,488,135,0,7689,3570,570
2023-03-11 22:52:00,0,2657,34271,101649,0,68430,1551,67.5,0,1889,212,0.389,33.5,2032,1875,121,3.50,16341,161,225,67.9,0,89.6,122,32.3,124,6996,0,123,86.5,354,156,0,27738,77.8,13930,2657,0,50789,113250,0,2417,88.9,41.5,0,194,229,0,23.8,2314,179,29.0,3.50,16272,93.1,233,43.0,0,95,29.0,26.2,20.9,1059,0.389,20.9,65.5,400,136,0,9158,3563,15691
2023-03-11 22:54:00,0,1603,42065,134914,0,68339,1445,66.4,0,1783,212,0.389,32.1,1890,1753,115,5.33,16364,160,222,65.7,0,90.3,117,32.0,119,6788,0,118,85.7,450,153,0,18584,77.8,22030,1603,0,48697,111333,0,2410,94.0,41.4,0,219,229,0,21.9,2244,184,28.0,6.51,16296,93.9,223,42.1,0,95,27.7,25.8,20.0,1027,0,20.0,64.7,565,135,0,8061,3539,24621
2023-03-11 22:56:00,0,2130,18808,72953,0,68377,205,66.4,0,1840,213,0,32.1,1944,1801,121,3.33,16332,159,221,66.4,0,89.9,127,32.3,130,6866,0,129,85.7,409,154,0,19983,77.2,155,2130,0,29016,88875,0,2404,80.1,41.4,0,202,229,0,26.6,2206,156,29.4,4.09,16272,90.0,222,41.4,0,95,30.3,26.2,21.9,1059,0,21.9,64.7,479,135,0,7908,3539,576
2023-03-11 22:58:00,0,2657,19323,80123,0,68439,258,66.1,0,1893,210,0,32.1,2014,1867,121,5.33,16318,163,226,66.4,0,89.6,128,32.3,130,7037,0,129,87.2,391,155,0,17018,123,153,2657,0,26588,86872,0,2416,73.9,40.6,0,188,229,0,26.6,2279,166,29.0,6.14,16254,101,233,41.7,0,95,30.1,26.2,21.3,1056,0,21.3,66.2,456,135,0,8038,3581,568
2023-03-11 23:00:00,0.389,1076,17777,76148,0,68295,85.7,66.1,0,1700,211,0,32.9,1837,1704,132,4.07,16331,164,221,66.1,0,89.6,133,32.3,135,6701,0,135,87.2,403,156,0,17976,78.7,154,1076,0.389,26008,85124,0,2399,77.9,40.6,0,172,229,0.389,22.8,2181,178,31.6,4.49,16262,103,228,41.4,0.389,95,31.6,26.2,22.8,1037,0,22.8,66.2,480,142,0,8027,3564,569
2023-03-11 23:02:00,0,2656,29905,86541,0,68458,257,66.0,0,1950,213,0,55.2,2022,1920,121,2.90,16324,158,223,65.7,0,89.9,127,31.7,130,7037,0,129,87.2,351,155,0,18511,77.0,9916,2656,0,37639,98929,0,2413,74.2,41.4,0,208,230,0,67.0,2315,172,34.3,2.90,16265,90.0,226,41.4,0,95,36.0,25.6,27.4,1053,0,21.9,66.2,392,142,0,8412,3539,11341
2023-03-11 23:04:00,0,1603,41983,102362,0,68339,391,66.4,0,1848,213,0,77.0,1887,1807,131,5.76,16323,157,217,66.1,0,89.9,133,31.6,135,6863,0.389,135,86.5,424,154,0,18127,76.5,21891,1603,0,48105,110246,0,2404,83.3,41.8,0,202,230,0,102,2239,155,36.9,6.96,16261,88.2,218,40.6,0,95,37.3,25.5,28.3,1078,0,28.3,65.5,520,135,0,7714,3539,24571
2023-03-11 23:06:00,0,2130,18845,74062,0,68377,457,65.0,0,1853,211,0,33.4,1944,1828,132,3.70,16330,160,221,64.6,0,89.6,139,31.9,141,6880,0,140,87.2,407,154,0,23795,76.8,180,2130,0,32822,92804,0,2404,91.4,40.2,0,185,229,0,21.9,2206,155,31.6,4.07,16262,91.7,222,40.2,0,95,32.9,25.7,23.8,1058,0,23.8,66.2,471,135,0,7805,3569,576
2023-03-11 23:08:00,0,2656,19349,78629,0,68434,257,67.1,0,1912,214,0,31.5,2006,1895,126,3.27,16321,166,226,67.9,0,89.9,127,32.3,129,7068,0,128,87.3,388,156,0.389,18935,123,159,2656,0,28505,88919,0,2408,73.9,41.1,0,183,229,0,20.6,2281,176,30.3,3.27,16262,105,233,42.6,0,95,30.3,26.2,21.9,1021,0,21.9,66.2,454,136,0,7657,3558,570
2023-03-11 23:10:00,0,1076,17847,72752,0,68270,85.3,66.4,0,1706,214,0,32.1,1830,1695,121,3.27,16320,161,223,66.4,0,89.9,122,32.0,124,6659,0,123,87.2,410,154,0.389,27303,78.2,157,1076,0,35310,95030,0,2404,78.3,41,0,190,229,0,21.5,2173,172,29.0,3.27,16268,99.6,231,41.7,0,95,29.0,25.8,21.3,1051,0,20.9,66.2,489,135,0,7483,3570,574
2023-03-11 23:12:00,0,2658,25715,82108,0,68447,1792,66.4,0,1897,212,0,32.9,2047,1878,126,3.27,16329,155,221,65.7,0,89.2,127,32.3,130,6946,0,129,87.2,380,154,0,18197,77,6042,2658,0,33518,94345,0,2408,96.9,41,0,190,229,0,22.5,2323,167,30.3,3.27,16261,86.3,222,41.4,0,95,30.3,26.2,22.2,1008,0,21.9,66.2,435,135,0.389,8558,3569,7087
2023-03-11 23:14:00,0,1603,42086,102510,0,68345,1658,66.0,0,1783,212,0,32.9,1899,1762,126,6.72,16345,162,225,66.4,0,89.6,133,32.3,135,6819,0,135,87.2,426,156,0,18426,77.6,21936,1603,0,48470,110602,0,2404,86.2,41.4,0,191,229,0,22.5,2247,168,30.3,7.92,16272,93.8,227,41.7,0,94.6,31.6,26.2,22.8,1016,0,22.8,66.2,521,135,0.389,7949,3569,24651
2023-03-11 23:16:00,0,2131,18846,72832,0,68372,204,67.5,0,1826,212,0,30.7,1945,1814,115,2.90,16345,169,225,67.9,0,89.6,122,32.3,124,6887,0,123,87.2,403,156,0,18801,76.9,159,2131,0,27849,87629,0,2408,80.1,42.6,0,181,229,0,19.7,2209,168,27.7,2.90,16275,107,226,41.8,0,95,29.0,26.2,20.9,1033,0,21.3,66.2,469,136,0,7792,3540,579
2023-03-11 23:18:00,0,2656,19338,102967,0,68397,257,68.2,0,1926,213,0,35.0,2003,1898,126,4.66,16312,160,221,67.2,0,89.2,127,32.1,130,7101,0,129,87.2,392,155,0,18605,120,173,2656,0,28162,89187,0,2421,73.8,42.2,0,196,230,0,24.6,2274,170,30.3,5.09,16253,96.6,223,41.8,0,95.0,30.3,26.0,21.8,1057,0,22.2,66.2,458,134,0,7972,3555,575
2023-03-11 23:20:00,0,1076,17745,97980,0,68283,75.3,67.9,0,1720,213,0,34.2,1834,1691,121,5.10,16323,160,222,67.9,0,89.2,122,32.1,124,6619,0,123,87.2,381,154,0,17828,77.4,163,1076,0,25875,85531,0,2418,78.4,42.2,0,200,230,0,23.7,2178,147,29.0,5.89,16264,92.7,228,42.6,0,95,29.0,26.0,20.9,1007,0,20.9,66.2,442,135,0,7598,3541,557
2023-03-11 23:22:00,0,2657,21195,76763,0,68428,274,66.4,0,1900,212,0,30.7,2028,1884,126,4.07,16334,161,223,66.4,0,90.0,127,32.1,129,6960,0,128,87.2,378,154,0,17069,76.3,1897,2657,0,28317,88409,0,2407,89.0,41.4,0,173,229,0,19.7,2309,171,30.3,4.46,16268,94.0,226,41.7,0,95.4,30.3,26.0,21.9,1023,0,21.9,66.2,437,135,0,8226,3539,2472
2023-03-11 23:24:00,0,2131,42640,103008,0,68415,194,66.4,0,1837,212,0,30.7,1944,1817,132,2.67,16347,163,225,66.4,0,89.2,133,32.7,135,6912,0,135,87.5,419,155,0,23470,76.3,21942,2131,0,54041,116898,0,2407,72.8,41.4,0,184,228,0,19.7,2247,157,31.6,2.67,16280,95.3,229,42.1,0,95.0,31.6,26.2,22.8,1048,0,22.8,66.1,517,135,0,7733,3541,24628
2023-03-11 23:26:00,0,1076,17750,69860,0,68281,1555,66.1,0,1720,211,0,31.5,1841,1703,121,5.33,16327,160,222,65.7,0,89.6,121,32.3,123,6593,0,123,87.2,402,156,0,18869,77.2,161,1076,0,26862,85724,0,2407,93.7,41.4,0,170,230,0,20.6,2198,159,29.0,5.62,16259,91.8,223,41,0,95,29.0,26.2,20.9,1043,0,20.9,66.2,470,137,0,8089,3540,577
2023-03-11 23:28:00,0,2657,19366,81270,0,68420,1740,65.7,0,1904,210,0,32.9,2017,1887,121,5.49,16326,160,221,66.4,0,89.9,122,32.3,124,6993,0,123,87.4,430,156,0,21484,121,153,2657,0,31048,91519,0,2404,96.7,40.6,0,189,229,0,22.4,2283,161,29.0,11.4,16250,96.7,228,41.4,0,95,29.0,26.2,20.9,1027,0,20.9,66.1,521,137,0,7839,3558,566
2023-03-11 23:30:00,0,1076,17758,76285,0,68271,72.8,66.4,0,1703,213,0,31.5,1837,1691,121,5.09,16320,163,223,66.4,0,89.9,122,32.3,124,6682,0,123,87.6,387,154,0,17813,79.2,151,1076,0,25815,84844,0,2399,70.6,41,0,182,228,0,20.5,2178,168,29.0,11.5,16265,101,230,41.7,0,95,29.0,26.2,20.9,1036,0,20.9,65.9,454,135,0,8333,3564,565
2023-03-11 23:32:00,0,2656,19302,75266,0,68423,2264,65.0,0,1909,211,0,30.7,2020,1873,126,3.93,16320,166,223,65.0,0,89.9,122,32.3,124,6981,0,123,87.2,375,156,0,18519,77.4,171,2656,0,28029,88027,0,2410,121,40.2,0,202,228,0,19.7,2307,173,30.3,4.42,16256,99.7,226,41.3,0,95,29.0,26.2,20.9,1059,0,20.9,66.2,432,137,0,8855,3563,567
2023-03-11 23:34:00,0,2656,43116,106607,0,68432,1542,65.0,0,1900,214,0,33.5,1989,1868,115,5.70,16315,161,220,64.2,0,90.7,122,32.0,124,7036,0,123,87.2,425,156,0,18673,77.4,21960,2656,0,49763,112712,0,2416,87.8,40.2,0.389,185,230,0,23.4,2254,170,27.7,6.01,16249,94.0,221,40.5,0,95,29.0,25.8,20.9,1041,0,20.9,66.2,529,137,0,7977,3562,24637
2023-03-11 23:36:00,0,1076,17737,71066,0,68269,71.3,65.7,0,1716,213,0,34.9,1856,1694,126,5.10,16327,158,220,66.5,0.389,90.3,127,32.3,130,6635,0,129,87.2,378,153,0,18477,77.3,175,1076,0,26462,85388,0,2403,70.6,40.6,0.389,191,230,0,25.2,2225,166,30.3,5.41,16256,101,222,41,0,95,30.3,26.2,21.9,1030,0,21.9,66.2,431,135,0,7793,3592,576
2023-03-11 23:38:00,0,2658,19376,78408,0,68436,271,64.2,0,1956,213,0,32.5,2010,1878,126,2.90,16338,164,224,65.0,0.389,89.2,133,32.3,135,7041,0,135,87.7,445,157,0,17828,122,159,2658,0,27425,87803,0,2406,81.2,40.5,0,214,229,0,21.8,2278,166,30.3,2.90,16269,108,232,40.9,0,95,31.6,26.2,22.8,1021,0,22.8,66.2,545,136,0,7631,3558,571
2023-03-11 23:40:00,0,1604,18248,98523,0,68339,138,66.1,0,1783,213,0,32.1,1884,1756,120,4.53,16348,163,226,66.1,0,89.2,116,32.1,118,6817,0,117,86.9,379,156,0,16819,77.8,154,1604,0,25380,85339,0,2412,70.9,41.4,0,197,229,0,21.6,2177,166,29.0,10.1,16281,100,240,41.7,0,95,27.7,26.0,20.0,1056,0,20.0,65.5,440,136,0,7318,3541,564
2023-03-11 23:42:00,0,2130,18812,96869,0,68371,205,67.9,0,1832,211,0,32.9,1984,1808,121,3.27,16324,161,223,66.8,0,89.6,122,31.7,124,6871,0,123,85.7,382,155,0,23253,77.0,153,2130,0,32254,93036,0,2417,79.4,42.2,0,193,229,0,22.4,2309,178,29.0,3.27,16259,98.6,225,41.8,0,94.6,29.0,25.6,20.9,1064,0,20.9,64.7,437,135,0,8196,3540,562
2023-03-11 23:44:00,0,2657,43105,117147,0,68425,271,66.4,0,1918,209,0,31.5,1993,1893,132,5.10,16338,160,218,65.7,0,89.6,132,32.3,135,7133,0,134,86.5,450,154,0,18712,77.4,21892,2657,0,49770,113026,0,2413,81.2,41.4,0,211,229,0,20.6,2250,178,31.6,5.86,16280,91.8,218,41.4,0,94.6,31.6,26.2,22.8,1036,0,22.8,65.9,563,135,0,7530,3540,24580
2023-03-11 23:46:00,0,1076,17774,69360,0,68236,72.8,66.4,0.389,1739,211,0,30.7,1843,1719,132,6.13,16322,164,224,66.4,0,89.5,133,32.3,135,6710,0,135,87.2,381,154,0,21229,76.8,157,1076,0,29189,88436,0,2389,70.5,41.0,0,196,229,0,19.7,2197,176,31.6,7.31,16258,98.5,226,41.3,0,95.0,31.6,26.2,22.8,1067,0,22.8,66.2,436,134,0,7674,3538,577
2023-03-11 23:48:00,0,2657,19349,78353,0,68434,270,68.2,0,1904,210,0,31.5,2010,1888,132,2.90,16319,165,223,67.1,0,89.2,133,32.3,135,7004,0,135,87.2,420,156,0,17512,122,153,2657,0,27080,87433,0,2396,81.6,42.2,0,183,229,0,25.5,2274,168,31.6,2.90,16251,97.5,224,42.2,0,95,31.6,26.2,22.8,1051,0,22.8,66.2,497,139,0,7841,3558,568
2023-03-11 23:50:00,0,1603,18281,74185,0,68349,137,66.1,0,1773,213,0,31.5,1881,1756,126,2.90,16323,161,220,65.7,0,89.2,127,32.0,130,6782,0,129,86.5,378,155,0,18084,78.9,154,1603,0,26634,86136,0,2395,71.7,41,0,189,229,0,25.7,2167,170,35.6,2.90,16254,98.6,228,41,0,95,30.3,25.8,21.9,1044,0,21.9,65.5,439,133,0,7647,3564,568
2023-03-11 23:52:00,0,2131,18771,72397,0,68390,1961,66.4,0,1835,212,0.389,32.1,1982,1806,126,4.67,16328,161,222,66.0,0,89.9,122,32.3,124,6819,0,123,86.5,349,152,0,18384,76.2,153,2131,0,27371,86994,0,2406,98.2,41.4,0,204,228,0,21.9,2303,166,35.6,5.03,16261,98.7,223,41.0,0,95.0,33.9,26.2,26.0,1052,0,25.9,65.5,393,135,0,8496,3562,570
2023-03-11 23:54:00,0,2658,43183,105412,0,68450,524,66.4,0,1920,213,0,31.5,1999,1893,126,6.87,16337,163,219,66.1,0,90.3,133,32.3,135,7078,0,135,87.2,450,151,0,17943,76.9,21977,2658,0,49089,111969,0,2404,92.5,41.7,0,187,228,0.389,20.5,2257,156,30.7,8.44,16271,96.2,220,41.4,0,95,31.6,26.2,22.8,1030,0.389,22.8,66.2,562,135,0,7367,3539,24682
2023-03-11 23:56:00,0,1077,17733,69825,0,68275,71.3,64.6,0,1716,213,0,30.7,1857,1700,126,3.27,16330,161,225,64.2,0,89.6,122,32.3,124,6549,0,123,87.2,373,154,0,17589,76.7,178,1077,0,25600,84314,0,2394,70.6,40.5,0,175,228,0,19.7,2218,156,30.3,3.27,16259,94.5,227,39.8,0,95,29.0,26.2,20.9,990,0,20.9,66.2,424,136,0,7405,3569,571
2023-03-11 23:58:00,0,2659,19345,81061,0,68434,270,66.1,0,1893,213,0,32.9,1985,1869,115,3.27,16324,161,221,66.1,0,90.3,116,32.0,118,7046,0.389,117,87.2,418,154,0,16697,122,177,2659,0,26329,86616,0,2407,81.6,41,0,188,229,0,22.5,2264,182,27.7,3.27,16257,93.9,222,41.0,0,95,28.0,25.8,20.0,1057,0,20.0,66.2,498,136,0,6757,3617,570
2023-03-12 00:00:00,0,1603,18361,79574,0,68335,152,66.1,0,1771,214,0,32.7,1887,1743,121,6.04,16311,161,219,66.4,0,89.9,116,32.3,119,6778,0.389,118,87.2,411,152,0,25895,79.5,155,1603,0,34419,94742,0,2408,79.0,41,0,177,229,0,21.4,2172,169,29.0,6.48,16249,98.9,225,41.4,0,95,28.0,26.2,20.0,1004,0,20.0,66.2,493,135,0,7998,3571,572
2023-03-12 00:02:00,0.389,2203,18806,75834,0,68367,194,67.5,0,1867,211,0,31.1,1967,1847,127,3.93,16322,161,220,68.3,0,89.6,127,32.1,129,6868,0,128,87.2,348,155,0.389,18803,78.0,146,2203,0.389,27866,87657,0,2392,80.2,41.5,0,192,229,0,20.1,2303,179,30.3,4.36,16259,93.6,222,42.6,0.389,95,30.3,26.0,21.9,1047,0,21.9,66.2,390,137,0,8269,3540,559
2023-03-12 00:04:00,0.389,2733,43169,106631,0,68458,270,65.3,0,1935,209,0,30.7,2015,1912,121,4.77,16327,161,226,66.5,0,90.3,122,31.6,124,7068,0,123,87.2,451,155,0.389,21347,76.7,21898,2733,0.389,52464,115721,0,2406,81.3,39.9,0,202,228,0,20.1,2276,187,29.0,5.16,16277,94.4,229,41.4,0.389,95.0,29.0,25.5,20.9,1060,0,20.9,66.2,569,137,0,7961,3541,24582
2023-03-12 00:06:00,0,1077,17739,68661,0,68281,73.5,65.3,0,1702,211,0,32.9,1837,1687,115,5.56,16327,163,225,66.4,0,90.3,116,31.6,119,6605,0,118,87.2,373,154,0,17761,76.2,158,1077,0,25755,84604,0,2408,70.6,39.9,0,201,229,0,22.5,2173,166,27.7,6.37,16263,96.5,227,41.4,0,94.6,27.7,25.5,20.0,1034,0,20.0,66.2,425,135,0,7727,3569,569
2023-03-12 00:08:00,0,2656,19336,79512,0,68450,257,65.7,0,1897,212,0,32.3,2013,1879,121,5.90,16358,164,221,66.4,0,89.6,116,32.1,119,7057,0,118,87.2,385,157,0,18346,122,167,2656,0,27920,88197,0,2417,74.2,40.7,0,200,229,0,21.4,2286,179,29.0,7.09,16281,103,228,41.7,0,94.6,27.7,26.0,20.0,1033,0,20.0,66.2,452,137,0,7685,3611,567
2023-03-12 00:10:00,0,2129,18823,102385,0,68403,208,66.1,0,1830,210,0,30.7,1930,1830,115,3.71,16367,161,222,66.1,0,89.2,116,32.3,119,6920,0,118,87.2,408,155,0,18670,78.6,176,2129,0,27758,88239,0,2405,80.1,40.6,0,191,229,0,19.7,2179,173,27.7,4.09,16290,98.7,229,41.7,0,95,27.7,26.2,20.0,1034,0,20.0,66.2,483,135,0.389,7541,3564,576
2023-03-12 00:12:00,0,1603,18239,70994,0,68348,134,66.4,0,1799,215,0,30.7,1928,1791,126,3.27,16360,163,223,65.8,0,89.6,122,32.3,124,6823,0,123,87.2,352,154,0,18441,76.9,174,1603,0,26904,86322,0,2402,72.1,41,0,183,229,0,19.7,2304,162,30.3,3.27,16283,95.4,225,40.6,0,94.6,29.0,26.2,20.9,1078,0,20.9,66.2,392,134,0,8905,3569,566
2023-03-12 00:14:00,0,2658,43017,107867,0,68469,269,65.7,0,1901,213,0,34.3,2011,1877,132,3.27,16349,164,219,66.1,0,89.6,133,32.0,135,7076,0,135,87.2,445,156,0,17590,76.9,21809,2658,0,48571,111520,0,2410,80.9,40.3,0,195,229,0,24.3,2279,165,31.6,3.27,16269,98.2,219,41.0,0,94.7,31.6,25.8,22.8,1041,0,22.8,66.2,560,136,0,7915,3541,24493
2023-03-12 00:16:00,0,1076,21249,73920,0,68278,84.9,66.1,0,1709,212,0,31.5,1830,1688,132,6.87,16344,161,222,66.1,0,89.2,127,32.3,130,6636,0,129,86.5,447,156,0,16571,76.5,3293,1076,0,27695,86897,0,2403,77.9,40.6,0,197,229,0,20.6,2170,162,31.6,8.13,16271,93.8,223,41,0,95,30.3,26.2,21.9,1038,0,21.9,65.5,549,136,0,8187,3539,4055
2023-03-12 00:18:00,0,2655,19386,78737,0,68411,257,68.2,0,1901,212,0,30.7,2007,1878,121,4.30,16316,159,226,67.5,0,89.5,127,32.3,130,7054,0,129,85.7,397,155,0,25554,122,157,2655,0,35106,96039,0,2410,74.2,42.2,0,206,229,0,19.7,2273,173,29.0,4.75,16248,91.8,235,42.2,0,95.0,30.3,26.2,22.2,1078,0,21.8,64.7,464,135,0,7801,3556,569
2023-03-12 00:20:00,0,2130,18824,76065,0,68373,1678,66.4,0,1848,213,0,31.5,1929,1817,126,3.27,16319,163,222,66.4,0,90.3,127,32.5,129,6917,0,128,86.5,411,153,0,18660,78.1,150,2130,0,27733,87494,0,2403,95.6,41,0,192,229,0,20.5,2177,157,30.3,3.27,16257,100,224,41.4,0,95,30.3,26.0,21.9,1032,0,21.9,65.5,486,135,0,7525,3541,564
2023-03-12 00:22:00,0,1076,17736,69727,0,68252,777,66.0,0,1710,215,0,32.3,1869,1693,121,3.70,16308,160,218,66.0,0,90.3,127,32.2,130,6600,0,129,87.2,358,153,0,21256,76.5,154,1076,0,29164,87943,0,2398,94.8,40.6,0,175,229,0,21.4,2305,157,29.0,4.07,16255,91.8,219,41.0,0,95.3,30.3,25.7,21.8,1023,0,22.2,66.2,402,134,0,8768,3538,574
2023-03-12 00:24:00,0,2657,43063,115956,0,68438,256,66.4,0,1891,213,0,32.9,2005,1873,121,5.33,16340,161,221,66.8,0,90.7,121,31.6,123,7027,0,123,87.2,424,155,0,17629,76.9,21907,2657,0,48675,111627,0,2408,73.9,41.4,0,192,229,0,22.5,2298,175,29.0,11.3,16277,94.2,221,41.4,0,95.4,29.0,25.5,20.9,1032,0,21.3,66.2,526,137,0,7833,3540,24573
2023-03-12 00:26:00,0,1164,25620,77712,0,68273,1367,66.1,0,1718,212,0,32.1,1837,1686,126,2.90,16324,159,226,67.1,0,91.1,122,31.6,124,6619,0,123,87.2,449,153,0,18331,76.1,7235,1164,0,33393,93358,0,2402,90.7,41.4,0,194,229,0,21.5,2179,163,30.3,2.90,16254,95.2,228,41.8,0,95,29.0,25.5,20.9,1047,0,20.9,66.2,555,135,0,7964,3539,8382
2023-03-12 00:28:00,0,2130,18829,102536,0,68387,2991,66.8,0,1834,213,0,32.1,1961,1814,126,3.03,16323,167,226,66.4,0,90.0,133,32.1,135,6909,0,135,86.5,397,154,0,18516,121,173,2130,0,27560,88278,0,2422,100,41.4,0,207,229,0,21.5,2280,180,30.3,3.03,16259,101,239,41,0,95,31.6,26.0,22.8,1042,0,22.8,65.5,471,135,0,7872,3557,567
2023-03-12 00:30:00,0,2657,19380,106389,0,68447,270,66.1,0,1885,212,0,32.2,1996,1863,121,3.70,16318,158,219,66.1,0,89.2,127,32.0,130,7034,0,129,87.2,412,154,0,18286,77.8,154,2657,0,27863,88798,0,2425,81.2,40.6,0,206,229,0,20.6,2186,169,29.0,9.22,16253,89.9,220,40.6,0,95,30.3,25.8,21.9,1021,0,21.9,66.2,494,136,0,8434,3541,564
2023-03-12 00:32:00,0,1076,17749,68538,0,68275,84.6,66.1,0,1706,213,0,33.0,1867,1687,132,5.09,16342,159,221,65.7,0,89.9,133,32.1,135,6564,0,135,87.2,376,153,0,18714,77,154,1076,0,26666,85512,0,2393,77.9,41,0,197,229,0,26.9,2289,163,31.6,6.25,16265,91.6,222,41.4,0,95,31.6,26.0,22.8,1023,0,22.8,66.2,433,135,0,8581,3539,571
2023-03-12 00:34:00,0,2657,43084,106474,0,68445,257,65.3,0,1925,211,0,57.7,2003,1898,137,3.29,16352,163,225,65.7,0.389,89.6,133,31.6,135,7055,0,135,87.2,424,155,0,18862,76.1,21880,2657,0,49908,112964,0,2403,74.2,40.3,0.389,232,229,0,68.7,2270,174,32.9,2.90,16266,101,227,40.6,0,95,31.6,25.5,22.8,1060,0,22.8,66.2,521,135,0,7661,3539,24600
2023-03-12 00:36:00,0,1603,30483,85673,0,68343,152,66.1,0,1776,211,0,35.7,1888,1749,132,2.90,16348,164,224,66.1,0,89.2,133,31.6,135,6741,0,135,87.2,456,155,0,27651,76.9,11202,1603,0,47062,108548,0,2407,79.0,40.6,0,187,229,0,25.3,2181,162,31.6,2.90,16270,96.3,227,41,0,95,31.6,25.5,22.8,1042,0,22.8,66.2,560,135,0,8058,3540,12802
2023-03-12 00:38:00,0,2131,18838,76648,0,68421,193,66.1,0,1902,210,0,32.1,1951,1827,126,6.14,16351,156,223,65.7,0,89.2,128,31.3,130,6942,0,129,87.2,415,156,0,18646,123,159,2131,0,27692,87690,0,2398,72.8,40.7,0,230,229,0,21.5,2282,173,30.3,7.34,16285,86.3,231,41.0,0,95.0,30.3,25.1,21.9,1016,0,21.9,66.2,501,143,0,8069,3619,574
2023-03-12 00:40:00,0,2655,19333,78604,0,68410,257,65.7,0,1918,213,0,32.1,1982,1902,132,4.96,16332,160,222,66.1,0,89.9,138,31.6,141,7069,0,140,87.2,383,154,0,21509,78.2,151,2655,0,31079,91751,0,2407,73.8,40.2,0,226,229,0,26.6,2191,186,36.5,5.80,16270,91.7,229,41.3,0,95.0,37.8,25.5,28.7,1048,0,28.7,66.2,448,142,0,7746,3599,566
2023-03-12 00:42:00,0,1077,17723,70040,0,68293,86.0,66.4,0,1724,211,0,32.9,1879,1709,121,3.27,16316,164,222,65.4,0,89.6,128,31.9,130,6599,0,129,87.2,379,155,0,17725,77.0,158,1077,0,25670,84594,0,2405,77.9,41,0,197,228,0,27.5,2317,162,29.0,3.27,16255,103,223,40.6,0,95,30.3,25.7,26.8,1027,0,26.8,66.2,436,135,0,8504,3562,576
2023-03-12 00:44:00,0,2656,43045,107779,0,68443,256,67.9,0.389,1903,211,0,31.5,2004,1881,121,4.40,16323,164,222,67.5,0,89.9,122,32.3,124,7083,0,123,87.6,423,155,0,18264,76.5,21896,2656,0,49291,112245,0,2404,74.2,42.2,0,207,228,0,20.5,2280,171,29.0,4.85,16260,103,223,42.2,0,94.6,29.0,26.2,20.9,1043,0,20.9,66.6,521,135,0,7989,3539,24568
