"Time","192.168.0.211:10250 worker","192.168.0.221:10250 worker","192.168.0.222:10250 worker"
2023-03-13 12:00:00,0.00495,0.00495,0.00495
2023-03-13 12:04:00,0.00495,0.00495,0.00495
2023-03-13 12:08:00,0.00495,0.00495,0.00495
2023-03-13 12:12:00,0.00495,0.00495,0.00495
2023-03-13 12:16:00,0.00500,0.00495,0.00495
2023-03-13 12:20:00,0.00495,0.00495,0.00495
2023-03-13 12:24:00,0.00495,0.00495,0.00495
2023-03-13 12:28:00,0.00495,0.00495,0.00495
2023-03-13 12:32:00,0.00495,0.00495,0.00495
2023-03-13 12:36:00,0.00495,0.00495,0.00495
2023-03-13 12:40:00,0.00495,0.00495,0.00495
2023-03-13 12:44:00,0.00495,0.00495,0.00495
2023-03-13 12:48:00,0.00495,0.00495,0.00495
2023-03-13 12:52:00,0.00495,0.00495,0.00495
2023-03-13 12:56:00,0.00495,0.00495,0.00495
2023-03-13 13:00:00,0.00495,0.00495,0.00495
2023-03-13 13:04:00,0.00500,0.00495,0.00495
2023-03-13 13:08:00,0.00495,0.00495,0.00495
2023-03-13 13:12:00,0.00495,0.00495,0.00495
2023-03-13 13:16:00,0.00495,0.00495,0.00495
2023-03-13 13:20:00,0.00495,0.00495,0.00495
2023-03-13 13:24:00,0.00500,0.00495,0.00495
2023-03-13 13:28:00,0.00495,0.00495,0.00495
2023-03-13 13:32:00,0.00500,0.00495,0.00495
2023-03-13 13:36:00,0.00495,0.00495,0.00495
2023-03-13 13:40:00,0.00495,0.00495,0.00495
2023-03-13 13:44:00,0.00495,0.00495,0.00495
2023-03-13 13:48:00,0.00495,0.00495,0.00495
2023-03-13 13:52:00,0.00495,0.00495,0.00495
2023-03-13 13:56:00,0.00495,0.00495,0.00495
2023-03-13 14:00:00,0.00495,0.00495,0.00495
2023-03-13 14:04:00,0.00495,0.00495,0.00495
2023-03-13 14:08:00,0.00495,0.00495,0.00495
2023-03-13 14:12:00,0.00495,0.00495,0.00495
2023-03-13 14:16:00,0.00495,0.00495,0.00495
2023-03-13 14:20:00,0.00495,0.00495,0.00495
2023-03-13 14:24:00,0.00495,0.00495,0.00495
2023-03-13 14:28:00,0.00495,0.00495,0.00495
2023-03-13 14:32:00,0.00495,0.0109,0.00495
2023-03-13 14:36:00,0.00495,0.00495,0.00495
2023-03-13 14:40:00,0.00495,0.00495,0.00495
2023-03-13 14:44:00,0.00495,0.00535,0.0109
2023-03-13 14:48:00,0.00495,0.00495,0.00495
2023-03-13 14:52:00,0.00495,0.00495,0.00767
2023-03-13 14:56:00,0.00495,0.00495,0.00495
2023-03-13 15:00:00,0.00495,0.00495,0.00495
2023-03-13 15:04:00,0.00495,0.00495,0.00495
2023-03-13 15:08:00,0.00495,0.00495,0.00495
2023-03-13 15:12:00,0.00495,0.00495,0.00495
2023-03-13 15:16:00,0.00495,0.00495,0.00495
2023-03-13 15:20:00,0.00500,0.00495,0.00495
2023-03-13 15:24:00,0.00495,0.00495,0.0110
2023-03-13 15:28:00,0.00495,0.00495,0.00495
2023-03-13 15:32:00,0.00495,0.00495,0.00495
2023-03-13 15:36:00,0.00495,0.00495,0.00495
2023-03-13 15:40:00,0.00495,0.00495,0.00495
2023-03-13 15:44:00,0.00500,0.00495,0.00495
2023-03-13 15:48:00,0.00495,0.00495,0.00495
2023-03-13 15:52:00,0.00495,0.00495,0.00495
2023-03-13 15:56:00,0.00495,0.00495,0.00495
2023-03-13 16:00:00,0.00495,0.00495,0.00762
2023-03-13 16:04:00,0.00495,0.00495,0.00495
2023-03-13 16:08:00,0.00495,0.00495,0.00495
2023-03-13 16:12:00,0.00495,0.00495,0.00495
2023-03-13 16:16:00,0.00495,0.00495,0.00495
2023-03-13 16:20:00,0.00495,0.00495,0.00495
2023-03-13 16:24:00,0.00495,0.00495,0.00495
2023-03-13 16:28:00,0.00495,0.00495,0.00495
2023-03-13 16:32:00,0.00495,0.00495,0.00495
2023-03-13 16:36:00,0.00495,0.00495,0.00495
2023-03-13 16:40:00,0.00495,0.00495,0.00495
2023-03-13 16:44:00,0.00495,0.00495,0.00495
2023-03-13 16:48:00,0.00495,0.00495,0.00495
2023-03-13 16:52:00,0.00495,0.00495,0.00495
2023-03-13 16:56:00,0.00495,0.00520,0.0109
2023-03-13 17:00:00,0.00495,0.00495,0.00495
2023-03-13 17:04:00,0.00495,0.00520,0.00495
2023-03-13 17:08:00,0.00495,0.00495,0.00495
2023-03-13 17:12:00,0.00495,0.00495,0.00495
2023-03-13 17:16:00,0.00495,0.00495,0.00495
2023-03-13 17:20:00,0.00495,0.00495,0.00495
2023-03-13 17:24:00,0.00495,0.00495,0.00495
2023-03-13 17:28:00,0.00495,0.00495,0.00495
2023-03-13 17:32:00,0.00500,0.00495,0.00495
2023-03-13 17:36:00,0.00495,0.00495,0.00495
2023-03-13 17:40:00,0.00495,0.00495,0.00495
2023-03-13 17:44:00,0.00495,0.00495,0.00495
2023-03-13 17:48:00,0.00495,0.00525,0.00495
2023-03-13 17:52:00,0.00500,0.00495,0.00495
2023-03-13 17:56:00,0.00495,0.00495,0.00495
2023-03-13 18:00:00,0.00495,0.00495,0.00520
2023-03-13 18:04:00,0.00495,0.00495,0.00495
2023-03-13 18:08:00,0.00495,0.00495,0.00515
2023-03-13 18:12:00,0.00495,0.00495,0.00495
2023-03-13 18:16:00,0.00495,0.00495,0.00495
2023-03-13 18:20:00,0.00495,0.00495,0.00495
2023-03-13 18:24:00,0.00495,0.00495,0.00495
2023-03-13 18:28:00,0.00495,0.00495,0.00495
2023-03-13 18:32:00,0.00495,0.00495,0.00495
2023-03-13 18:36:00,0.00495,0.00495,0.00495
2023-03-13 18:40:00,0.00495,0.00495,0.00495
2023-03-13 18:44:00,0.00495,0.00495,0.00495
2023-03-13 18:48:00,0.00495,0.00495,0.00525
2023-03-13 18:52:00,0.00495,0.00495,0.00495
2023-03-13 18:56:00,0.00495,0.00530,0.00495
2023-03-13 19:00:00,0.00495,0.00495,0.00495
2023-03-13 19:04:00,0.00495,0.00495,0.00495
2023-03-13 19:08:00,0.00495,0.00495,0.00495
2023-03-13 19:12:00,0.00495,0.00495,0.00495
2023-03-13 19:16:00,0.00500,0.00495,0.00495
2023-03-13 19:20:00,0.00495,0.00495,0.00495
2023-03-13 19:24:00,0.00495,0.00495,0.00495
2023-03-13 19:28:00,0.00495,0.00495,0.00495
2023-03-13 19:32:00,0.00495,0.00495,0.00495
2023-03-13 19:36:00,0.00495,0.00500,0.00495
2023-03-13 19:40:00,0.00495,0.00495,0.00495
2023-03-13 19:44:00,0.00495,0.00495,0.00495
2023-03-13 19:48:00,0.00495,0.00495,0.00495
2023-03-13 19:52:00,0.00495,0.00495,0.00495
2023-03-13 19:56:00,0.00495,0.00495,0.00495
2023-03-13 20:00:00,0.00495,0.00495,0.00495
2023-03-13 20:04:00,0.00495,0.00495,0.00495
2023-03-13 20:08:00,0.00500,0.00495,0.00495
2023-03-13 20:12:00,0.00495,0.00495,0.00495
2023-03-13 20:16:00,0.00500,0.00495,0.00495
2023-03-13 20:20:00,0.00495,0.00495,0.00495
2023-03-13 20:24:00,0.00495,0.00495,0.00495
2023-03-13 20:28:00,0.00495,0.00495,0.00495
2023-03-13 20:32:00,0.00495,0.00495,0.00495
2023-03-13 20:36:00,0.00495,0.00495,0.00495
2023-03-13 20:40:00,0.00828,0.00495,0.00495
2023-03-13 20:44:00,0.00495,0.00495,0.00495
2023-03-13 20:48:00,0.00500,0.00495,0.00495
2023-03-13 20:52:00,0.00495,0.0181,0.00495
2023-03-13 20:56:00,0.00495,0.00495,0.00495
2023-03-13 21:00:00,0.00495,0.00495,0.00495
2023-03-13 21:04:00,0.00495,0.00495,0.00495
2023-03-13 21:08:00,0.00495,0.00495,0.00495
2023-03-13 21:12:00,0.00495,0.00495,0.00495
2023-03-13 21:16:00,0.00495,0.00495,0.00495
2023-03-13 21:20:00,0.00495,0.00495,0.00495
2023-03-13 21:24:00,0.00495,0.00495,0.00495
2023-03-13 21:28:00,0.00495,0.00495,0.00495
2023-03-13 21:32:00,0.00495,0.00495,0.00495
2023-03-13 21:36:00,0.00495,0.00495,0.00495
2023-03-13 21:40:00,0.00495,0.00495,0.00495
2023-03-13 21:44:00,0.00495,0.00495,0.00495
2023-03-13 21:48:00,0.00495,0.00495,0.00495
2023-03-13 21:52:00,0.00495,0.00495,0.00495
2023-03-13 21:56:00,0.00495,0.00495,0.00495
2023-03-13 22:00:00,0.00495,0.00495,0.00495
2023-03-13 22:04:00,0.00495,0.00495,0.00495
2023-03-13 22:08:00,0.00495,0.00495,0.00495
2023-03-13 22:12:00,0.00495,0.00495,0.00495
2023-03-13 22:16:00,0.00495,0.00495,0.00495
2023-03-13 22:20:00,0.00495,0.00495,0.00495
2023-03-13 22:24:00,0.00495,0.00495,0.00495
2023-03-13 22:28:00,0.00495,0.00495,0.00495
2023-03-13 22:32:00,0.00495,0.00495,0.00495
2023-03-13 22:36:00,0.00495,0.00520,0.00495
2023-03-13 22:40:00,0.00500,0.00762,0.00495
2023-03-13 22:44:00,0.00500,0.00495,0.00495
2023-03-13 22:48:00,0.00495,0.00495,0.00495
2023-03-13 22:52:00,0.00495,0.00495,0.00495
2023-03-13 22:56:00,0.00495,0.00495,0.00495
2023-03-13 23:00:00,0.00495,0.00495,0.00495
2023-03-13 23:04:00,0.00495,0.00515,0.00495
2023-03-13 23:08:00,0.00495,0.00495,0.00495
2023-03-13 23:12:00,0.00495,0.00495,0.00495
2023-03-13 23:16:00,0.00495,0.00495,0.00495
2023-03-13 23:20:00,0.00495,0.00495,0.00495
2023-03-13 23:24:00,0.00495,0.00495,0.00495
2023-03-13 23:28:00,0.00495,0.00495,0.00495
2023-03-13 23:32:00,0.00495,0.00495,0.00495
2023-03-13 23:36:00,0.00495,0.00510,0.00515
2023-03-13 23:40:00,0.00495,0.00535,0.00495
2023-03-13 23:44:00,0.00495,0.00495,0.00495
2023-03-13 23:48:00,0.00495,0.00495,0.00495
2023-03-13 23:52:00,0.00495,0.00495,0.00495
2023-03-13 23:56:00,0.00495,0.00495,0.00495
2023-03-14 00:00:00,0.00495,0.00495,0.00515
2023-03-14 00:04:00,0.00495,0.00495,0.00495
2023-03-14 00:08:00,0.00495,0.00525,0.00495
2023-03-14 00:12:00,0.00495,0.00495,0.00495
2023-03-14 00:16:00,0.00495,0.00495,0.00495
2023-03-14 00:20:00,0.00495,0.00530,0.00495
2023-03-14 00:24:00,0.00495,0.00495,0.00495
2023-03-14 00:28:00,0.00495,0.00495,0.00495
2023-03-14 00:32:00,0.00495,0.00495,0.00495
2023-03-14 00:36:00,0.00495,0.00495,0.00495
2023-03-14 00:40:00,0.00495,0.00495,0.00495
2023-03-14 00:44:00,0.00495,0.00495,0.00495
2023-03-14 00:48:00,0.00495,0.00495,0.00495
2023-03-14 00:52:00,0.00495,0.00495,0.00495
2023-03-14 00:56:00,0.00495,0.00495,0.00495
2023-03-14 01:00:00,0.00495,0.00495,0.00495
2023-03-14 01:04:00,0.00495,0.00755,0.00535
2023-03-14 01:08:00,0.00975,0.00495,0.00495
2023-03-14 01:12:00,0.00495,0.00495,0.00495
2023-03-14 01:16:00,0.00495,0.00530,0.00495
2023-03-14 01:20:00,0.00495,0.00495,0.00495
2023-03-14 01:24:00,0.00495,0.00495,0.00495
2023-03-14 01:28:00,0.00495,0.00495,0.00495
2023-03-14 01:32:00,0.00500,0.00495,0.00495
2023-03-14 01:36:00,0.00495,0.00520,0.00495
2023-03-14 01:40:00,0.00495,0.00495,0.00495
2023-03-14 01:44:00,0.00495,0.00495,0.00495
2023-03-14 01:48:00,0.00495,0.00495,0.00495
2023-03-14 01:52:00,0.00495,0.00495,0.00495
2023-03-14 01:56:00,0.00495,0.00495,0.00495
2023-03-14 02:00:00,0.00495,0.00495,0.00495
2023-03-14 02:04:00,0.00495,0.00495,0.00495
2023-03-14 02:08:00,0.00495,0.00495,0.00495
2023-03-14 02:12:00,0.00495,0.00495,0.00495
2023-03-14 02:16:00,0.00495,0.00495,0.00495
2023-03-14 02:20:00,0.00495,0.00495,0.00495
2023-03-14 02:24:00,0.00495,0.00535,0.00495
2023-03-14 02:28:00,0.00495,0.00495,0.00495
2023-03-14 02:32:00,0.00495,0.00505,0.00495
2023-03-14 02:36:00,0.00495,0.00495,0.00495
2023-03-14 02:40:00,0.00495,0.00495,0.00495
2023-03-14 02:44:00,0.00495,0.00495,0.00495
2023-03-14 02:48:00,0.00495,0.00495,0.00495
2023-03-14 02:52:00,0.00495,0.00495,0.00495
2023-03-14 02:56:00,0.00495,0.00495,0.00495
2023-03-14 03:00:00,0.00495,0.00495,0.00495
2023-03-14 03:04:00,0.00495,0.00495,0.00762
2023-03-14 03:08:00,0.00495,0.00495,0.00495
2023-03-14 03:12:00,0.00500,0.00505,0.00495
2023-03-14 03:16:00,0.00495,0.00495,0.00495
2023-03-14 03:20:00,0.00499,0.00495,0.00495
2023-03-14 03:24:00,0.00495,0.00495,0.00495
2023-03-14 03:28:00,0.00495,0.00495,0.00495
2023-03-14 03:32:00,0.00495,0.00495,0.00495
2023-03-14 03:36:00,0.00495,0.00495,0.00495
2023-03-14 03:40:00,0.00495,0.00495,0.00495
2023-03-14 03:44:00,0.00495,0.00495,0.00495
