"Time","192.168.0.211:10250 worker","192.168.0.221:10250 worker","192.168.0.222:10250 worker"
2023-03-14 03:48:00,0.00495,0.00495,0.00495
2023-03-14 03:52:00,0.00500,0.00520,0.00495
2023-03-14 03:56:00,0.00495,0.00495,0.00495
2023-03-14 04:00:00,0.00495,0.00495,0.00525
2023-03-14 04:04:00,0.00495,0.00495,0.00495
2023-03-14 04:08:00,0.00495,0.00495,0.00495
2023-03-14 04:12:00,0.00495,0.00495,0.00495
2023-03-14 04:16:00,0.00495,0.00495,0.00495
2023-03-14 04:20:00,0.00495,0.0113,0.00495
2023-03-14 04:24:00,0.00495,0.00758,0.00495
2023-03-14 04:28:00,0.00495,0.00495,0.00495
2023-03-14 04:32:00,0.00495,0.00495,0.00495
2023-03-14 04:36:00,0.00495,0.00495,0.00495
2023-03-14 04:40:00,0.00495,0.00520,0.00495
2023-03-14 04:44:00,0.00495,0.00495,0.00495
2023-03-14 04:48:00,0.00495,0.00495,0.00495
2023-03-14 04:52:00,0.00495,0.00495,0.00495
2023-03-14 04:56:00,0.00495,0.00495,0.00495
2023-03-14 05:00:00,0.00495,0.00545,0.00495
2023-03-14 05:04:00,0.00495,0.00495,0.00495
2023-03-14 05:08:00,0.00495,0.00495,0.00495
2023-03-14 05:12:00,0.00495,0.00495,0.00495
2023-03-14 05:16:00,0.00495,0.00495,0.00495
2023-03-14 05:20:00,0.00495,0.00495,0.00495
2023-03-14 05:24:00,0.00495,0.00495,0.00495
2023-03-14 05:28:00,0.00500,0.00495,0.00495
2023-03-14 05:32:00,0.00495,0.00495,0.00495
2023-03-14 05:36:00,0.00495,0.00495,0.00495
2023-03-14 05:40:00,0.00495,0.00495,0.00495
2023-03-14 05:44:00,0.00495,0.00495,0.00495
2023-03-14 05:48:00,0.00495,0.00495,0.00495
2023-03-14 05:52:00,0.00495,0.00495,0.00495
2023-03-14 05:56:00,0.00495,0.00495,0.00495
2023-03-14 06:00:00,0.00495,0.00495,0.00495
2023-03-14 06:04:00,0.00495,0.00495,0.00495
2023-03-14 06:08:00,0.00500,0.00495,0.00495
2023-03-14 06:12:00,0.00495,0.00495,0.00495
2023-03-14 06:16:00,0.00495,0.00495,0.00495
2023-03-14 06:20:00,0.00495,0.00495,0.00495
2023-03-14 06:24:00,0.00495,0.00495,0.00495
2023-03-14 06:28:00,0.00495,0.00495,0.00495
2023-03-14 06:32:00,0.00495,0.00495,0.00495
2023-03-14 06:36:00,0.00495,0.00495,0.00495
2023-03-14 06:40:00,0.00495,0.00495,0.00495
2023-03-14 06:44:00,0.00495,0.00495,0.00495
2023-03-14 06:48:00,0.00495,0.00495,0.00495
2023-03-14 06:52:00,0.00495,0.00495,0.00495
2023-03-14 06:56:00,0.00495,0.00495,0.00495
2023-03-14 07:00:00,0.00495,0.00495,0.00495
2023-03-14 07:04:00,0.00495,0.00495,0.00495
2023-03-14 07:08:00,0.00495,0.00495,0.00495
2023-03-14 07:12:00,0.00495,0.00495,0.00495
2023-03-14 07:16:00,0.00495,0.00495,0.00495
2023-03-14 07:20:00,0.00495,0.00495,0.00495
2023-03-14 07:24:00,0.00495,0.00495,0.00495
2023-03-14 07:28:00,0.00495,0.00495,0.00495
2023-03-14 07:32:00,0.00495,0.00495,0.00495
2023-03-14 07:36:00,0.00495,0.00495,0.00495
2023-03-14 07:40:00,0.00495,0.00495,0.00495
2023-03-14 07:44:00,0.00495,0.00495,0.00495
2023-03-14 07:48:00,0.00495,0.00495,0.00495
2023-03-14 07:52:00,0.00495,0.00495,0.00495
2023-03-14 07:56:00,0.00495,0.00495,0.00495
2023-03-14 08:00:00,0.00495,0.00495,0.00495
2023-03-14 08:04:00,0.00495,0.00495,0.00495
2023-03-14 08:08:00,0.00495,0.00495,0.00495
2023-03-14 08:12:00,0.00495,0.00495,0.00495
2023-03-14 08:16:00,0.00495,0.00495,0.00495
2023-03-14 08:20:00,0.00495,0.00495,0.00495
2023-03-14 08:24:00,0.00495,0.00495,0.00495
2023-03-14 08:28:00,0.00495,0.00495,0.00495
2023-03-14 08:32:00,0.00495,0.00495,0.00495
2023-03-14 08:36:00,0.00495,0.00495,0.00495
2023-03-14 08:40:00,0.00495,0.00495,0.00495
2023-03-14 08:44:00,0.00495,0.00495,0.00495
2023-03-14 08:48:00,0.00495,0.00495,0.00495
2023-03-14 08:52:00,0.00495,0.00495,0.00495
2023-03-14 08:56:00,0.00495,0.00495,0.00495
2023-03-14 09:00:00,0.00495,0.00495,0.00495
2023-03-14 09:04:00,0.00495,0.00495,0.00495
2023-03-14 09:08:00,0.00495,0.00495,0.00495
2023-03-14 09:12:00,0.00495,0.00495,0.00495
2023-03-14 09:16:00,0.00495,0.00495,0.00495
2023-03-14 09:20:00,0.00495,0.00495,0.00495
2023-03-14 09:24:00,0.00495,0.00495,0.00495
2023-03-14 09:28:00,0.00495,0.00495,0.00495
2023-03-14 09:32:00,0.00495,0.00495,0.00495
2023-03-14 09:36:00,0.00495,0.00495,0.00495
2023-03-14 09:40:00,0.00495,0.00495,0.00495
2023-03-14 09:44:00,0.00495,0.00495,0.00495
2023-03-14 09:48:00,0.00495,0.00495,0.00495
2023-03-14 09:52:00,0.00495,0.00495,0.00495
2023-03-14 09:56:00,0.00495,0.00495,0.00525
2023-03-14 10:00:00,0.00495,0.00495,0.00495
2023-03-14 10:04:00,0.00495,0.00495,0.00495
2023-03-14 10:08:00,0.00495,0.00495,0.00495
2023-03-14 10:12:00,0.00495,0.00495,0.00495
2023-03-14 10:16:00,0.00495,0.00495,0.00495
2023-03-14 10:20:00,0.00495,0.00520,0.00495
2023-03-14 10:24:00,0.00495,0.00495,0.00495
2023-03-14 10:28:00,0.00495,0.00495,0.00495
2023-03-14 10:32:00,0.00495,0.00495,0.00510
2023-03-14 10:36:00,0.00495,0.00495,0.00495
2023-03-14 10:40:00,0.00495,0.00495,0.00495
2023-03-14 10:44:00,0.00495,0.00495,0.00495
2023-03-14 10:48:00,0.00495,0.00530,0.00495
2023-03-14 10:52:00,0.00495,0.00495,0.00495
2023-03-14 10:56:00,0.00495,0.00495,0.00495
2023-03-14 11:00:00,0.00495,0.00495,0.00495
2023-03-14 11:04:00,0.00818,0.00495,0.00495
2023-03-14 11:08:00,0.00740,0.00495,0.00495
2023-03-14 11:12:00,0.00495,0.00495,0.00495
2023-03-14 11:16:00,0.00495,0.00495,0.00495
2023-03-14 11:20:00,0.00495,0.00495,0.00495
2023-03-14 11:24:00,0.00495,0.00495,0.00495
2023-03-14 11:28:00,0.00495,0.00495,0.00495
2023-03-14 11:32:00,0.00495,0.00495,0.00495
2023-03-14 11:36:00,0.00495,0.00495,0.00495
2023-03-14 11:40:00,0.00495,0.00495,0.00495
2023-03-14 11:44:00,0.00495,0.00495,0.00495
2023-03-14 11:48:00,0.00495,0.00495,0.00495
2023-03-14 11:52:00,0.00495,0.00495,0.00495
2023-03-14 11:56:00,0.00495,0.00495,0.00495
2023-03-14 12:00:00,0.00495,0.00495,0.00495
2023-03-14 12:04:00,0.00495,0.00495,0.00495
2023-03-14 12:08:00,0.00495,0.00495,0.00495
2023-03-14 12:12:00,0.00495,0.00495,0.00495
2023-03-14 12:16:00,0.00500,0.00495,0.00495
2023-03-14 12:20:00,0.00495,0.00495,0.00495
2023-03-14 12:24:00,0.00510,0.00495,0.00495
2023-03-14 12:28:00,0.00495,0.00495,0.00495
2023-03-14 12:32:00,0.00495,0.00495,0.00495
2023-03-14 12:36:00,0.00500,0.00495,0.00495
2023-03-14 12:40:00,0.00495,0.00495,0.00495
2023-03-14 12:44:00,0.00495,0.00495,0.00495
2023-03-14 12:48:00,0.00495,0.00495,0.00495
2023-03-14 12:52:00,0.00495,0.00495,0.00495
2023-03-14 12:56:00,0.00495,0.00495,0.00495
2023-03-14 13:00:00,0.00495,0.00495,0.00525
2023-03-14 13:04:00,0.00495,0.00495,0.00495
2023-03-14 13:08:00,0.00495,0.00495,0.00495
2023-03-14 13:12:00,0.00495,0.00495,0.00495
2023-03-14 13:16:00,0.00495,0.00495,0.00495
2023-03-14 13:20:00,0.00495,0.00495,0.00495
2023-03-14 13:24:00,0.00495,0.00495,0.00495
2023-03-14 13:28:00,0.00500,0.00495,0.00495
2023-03-14 13:32:00,0.00495,0.00495,0.00495
2023-03-14 13:36:00,0.00495,0.00495,0.00495
2023-03-14 13:40:00,0.00495,0.00495,0.00495
2023-03-14 13:44:00,0.00495,0.00495,0.00495
2023-03-14 13:48:00,0.00495,0.00495,0.00495
2023-03-14 13:52:00,0.00495,0.00495,0.00495
2023-03-14 13:56:00,0.00495,0.00495,0.00495
2023-03-14 14:00:00,0.00495,0.0104,0.00495
2023-03-14 14:04:00,0.00495,0.00495,0.00495
2023-03-14 14:08:00,0.00495,0.00495,0.00495
2023-03-14 14:12:00,0.00495,0.00495,0.00495
2023-03-14 14:16:00,0.00495,0.00495,0.00495
2023-03-14 14:20:00,0.00495,0.00495,0.00765
2023-03-14 14:24:00,0.00495,0.00495,0.00495
2023-03-14 14:28:00,0.00495,0.00495,0.00495
2023-03-14 14:32:00,0.00495,0.00495,0.00495
2023-03-14 14:36:00,0.00495,0.00495,0.00495
2023-03-14 14:40:00,0.00495,0.00495,0.00495
2023-03-14 14:44:00,0.00495,0.00495,0.00495
2023-03-14 14:48:00,0.00495,0.00495,0.00495
2023-03-14 14:52:00,0.00500,0.00495,0.00495
2023-03-14 14:56:00,0.00500,0.00495,0.00495
2023-03-14 15:00:00,0.00495,0.00495,0.00495
2023-03-14 15:04:00,0.00495,0.00495,0.00495
2023-03-14 15:08:00,0.00495,0.00495,0.00495
2023-03-14 15:12:00,0.00495,0.00495,0.00495
2023-03-14 15:16:00,0.00495,0.00495,0.00495
2023-03-14 15:20:00,0.00495,0.00495,0.00495
2023-03-14 15:24:00,0.00495,0.00495,0.00495
2023-03-14 15:28:00,0.00495,0.00495,0.00495
2023-03-14 15:32:00,0.00725,0.00495,0.00495
2023-03-14 15:36:00,0.00750,0.00495,0.00495
2023-03-14 15:40:00,0.00495,0.00495,0.00495
2023-03-14 15:44:00,0.00495,0.00495,0.00495
2023-03-14 15:48:00,0.00495,0.00495,0.00495
2023-03-14 15:52:00,0.00495,0.00495,0.00535
2023-03-14 15:56:00,0.00495,0.00495,0.00495
2023-03-14 16:00:00,0.00495,0.00495,0.00495
2023-03-14 16:04:00,0.00495,0.00495,0.00495
2023-03-14 16:08:00,0.00495,0.00495,0.00758
2023-03-14 16:12:00,0.00495,0.00495,0.00495
2023-03-14 16:16:00,0.00495,0.00495,0.00495
2023-03-14 16:20:00,0.00975,0.00495,0.00495
2023-03-14 16:24:00,0.00495,0.00495,0.00495
2023-03-14 16:28:00,0.00495,0.00495,0.00495
2023-03-14 16:32:00,0.00495,0.00495,0.00525
2023-03-14 16:36:00,0.00495,0.00495,0.00495
2023-03-14 16:40:00,0.00495,0.00495,0.00495
2023-03-14 16:44:00,0.00495,0.00495,0.00495
2023-03-14 16:48:00,0.00495,0.00495,0.00495
2023-03-14 16:52:00,0.00495,0.00495,0.00495
2023-03-14 16:56:00,0.00495,0.00495,0.00495
2023-03-14 17:00:00,0.00495,0.00495,0.00495
2023-03-14 17:04:00,0.00495,0.00495,0.00495
2023-03-14 17:08:00,0.00495,0.00495,0.00495
2023-03-14 17:12:00,0.00495,0.00495,0.00495
2023-03-14 17:16:00,0.00495,0.00495,0.00495
2023-03-14 17:20:00,0.00495,0.0107,0.00495
2023-03-14 17:24:00,0.00495,0.00495,0.00495
2023-03-14 17:28:00,0.00495,0.00495,0.00495
2023-03-14 17:32:00,0.00500,0.00495,0.00495
2023-03-14 17:36:00,0.00495,0.00495,0.00495
2023-03-14 17:40:00,0.00740,0.00495,0.00525
2023-03-14 17:44:00,0.00495,0.00495,0.00495
2023-03-14 17:48:00,0.00495,0.00535,0.00495
2023-03-14 17:52:00,0.00495,0.00495,0.00495
2023-03-14 17:56:00,0.00495,0.00495,0.00495
2023-03-14 18:00:00,0.00495,0.00495,0.00495

