"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf4214ee191c8)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf4214ee191c8)","Receive Total (lxcf97c652df312)"
2023-03-13 17:42:00,0,82.2,22566,50487,0.389,0,0,0,0,178,289,118,456,66.7,447,38.5,0,591,31.9,0,38.5,1750,4.03,447,0,66.0,41710,19.0,1791,6796,70.9,1081,82.2,0,35370,59515,0,0,0,0,0,224,114,27.6,261,40.7,252,19.0,0,698,25.9,0.389,19.0,198,3.90,250,0,41.7,17995,38.5,246,1147,70.5,1076
2023-03-13 17:44:00,0,86.6,33103,61794,0,0,0,0,0,177,287,124,457,65.8,451,38.5,0,589,31.6,0,38.5,1959,4.27,452,0,66.1,41776,19,1966,7124,827,1870,86.6,0,36238,62260,0,0,0,0,0,226,113,29.4,261,40.3,260,19,0,698,25.5,0.389,19,199,4.13,249,0,41.4,27749,38.5,219,1118,97.5,1864
2023-03-13 17:46:00,0,82.2,27880,80827,0,0,0,0,62,178,289,124,454,65.8,447,752,0,587,31.6,0,38.5,1809,4.73,447,0,66.1,41678,19,1863,6913,669,1345,82.2,0,59045,88926,0,0,0,0,151,225,107,29.4,254,40.3,256,472,0,700,25.5,0,19,203,4.60,249,0,40.6,20225,38.5,240,1139,87.9,1339
2023-03-13 17:48:00,0,78.5,34990,88453,0,0,0,0,62,178,294,130,455,66.1,447,752,0,586,31.6,0,38.5,1876,4.97,450,0,65.7,41697,19,1904,7106,222,1611,78.5,0,59312,89462,0,0,0,0,151,222,119,30.3,255,41,252,472,0,702,25.5,0,19,196,4.83,253,0,40.6,27081,38.5,235,1164,73.5,1599
2023-03-13 17:50:00,0,72.7,25918,54046,0,0,0,0,0,178,285,124,458,66.1,449,38.9,0,586,31.8,0,38.5,1946,4.73,448,0,65.7,41671,19,1962,7159,298,2133,72.7,0,36392,61933,0,0,0,0,0,223,110,29.0,263,40.6,254,19,0.389,700,25.7,0,19,207,4.60,249,0,40.6,20281,38.5,222,1167,80.2,2125
2023-03-13 17:52:00,0,78.9,24366,52415,0,0,0,0,0,178,291,130,454,65.7,447,38.5,0,587,32.3,0,38.5,1731,4.50,449,0,65.7,41698,19,1742,6873,71.0,1068,78.9,0,35342,59515,0,0,0,0,0,223,114,30.3,259,41.0,258,19,0,701,26.2,0,19,200,4.37,251,0,40.3,19797,38.5,209,1173,71.0,1067
2023-03-13 17:54:00,0.389,79.6,35358,64343,0,0,0,0,0,177,287,136,454,66.1,445,38.5,0,587,32.3,0,38.5,1942,4.27,451,0,65.7,41794,19,1966,7187,812,1872,79.6,0.389,36216,62300,0.389,0,0,0,0,225,106,31.6,254,41.7,256,19,0,701,26.2,0,19,200,4.13,258,0,41,30021,38.9,227,1158,105,1873
2023-03-13 17:56:00,0,80,26087,77736,0,0,0,0,0.389,176,293,141,454,65.7,448,38.5,0,586,31.8,0,38.5,1795,4.03,448,0,65.7,41726,19,1819,6946,1706,1341,80,0,57334,87905,0,0,0,0,0,224,119,38.6,254,40.6,253,19.4,0,701,25.7,0,19,196,3.90,255,0,40.3,19162,38.5,228,1172,107,1341
2023-03-13 17:58:00,0,81.5,36780,90423,0,0,0,0,62,174,292,130,455,65.8,450,752,0,585,31.6,0,38.5,1877,4.66,448,0,65.3,41788,19,1898,7065,1559,1600,81.5,0,59362,90911,0,0,0,0,153,224,118,31.0,254,40.3,255,472,0,702,25.5,0,19,191,4.13,250,0,40.3,28877,38.5,228,1143,92.3,1598
2023-03-13 18:00:00,0,73.4,25634,53751,0,0,0,0,0,178,288,118,454,65.8,447,38.5,0,585,31.8,0,38.5,1951,4.27,449,0,65.3,41715,19,1967,7189,297,1867,73.4,0,36161,61697,0,0,0,0,0,221,106,27.7,254,40.3,251,19,0,702,25.7,0,19,203,4.13,250,0,39.9,20268,38.5,223,1144,79.9,1866
2023-03-13 18:02:00,0,74.5,23471,51412,0,0,0,0,0,178,287,119,440,65.7,453,38.5,0,586,32.3,0,38.5,1779,4.27,450,0,65.7,41694,19,1829,6819,71.0,1082,74.5,0,35360,59529,0,0,0,0,0,222,112,27.7,245,40.6,253,19,0,702,26.2,0,19,192,4.13,253,0,40.6,18897,38.5,252,1118,70.6,1072
2023-03-13 18:04:00,0,78.2,25427,53546,0,0,0.389,0,0,178,285,124,443,65.7,453,38.5,0,589,32.7,0,38.5,1872,4.27,449,0,65.7,41716,19.4,1889,7057,1813,1609,78.2,0,35912,62615,0,0,0,0.389,0,222,105,29.0,249,40.3,253,19,0,699,26.2,0,19,188,4.13,251,0,41,20331,38.5,215,1176,106,1599
2023-03-13 18:06:00,0,81.8,24037,59539,0,0,0.389,0,0,176,15698,124,455,65.7,453,38.5,0,587,32.2,0,38.5,3344,4.27,449,0,65.7,41653,19.4,2083,21316,1739,4153,81.8,0,41251,103236,0,0,0,0.389,0,222,638,29.0,254,40.3,253,19,0,699,25.7,0,19,297,4.52,251,0,40.6,18100,38.5,228,2455,101,2096
2023-03-13 18:08:00,0,76.3,36497,92683,0,0.389,0,0,62,177,31057,124,455,66.0,449,751,0,585,31.6,0,38.5,3912,4.27,438,0,65.8,41737,19,2404,22960,220,4757,76.3,0,60047,143438,0,0,0,0,154,222,1156,29.0,254,40.6,252,472,0,702,25.5,0,19,294,4.52,247,0.389,40.3,27906,38.5,216,2394,73.5,2456
2023-03-13 18:10:00,0,85.5,25650,54250,0,0.389,0,0.389,0,180,15658,130,455,66.0,452,38.5,0,584,31.8,0,38.5,2458,4.27,436,0,65.8,41667,19,2215,8720,299,2214,85.5,0,36220,80140,0,0,0,0,0,222,643,30.3,254,41,263,19,0,699,25.7,0,19,186,4.13,243,0.389,40.6,20190,38.5,193,1139,80.2,1958
2023-03-13 18:12:00,0,87.3,31846,60339,0,0,0,0.389,0,178,287,130,454,66.0,437,38.5,0,589,32.3,0,38.5,1804,4.50,447,0,66.1,41743,19,1822,6955,149,1338,87.3,0,35661,60189,0,0,0,0,0,222,103,30.3,254,41.4,251,19,0,698,26.2,0,19,178,4.37,249,0,41.4,27017,38.5,203,1135,76.6,1338
2023-03-13 18:14:00,0,82.2,25411,53483,0,0,0,0,0,176,291,124,455,66.0,434,38.5,0,589,32.3,0,38.5,1891,4.50,447,0,66.1,41728,19,1916,7071,221,1601,82.2,0,35901,61105,0,0,0,0,0,224,108,29.0,255,41,243,19,0,699,26.2,0,19.4,185,4.37,249,0,40.6,20313,38.5,218,1141,73.9,1600
2023-03-13 18:16:00,0,81.1,23126,50952,0,0,0,0,0,178,293,130,460,65.7,448,38.5,0,585,32.3,0,38.5,1899,4.27,449,0,65.8,41694,19,1922,7068,227,1607,81.1,0,35893,61160,0,0,0.389,0,0,224,117,30.3,255,40.6,253,19,0,701,26.2,0,19,167,4.13,251,0,40.3,18009,38.5,187,1098,78.8,1597
2023-03-13 18:18:00,0,76.0,35308,88631,0,0,0,0,62,176,292,124,457,66.7,449,751,0,585,32.3,0,38.5,1743,4.03,451,0,65.8,41743,19,1752,6816,71.0,1083,76.0,0,58749,87822,0,0,0,0,152,224,116,29.0,252,41.4,253,471,0,704,26.2,0,19,177,3.90,254,0,40.6,27925,38.5,196,1108,70.2,1080
2023-03-13 18:20:00,0,74.5,25299,53374,0,0,0,0,0,177,289,124,456,66.4,448,38.5,0,588,32.3,0,38.5,1943,4.27,449,0,65.4,41686,19,1964,7155,289,1874,74.5,0,36150,61552,0,0,0,0,0,225,109,29.0,255,41,253,19,0,702,26.2,0,19,182,4.13,251,0,40.3,19924,38.5,210,1148,75.0,1863
2023-03-13 18:22:00,0,75.6,34487,63130,0,0,0,0,0,175,286,136,455,65.8,449,38.5,0.389,588,32.0,0,38.5,1787,4.73,450,0,65.3,41806,19,1820,6956,149,1338,75.6,0,35734,60334,0,0,0,0,0,225,112,31.6,255,40.3,254,19,0,697,26.0,0,19,153,4.60,252,0,40.3,29659,38.5,189,1074,76.6,1334
2023-03-13 18:24:00,0,83.7,25435,53441,0,0,0,0,0,177,292,136,452,65.7,448,38.5,0,591,31.8,0,38.5,1872,4.97,451,0,65.7,41707,19,1902,7023,220,1603,83.7,0,35901,61041,0,0.389,0,0,0,225,118,31.6,252,40.3,253,19,0,696,25.7,0,19,179,4.83,254,0,41.4,20336,38.5,202,1093,73.9,1600
2023-03-13 18:26:00,0,77.1,24835,52831,0,0,0,0,0,176,290,113,454,66.0,447,38.5,0,587,32.0,0,38.9,1959,4.73,447,0.389,65.7,41654,19,1965,7160,2870,1873,77.1,0,36108,64192,0,0,0,0,0,223,112,26.3,254,40.6,251,19,0,700,26.0,0,19,201,4.60,249,0,40.6,19451,38.5,212,1107,123,1870
2023-03-13 18:28:00,0,79.6,37384,90876,0,0,0,0,62,176,287,113,452,66.1,447,750,0,587,32.3,0.389,38.9,1721,4.50,447,0.389,66.5,41766,19,1747,6800,2653,1070,79.6,0,58737,90530,0,0,0,0,155,223,112,26.3,252,40.6,251,471,0,701,26.2,0,19,181,4.37,249,0,42.2,30006,38.5,209,1136,119,1073
2023-03-13 18:30:00,0,79.3,26294,66020,0,0,0,0,62,176,290,124,455,65.7,450,750,0,588,32.0,0.389,38.5,1923,4.27,452,0,66.6,41746,19,1952,7167,813,1863,79.3,0,47417,75843,0,0,0,0,155,225,111,29.0,257,40.6,254,471,0,700,26.0,0,19,189,4.13,254,0,41.5,19286,38.5,218,1137,91.8,1868
2023-03-13 18:32:00,0,74.1,33820,62520,0,0,0,0,0,177,294,119,455,65.7,448,38.5,0,585,31.6,0,38.5,1786,4.73,448,0,65.8,41813,19,1805,6893,148,1338,74.1,0,35714,60194,0,0,0,0,0,225,117,27.7,260,40.3,259,19,0,702,25.5,0,19,193,4.60,250,0,40.6,29005,38.5,220,1127,76.2,1332
2023-03-13 18:34:00,0,72.3,25364,53376,0,0,0,0,0,177,286,124,453,65.8,449,38.5,0,585,31.6,0,38.5,1875,4.97,447,0,65.7,41693,19,1883,7010,220,1617,72.3,0,35872,60932,0,0,0,0,0,223,113,29.0,252,40.6,260,19,0,702,25.5,0,19,195,4.83,249,0,41,20260,38.5,209,1109,74.2,1603
2023-03-13 18:36:00,0,81.1,28653,56950,0,0,0,0,0,178,293,124,456,65.8,448,38.5,0,588,31.6,0,38.5,1929,4.73,451,0,65.7,41756,19,1957,7175,288,1880,81.1,0,36203,61590,0,0,0,0,0,223,113,29.0,256,41,253,19,0,699,25.5,0,19,186,4.60,253,0,40.6,23301,38.5,223,1105,75.7,1864
2023-03-13 18:38:00,0,80.7,31462,84505,0,0,0,0,62.0,177,291,136,443,66.0,449,751,0,589,31.9,0,38.5,1714,4.50,448,0,65.7,41737,19.0,1725,6811,80.1,1077,80.7,0,58698,87737,0,0,0,0,153,224,120,31.6,250,41.0,254,471,0,701,25.9,0,19.0,193,4.36,250,0,41.3,24097,38.5,208,1148,74.7,1066
2023-03-13 18:40:00,0,80,26694,79488,0,0,0,0,62,177,294,124,447,66.1,450,751,0,584,31.8,0,38.5,1941,4.03,448,0,65.8,41668,19,1943,7121,1627,1881,80,0,59431,91244,0,0,0,0,153,223,124,29.0,256,40.6,254,471,0,700,25.7,0,19,198,3.90,250,0,40.6,18504,38.5,209,1157,93.9,1874
2023-03-13 18:42:00,0,81.5,33042,61704,0.389,0,0,0,0,177,290,124,452,65.7,449,38.5,0,586,32.3,0,38.5,1791,4.03,438,0,66.1,41774,19,1811,6923,149,1349,81.5,0,35681,60346,0,0,0,0,0,223,112,29.0,252,40.3,259,19,0,697,26.2,0.389,19,194,3.90,246,0,40.6,28207,38.5,226,1118,76.6,1337
2023-03-13 18:44:00,0,87.0,25333,53440,0,0,0,0,0,178,288,124,452,65.7,448,38.5,0,587,32.3,0,38.5,1877,4.27,437,0,65.8,41731,19,1893,7052,230,1611,87.0,0,35922,61062,0,0,0,0,0,224,115,34.4,252,40.3,253,19,0,701,26.2,0,19,198,4.13,249,0,41,20220,38.5,222,1129,79.1,1595
2023-03-13 18:46:00,0,79.3,32877,61708,0,0,0,0,0,176,294,130,456,65.8,446,38.5,0,588,32.0,0,38.5,1956,4.27,448,0,66.1,41775,19,2003,7254,509,1878,79.3,0,36218,62184,0,0,0,0,0,224,119,35.4,257,39.9,251,19,0,700,26.0,0,19,209,4.13,249,0,40.6,27525,38.5,235,1193,87.3,1869
2023-03-13 18:48:00,0,77.1,26580,73943,0,0,0,0,0,176,286,130,455,65.8,448,38.9,0,589,31.6,0,38.5,1730,4.27,448,0,66.1,41714,19,1746,6816,81.2,1082,77.1,0,53162,80892,0,0,0,0,0,224,105,30.3,254,40.3,252,19,0.389,699,25.5,0,19,195,4.13,249,0,40.6,20290,38.5,215,1141,74.4,1078
2023-03-13 18:50:00,0.389,79.3,25434,78074,0,0,0,0,62,178,293,130,453,65.7,453,751,0,590,31.6,0,38.5,1942,4.27,451,0,66.1,41650,19,1966,7158,290,1875,79.3,0.389,59435,89820,0.389,0,0,0,152,223,120,30.3,252,40.3,254,471,0,700,25.5,0,19,199,4.13,253,0,41.4,17240,38.5,230,1133,74.2,1864
2023-03-13 18:52:00,0.389,73.4,31979,60559,0,0,0,0,0,178,288,136,454,66.2,438,38.5,0,586,32.0,0,38.5,1810,4.27,450,0,66.1,41757,19,1818,6992,140,1351,73.4,0.389,35670,60195,0.389,0,0,0,0,222,109,31.6,254,41.5,244,19,0,702,26.0,0,19,212,4.13,252,0,40.6,27154,38.5,227,1157,71.3,1340
2023-03-13 18:54:00,0,80.4,25242,53372,0,0,0,0,0.389,177,288,130,454,65.8,435,38.5,0,587,32.3,0,38.5,1888,4.66,447,0,66.1,41689,19,1895,7050,232,1612,80.4,0,35898,61026,0,0,0,0,0.389,225,111,30.3,254,41.1,245,19,0,700,26.2,0,19,211,4.13,249,0,41,20129,38.5,226,1178,86.2,1599
2023-03-13 18:56:00,0,82.6,34227,63040,0,0,0,0,0.389,177,285,130,456,66.0,448,38.5,0,587,32.0,0,38.5,1933,4.66,449,0,65.8,41751,19,1971,7220,292,1876,82.6,0,36195,61786,0,0,0,0,0.389,223,107,30.3,256,41,252,19,0,699,26.0,0,19,187,4.13,251,0,41,28882,38.5,233,1160,82.8,1863
2023-03-13 18:58:00,0,74.9,25273,54953,0,0,0,0,0,176,287,124,454,65.8,448,38.5,0,590,31.6,0,38.5,1803,4.27,451,0,65.7,41673,19,1816,6947,149,1346,74.9,0,37104,61908,0,0,0,0,0,224,108,29.0,253,40.6,253,19,0,697,25.5,0,19,201,4.13,254,0,40.3,20272,38.9,225,1148,76.9,1341
2023-03-13 19:00:00,0,78.2,27876,80675,0,0,0,0,62,177,293,124,453,65.6,445,752,0,588,31.6,0,38.5,1882,4.27,448,0,65.3,41867,19,1889,7039,521,1611,78.2,0,59294,89584,0,0,0,0,153,224,119,29.0,252,40.3,249,472,0,701,25.5,0,19,205,4.13,249,0,40.6,19946,38.9,217,1149,90.4,1607
2023-03-13 19:02:00,0,77.8,34940,63775,0,0,0,0,0,178,284,119,455,66.5,448,38.5,0,587,31.6,0,38.5,1808,4.27,450,0,65.4,41776,19,1847,6925,1726,1435,77.8,0,35765,61982,0,0,0,0,0,222,110,27.7,254,41.7,258,19.4,0,699,25.5,0,19,191,4.13,253,0,40.6,30051,38.5,236,1142,96.6,1424
2023-03-13 19:04:00,0,80.7,24134,52053,0,0,0,0,0,176,287,119,460,67.6,447,38.5,0,587,32.0,0,38.5,1819,4.27,451,0,65.7,41665,19.4,1851,6930,1737,1343,80.7,0,35602,61814,0,0,0,0,0,225,107,27.7,255,42.5,251,19,0,700,25.5,0,19,176,4.13,254,0,40.3,19292,38.5,213,1118,101,1335
2023-03-13 19:06:00,0,86.6,34362,62982,0,0,0,0,0,177,291,136,462,66.7,452,38.5,0,586,31.6,0,38.5,1934,4.50,454,0,66.0,41784,19,1963,7212,288,1871,86.6,0,36228,61812,0,0,0,0,0,223,118,31.6,256,41.5,251,19,0,701,25.5,0,19,167,4.37,251,0,41,29019,38.5,195,1101,75.3,1864
2023-03-13 19:08:00,0,82.9,25103,52957,0,0.389,0.389,0,0,178,285,130,454,66.4,452,38.5,0,588,31.6,0,38.5,1797,4.97,447,0,66.0,41729,19,1824,6963,139,1345,82.9,0,35658,60095,0,0,0,0.389,0,222,103,30.3,254,41,252,19,0,700,25.5,0,19,155,4.83,249,0.389,41,20259,38.5,189,1074,71.7,1342
2023-03-13 19:10:00,0,85.1,26787,79460,0,0,0,0.389,62,177,290,130,453,66.4,449,752,0,586,31.6,0,38.5,1848,4.97,449,0,65.8,41666,19,1885,7021,1576,1613,85.1,0,59254,90623,0,0,0,0,154,224,106,30.3,252,41.4,254,472,0,698,25.5,0,19,139,4.83,251,0,40.6,18852,38.5,175,1107,96.9,1598
2023-03-13 19:12:00,0,77.0,29377,57622,0,0,0,0,0,179,289,124,455,66.0,450,38.5,0,583,32.0,0,38.5,1936,4.26,450,0,65.7,41681,19.0,1971,7199,1634,1871,77.0,0,36148,63152,0,0,0,0,0,224,116,29.0,255,41.3,256,19.0,0,698,26.0,0,19.0,160,4.52,253,0,40.6,24013,38.5,201,1090,92.7,1865
2023-03-13 19:14:00,0,83.3,22970,50704,0,0,0,0,0,176,291,130,443,66.0,449,38.5,0,586,32.3,0,38.5,1731,4.27,447,0,65.3,41673,19,1748,6773,80.1,1072,83.3,0,35365,59444,0,0,0,0,0,224,119,30.3,248,41,254,19,0,701,26.2,0,19.4,152,4.52,249,0,40.3,18366,38.5,180,1078,75.1,1075
2023-03-13 19:16:00,0,82.9,33524,62088,0,0,0,0,0,177,290,129,440,65.7,445,38.5,0,587,32.0,0,38.5,1931,4.50,447,0,65.8,41706,19,1945,7107,298,1868,82.9,0,36171,61591,0,0,0,0,0,222,107,30.3,245,40.6,249,19,0,702,26.0,0,19.4,168,4.37,249,0,40.3,28177,38.5,196,1070,80.6,1863
2023-03-13 19:18:00,0,82.9,25077,52998,0,0,0,0,0,177,290,119,455,65.3,448,38.5,0.389,587,31.6,0,38.5,1773,4.97,437,0,65.9,41695,19,1799,6857,139,1347,82.9,0,35613,59987,0,0,0,0,0,223,114,27.7,254,39.9,253,19,0,701,25.5,0,19,161,4.83,245,0,40.7,20240,38.5,186,1093,71.3,1338
2023-03-13 19:20:00,0,77.1,35491,88687,0,0,0,0,62,177,292,136,456,65.4,449,752,0.389,584,31.6,0,38.5,1866,4.97,450,0,65.3,41813,19,1895,7033,228,1606,77.1,0,59079,89166,0,0,0.389,0,150,223,118,31.6,261,39.9,259,472,0,703,25.5,0,19,164,4.83,252,0,40.7,27600,38.5,203,1114,78.4,1604
2023-03-13 19:22:00,0,77.5,27675,71644,0,0,0,0,62,177,293,124,454,65.6,446,752,0,587,31.6,0,38.5,1947,4.27,449,0,65.4,41670,19,1960,7278,805,1867,77.5,0,51197,80622,0,0,0.389,0,150,223,115,29.0,254,40.6,255,472,0,700,25.5,0,19,205,4.13,251,0,40.3,20266,38.5,216,1156,91.8,1862
2023-03-13 19:24:00,0,73.8,21870,49689,0,0,0,0,0,178,288,124,456,65.9,447,38.5,0,587,31.6,0,38.5,1718,4.27,449,0,65.7,41695,19,1730,6743,587,1082,73.8,0,35347,59853,0,0,0,0,0,223,112,29.0,255,40.6,252,19,0,701,25.5,0,19,190,4.13,251,0,41,17278,38.5,210,1137,86.3,1073
2023-03-13 19:26:00,0,81.5,32472,61142,0,0,0,0,0,178,286,130,454,65.0,447,38.5,0,587,31.2,0,38.9,1940,4.50,449,0,65.7,41764,19,1957,7221,2577,1871,81.5,0,36202,64151,0,0,0,0,0,222,110,30.3,254,39.5,252,19,0,700,25.1,0,19,186,4.37,251,0,40.3,27116,38.5,202,1124,108,1865
2023-03-13 19:28:00,0,82.2,24931,52926,0,0,0,0,0,178,293,130,453,65.7,450,38.5,0,585,31.6,0,38.5,1796,4.50,450,0.389,65.7,41653,19,1814,6903,2418,1336,82.2,0,35590,62608,0,0,0,0,0,223,118,30.3,259,40.3,255,19,0,701,25.5,0,19,170,4.37,253,0,40.3,20097,38.5,193,1079,99.1,1337
2023-03-13 19:30:00,0,84.0,35609,88889,0,0,0,0,62,174,296,124,452,66.4,449,752,0,587,31.6,0.389,38.5,1879,4.27,449,0,65.7,41793,19,1902,6985,448,1601,84.0,0,59207,89590,0,0.389,0,0,151,224,120,29.0,252,41.4,259,472,0,699,25.5,0,19,163,4.13,251,0,41,27698,38.5,198,1121,89.6,1607
2023-03-13 19:32:00,0,82.2,28467,81110,0,0,0,0,62,177,287,124,456,66.7,434,752,0,591,31.6,0,38.5,1939,4.03,448,0,65.7,41720,19,1952,7144,516,1867,82.2,0,59409,90030,0,0,0,0,151,223,106,29.0,256,41.7,244,472,0,697,25.5,0,19,156,3.90,254,0,40.6,20274,38.5,184,1099,91.4,1871
2023-03-13 19:34:00,0,76.7,24185,52097,0,0,0,0,0,177,285,124,457,66.4,435,38.5,0,587,31.9,0,38.5,1718,4.27,450,0,65.7,41701,19,1749,6717,71.7,1079,76.7,0,35354,59500,0,0,0,0,0,224,110,33.9,256,41.4,244,19,0,699,25.9,0,19,171,4.13,257,0,40.3,19595,38.5,200,1092,70.6,1071
2023-03-13 19:36:00,0,77.1,35319,64111,0,0,0,0,0,180,292,130,458,65.7,452,38.5,0,589,31.6,0,38.5,1948,4.50,449,0,65.7,41739,19,1988,7263,298,1871,77.1,0,36183,62025,0,0,0,0,0,221,115,30.3,254,40.3,256,19,0,697,25.5,0,19,160,4.37,251,0,40.3,29966,38.5,209,1100,80.2,1870
2023-03-13 19:38:00,0,79.3,24102,51968,0,0,0,0,0,178,290,124,460,66.0,448,38.5,0,588,31.6,0,38.5,1778,4.97,449,0,65.8,41699,19,1793,6959,139,1338,79.3,0,35604,60126,0,0,0,0,0,222,108,29.0,255,40.6,253,19,0,699,25.5,0,19,162,4.83,251,0,40.6,19265,38.5,173,1105,71.3,1339
2023-03-13 19:40:00,0,83.3,35530,80880,0,0,0,0,0,177,285,119,452,66.7,447,38.5,0,583,31.6,0,38.5,1844,4.97,447,0,65.7,41826,19,1869,6953,1813,1596,83.3,0,51286,81094,0,0,0,0,0,224,111,27.7,252,41,251,19,0,700,25.5,0,19,161,4.83,249,0,41,28973,38.5,190,1125,97.7,1596
2023-03-13 19:42:00,0,83.7,28438,81268,0.389,0,0,0,62,177,290,119,454,67.1,448,751,0,582,31.9,0,38.5,1933,4.50,451,0,65.7,41766,19,1952,7134,298,1872,83.7,0,59484,89939,0,0,0,0,152,224,111,27.7,254,41.4,253,472,0,701,25.9,0,19,189,4.37,253,0,40.6,20256,38.5,202,1100,79.9,1868
2023-03-13 19:44:00,0,81.8,23824,51773,0.389,0,0,0,0,177,290,119,456,65.8,449,38.5,0,586,31.6,0,38.5,1782,4.27,450,0,65.8,41741,19,1803,6819,139,1346,81.8,0,35661,60075,0,0,0,0,0,222,108,28.0,256,40.3,255,19,0.389,701,25.5,0.389,19,185,4.13,253,0,41.4,18988,38.5,209,1090,70.9,1336
2023-03-13 19:46:00,0,85.5,29163,57497,0,0,0,0,0,178,292,130,456,65.3,445,38.5,0,587,31.8,0,38.5,1862,4.27,447,0,65.9,41747,19.0,1933,7026,228,1608,85.5,0,35964,61200,0,0,0,0,0,223,113,30.7,255,40.6,249,19.0,0.389,701,25.7,0.389,19.0,190,4.13,249,0,41.4,24061,38.5,233,1129,78.0,1602
2023-03-13 19:48:00,0,85.1,23140,51019,0,0,0,0,0,176,291,130,455,65.6,448,38.5,0,587,32.3,0,38.5,1799,4.27,448,0,65.9,41692,19,1816,6913,147,1338,85.1,0,35635,60087,0,0,0,0,0,224,112,30.3,255,40.3,257,19,0,699,26.2,0,19,193,4.13,249,0,40.6,18283,38.5,216,1142,76.2,1333
2023-03-13 19:50:00,0,86.2,32857,61501,0,0,0,0,0,174,291,130,440,66.7,451,38.9,0,586,32.3,0,38.5,1810,4.27,449,0,66.5,41745,19,1835,6897,142,1333,86.2,0,35673,60293,0,0,0,0,0,225,116,30.3,245,41.7,260,19,0,700,26.2,0,19,197,4.13,251,0,41.4,28028,38.5,220,1157,71.7,1335
2023-03-13 19:52:00,0,84.8,28452,81356,0,0,0,0,62.4,177,291,135,442,66.1,449,751,0,586,32.3,0,38.5,1934,4.03,439,0,66.4,41677,19,1963,7236,298,1871,84.8,0,59510,90058,0,0,0,0,153,221,115,31.6,248,41.0,254,472,0,702,26.2,0,19,196,3.90,246,0,41.4,20257,38.5,226,1153,80.2,1867
2023-03-13 19:54:00,0.389,80.4,32684,61334,0,0,0,0,0,178,289,130,456,65.3,447,38.5,0,587,32.3,0,38.5,1789,4.27,448,0,65.8,41732,19,1809,6902,1490,1342,80.4,0.389,35654,61715,0,0,0,0,0,221,108,30.3,257,39.9,252,19,0,700,26.2,0,19,197,4.13,250,0,40.6,27858,38.5,218,1145,98,1332
2023-03-13 19:56:00,0,81.1,25384,53537,0,0,0,0,0,177,291,124,452,66.0,445,38.5,0,587,32.3,0,38.5,1876,4.66,447,0,65.8,41699,19,1888,7005,2381,1608,81.1,0,35890,63323,0,0,0,0,0,223,115,29.0,252,40.6,249,19.4,0,700,26.2,0,19,199,4.13,249,0,40.6,20271,38.9,224,1104,122,1600
2023-03-13 19:58:00,0,85.1,22850,50828,0,0,0,0,0,176,288,124,456,65.7,449,38.5,0,585,32.3,0,38.5,1873,4.27,449,0,65.8,41720,19,1893,7063,745,1614,85.1,0,35911,61664,0.389,0,0,0,0,223,111,29.0,257,40.6,255,19,0,701,26.2,0,19,185,4.13,251,0,40.6,17741,38.5,211,1133,95.6,1609
