"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf4214ee191c8)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf4214ee191c8)","Receive Total (lxcf97c652df312)"
2023-03-14 03:30:00,0,75.6,35643,89173,0,0,0,0,62,178,286,124,456,65.7,446,751,0.389,586,32.3,0,38.5,1874,4.03,450,0,65.8,41724,19,1892,7031,229,1602,75.6,0,59311,89286,0,0,0,0,153,221,103,29.0,256,40.3,250,471,0,701,26.2,0,19,191,3.90,253,0,40.7,27728,38.5,219,1166,78.4,1601
2023-03-14 03:32:00,0,91.4,25690,53816,0,0,0,0,0,178,292,136,454,66.1,447,38.5,0.389,589,32.3,0,38.5,1945,4.27,447,0,65.8,41708,19,1961,7232,297,1865,91.4,0,36171,61767,0,0,0,0,0,221,110,31.6,253,40.6,251,19,0,698,26.2,0,19,202,4.13,249,0,40.3,20322,38.5,217,1180,79.5,1863
2023-03-14 03:34:00,0,88.8,21898,49836,0,0,0,0,0,179,284,136,452,65.7,443,38.5,0,589,32.0,0,38.5,1725,4.27,448,0,65.8,41655,19,1757,6771,594,1070,88.8,0,35335,61424,0,0,0,0,0,222,108,31.6,257,40.6,249,19,0,699,26.0,0,19.4,205,4.13,249,0,40.6,17315,38.5,233,1161,87.1,1071
2023-03-14 03:36:00,0,87.0,32498,61206,0,0,0,0,0,177,285,136,461,66.5,449,38.5,0,591,31.6,0,38.5,1945,4.50,450,0,65.7,41742,19,1970,7252,819,1863,87.0,0,36189,63853,0,0,0,0,0,223,109,31.6,263,41.7,259,19,0,698,25.5,0,19.4,203,4.37,253,0,41.7,27135,38.5,225,1113,96.0,1860
2023-03-14 03:38:00,0,78.2,24821,52863,0,0,0,0,0,176,296,135,455,66.1,445,38.5,0,589,31.6,0,38.5,1793,4.27,437,0,65.4,41724,19,1816,7004,139,1344,78.2,0,35637,60191,0,0,0,0,0,224,122,37.3,256,41,248,19,0,698,25.5,0,19,173,4.13,249,0,40.3,19977,38.5,208,1123,71.7,1343
2023-03-14 03:40:00,0,78.5,37598,91165,0,0,0,0,62,177,285,124,452,66.0,448,752,0,588,32.0,0,38.5,1880,4.27,437,0,65.4,41804,19,1897,7034,3848,1609,78.5,0,59221,93090,0,0,0,0,153,223,105,34.7,252,40.6,253,472,0,700,26.0,0,19,181,4.13,249,0,40.6,29692,38.5,204,1121,133,1601
2023-03-14 03:42:00,0,77.1,27313,67296,0,0,0,0,62,178,287,118,455,65.6,449,752,0,589,32.3,0,38.5,1977,4.27,450,0.389,66.0,41807,19,1986,7248,3922,1872,77.1,0,47615,79365,0,0,0,0,153,223,112,27.7,254,40.3,255,472,0,701,26.2,0,19,185,4.13,252,0,41,20262,38.5,204,1129,131,1870
2023-03-14 03:44:00,0,74.1,23788,51620,0,0,0,0,0,176,289,124,454,65.3,448,38.5,0,589,32.0,0,38.5,1718,4.03,449,0,65.7,41689,19,1729,6724,71.3,1087,74.1,0,35356,59363,0,0,0,0,0,223,109,29.0,254,39.9,253,19,0,697,26.0,0,19,158,3.90,251,0,41.4,19199,38.5,178,1104,70.6,1080
2023-03-14 03:46:00,0,83.7,31213,59601,0,0,0,0,0,177,291,119,441,66.1,445,38.5,0,589,31.6,0,38.5,1934,4.03,447,0,65.5,41735,19,2000,7171,298,1876,83.7,0,36199,61743,0.389,0,0,0,0,224,116,27.7,247,40.6,249,19,0,695,25.5,0.389,19,155,3.90,249,0,41,25849,38.5,200,1083,80.6,1866
2023-03-14 03:48:00,0,77.8,23551,51329,0,0,0,0,0,175,286,124,455,66.4,448,38.5,0,586,31.6,0,38.9,1814,4.27,447,0,65.4,41722,19,1844,6927,149,1341,77.8,0,35645,60091,0,0.389,0,0,0,226,111,29.0,254,40.6,253,19,0,696,25.5,0,19,164,4.13,250,0,40.3,18703,38.5,201,1088,76.9,1335
2023-03-14 03:50:00,0,75.2,36352,89962,0,0,0,0,62,178,285,124,455,66.3,449,751,0,585,31.6,0,38.5,1882,4.27,449,0,66.1,41792,19,1895,7045,513,1607,75.2,0,59416,89844,0,0,0,0,152,224,103,29.4,255,41.4,254,472,0,702,25.5,0,19,184,4.13,251,0,41,28444,38.5,202,1151,86.6,1598
2023-03-14 03:52:00,0,81.8,28486,81489,0,0,0,0,62.4,177,290,130,456,66.4,446,751,0,585,31.6,0,38.5,1943,4.27,449,0,65.7,41739,19,1973,7301,297,1872,81.8,0,59644,90275,0,0,0,0,152,224,111,30.3,255,41.4,249,472,0.389,702,25.5,0,19,157,4.13,251,0,41,20304,38.5,191,1138,79.9,1869
2023-03-14 03:54:00,0,81.9,28860,57114,0,0,0,0,0,178,292,141,455,65.8,449,38.5,0,588,31.6,0,38.5,1728,4.50,448,0,65.8,41728,19.0,1747,6738,71.7,1085,81.9,0,35393,59525,0,0,0,0,0,223,118,32.9,256,40.3,254,19.0,0,700,25.5,0,19.0,171,4.37,250,0,41.0,24285,38.5,200,1103,70.2,1079
2023-03-14 03:56:00,0,74.1,25409,53468,0,0,0,0,0,179,290,135,452,65.7,448,38.5,0,590,31.6,0,38.5,1885,4.97,448,0,66.4,41725,19,1890,7029,1812,1608,74.1,0,35908,62651,0,0,0,0,0,221,108,31.6,252,40.3,259,19,0,699,25.5,0,19,204,4.83,249,0,41,20299,38.5,218,1119,98.5,1599
2023-03-14 03:58:00,0.389,75.2,22296,50097,0,0,0,0,0,178,284,119,452,65.8,447,38.5,0,587,31.6,0,38.5,1782,4.97,449,0,66.7,41682,19,1811,6887,148,1348,75.2,0.389,35612,59983,0,0,0,0,0.389,222,104,27.7,252,40.3,251,19,0,700,25.5,0,19,184,4.83,252,0,42.1,17443,38.9,211,1135,76.6,1340
2023-03-14 04:00:00,0.389,74.1,34083,82620,0,0,0,0,0,180,290,130,454,66.1,447,38.5,0,590,32.0,0,38.5,1858,4.50,451,0,66.2,41755,19,1881,6983,439,1612,74.1,0.389,54386,83486,0,0,0,0,0.389,221,115,30.3,254,41,251,19,0,698,26.0,0,19,156,4.37,252,0,42.5,27238,38.9,195,1108,84.7,1601
2023-03-14 04:02:00,0,77.1,28289,81061,0,0,0.389,0,62,180,293,130,457,65.7,448,750,0,587,32.3,0,38.5,1939,4.66,449,0,66.1,41645,19,1950,7167,297,1872,77.1,0,59582,90015,0,0,0,0,152,223,111,30.3,257,41,253,471,0,700,26.2,0,19,162,4.13,251,0,41.4,20095,38.5,174,1075,80.2,1861
2023-03-14 04:04:00,0,77.1,32621,61136,0,0,0.389,0,0,176,288,124,453,65.6,449,38.5,0,589,32.0,0,38.5,1790,4.66,450,0,65.7,41748,19,1806,6866,148,1346,77.1,0,35686,60023,0,0,0,0,0,223,114,29.0,252,40.6,254,19,0,700,26.0,0,19,170,4.13,253,0,40.6,27786,38.5,192,1106,76.6,1341
2023-03-14 04:06:00,0,76.0,26031,57007,0.389,0,0,0,0,174,15584,113,454,66.0,445,38.5,0,586,31.6,0,38.5,3421,4.27,450,0,65.8,41739,19,2154,21427,221,4446,76.0,0,36548,118920,0,0,0,0,0,223,669,26.3,254,41.0,249,19,0,702,25.5,0,19,291,4.13,253,0.389,40.3,20311,38.5,219,2399,73.5,2368
2023-03-14 04:08:00,0,80.4,25745,57395,0,0,0,0,0,176,30938,136,454,65.7,450,38.9,0,586,31.6,0,38.5,3941,4.27,447,0,65.7,41814,19,2417,23058,225,4780,80.4,0,36673,137615,0,0,0,0,0,223,1186,31.6,254,40.3,255,19.4,0,701,25.5,0,19,324,4.13,249,0,40.3,19962,38.5,249,2478,78.0,2451
2023-03-14 04:10:00,0,81.1,34827,66104,0,0,0,0,0,179,296,130,456,65.7,451,38.5,0,587,32.0,0,38.5,1742,4.50,449,0,65.7,41876,19,1752,6819,71.0,1087,81.1,0,37817,62466,0,0,0,0,0,222,108,30.3,262,41,255,19,0,700,26.0,0,19,201,4.37,252,0,40.3,30051,38.5,213,1147,70.6,1076
2023-03-14 04:12:00,0,79.6,27601,80498,0,0,0,0,62,178,285,130,454,65.7,445,751,0,587,32.3,0,38.5,1955,4.27,448,0,65.3,41720,19,1968,7279,289,1871,79.6,0,59544,90002,0,0,0,0,152,223,109,30.3,254,40.3,249,472,0,699,26.2,0,19,204,4.13,250,0,41.4,19410,38.5,218,1189,75.3,1859
2023-03-14 04:14:00,0,75.2,33991,62656,0,0,0,0,0,178,290,129,455,65.7,447,38.5,0,589,32.3,0,38.5,1804,4.27,436,0,65.8,41775,19.0,1820,6859,149,1349,75.2,0,35704,60163,0,0,0,0,0,223,109,30.3,255,40.3,251,19.0,0,699,26.2,0,19.0,183,4.13,245,0,41.0,29168,38.5,206,1098,76.6,1336
2023-03-14 04:16:00,0,85.2,25423,53416,0,0,0,0,0,180,293,124,452,65.7,436,38.5,0,586,32.3,0,38.5,1886,4.50,435,0,65.9,41730,19,1888,6984,221,1614,85.2,0,35936,61017,0,0,0,0,0,223,109,29.0,252,40.3,252,19,0,698,26.2,0,19,171,4.37,242,0,40.6,20321,38.5,188,1083,73.9,1609
2023-03-14 04:18:00,0,87.0,24196,52055,0,0,0,0,0,178,292,130,454,65.8,443,38.5,0,583,32.7,0,38.5,1962,4.97,450,0,65.7,41682,19,1967,7177,297,1871,87.0,0,36173,61644,0,0,0,0,0,222,116,30.3,253,40.3,247,19,0,698,26.2,0,19,162,4.83,252,0,40.6,18815,38.5,180,1089,79.5,1864
2023-03-14 04:20:00,0,76.3,28641,56824,0,0,0,0,0,178,287,136,442,65.8,447,38.5,0,589,32.7,0,38.5,1719,4.97,447,0,65.7,41720,19,1741,6743,2361,1082,76.3,0,35407,61793,0,0,0,0.389,0,223,106,31.6,247,40.3,251,19,0,699,26.2,0,19,154,5.22,249,0,40.6,24063,38.5,180,1090,107,1073
2023-03-14 04:22:00,0,74.9,26417,79215,0,0,0,0,62,179,289,124,443,66.2,448,751,0,588,32.3,0,38.5,1946,4.73,448,0,65.8,41717,19,1956,7204,2569,1876,74.9,0,59636,92528,0,0,0,0.389,153,223,116,29.0,253,40.4,252,472,0,700,26.2,0,19,163,4.99,250,0,40.3,18235,38.5,182,1061,106,1866
2023-03-14 04:24:00,0,78.5,32804,61412,0,0,0,0,0,178,290,124,455,65.7,448,38.5,0,589,32.3,0,38.5,1790,4.50,450,0,65.8,41772,19,1817,6865,662,1343,78.5,0,35690,60793,0,0,0.389,0,0,224,114,29.0,259,40.3,257,19,0,698,26.2,0,19,166,4.37,253,0,40.3,27969,38.5,200,1099,92.7,1337
2023-03-14 04:26:00,0,76.3,25336,53378,0,0,0,0,0,177,285,136,454,65.7,447,38.5,0.389,589,32.3,0.389,38.5,1861,4.27,447,0,65.8,41676,19,1882,7058,1564,1609,76.3,0,35875,62393,0,0,0.389,0,0,223,108,36.7,254,40.3,257,19,0,699,26.2,0,19,163,4.13,249,0,41.7,20212,38.5,185,1119,90.6,1605
2023-03-14 04:28:00,0,72.3,33279,61913,0,0,0,0,0,178,290,136,455,65.3,447,38.5,0.389,587,32.3,0.389,38.5,1948,4.27,447,0,65.8,41718,19,1960,7187,1631,1868,72.3,0,36151,63126,0,0,0,0,0,222,115,36.7,255,40.3,251,19,0,700,26.2,0,19,177,4.13,254,0,40.6,27924,38.5,190,1094,92.8,1867
2023-03-14 04:30:00,0,76.0,24866,52825,0,0,0,0.389,0,177,294,130,455,65.8,450,38.5,0,584,32.0,0,38.5,1727,4.50,451,0,66.4,41687,19,1746,6741,80.1,1085,76.0,0,35354,59511,0,0,0,0,0,223,113,30.3,255,40.6,254,19,0,703,26.0,0,19,182,4.37,258,0,42.1,20285,38.5,197,1122,75.1,1080
2023-03-14 04:32:00,0,81.1,25704,78278,0,0,0,0,62,176,288,124,454,65.8,447,751,0,589,31.6,0,38.5,1929,4.97,448,0,66.0,41678,19.4,1964,7161,288,1874,81.1,0,59513,89943,0,0,0,0,152,225,113,29.0,254,40.3,252,472,0,701,25.5,0,19,154,4.83,250,0,41.4,17509,38.5,186,1087,74.6,1867
2023-03-14 04:34:00,0,88.8,34110,77862,0,0,0,0,62,177,284,136,454,65.7,446,751,0,590,31.6,0,38.5,1784,4.97,448,0,66.2,41774,19,1808,6865,148,1347,88.8,0,50276,77894,0,0,0,0,152,223,104,31.6,254,40.3,250,472,0,697,25.5,0,19,161,4.83,250,0,40.7,27299,38.5,196,1129,76.6,1337
2023-03-14 04:36:00,0,78.5,25121,53133,0,0.389,0,0,0,176,293,130,456,66.0,446,38.5,0,590,32.0,0,38.5,1878,4.50,449,0,66.1,41720,19,1885,7038,229,1617,78.5,0,35929,61045,0,0,0,0,0,224,117,30.3,257,40.6,250,19,0,698,26.0,0,19.4,202,4.37,251,0,41.1,19994,38.5,210,1105,78.4,1604
2023-03-14 04:38:00,0,82.6,32151,60785,0,0,0,0,0,176,298,124,455,66.0,450,38.5,0,589,32.3,0,38.5,1955,4.27,449,0,66.1,41729,19,1972,7282,288,1881,82.6,0,36184,61913,0,0,0,0,0,223,124,29.0,255,40.6,256,19,0,700,26.2,0,19,207,4.13,251,0,41,26802,38.5,231,1149,75.0,1865
2023-03-14 04:40:00,0,76.0,24880,52921,0,0,0,0,0,177,286,124,460,65.7,445,38.5,0,588,32.3,0,38.5,1735,4.27,447,0,65.7,41674,19,1759,6754,1976,1077,76.0,0,35342,61411,0,0,0,0,0,222,107,29.0,255,40.3,248,19,0,699,26.2,0,19,197,4.13,249,0,41.4,20297,38.5,226,1142,120,1067
2023-03-14 04:42:00,0,77.1,27285,79828,0,0,0,0,62,176,287,136,456,65.7,447,751,0,588,32.3,0,38.5,1941,4.27,450,0,65.7,41708,19,1960,7225,2220,1867,77.1,0,59215,91639,0,0,0,0,152,223,110,31.6,256,40.3,251,472,0,701,26.2,0,19,196,4.13,251,0,41.4,19093,38.5,219,1160,125,1859
2023-03-14 04:44:00,0,79.3,36651,89823,0,0,0,0,62,174,294,136,456,65.8,447,751,0,589,32.3,0,38.5,1792,4.27,449,0.389,65.7,41717,19,1816,6910,179,1340,79.3,0,58691,88151,0,0,0,0,152,224,119,31.6,256,40.3,256,472,0,699,26.2,0,19,182,4.13,252,0,41.4,29004,38.5,210,1148,86.4,1347
2023-03-14 04:46:00,0,73.8,24942,53030,0,0,0,0,0,174,291,135,454,65.8,449,38.5,0,585,32.3,0,38.5,1883,4.03,449,0.389,66.1,41667,19,1950,7082,231,1604,73.8,0,35872,61132,0,0,0,0,0,225,115,31.6,254,40.3,259,19,0,696,26.2,0,19,197,3.90,252,0,40.3,19814,38.5,242,1149,79.9,1602
2023-03-14 04:48:00,0,76.7,34881,63664,0,0,0,0,0.389,174,282,130,453,66.1,449,38.5,0,583,32.3,0,38.5,1946,4.27,447,0,66.2,41812,19,1960,7160,289,1873,76.7,0,36235,61837,0.389,0,0,0,0,224,104,30.7,252,41.1,254,19,0,697,26.2,0,19,209,4.13,249,0,40.6,29530,38.5,224,1114,75.0,1864
2023-03-14 04:50:00,0,78.2,25146,53215,0,0,0,0,0.389,175,289,124,455,66.1,446,38.5,0,585,32.3,0,38.9,1804,4.50,449,0,66.0,41721,19,1836,6936,148,1346,78.2,0,35665,60192,0.389,0,0,0,0,224,105,29.4,256,40.6,250,19,0,701,26.2,0.389,19,189,4.37,252,0,41.4,20299,38.5,231,1178,76.6,1336
2023-03-14 04:52:00,0,78.2,26297,73851,0,0,0,0,0,176,297,130,454,66.1,448,38.5,0,586,32.0,0,38.9,1876,4.97,450,0,65.7,41732,19,1890,7107,447,1605,78.2,0,53891,82877,0,0,0,0,0,224,123,30.3,254,40.3,253,19,0,700,26.0,0.389,19,191,4.83,252,0,41,19476,38.5,222,1146,89.6,1600
2023-03-14 04:54:00,0,79.6,37888,91638,0,0,0,0,62,177,287,130,454,65.7,448,751,0,589,31.8,0,38.5,1890,4.97,448,0,65.8,41800,19,1886,6993,217,1602,79.6,0,59467,89522,0,0.389,0,0,152,224,108,30.3,254,40.3,254,471,0,698,25.7,0,19,214,4.83,249,0,41.4,30007,38.5,212,1122,73.5,1603
2023-03-14 04:56:00,0,78.2,23779,51641,0,0,0,0,0,178,285,124,454,65.3,447,38.5,0,594,31.6,0,38.5,1788,4.27,450,0,65.9,41651,19,1816,6835,151,1344,78.2,0,35615,59997,0,0,0,0,0,225,99.5,29.0,254,39.9,251,19,0,695,25.5,0,19,185,4.13,252,0,41.4,18932,38.5,228,1075,76.9,1337
2023-03-14 04:58:00,0.389,73.4,34050,62788,0,0,0,0,0,174,291,119,454,65.8,445,38.5,0,589,31.6,0,38.5,1954,4.27,449,0,66.2,41734,19,1974,7253,288,1869,73.4,0.389,36185,61820,0,0,0,0,0,225,109,27.7,258,40.3,249,19,0.389,699,25.5,0,19,200,4.13,251,0,41,28710,38.9,236,1171,75.3,1862
2023-03-14 05:00:00,0,74.5,25117,53165,0,0,0,0,0,176,294,129,455,65.8,449,38.5,0,586,31.8,0,38.5,1809,4.50,435,0,66.5,41710,19,1821,6935,2425,1336,74.5,0,35620,62403,0,0,0,0,0.389,223,121,30.3,260,40.4,255,19,0,700,25.7,0,19,199,4.37,242,0,41.7,20278,38.5,218,1158,104,1337
2023-03-14 05:02:00,0,75.6,24145,54123,0,0,0.389,0,0,176,290,119,454,65.7,450,38.5,0,588,32.3,0,38.5,1883,4.97,448,0,66.1,41695,19,1921,7098,2514,1603,75.6,0,37755,65730,0,0,0,0,0,223,115,27.7,254,40.3,254,19,0,699,26.2,0,19,192,4.83,250,0,41.4,18851,38.5,227,1135,110,1602
2023-03-14 05:04:00,0,80,38185,91750,0.389,0,0,0,62,173,291,118,442,66.0,446,751,0,588,32.3,0,38.5,1990,4.97,450,0,66.1,41765,19,2019,7235,288,1876,80,0,59518,90150,0,0,0,0,152,224,111,27.7,247,40.6,255,472,0,698,26.2,0,19,210,4.83,252,0,41.1,30030,38.5,244,1135,74.6,1871
2023-03-14 05:06:00,0,84.4,23215,51038,0.389,0,0,0,0,173,288,124,444,65.7,446,38.5,0,586,31.8,0,38.5,1733,4.27,450,0,66.2,41643,19,1757,6829,80.1,1076,84.4,0,35345,59492,0,0,0,0,0,225,111,29.0,249,40.6,250,19.4,0,700,25.7,0,19,205,4.13,254,0.389,40.7,18618,38.5,226,1136,75.5,1068
2023-03-14 05:08:00,0,77.1,33747,62486,0,0,0,0,0,172,293,124,452,66.1,435,38.5,0,586,31.6,0,38.5,1966,4.66,448,0,65.8,41757,19,1968,7255,297,1878,77.1,0,36239,61810,0,0,0,0,0,225,115,29.0,251,41.5,245,19,0,702,25.5,0,19,215,4.13,250,0.389,42.1,28376,38.5,223,1144,79.9,1864
2023-03-14 05:10:00,0,77.4,25117,53207,0,0,0,0,0,172,285,119,454,66.1,451,38.5,0,588,31.8,0,38.5,1811,4.66,447,0,65.8,41694,19,1832,6901,139,1351,77.4,0,35639,60098,0,0,0,0,0,226,106,27.7,254,41.9,256,19,0,698,25.7,0,19,201,4.13,249,0,41.4,20283,38.5,223,1141,71.7,1342
2023-03-14 05:12:00,0,78.9,29484,57954,0,0,0,0,0,175,293,130,454,66.0,446,38.9,0,586,32.3,0,38.5,1880,4.27,451,0,65.4,41661,19,1895,7109,229,1607,78.9,0,35874,61202,0,0,0,0,0,226,115,30.3,259,41.0,256,19,0,700,26.2,0,19,197,4.13,254,0,40.6,24387,38.5,220,1143,78.8,1602
2023-03-14 05:14:00,0,77.8,28471,81610,0,0,0,0,62,175,289,130,455,66.1,447,752,0,586,32.3,0,38.5,1963,4.27,450,0,65.4,41715,19,1974,7241,289,1867,77.8,0,59657,90226,0,0,0,0,152,225,105,35.2,256,40.6,258,473,0,701,26.2,0,19,206,4.13,253,0,41.8,20275,38.5,213,1142,75.3,1867
2023-03-14 05:16:00,0,75.2,22555,50443,0,0,0,0,0,175,284,124,455,65.7,449,38.5,0,587,32.3,0,38.5,1733,4.50,448,0,65.7,41642,19,1765,6786,3007,1080,75.2,0,35322,62515,0,0,0,0,0,224,110,33.9,254,40.3,254,19,0,700,26.2,0,19,185,4.37,254,0,41.4,17967,38.5,225,1160,113,1072
2023-03-14 05:18:00,0,73.8,33117,61853,0,0,0,0,0,175,290,130,455,65.8,448,38.5,0,587,32.7,0,38.5,1949,4.50,449,0,65.7,41771,19,1976,7267,1636,1879,73.8,0,36213,63257,0,0,0,0,0,224,110,30.3,255,40.7,253,19,0,696,26.2,0,19,195,4.76,256,0,40.3,27768,38.5,222,1172,98.5,1867
2023-03-14 05:20:00,0,77.5,24923,52989,0,0,0,0,0,174,289,124,454,65.8,445,38.5,0,588,32.3,0,38.5,1813,4.03,449,0,65.7,41712,19,1831,6957,664,1346,77.5,0,35635,60738,0,0,0,0.389,0,223,115,29.0,254,40.4,249,19,0,700,26.2,0,19,200,3.90,252,0,41.4,20087,38.5,223,1128,87.4,1340
2023-03-14 05:22:00,0,77.8,31953,60507,0,0,0,0,0,175,289,129,454,65.7,448,38.5,0,584,32.3,0,38.5,1883,4.03,449,0,65.7,41719,19,1901,7165,754,1608,77.8,0,35916,61768,0,0,0,0,0,223,113,30.3,254,40.6,253,19,0,704,26.2,0,19,199,3.90,251,0,41,26852,38.5,215,1124,94.9,1597
2023-03-14 05:24:00,0,80.7,28500,81480,0,0,0,0,62,174,290,130,454,66.1,449,752,0.389,586,32.3,0,38.5,1957,4.27,449,0,66.1,41884,19,1987,7167,300,1875,80.7,0,59730,90190,0,0,0,0,152,225,112,30.3,254,40.6,254,472,0,702,26.2,0,19,196,4.13,250,0,41.1,20311,38.5,238,1155,87.3,1863
2023-03-14 05:26:00,0,82.6,25455,66294,0,0,0,0.389,62,173,289,141,456,65.3,447,752,0,591,31.8,0,38.5,1754,4.27,448,0,65.7,41720,19,1789,6812,71.3,1084,82.6,0,47778,74555,0,0,0,0,152,225,113,32.9,255,39.9,251,472,0,696,25.7,0,19,193,4.13,250,0,41,19125,38.5,227,1133,70.2,1075
2023-03-14 05:28:00,0,75.2,34394,63191,0,0,0,0,0,175,290,130,454,65.3,449,38.5,0,588,31.6,0,38.5,1985,4.27,450,0,66.1,41799,19,1991,7222,589,1875,75.2,0,36253,62173,0,0,0,0,0,223,114,30.3,254,39.9,255,19,0,699,25.5,0,19,223,4.13,252,0,41.4,29042,38.5,231,1140,92.2,1863
2023-03-14 05:30:00,0,76.3,24560,52601,0,0,0,0,0,174,296,130,455,65.7,450,38.5,0,586,31.8,0,38.5,1811,4.27,448,0,66.4,41695,19,1828,6924,139,1339,76.3,0,35631,60069,0,0,0.389,0,0,224,122,30.3,255,40.3,262,19,0,699,25.7,0,19,208,4.13,249,0,41,19709,38.5,222,1161,72.0,1334
2023-03-14 05:32:00,0,77.1,34533,63356,0,0,0,0,0,173,290,124,455,66.4,446,38.5,0,586,32.3,0.389,38.5,1891,4.27,449,0,65.8,41779,19.4,1907,7116,220,1600,77.1,0,35956,61237,0,0,0.389,0,0,225,114,29.0,255,41,256,19,0,700,26.2,0,19,208,4.13,251,0,40.3,29431,38.5,233,1167,73.9,1604
2023-03-14 05:34:00,0,84.4,28457,81273,0,0,0,0,62,173,284,136,454,66.4,448,751,0,586,32.3,0.389,38.5,1950,4.27,450,0,65.8,41632,19.4,1975,7208,297,1876,84.4,0,59371,89851,0,0,0,0,152,224,103,31.6,254,41,252,470,0,701,26.2,0,19.4,193,4.13,251,0,41,20264,38.5,226,1174,80.2,1867
2023-03-14 05:36:00,0,86.6,26412,79071,0,0,0,0,62,174,290,129,453,65.7,448,751,0,585,32.3,0,38.5,1745,4.27,450,0,65.8,41676,19,1743,6883,70.6,1081,86.6,0,58594,87770,0,0,0,0,152,224,115,30.3,252,40.3,253,470,0,702,26.2,0,19.4,202,4.13,252,0,40.6,19024,38.5,207,1165,70.2,1071
2023-03-14 05:38:00,0,81.8,31762,60425,0,0,0,0,0,173,287,136,457,65.7,445,38.5,0,583,32.3,0,38.5,1900,4.27,448,0,65.7,41797,19,1914,7213,230,1607,81.8,0,35981,61425,0,0,0,0,0,224,111,31.6,256,40.3,249,19,0,702,26.2,0,19,215,4.13,249,0,41,26672,38.5,226,1187,78.8,1598
2023-03-14 05:40:00,0,80.4,23283,51213,0,0,0,0,0,173,287,136,454,65.7,447,38.5,0,583,32.0,0,38.5,1817,4.50,447,0,65.8,41713,19,1841,6944,149,1338,80.4,0,35656,60153,0,0,0,0,0,225,105,31.6,254,40.6,251,19,0,703,26.0,0,19,201,4.37,249,0,41,18428,38.5,231,1195,76.2,1336
2023-03-14 05:42:00,0,78.5,32999,61713,0,0.389,0,0,0,172,299,124,454,65.7,448,38.5,0,585,31.6,0,38.5,1800,4.97,449,0,66.9,41796,19,1825,6938,2437,1340,78.5,0,35716,62529,0,0,0,0,0,224,124,29.0,253,41,253,19,0,701,25.5,0,19,186,4.83,251,0,41.5,28167,38.5,221,1157,102,1347
2023-03-14 05:44:00,0,72.7,27695,79284,0,0,0,0,0,173,287,130,454,65.7,447,38.5,0,586,31.6,0,38.5,1958,4.73,449,0,66.9,41719,19,1973,7180,2591,1861,72.7,0,57701,89913,0,0,0,0,0,224,113,30.3,253,40.6,251,19,0,701,25.5,0,19,203,4.60,251,0,41.8,20256,38.5,215,1128,110,1862
2023-03-14 05:46:00,0,74.5,31830,85171,0,0,0,0,62.4,174,287,124,456,65.8,445,751,0,585,31.6,0,38.5,1818,4.03,449,0.389,65.8,41742,19.0,1889,6983,358,1333,74.5,0,59081,88849,0,0,0,0,151,225,105,29.0,256,40.3,249,471,0,701,25.5,0,19.0,195,3.90,252,0,40.6,24166,38.5,249,1181,83.2,1336
