"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-13 12:00:00,0,0,0,40505,40505,0
2023-03-13 12:02:00,0,0,0,988319,988319,0
2023-03-13 12:04:00,0,0,0,45261,45261,0
2023-03-13 12:06:00,0,0,0,84764,84764,0
2023-03-13 12:08:00,0,0,0,81510,81510,0
2023-03-13 12:10:00,0,0,0,39640,39640,0
2023-03-13 12:12:00,0,0,0,85265,85265,0
2023-03-13 12:14:00,0,0,0,44305,44305,0
2023-03-13 12:16:00,0,0,0,83240,83240,0
2023-03-13 12:18:00,0,0,0,87177,87177,0
2023-03-13 12:20:00,0,0,0,43986,43986,0
2023-03-13 12:22:00,0,0,0,88587,88587,0
2023-03-13 12:24:00,0,0,0,41643,41643,0
2023-03-13 12:26:00,0,0,0,82739,82739,0
2023-03-13 12:28:00,0,0,0,84332,84332,0
2023-03-13 12:30:00,0,0,0,37410,37410,0
2023-03-13 12:32:00,0,0,0,82807,82807,0
2023-03-13 12:34:00,0,0,0,41916,41916,0
2023-03-13 12:36:00,0,0,0,83217,83217,0
2023-03-13 12:38:00,0,0,0,82921,82921,0
2023-03-13 12:40:00,0,0,0,40801,40801,0
2023-03-13 12:42:00,0,0,0,84901,84901,0
2023-03-13 12:44:00,0,0,0,37615,37615,0
2023-03-13 12:46:00,0,0,0,79826,79826,0
2023-03-13 12:48:00,0,0,0,82625,82625,0
2023-03-13 12:50:00,0,0,0,38980,38980,0
2023-03-13 12:52:00,0,0,0,84491,84491,0
2023-03-13 12:54:00,364,364,0,42735,42735,0
2023-03-13 12:56:00,0,0,0,89225,89225,0
2023-03-13 12:58:00,0,0,0,85629,85629,0
2023-03-13 13:00:00,0,0,0,37774,37774,0
2023-03-13 13:02:00,0,0,0,225121,225121,0
2023-03-13 13:04:00,0,0,0,182795,182795,0
2023-03-13 13:06:00,0,0,0,85197,85197,0
2023-03-13 13:08:00,0,0,0,86289,86289,0
2023-03-13 13:10:00,0,0,0,42007,42007,0
2023-03-13 13:12:00,0,0,0,86335,86335,0
2023-03-13 13:14:00,0,0,0,42507,42507,0
2023-03-13 13:16:00,0,0,0,85424,85424,0
2023-03-13 13:18:00,0,0,0,87723,87723,0
2023-03-13 13:20:00,0,0,0,40141,40141,0
2023-03-13 13:22:00,0,0,0,85788,85788,0
2023-03-13 13:24:00,0,0,0,41051,41051,0
2023-03-13 13:26:00,0,0,0,81465,81465,0
2023-03-13 13:28:00,0,0,0,85493,85493,0
2023-03-13 13:30:00,0,0,0,42212,42212,0
2023-03-13 13:32:00,0,0,0,85060,85060,0
2023-03-13 13:34:00,0,0,0,43873,43873,0
2023-03-13 13:36:00,0,0,0,84332,84332,0
2023-03-13 13:38:00,478,478,0,87654,87654,0
2023-03-13 13:40:00,1161,1161,0,46603,46603,0
2023-03-13 13:42:00,45.5,45.5,0,91250,91250,0
2023-03-13 13:44:00,0,0,0,43668,43668,0
2023-03-13 13:46:00,0,0,0,85561,85561,0
2023-03-13 13:48:00,0,0,0,88155,88155,0
2023-03-13 13:50:00,3755,3755,0,45466,45466,0
2023-03-13 13:52:00,0,0,0,85743,85743,0
2023-03-13 13:54:00,0,0,0,44555,44555,0
2023-03-13 13:56:00,0,0,0,86312,86312,0
2023-03-13 13:58:00,0,0,0,84878,84878,0
2023-03-13 14:00:00,0,0,0,39140,39140,0
2023-03-13 14:02:00,0,0,0,439364,439364,0
2023-03-13 14:04:00,0,0,0,41893,41893,0
2023-03-13 14:06:00,22.8,22.8,0,93025,93025,0
2023-03-13 14:08:00,22.8,22.8,0,107452,107452,0
2023-03-13 14:10:00,0,0,0,41893,41893,0
2023-03-13 14:12:00,0,0,0,88087,88087,0
2023-03-13 14:14:00,0,0,0,41256,41256,0
