"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-16 18:00:00,0,0,0,43850,43850,0
2023-03-16 18:02:00,0,0,0,2492917,2492917,0
2023-03-16 18:04:00,0,0,0,44260,44260,0
2023-03-16 18:06:00,0,0,0,86790,86790,0
2023-03-16 18:08:00,0,0,0,87518,87518,0
2023-03-16 18:10:00,0,0,0,42166,42166,0
2023-03-16 18:12:00,0,0,0,84196,84196,0
2023-03-16 18:14:00,0,0,0,40004,40004,0
2023-03-16 18:16:00,0,0,0,88428,88428,0
2023-03-16 18:18:00,0,0,0,87723,87723,0
2023-03-16 18:20:00,0,0,0,42985,42985,0
2023-03-16 18:22:00,0,0,0,85470,85470,0
2023-03-16 18:24:00,0,0,0,42257,42257,0
2023-03-16 18:26:00,0,0,0,85038,85038,0
2023-03-16 18:28:00,0,0,0,87723,87723,0
2023-03-16 18:30:00,0,0,0,42644,42644,0
2023-03-16 18:32:00,0,0,0,84651,84651,0
2023-03-16 18:34:00,0,0,0,44344,44344,0
2023-03-16 18:36:00,0,0,0,88223,88223,0
2023-03-16 18:38:00,0,0,0,91819,91819,0
2023-03-16 18:40:00,0,0,0,42985,42985,0
2023-03-16 18:42:00,0,0,0,89202,89202,0
2023-03-16 18:44:00,0,0,0,44351,44351,0
2023-03-16 18:46:00,0,0,0,86994,86994,0
2023-03-16 18:48:00,592,592,0,86062,86062,0
2023-03-16 18:50:00,592,592,0,42007,42007,0
2023-03-16 18:52:00,0,0,0,86471,86471,0
2023-03-16 18:54:00,0,0,0,43531,43531,0
2023-03-16 18:56:00,0,0,0,83854,83854,0
2023-03-16 18:58:00,0,0,0,86312,86312,0
2023-03-16 19:00:00,0,0,0,40118,40118,0
2023-03-16 19:02:00,0,0,0,223755,223755,0
2023-03-16 19:04:00,0,0,0,182113,182113,0
2023-03-16 19:06:00,0,0,0,82443,82443,0
2023-03-16 19:08:00,0,0,0,85743,85743,0
2023-03-16 19:10:00,0,0,0,39936,39936,0
2023-03-16 19:12:00,0,0,0,87063,87063,0
2023-03-16 19:14:00,0,0,0,42849,42849,0
2023-03-16 19:16:00,0,0,0,86016,86016,0
2023-03-16 19:18:00,0,0,0,87199,87199,0
2023-03-16 19:20:00,0,0,0,43713,43713,0
2023-03-16 19:22:00,0,0,0,83354,83354,0
2023-03-16 19:24:00,0,0,0,40255,40255,0
2023-03-16 19:26:00,0,0,0,84014,84014,0
2023-03-16 19:28:00,0,0,0,89498,89498,0
2023-03-16 19:30:00,0,0,0,43691,43691,0
2023-03-16 19:32:00,0,0,0,85197,85197,0
2023-03-16 19:34:00,0,0,0,40126,40126,0
2023-03-16 19:36:00,0,0,0,84628,84628,0
2023-03-16 19:38:00,0,0,0,88314,88314,0
2023-03-16 19:40:00,0,0,0,44646,44646,0
2023-03-16 19:42:00,0,0,0,91773,91773,0
2023-03-16 19:44:00,0,0,0,46967,46967,0
2023-03-16 19:46:00,0,0,0,90089,90089,0
2023-03-16 19:48:00,0,0,0,89225,89225,0
2023-03-16 19:50:00,0,0,0,44169,44169,0
2023-03-16 19:52:00,0,0,0,86198,86198,0
2023-03-16 19:54:00,0,0,0,41825,41825,0
2023-03-16 19:56:00,0,0,0,83012,83012,0
2023-03-16 19:58:00,0,0,0,85288,85288,0
2023-03-16 20:00:00,0,0,0,40277,40277,0
2023-03-16 20:02:00,0,0,0,425688,425688,0
2023-03-16 20:04:00,0,0,0,41688,41688,0
2023-03-16 20:06:00,0,0,0,83589,83589,0
2023-03-16 20:08:00,0,0,0,83558,83558,0
2023-03-16 20:10:00,0,0,0,37729,37729,0
2023-03-16 20:12:00,0,0,0,87359,87359,0
2023-03-16 20:14:00,0,0,0,40095,40095,0
2023-03-16 20:16:00,0,0,0,85834,85834,0
2023-03-16 20:18:00,0,0,0,89839,89839,0
2023-03-16 20:20:00,0,0,0,41711,41711,0
2023-03-16 20:22:00,0,0,0,82216,82216,0
2023-03-16 20:24:00,0,0,0,44123,44123,0
2023-03-16 20:26:00,0,0,0,84901,84901,0
2023-03-16 20:28:00,0,0,0,85925,85925,0
2023-03-16 20:30:00,0,0,0,46217,46217,0
2023-03-16 20:32:00,0,0,0,87905,87905,0
2023-03-16 20:34:00,0,0,0,45784,45784,0
2023-03-16 20:36:00,0,0,0,82216,82216,0
2023-03-16 20:38:00,0,0,0,85015,85015,0
2023-03-16 20:40:00,0,0,0,37638,37638,0
2023-03-16 20:42:00,0,0,0,83869,83869,0
2023-03-16 20:44:00,0,0,0,40505,40505,0
2023-03-16 20:46:00,0,0,0,83331,83331,0
2023-03-16 20:48:00,0,0,0,86357,86357,0
2023-03-16 20:50:00,0,0,0,38116,38116,0
2023-03-16 20:52:00,0,0,0,84742,84742,0
2023-03-16 20:54:00,0,0,0,40755,40755,0
2023-03-16 20:56:00,0,0,0,85699,85699,0
2023-03-16 20:58:00,0,0,0,87973,87973,0
2023-03-16 21:00:00,0,0,0,42280,42280,0
2023-03-16 21:02:00,0,0,0,225485,225485,0
2023-03-16 21:04:00,0,0,0,184593,184593,0
2023-03-16 21:06:00,0,0,0,89452,89452,0
2023-03-16 21:08:00,0,0,0,94913,94913,0
2023-03-16 21:10:00,0,0,0,42644,42644,0
2023-03-16 21:12:00,0,0,0,86562,86562,0
2023-03-16 21:14:00,0,0,0,40778,40778,0
2023-03-16 21:16:00,0,0,0,87641,87641,0
2023-03-16 21:18:00,0,0,0,90772,90772,0
2023-03-16 21:20:00,0,0,0,42917,42917,0
2023-03-16 21:22:00,0,0,0,85538,85538,0
2023-03-16 21:24:00,0,0,0,40641,40641,0
2023-03-16 21:26:00,0,0,0,84878,84878,0
2023-03-16 21:28:00,0,0,0,88246,88246,0
2023-03-16 21:30:00,0,0,0,44009,44009,0
2023-03-16 21:32:00,0,0,0,86767,86767,0
2023-03-16 21:34:00,0,0,0,45375,45375,0
2023-03-16 21:36:00,0,0,0,84150,84150,0
2023-03-16 21:38:00,0,0,0,90271,90271,0
2023-03-16 21:40:00,0,0,0,42530,42530,0
2023-03-16 21:42:00,0,0,0,87495,87495,0
2023-03-16 21:44:00,0,0,0,47400,47400,0
2023-03-16 21:46:00,0,0,0,85629,85629,0
2023-03-16 21:48:00,0,0,0,88178,88178,0
2023-03-16 21:50:00,0,0,0,42143,42143,0
2023-03-16 21:52:00,364,364,0,87700,87700,0
2023-03-16 21:54:00,364,364,0,45716,45716,0
2023-03-16 21:56:00,0,0,0,88906,88906,0
2023-03-16 21:58:00,0,0,0,87828,87828,0
2023-03-16 22:00:00,0,0,0,43054,43054,0
2023-03-16 22:02:00,0,0,0,443779,443779,0
2023-03-16 22:04:00,0,0,0,43827,43827,0
2023-03-16 22:06:00,0,0,0,84787,84787,0
2023-03-16 22:08:00,0,0,0,86312,86312,0
2023-03-16 22:10:00,0,0,0,40914,40914,0
2023-03-16 22:12:00,0,0,0,84127,84127,0
2023-03-16 22:14:00,0,0,0,39868,39868,0
2023-03-16 22:16:00,0,0,0,88018,88018,0
2023-03-16 22:18:00,0,0,0,88906,88906,0
2023-03-16 22:20:00,0,0,0,40983,40983,0
2023-03-16 22:22:00,0,0,0,85311,85311,0
2023-03-16 22:24:00,0,0,0,44146,44146,0
2023-03-16 22:26:00,0,0,0,84992,84992,0
2023-03-16 22:28:00,0,0,0,89475,89475,0
2023-03-16 22:30:00,0,0,0,40050,40050,0
2023-03-16 22:32:00,0,0,0,86585,86585,0
2023-03-16 22:34:00,0,0,0,44833,44833,0
