"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf97c652df312)"
2023-03-17 00:20:00,0.389,76.7,32932,60748,0,0,0,0,0,176,282,112,457,66.1,449,38.5,0,586,32.3,0,38.5,1781,4.27,447,0,66.2,40787,19,1807,6771,1337,76.7,0.389,34705,58702,0,0,0,0,0,224,116,26.3,256,41.7,256,19,0,700,26.2,0,19,186,4.13,249,0,40.7,28208,38.5,214,1063,1343
2023-03-17 00:22:00,0,73.4,24781,51988,0,0,0,0,0,176,275,125,441,65.7,447,38.5,0,585,32.3,0,38.5,1858,4.27,442,0,65.8,40737,19,1874,7067,1600,73.4,0,34916,59538,0,0,0,0,0,224,102,29.0,247,41,251,19,0,701,26.2,0,19,188,4.13,245,0,40.3,19789,38.5,212,1118,1596
2023-03-17 00:24:00,0,73.0,23422,50622,0,0,0,0,0,178,283,141,454,65.7,447,38.5,0,592,31.8,0,38.5,1803,4.03,452,0,65.8,40722,19,1825,6901,1344,73.0,0,34639,58718,0,0,0,0,0,223,110,32.9,254,40.6,252,19,0,696,25.7,0,19,193,3.90,254,0,40.6,18676,38.5,229,1159,1334
2023-03-17 00:26:00,0,74.5,29329,67105,0,0,0,0,0,177,285,136,452,65.7,450,38.5,0,592,31.6,0,38.5,1853,4.27,449,0,65.7,40745,19,1876,6989,1615,74.5,0,44359,70952,0,0,0,0.389,0.389,225,118,31.6,252,40.3,258,19,0,698,25.5,0,19,187,4.13,251,0,41,23411,38.5,218,1107,1604
2023-03-17 00:28:00,0,76.7,26299,78244,0,0.389,0,0,62,177,280,119,457,65.7,447,751,0,589,31.8,0,38.5,1919,4.27,447,0,65.8,40718,19,1941,7137,1876,76.7,0,58492,88278,0,0,0,0,151,224,110,27.7,262,40.3,252,471,0,699,25.7,0,19,189,4.13,249,0,40.6,18213,38.5,212,1095,1864
2023-03-17 00:30:00,0,76.0,32455,60286,0,0,0,0,0,175,281,113,454,66.4,437,38.5,0,589,32.3,0,38.5,1792,4.27,449,0,65.9,40811,19,1817,6786,1339,76.0,0,34724,58758,0,0,0,0,0,224,108,31.4,254,41.4,248,19,0,698,26.2,0.389,19,197,4.13,251,0,41,27735,38.5,225,1072,1334
2023-03-17 00:32:00,0,70.5,24779,52045,0,0,0,0,0,174,276,119,454,66.8,445,38.5,0,584,32.3,0,38.9,1867,4.27,450,0,65.8,40669,19,1883,6987,1605,70.5,0,34879,59475,0,0,0,0,0,225,109,32.7,254,41.7,249,19,0,703,26.2,0,19,203,4.13,253,0,40.3,19765,38.5,226,1090,1601
2023-03-17 00:34:00,0,76.7,31790,59589,0,0,0,0,0,175,281,124,457,65.7,445,38.5,0,581,32.3,0,38.5,1797,4.03,447,0,66.4,40749,19,1824,6837,1352,76.7,0,34668,58815,0.389,0,0,0,0,224,115,29.0,258,40.6,254,19,0,699,26.2,0,19.4,190,3.90,254,0,41.8,27061,38.5,225,1113,1347
2023-03-17 00:36:00,0,78.9,24776,52107,0,0,0,0,0.389,177,288,141,455,65.7,450,38.5,0,586,32.3,0,38.5,1872,4.27,448,0,66.1,40717,19,1884,7027,1609,78.9,0,34912,59650,0.389,0,0,0,0,224,116,32.9,255,40.3,260,19,0,701,26.2,0,19.4,203,4.52,254,0,41.4,19768,38.5,224,1121,1596
2023-03-17 00:38:00,0,78.9,25017,76949,0,0,0,0,62.4,180,278,130,453,65.7,447,751,0,585,32.3,0,38.5,1943,4.27,451,0,65.8,40703,19,1961,7199,1872,78.9,0,58490,88425,0,0,0,0,154,223,110,30.3,252,40.3,251,471,0,702,26.2,0,19,203,4.52,253,0.389,40.3,16917,38.5,227,1122,1867
2023-03-17 00:40:00,0,86.2,31197,58976,0,0,0,0,0,179,276,130,454,66.3,447,38.5,0,588,32.3,0,38.5,1797,4.50,455,0,66.1,40747,19,1814,6820,1336,86.2,0,34673,58793,0,0,0,0,0,222,105,30.3,254,41.4,251,19,0,698,26.2,0,19,193,4.37,253,0.389,41,26464,38.9,220,1123,1334
2023-03-17 00:42:00,0,84.8,24656,51947,0,0,0,0,0,177,283,135,455,66.3,449,38.5,0,590,32.3,0,38.5,1863,4.27,452,0,66.1,40679,19,1882,7034,1602,84.8,0,34888,59481,0,0,0,0,0,223,110,31.6,255,42.1,252,19,0,697,26.2,0,19,194,4.13,250,0,41.5,19631,38.9,223,1130,1599
2023-03-17 00:44:00,0,76.3,31847,59682,0,0,0,0,0,176,282,130,457,66.1,451,38.5,0,587,32.3,0,38.5,1804,4.27,448,0,66.3,40759,19,1821,6889,1346,76.3,0,34682,58843,0,0,0,0,0,224,114,30.3,255,41.4,256,19,0,701,26.2,0,19,204,4.13,250,0,41.4,27130,38.5,223,1119,1340
2023-03-17 00:46:00,0,78.5,24821,52188,0,0,0,0,0,177,281,130,454,65.8,450,38.5,0,589,32.3,0,38.5,1870,4.27,450,0,66.1,40739,19,1933,7040,1603,78.5,0,34935,59592,0,0,0.389,0,0,224,109,30.3,253,40.3,255,19.4,0.389,700,26.2,0,19,196,4.13,253,0,41.4,19820,38.5,244,1141,1602
2023-03-17 00:48:00,0,79.3,27246,79296,0,0,0,0,62,176,285,124,455,65.8,448,752,0,587,32.3,0,38.5,1865,4.03,449,0,66.6,40740,19,1884,7060,1609,79.3,0,58175,87784,0,0,0,0,152,225,119,29.0,254,40.3,252,471,0,699,26.2,0,19,197,3.90,251,0,41.7,19420,38.5,226,1144,1607
2023-03-17 00:50:00,0,78.5,35176,69971,0,0,0,0,62,176,281,124,455,65.8,452,751,0.389,585,32.3,0,38.5,1805,4.03,450,0,65.8,40770,19,1830,6843,1351,78.5,0,41460,67139,0,0,0,0,152,224,115,29.0,256,40.6,262,471,0,699,26.2,0,19,184,3.90,251,0,40.6,29223,38.5,212,1098,1346
2023-03-17 00:52:00,0,74.9,23773,50959,0,0,0,0,0,178,280,130,454,65.7,447,38.5,0,583,32.3,0,38.5,1854,4.27,449,0,65.9,40695,19,1881,7035,1608,74.9,0,34899,59568,0,0,0,0,0,222,106,30.3,254,40.6,257,19,0,700,26.2,0,19,156,4.13,250,0,41,18764,38.5,189,1097,1600
2023-03-17 00:54:00,0,74.9,33251,61089,0,0,0,0,0,178,283,124,452,65.8,449,38.5,0,586,32.3,0,38.5,1866,4.27,449,0,65.9,40745,19,1881,6970,1606,74.9,0,34945,59381,0,0,0,0,0,224,114,29.0,252,40.3,253,19,0,697,26.2,0,19,161,4.13,251,0,41,28271,38.5,170,1109,1595
2023-03-17 00:56:00,0,77.8,24807,51986,0.389,0,0,0,0,177,283,124,441,66.1,451,38.5,0,589,32.3,0,38.5,1856,4.27,437,0,66.0,40680,19,1873,6925,1611,77.8,0,34903,59436,0,0.389,0,0,0,225,117,29.0,247,40.3,251,19,0,694,26.2,0,19,158,4.13,244,0,41.4,19802,38.5,184,1069,1598
2023-03-17 00:58:00,0,75.2,26116,78074,0,0,0,0,62,180,277,130,443,65.7,449,751,0,585,32.3,0,38.5,1849,4.27,437,0,66.6,40721,19,1867,6972,1618,75.2,0,58304,87699,0,0,0,0,151,222,106,30.3,249,40.3,254,472,0,697,26.2,0,19,154,4.13,244,0,41.7,18295,38.5,169,1093,1611
2023-03-17 01:00:00,0,74.8,30952,83120,0,0,0,0,62.0,178,283,130,454,65.7,447,751,0,588,32.0,0,38.5,1790,4.73,449,0.389,65.7,40749,19.0,1814,6814,1346,74.8,0,57977,86939,0,0,0,0,151,223,116,30.3,254,40.2,252,472,0,694,26.0,0,19.0,152,4.60,252,0,41.3,23419,38.5,180,1106,1337
2023-03-17 01:02:00,0,73.8,22843,49925,0,0,0,0,0,175,283,119,454,65.7,444,38.5,0,590,31.8,0,38.5,1878,4.97,448,0.389,66.2,40674,19,1908,7146,1603,73.8,0,34878,59682,0,0,0,0,0,225,116,27.7,254,40.6,248,19,0,691,25.7,0,19,175,4.83,249,0,41.8,17826,38.5,203,1092,1595
2023-03-17 01:04:00,0,80.8,32349,60200,0,0,0,0,0,175,278,113,454,65.7,450,38.5,0,587,31.8,0,38.5,1898,4.50,450,0,65.5,40759,19,1921,7080,1602,80.8,0,34939,59481,0,0,0,0,0,225,107,26.3,254,40.7,255,19,0,690,25.7,0,19,190,4.37,251,0,40.3,27366,38.5,222,1140,1601
2023-03-17 01:06:00,0,75.2,24773,51994,0,0,0,0,0,176,279,113,455,65.7,447,38.5,0,589,31.6,0.389,38.5,1857,4.27,450,0,65.5,40699,19,1874,7039,1616,75.2,0,34899,59539,0,0,0,0,0,226,112,26.3,260,41.0,251,19,0,693,25.5,0,19,157,4.13,254,0,40.3,19763,38.5,172,1122,1611
2023-03-17 01:08:00,0,78.2,35107,87642,0,0,0,0,62,177,280,124,455,66.1,445,750,0,589,31.8,0.389,38.5,1858,4.27,449,0,66.1,40759,19,1885,7107,1611,78.2,0,58239,87891,0,0,0,0,152,226,106,29.0,260,41,249,470,0,696,25.7,0,19,154,4.13,252,0,41.4,27315,38.5,188,1117,1602
2023-03-17 01:10:00,0,83.7,27344,79236,0,0,0,0.389,62,181,277,136,455,65.7,433,750,0,588,32.7,0,38.5,1798,4.66,449,0,65.8,40705,19,1823,6804,1345,83.7,0,57948,86860,0,0,0,0,152,222,105,31.6,255,40.3,243,470,0,699,26.2,0,19,179,4.13,251,0,41.7,19782,38.5,201,1058,1337
2023-03-17 01:12:00,0,76.3,22026,49168,0,0,0,0,0,181,283,119,455,65.7,438,38.5,0,584,32.3,0,38.5,1887,4.27,450,0,65.7,40682,19,1890,7036,1613,76.3,0,34897,59547,0,0,0,0,0,222,118,28.0,255,40.3,254,19,0,702,26.2,0,19,191,4.13,252,0,41.4,17005,38.5,205,1141,1603
2023-03-17 01:14:00,0,84.4,31872,59687,0,0,0,0,0,180,286,124,452,66.1,445,38.5,0,585,32.3,0,38.5,1935,4.27,450,0,65.7,40700,19.4,1945,7130,1875,84.4,0,35171,60174,0,0,0,0,0,221,114,29.0,252,41,248,19,0,702,26.2,0,19,172,4.13,252,0,40.6,26615,38.5,179,1171,1864
2023-03-17 01:16:00,0,77.1,24417,51566,0,0,0,0,0,177,278,136,454,66.1,448,38.5,0,586,32.3,0,38.5,1773,4.27,449,0,65.5,40672,19,1814,6825,1338,77.1,0,34606,58631,0,0,0,0,0,224,107,31.6,259,41.5,253,19,0,701,26.2,0,19,140,4.13,251,0,40.3,19674,38.5,183,1086,1338
2023-03-17 01:18:00,0,75.6,32957,68226,0,0,0.389,0,0,177,282,129,457,66.0,449,38.5,0,586,32.0,0,38.5,1868,4.27,452,0,65.2,40723,19,1877,6959,1599,75.6,0,41778,67830,0,0,0,0,0,225,115,35.2,262,41,253,19,0,700,26.0,0,19,173,4.13,250,0,39.9,27307,38.5,187,1070,1595
2023-03-17 01:20:00,0,76.3,27347,79618,0,0,0,0,62,179,280,130,455,65.7,445,752,0,590,31.6,0,38.5,1806,4.27,450,0,65.4,40688,19,1826,6842,1350,76.3,0,58095,87196,0,0,0,0,154,222,109,35.2,255,40.3,249,471,0,699,25.5,0,19,206,4.13,252,0,39.9,19793,38.5,223,1132,1347
2023-03-17 01:22:00,0,74.5,24482,51849,0,0,0,0,0,179,277,125,452,65.7,446,38.5,0,587,31.6,0,38.5,1862,4.27,449,0,65.8,40713,19,1895,7128,1612,74.5,0,34911,59776,0,0,0,0,0,224,111,29.0,252,40.3,254,19,0,701,25.5,0,19,190,4.13,251,0,40.3,19472,38.5,227,1161,1601
2023-03-17 01:24:00,0.389,73.8,34491,62627,0,0,0,0,0,178,282,136,455,65.7,451,38.5,0,590,31.6,0,38.5,1928,4.27,453,0,66.1,40821,19,1967,7167,1879,73.8,0.389,35258,60274,0,0,0,0,0.389,223,115,31.6,255,40.3,262,19,0,698,25.5,0,19,191,4.13,259,0,40.6,29249,38.5,234,1149,1865
2023-03-17 01:26:00,0.389,78.2,23555,50785,0,0,0,0,0,180,280,124,454,65.7,447,38.5,0,589,31.6,0,38.9,1796,4.27,450,0,66.0,40981,19,1827,6847,1349,78.2,0.389,34883,58954,0,0,0,0.389,0.389,223,107,29.0,254,40.3,252,19,0,699,25.5,0,19,184,4.13,252,0,41,18811,38.5,229,1098,1340
2023-03-17 01:28:00,0,78.2,33233,61135,0,0,0,0,0,176,281,130,454,65.7,445,38.5,0,592,31.6,0,38.9,1856,4.27,449,0,65.7,40901,19,1868,6995,1614,78.2,0,35042,59697,0,0,0,0.389,0,224,114,30.3,254,40.3,249,19,0,697,25.5,0,19,164,4.13,250,0,40.6,28241,38.5,181,1097,1602
2023-03-17 01:30:00,0,74.1,27304,79370,0,0.389,0,0,62,177,282,119,455,65.8,447,751,0,590,31.6,0,38.5,1785,4.73,450,0,65.7,40809,19,1806,6783,1342,74.1,0,58168,87050,0,0,0,0,152,225,110,27.7,255,40.3,251,472,0,698,25.5,0.389,19,146,4.60,252,0,40.6,19740,38.5,183,1068,1338
2023-03-17 01:32:00,0,78.5,23695,50823,0,0.389,0,0,0,177,280,112,442,65.8,449,38.5,0,583,31.6,0,38.5,1855,4.97,436,0,65.8,40751,19,1884,6999,1602,78.5,0,34942,59436,0,0,0,0,0,224,109,26.3,247,40.6,256,19,0,702,25.5,0.389,19,149,4.83,243,0,40.3,18688,38.5,190,1090,1600
2023-03-17 01:34:00,0,77.4,28697,56166,0,0,0,0,0.389,177,284,130,443,65.7,445,38.5,0,583,32.4,0,38.5,1926,4.50,441,0,65.7,40738,19.0,1952,7042,1876,77.4,0,35199,60016,0,0,0,0,0,224,120,30.3,249,40.3,249,19.0,0,697,26.3,0,19.0,144,4.37,248,0,41.4,23431,38.5,178,1075,1866
2023-03-17 01:36:00,0,82.2,22977,50035,0,0,0,0,0,179,286,118,454,65.3,445,38.5,0,587,32.3,0,38.5,1803,4.27,453,0,65.7,40657,19,1809,6901,1346,82.2,0,34609,58782,0.389,0,0,0,0,223,112,27.7,254,40.3,249,19,0,701,26.2,0,19.4,171,4.13,255,0,41.7,18219,38.5,181,1054,1341
2023-03-17 01:38:00,0,83.3,32707,60592,0,0,0,0,0,179,281,124,454,65.8,448,38.5,0,585,32.3,0,38.5,1865,4.27,448,0,65.4,40768,19,1883,7127,1610,83.3,0,34948,59753,0,0,0,0,0,223,108,29.0,254,40.6,253,19,0,702,26.2,0,19,158,4.13,249,0,40.6,27731,38.5,176,1131,1606
2023-03-17 01:40:00,0,78.9,27301,79251,0,0,0,0,62,178,283,129,454,65.8,449,751,0,587,31.8,0,38.5,1800,4.27,451,0,66.1,40704,19,1811,6861,1340,78.9,0,57925,86868,0,0,0,0,151,225,115,30.3,253,41,258,472,0,701,25.7,0,19,174,4.13,253,0,40.6,19728,38.5,186,1114,1336
2023-03-17 01:42:00,0,74.9,33609,72736,0,0,0,0,62,177,280,130,455,65.7,444,751,0,587,31.6,0,38.5,1790,4.27,450,0,66.1,40795,19,1820,6901,1506,74.9,0,45769,72499,0,0,0.389,0,151,225,107,30.3,253,40.6,248,472,0.389,701,25.5,0,19,189,4.52,251,0.389,40.6,27074,38.5,219,1129,1509
2023-03-17 01:44:00,0,85.9,24782,52079,0,0,0,0,0,177,280,130,456,65.7,448,38.5,0,586,32.0,0,38.5,1866,4.27,448,0,66.0,40741,19,1885,7009,1607,85.9,0,34931,59561,0,0,0,0,0,224,108,30.3,256,40.3,253,19,0,702,26.0,0,19,194,4.13,250,0,41.4,19761,38.9,224,1119,1603
2023-03-17 01:46:00,0,82.2,21945,49034,0,0,0,0,0,178,284,130,456,65.7,447,38.5,0,589,32.3,0,38.5,1806,4.27,459,0,65.8,40702,19,1861,6891,1346,82.2,0,34655,58825,0,0,0,0,0,224,116,30.3,255,40.6,251,19,0,699,26.2,0,19,204,4.13,252,0,41,17189,38.9,229,1118,1336
2023-03-17 01:48:00,0,78.2,31711,59591,0,0,0,0,0,178,283,119,453,65.7,447,38.5,0,589,32.0,0,38.5,1869,4.27,452,0,66.0,40858,19,1895,7044,1604,78.2,0,35014,59642,0,0,0,0,0,224,110,27.7,252,40.6,252,19,0,699,26.0,0,19,196,4.13,250,0,41,26738,38.5,222,1138,1601
2023-03-17 01:50:00,0,80.4,27510,79501,0,0,0,0,62,179,278,130,454,66.1,438,751,0,588,31.6,0,38.5,1872,4.73,452,0,65.7,40792,19,1885,6946,1602,80.4,0,58258,87467,0,0,0,0,152,222,111,30.3,254,40.6,249,472,0,699,25.5,0,19,180,4.60,254,0,40.6,19673,38.5,195,1092,1599
2023-03-17 01:52:00,0,80,34215,86658,0,0,0,0,62,179,278,124,456,66.1,438,752,0.389,585,31.6,0,38.5,1854,4.97,450,0,66.1,40776,19,1871,7056,1613,80,0,58251,87887,0,0.389,0,0,152,223,111,29.0,256,41,249,472,0,700,25.5,0,19,147,4.83,251,0,41.4,26404,38.5,182,1091,1605
2023-03-17 01:54:00,0,82.9,24804,52021,0,0,0,0,0,179,284,136,455,66.1,445,38.9,0.389,584,31.6,0,38.5,1863,4.97,448,0,66.1,40721,19,1878,7003,1608,82.9,0,34921,59530,0,0.389,0,0,0,223,114,31.6,256,40.6,249,19,0,702,25.5,0,19,164,4.83,250,0,40.6,19791,38.5,185,1108,1598
2023-03-17 01:56:00,0,78.2,22224,49217,0,0,0,0,0,179,280,130,453,65.7,445,38.5,0,588,31.6,0,38.5,1786,4.97,450,0,66.0,40705,19,1810,6843,1338,78.2,0,34623,58640,0,0,0,0,0,222,113,30.3,252,41,249,19,0,700,25.5,0,19,148,4.83,253,0,42.1,17470,38.5,179,1082,1335
2023-03-17 01:58:00,0,74.9,32176,59944,0.389,0,0,0,0,177,274,124,454,65.3,450,38.5,0,585,31.6,0,38.5,1864,4.97,450,0,66.3,40791,19,1866,7032,1605,74.9,0,34958,59558,0,0,0,0,0,224,101,29.0,254,40.3,260,19,0,703,25.5,0,19,172,4.83,253,0,42.5,27190,38.5,171,1118,1600
2023-03-17 02:00:00,0,74.9,26629,75377,0,0,0,0,0,177,281,124,459,65.3,450,38.5,0,585,32.0,0,38.5,1926,4.27,452,0,66.3,40659,19,1945,7112,1874,74.9,0,54963,83912,0,0,0,0,0,223,107,29.0,260,40.3,260,19,0,702,26.0,0,19,174,4.13,249,0,42.5,19440,38.5,199,1086,1868
2023-03-17 02:02:00,0,81.1,36475,89122,0,0,0,0,62,176,283,119,461,65.6,446,751,0,588,32.3,0,38.5,1821,4.27,455,0.389,66.4,40750,19,1857,6878,1347,81.1,0,57993,87153,0,0,0,0,156,224,116,27.7,262,40.3,251,472,0,699,26.2,0,19,161,4.13,254,0,42.5,28923,38.5,207,1086,1337
2023-03-17 02:04:00,0,83.7,24800,52184,0,0,0,0,0,177,283,130,454,65.8,448,38.5,0,582,32.0,0,38.5,1864,4.50,449,0,66.4,40808,19,1873,6982,1612,83.7,0,34983,59557,0,0,0,0,0,223,118,30.3,254,40.3,252,19,0,699,26.0,0,19,183,4.37,253,0,41.8,19808,38.5,203,1128,1601
2023-03-17 02:06:00,0,80,24182,53390,0,0,0,0,0,177,15587,130,442,65.8,449,38.5,0,583,31.6,0,38.5,3336,4.89,437,0,65.8,40746,19,2065,21220,4158,80,0,35267,94069,0,0,0,0,0,224,574,30.3,252,40.3,254,19,0,698,25.5,0,19,273,4.37,244,0,40.6,18845,38.5,192,2383,2106
2023-03-17 02:08:00,0,81.5,34912,65671,0,0,0,0,0,176,31133,124,440,65.3,449,38.5,0,589,31.6,0,38.5,3894,4.27,437,0,65.8,40881,19,2391,22959,4749,81.5,0,35719,113907,0,0,0,0,0,225,1176,33.9,245,39.9,253,19,0,700,25.5,0,19,266,4.13,245,0,40.6,29236,38.5,206,2428,2451
2023-03-17 02:10:00,0,77.4,23940,55301,0,0,0,0,0,177,15824,130,455,65.3,447,38.5,0,587,31.6,0.389,38.5,2432,4.50,448,0,65.8,40720,19.4,2219,8692,2211,77.4,0,38496,82904,0,0,0,0,0,224,710,30.7,255,40.3,251,19,0,701,25.5,0,19,171,4.37,250,0,41,18270,38.5,211,1160,1955
2023-03-17 02:12:00,0,75.2,35289,87867,0,0,0,0,62,177,284,129,454,65.3,449,751,0,586,31.6,0.389,38.5,1812,4.97,449,0,65.8,40753,19.4,1824,6923,1352,75.2,0,58042,87265,0,0,0,0,150,225,112,30.7,254,40.3,261,472,0,702,25.5,0,19,164,4.83,256,0,40.6,27756,38.5,180,1097,1339
2023-03-17 02:14:00,0,73.0,24757,51978,0,0,0,0.389,0,176,288,124,453,65.3,448,38.5,0,587,31.6,0,38.5,1867,4.50,449,0,65.8,40705,19,1885,7025,1610,73.0,0,34899,59578,0,0,0,0,0,224,113,29.0,252,39.9,258,19,0,699,25.5,0,19,166,4.37,251,0,40.3,19752,38.5,181,1093,1603
2023-03-17 02:16:00,0,71.6,28719,56238,0,0,0,0.389,0,177,282,118,455,65.3,447,38.5,0,587,32.0,0,38.5,1800,4.03,449,0,65.8,40777,19.0,1816,6881,1353,71.6,0,34694,58863,0,0,0,0,0,222,109,27.7,254,39.9,251,19.0,0,700,25.5,0,19.0,164,3.90,252,0,41.0,23987,38.5,181,1089,1344
2023-03-17 02:18:00,0,71.6,24802,51980,0,0,0,0,0,178,279,124,458,65.3,447,38.5,0,587,32.0,0,38.5,1849,4.27,449,0,65.8,40732,19,1871,7006,1612,71.6,0,34919,59517,0,0,0,0,0,225,112,29.0,258,40.6,252,19,0,701,25.5,0,19,151,4.13,252,0,40.6,19805,38.5,168,1073,1600
2023-03-17 02:20:00,0,73.4,23168,50302,0,0,0.389,0,0,176,283,112,461,65.7,447,38.5,0,585,31.6,0,38.5,1928,4.27,452,0,65.7,40723,19,1956,7120,1872,73.4,0,35168,60027,0,0,0,0,0,225,111,26.3,255,40.6,251,19,0,703,25.5,0,19,166,4.13,249,0,41,17905,38.5,197,1118,1863
2023-03-17 02:22:00,0.389,74.1,34894,87299,0,0,0,0,62,176,275,119,454,65.7,449,751,0,586,31.6,0,38.5,1791,4.27,451,0,66.4,40801,19,1797,6891,1336,74.1,0.389,57956,86933,0,0,0,0.389,153,224,102,27.7,252,40.3,253,472,0,702,25.5,0,19,160,4.13,254,0,41.4,27351,38.5,177,1055,1334
2023-03-17 02:24:00,0,79.3,24711,51985,0,0,0,0,0,179,279,124,457,65.8,449,38.5,0,586,31.6,0,38.5,1861,4.27,450,0,66.5,40732,19,1893,7026,1599,79.3,0,34903,59539,0,0,0,0,0.389,223,112,29.0,258,40.3,254,19,0,700,25.5,0,19,182,4.13,252,0,41,19693,38.5,216,1122,1598
2023-03-17 02:26:00,0,73.4,31350,59106,0,0,0,0,0,178,281,136,454,66.1,447,38.5,0,587,31.6,0,38.5,1775,4.27,453,0,65.7,40807,19,1811,6875,1351,73.4,0,34705,58903,0,0,0,0,0,222,110,31.6,254,40.6,251,19,0,701,25.5,0,19,149,4.13,250,0,40.3,26629,38.5,192,1121,1347
2023-03-17 02:28:00,0,74.9,24804,52054,0,0,0,0,0,181,286,124,452,65.7,445,38.5,0,589,31.6,0,38.5,1882,4.27,452,0,65.7,40762,19,1915,7059,1613,74.9,0,34932,59733,0,0,0,0,0,222,122,29.0,251,40.3,248,19,0,699,25.5,0,19,158,4.13,249,0,41,19802,38.5,201,1086,1609
2023-03-17 02:30:00,0,77.8,22968,50044,0,0,0,0,0,180,275,130,454,65.7,446,38.5,0,586,32.4,0,38.5,1934,4.73,448,0,65.7,40728,19,1944,7062,1870,77.8,0,35176,60007,0,0,0,0,0,222,103,30.3,254,40.3,264,19,0,700,26.3,0,19,163,4.60,249,0,40.6,17691,38.5,184,1069,1860
2023-03-17 02:32:00,0,82.2,34857,87217,0,0,0,0,62,178,284,124,456,65.7,436,752,0,587,32.3,0,38.9,1801,4.97,451,0,65.7,40808,19,1832,6905,1348,82.2,0,57945,87064,0,0,0,0,151,222,113,29.0,256,40.6,252,472,0,701,26.2,0,19,154,4.83,254,0,42.1,27309,38.5,192,1083,1337
2023-03-17 02:34:00,0,74.5,26223,66906,0,0,0,0,62,177,281,129,455,65.7,445,752,0,583,32.3,0,38.9,1862,4.97,447,0,66.1,40698,19,1882,7000,1611,74.5,0,47746,75187,0.389,0,0,0,151,222,115,30.3,255,40.6,248,472,0,699,26.2,0,19,170,4.83,249,0,42.9,19398,38.5,203,1137,1602
2023-03-17 02:36:00,0,82.9,33880,61760,0,0.389,0,0,0,177,280,119,454,65.7,447,38.5,0,584,32.3,0,38.5,1868,4.97,448,0,66.1,40713,19,1876,7041,1608,82.9,0,34911,59408,0.389,0,0,0,0,223,108,27.7,253,41.4,251,19,0,697,26.2,0.389,19,165,4.83,249,0,41.7,28895,38.5,184,1084,1606
2023-03-17 02:38:00,0,80.4,24738,51941,0,0.389,0,0,0,179,281,118,456,66.4,448,38.5,0,586,32.3,0,38.5,1863,4.97,448,0,65.8,40616,19,1875,7076,1607,80.4,0,34853,59501,0,0,0,0,0,224,109,27.7,256,42.2,252,19.4,0,703,26.2,0.389,19.4,162,5.22,249,0,40.6,19715,38.5,177,1120,1603
2023-03-17 02:40:00,0,72.7,23472,50569,0,0,0,0,0.389,177,280,130,455,65.7,450,38.5,0,588,31.8,0,38.5,1874,4.73,451,0,65.7,40691,19,1895,6956,1608,72.7,0,34882,59445,0,0,0.389,0,0,224,112,30.3,256,40.3,255,19.4,0,700,25.7,0,19.4,162,4.99,254,0,40.3,18455,38.5,191,1088,1599
2023-03-17 02:42:00,0,73.4,36787,89447,0,0,0,0,62.4,178,280,130,440,65.7,446,751,0,587,31.6,0,38.5,1779,4.50,436,0,66.1,40822,19,1800,6858,1341,73.4,0,58074,87073,0,0,0.389,0,154,223,114,30.3,245,40.6,251,472,0,700,25.5,0,19,145,4.37,244,0,40.6,29250,38.5,172,1100,1337
