"Time","Read (sda)","Write (sda)"
2023-03-11 08:00:00,0,57185
2023-03-11 08:02:00,0,97758
2023-03-11 08:04:00,0,118426
2023-03-11 08:06:00,0,29605
2023-03-11 08:08:00,0,98486
2023-03-11 08:10:00,0,47058
2023-03-11 08:12:00,0,233108
2023-03-11 08:14:00,0,389757
2023-03-11 08:16:00,0,33064
2023-03-11 08:18:00,0,101626
2023-03-11 08:20:00,0,47536
2023-03-11 08:22:00,0,88519
2023-03-11 08:24:00,0,101968
2023-03-11 08:26:00,0,33906
2023-03-11 08:28:00,0,114256
2023-03-11 08:30:00,0,56912
2023-03-11 08:32:00,0,88519
2023-03-11 08:34:00,0,116122
2023-03-11 08:36:00,0,40801
2023-03-11 08:38:00,0,100147
2023-03-11 08:40:00,683,49106
2023-03-11 08:42:00,0,88906
2023-03-11 08:44:00,0,100774
2023-03-11 08:46:00,0,34475
2023-03-11 08:48:00,0,100375
2023-03-11 08:50:00,0,45739
2023-03-11 08:52:00,0,87586
2023-03-11 08:54:00,0,101717
2023-03-11 08:56:00,0,33769
2023-03-11 08:58:00,0,101068
2023-03-11 09:00:00,0,46467
2023-03-11 09:02:00,0,182841
2023-03-11 09:04:00,0,172533
2023-03-11 09:06:00,0,33496
2023-03-11 09:08:00,0,100489
2023-03-11 09:10:00,0,46626
2023-03-11 09:12:00,0,88132
2023-03-11 09:14:00,0,101057
2023-03-11 09:16:00,0,33678
2023-03-11 09:18:00,0,103151
2023-03-11 09:20:00,0,47491
2023-03-11 09:22:00,0,88360
2023-03-11 09:24:00,0,100705
2023-03-11 09:26:00,0,32290
2023-03-11 09:28:00,0,100284
2023-03-11 09:30:00,0,46057
2023-03-11 09:32:00,0,87882
2023-03-11 09:34:00,0,100602
2023-03-11 09:36:00,0,32791
2023-03-11 09:38:00,0,100215
2023-03-11 09:40:00,0,46239
2023-03-11 09:42:00,0,89429
2023-03-11 09:44:00,0,102036
2023-03-11 09:46:00,0,34588
2023-03-11 09:48:00,0,100375
2023-03-11 09:50:00,0,46148
2023-03-11 09:52:00,0,89793
2023-03-11 09:54:00,0,101786
2023-03-11 09:56:00,0,34520
2023-03-11 09:58:00,3937,104038
2023-03-11 10:00:00,0,47650
2023-03-11 10:02:00,0,89065
2023-03-11 10:04:00,0,101558
2023-03-11 10:06:00,0,33405
2023-03-11 10:08:00,0,101535
2023-03-11 10:10:00,0,47150
2023-03-11 10:12:00,0,87700
2023-03-11 10:14:00,0,102059
2023-03-11 10:16:00,0,34384
2023-03-11 10:18:00,0,102764
2023-03-11 10:20:00,0,47787
2023-03-11 10:22:00,0,87586
2023-03-11 10:24:00,0,102969
2023-03-11 10:26:00,0,37160
2023-03-11 10:28:00,0,102582
2023-03-11 10:30:00,0,48469
2023-03-11 10:32:00,0,88656
2023-03-11 10:34:00,0,376878
2023-03-11 10:36:00,0,310113
2023-03-11 10:38:00,0,102787
2023-03-11 10:40:00,0,46474
2023-03-11 10:42:00,0,90453
2023-03-11 10:44:00,0,101490
2023-03-11 10:46:00,0,33655
2023-03-11 10:48:00,0,101171
2023-03-11 10:50:00,0,46649
2023-03-11 10:52:00,0,89338
2023-03-11 10:54:00,0,101148
2023-03-11 10:56:00,0,31972
2023-03-11 10:58:00,0,95937
2023-03-11 11:00:00,0,43577
2023-03-11 11:02:00,0,223323
