"Time","EGRESS","EGRESS","EGRESS","INGRESS","INGRESS","INGRESS"
2023-03-11 09:00:00,92.5,132,160,98.3,144,164
2023-03-11 09:02:00,96.9,143,187,107,154,190
2023-03-11 09:04:00,96.6,130,169,102,142,170
2023-03-11 09:06:00,94.5,144,170,101,157,175
2023-03-11 09:08:00,143,156,231,167,181,232
2023-03-11 09:10:00,93.7,138,180,102,158,182
2023-03-11 09:12:00,126,215,192,116,222,198
2023-03-11 09:14:00,105,134,174,109,144,177
2023-03-11 09:16:00,93.6,138,175,99.8,155,179
2023-03-11 09:18:00,91.0,129,169,94.9,146,173
2023-03-11 09:20:00,92.0,142,170,98.5,151,175
2023-03-11 09:22:00,123,270,232,115,282,230
2023-03-11 09:24:00,98.5,140,178,103,149,182
2023-03-11 09:26:00,87.5,134,164,92.3,148,167
2023-03-11 09:28:00,98.6,139,174,104,150,179
2023-03-11 09:30:00,92.6,136,166,94.6,148,168
2023-03-11 09:32:00,124,329,279,112,339,280
2023-03-11 09:34:00,93.2,144,174,100,149,182
2023-03-11 09:36:00,89.5,129,163,96.2,147,165
2023-03-11 09:38:00,99.1,143,174,107,152,179
2023-03-11 09:40:00,83.6,124,158,90.2,143,161
2023-03-11 09:42:00,117,395,327,108,410,322
2023-03-11 09:44:00,101,133,170,104,145,173
2023-03-11 09:46:00,92.8,142,169,97.9,156,175
2023-03-11 09:48:00,99.9,141,179,111,151,184
2023-03-11 09:50:00,87.7,131,168,92.8,139,173
2023-03-11 09:52:00,114,399,362,104,414,354
2023-03-11 09:54:00,95.1,131,167,99.1,141,170
2023-03-11 09:56:00,91.2,139,166,93.8,152,173
2023-03-11 09:58:00,97.9,131,175,103,140,178
2023-03-11 10:00:00,90.1,132,169,90.8,144,173
2023-03-11 10:02:00,86.6,328,346,93.5,349,336
2023-03-11 10:04:00,95.0,140,171,98.8,150,177
2023-03-11 10:06:00,85.5,134,163,87.9,151,166
2023-03-11 10:08:00,96.4,134,185,101,144,189
2023-03-11 10:10:00,90.6,140,169,94.2,156,176
2023-03-11 10:12:00,87.9,267,309,92.2,287,302
2023-03-11 10:14:00,101,143,176,109,154,177
2023-03-11 10:16:00,91.5,129,162,96.1,146,164
2023-03-11 10:18:00,97.0,147,182,107,160,183
2023-03-11 10:20:00,89.7,126,158,94.8,140,161
2023-03-11 10:22:00,90.9,214,267,95.4,228,263
2023-03-11 10:24:00,95.5,134,171,104,145,173
2023-03-11 10:26:00,89.1,189,172,93.0,194,174
2023-03-11 10:28:00,93.8,139,166,96.4,146,173
2023-03-11 10:30:00,89.1,124,166,94.2,135,170
2023-03-11 10:32:00,89.9,161,225,91.4,174,227
2023-03-11 10:34:00,107,135,173,115,148,176
2023-03-11 10:36:00,88.2,140,172,95.1,154,178
2023-03-11 10:38:00,98.6,129,165,103,140,169
2023-03-11 10:40:00,89.3,134,167,95.8,151,170
2023-03-11 10:42:00,86.4,121,185,91.4,133,186
2023-03-11 10:44:00,109,142,189,115,155,192
2023-03-11 10:46:00,90.9,136,161,94.9,153,164
2023-03-11 10:48:00,89.7,132,170,98.6,140,175
2023-03-11 10:50:00,87.6,133,165,94.2,141,169
2023-03-11 10:52:00,88.4,128,166,96.7,137,168
2023-03-11 10:54:00,106,144,185,114,154,188
2023-03-11 10:56:00,87.3,126,158,94.3,143,161
2023-03-11 10:58:00,89.4,132,169,97.1,142,172
2023-03-11 11:00:00,89.0,123,160,91.5,134,166
2023-03-11 11:02:00,91,140,151,92.8,145,159
2023-03-11 11:04:00,98.7,136,181,107,148,182
2023-03-11 11:06:00,86.6,127,170,91.2,142,175
2023-03-11 11:08:00,92.2,135,169,96.9,143,174
2023-03-11 11:10:00,91.4,128,167,97.8,147,170
2023-03-11 11:12:00,89.0,138,169,94.8,145,174
2023-03-11 11:14:00,96.2,126,168,103,137,171
2023-03-11 11:16:00,89,135,174,94.1,152,180
2023-03-11 11:18:00,88.0,125,165,94.2,145,167
2023-03-11 11:20:00,95.8,140,181,107,152,188
2023-03-11 11:22:00,83.3,132,165,93.2,145,167
2023-03-11 11:24:00,87.7,144,175,96.2,150,182
2023-03-11 11:26:00,83.6,137,169,92.5,152,174
2023-03-11 11:28:00,95.4,184,187,103,179,200
2023-03-11 11:30:00,95.2,140,186,105,149,189
2023-03-11 11:32:00,88.8,125,165,96.1,136,167
2023-03-11 11:34:00,120,189,192,110,194,194
2023-03-11 11:36:00,90.9,127,160,104,144,164
2023-03-11 11:38:00,93.3,136,171,96.9,145,174
2023-03-11 11:40:00,96.7,133,171,114,149,172
2023-03-11 11:42:00,89.4,133,169,90.5,140,175
2023-03-11 11:44:00,131,239,230,118,247,233
2023-03-11 11:46:00,90.1,136,165,104,149,170
2023-03-11 11:48:00,91.3,143,171,99.1,148,178
2023-03-11 11:50:00,97.5,129,170,102,141,174
2023-03-11 11:52:00,89.4,134,169,93.2,141,173
2023-03-11 11:54:00,122,291,264,111,302,262
2023-03-11 11:56:00,93.4,138,176,104,153,180
2023-03-11 11:58:00,101,127,169,102,139,172
2023-03-11 12:00:00,88.6,135,167,93.3,141,174
2023-03-11 12:02:00,88.5,135,168,93.3,141,174
2023-03-11 12:04:00,125,433,350,110,421,361
2023-03-11 12:06:00,100,145,180,114,157,188
2023-03-11 12:08:00,99.2,130,165,104,139,170
2023-03-11 12:10:00,91.4,138,171,107,151,176
2023-03-11 12:12:00,87.8,127,160,95.4,138,165
2023-03-11 12:14:00,127,402,370,119,417,359
2023-03-11 12:16:00,94.8,136,174,109,148,178
2023-03-11 12:18:00,96.3,138,171,110,152,175
2023-03-11 12:20:00,95.2,134,171,96.6,146,177
2023-03-11 12:22:00,89.1,135,166,98.1,144,174
2023-03-11 12:24:00,123,401,364,114,416,353
2023-03-11 12:26:00,102,129,177,112,144,180
2023-03-11 12:28:00,97.1,133,173,102,144,179
2023-03-11 12:30:00,95.1,132,159,100,141,165
2023-03-11 12:32:00,92.6,137,172,94.6,144,178
2023-03-11 12:34:00,95.8,348,342,104,363,331
2023-03-11 12:36:00,95.0,142,175,107,149,183
2023-03-11 12:38:00,95.4,133,170,97.4,139,178
2023-03-11 12:40:00,89.9,129,168,102,142,174
2023-03-11 12:42:00,93.4,140,174,101,149,177
