"Time","EGRESS","EGRESS","EGRESS","INGRESS","INGRESS","INGRESS"
2023-03-11 09:00:00,881148,443983,695475,582076,1168221,1204738
2023-03-11 09:02:00,936452,1038083,948935,721406,1302417,1919279
2023-03-11 09:04:00,883443,441533,794877,749706,1176379,1213637
2023-03-11 09:06:00,882114,974205,698905,582321,1176172,1735933
2023-03-11 09:08:00,920058,962951,3930003,4681704,3477029,3131803
2023-03-11 09:10:00,874097,659796,729752,594598,1184363,1753473
2023-03-11 09:12:00,973245,1380004,955286,729283,1637272,1871770
2023-03-11 09:14:00,882807,444158,850255,869429,1182620,1410143
2023-03-11 09:16:00,873478,905036,713800,574402,1157329,1681393
2023-03-11 09:18:00,872337,439171,702910,576046,1160960,1217577
2023-03-11 09:20:00,872756,948146,702823,591866,1166047,1713184
2023-03-11 09:22:00,957963,1486311,1266714,683837,2004787,1716418
2023-03-11 09:24:00,877806,917481,807822,753899,1174476,1694260
2023-03-11 09:26:00,869245,743725,706123,579814,1160499,1212859
2023-03-11 09:28:00,897188,992789,699974,642123,1209060,1734813
2023-03-11 09:30:00,872339,937735,689626,577245,1161666,1507716
2023-03-11 09:32:00,951914,2026334,1584832,677577,2284875,2531972
2023-03-11 09:34:00,874336,896134,784946,748193,1173298,1669941
2023-03-11 09:36:00,871185,439613,682114,578079,1160026,1211898
2023-03-11 09:38:00,891373,928326,755653,642911,1211602,1732306
2023-03-11 09:40:00,860769,435256,661302,560837,1147926,1203384
2023-03-11 09:42:00,914229,2883792,1847285,572834,2659839,2755932
2023-03-11 09:44:00,874701,445690,834303,851052,1188395,1217625
2023-03-11 09:46:00,869420,966276,683702,576649,1168773,1731200
2023-03-11 09:48:00,927512,1030258,918164,724352,1293237,1539501
2023-03-11 09:50:00,863734,459216,681217,572196,1149609,1729720
2023-03-11 09:52:00,911092,2905357,2115393,573604,2669671,3004487
2023-03-11 09:54:00,870168,442341,777645,750490,1176870,1214984
2023-03-11 09:56:00,880400,955285,681875,583329,1176011,1721881
2023-03-11 09:58:00,924889,528911,907176,708941,1284104,1410927
2023-03-11 10:00:00,865579,915259,682643,560118,1150242,1690872
2023-03-11 10:02:00,863970,2115303,2104393,580349,2436930,2500327
2023-03-11 10:04:00,870375,964185,775272,751358,1181413,1732384
2023-03-11 10:06:00,862008,934824,667150,558429,1154237,1507941
2023-03-11 10:08:00,907324,718873,929844,675907,1244283,1939352
2023-03-11 10:10:00,866515,898083,682300,565587,1168254,1669098
2023-03-11 10:12:00,865092,1613940,1828249,570042,2053753,2471701
2023-03-11 10:14:00,875882,935063,837079,859561,1227731,1673763
2023-03-11 10:16:00,866987,437864,681074,565381,1151067,1209865
2023-03-11 10:18:00,906669,1010755,854007,668657,1264068,1851917
2023-03-11 10:20:00,866417,436942,675000,583955,1156853,1204358
2023-03-11 10:22:00,867198,1546901,1442352,573275,1648184,2371238
2023-03-11 10:24:00,889111,772720,853723,789837,1214191,1281920
2023-03-11 10:26:00,865002,992230,687376,574672,2450905,1735115
2023-03-11 10:28:00,870676,915641,674779,587786,1163332,1628932
2023-03-11 10:30:00,866307,434876,665135,571106,1148396,1726009
2023-03-11 10:32:00,876440,1142858,1137737,572805,1303889,2115282
2023-03-11 10:34:00,931093,534064,848488,887393,1241488,1283026
2023-03-11 10:36:00,865173,956562,688422,564729,1089143,1729384
2023-03-11 10:38:00,874360,439126,683250,597807,1063516,1212372
2023-03-11 10:40:00,865959,914008,672963,572387,1059410,1683190
2023-03-11 10:42:00,863879,534052,857568,561216,1046205,1376794
2023-03-11 10:44:00,927689,1040064,1044708,983787,1303989,1916539
2023-03-11 10:46:00,871303,936130,679436,571419,1073926,1208808
2023-03-11 10:48:00,867728,657209,681684,582302,1063202,1732225
2023-03-11 10:50:00,864811,879664,668578,574143,1052904,1648596
2023-03-11 10:52:00,865683,437676,679272,563914,1048563,1422944
2023-03-11 10:54:00,931180,976298,1016918,895159,1181119,1885495
2023-03-11 10:56:00,865109,437533,669164,581248,1062146,1203959
2023-03-11 10:58:00,869018,940517,674552,579892,1054844,1712406
2023-03-11 11:00:00,864683,433728,673600,561596,1046860,1210496
2023-03-11 11:02:00,867125,914884,628799,575021,1066269,1555346
2023-03-11 11:04:00,907871,806674,950612,845001,1176146,1655319
2023-03-11 11:06:00,864023,650920,698186,560718,1052135,1737794
2023-03-11 11:08:00,869614,903214,699965,584174,1055214,1681393
2023-03-11 11:10:00,884729,465736,755067,613181,1107237,1280534
2023-03-11 11:12:00,865958,917882,688784,569605,1065708,1692949
2023-03-11 11:14:00,872097,436283,840496,856982,1075791,1220544
2023-03-11 11:16:00,865801,950132,701218,563698,1058163,1733970
2023-03-11 11:18:00,569877,433567,684536,570984,1057497,1214809
2023-03-11 11:20:00,626747,999118,926522,724809,1205195,1884427
2023-03-11 11:22:00,566371,739400,696206,570767,1169192,1215765
2023-03-11 11:24:00,569411,964617,792093,741880,1081470,1743652
2023-03-11 11:26:00,565457,922584,729649,575827,1065491,1700530
2023-03-11 11:28:00,879936,471277,1333959,601580,2357458,1447672
2023-03-11 11:30:00,929301,1016770,928371,711979,1203261,1906282
2023-03-11 11:32:00,872101,428465,691596,584736,1043984,1214683
2023-03-11 11:34:00,924327,1231070,884450,770112,1299672,1816878
2023-03-11 11:36:00,874101,430111,686600,585669,1057726,1210668
2023-03-11 11:38:00,877311,914049,695131,594432,1063261,1696795
2023-03-11 11:40:00,912978,493589,841007,673957,1143666,1346605
2023-03-11 11:42:00,872086,950005,693200,578957,1047981,1737429
2023-03-11 11:44:00,932277,1599598,1218117,879305,1599434,2056782
2023-03-11 11:46:00,891241,683210,685206,619826,1106245,1431383
2023-03-11 11:48:00,875406,935773,690149,582594,1063654,1716929
2023-03-11 11:50:00,924998,490893,853324,678124,1153828,1347653
2023-03-11 11:52:00,872849,941700,687793,580063,1048670,1723779
2023-03-11 11:54:00,935776,1600769,1516827,770492,1985596,1883723
2023-03-11 11:56:00,893406,938831,778026,631322,1108238,1760593
2023-03-11 11:58:00,882428,729494,963098,1135497,1048490,1220918
2023-03-11 12:00:00,872589,950853,690258,579348,1046578,1733246
2023-03-11 12:02:00,872632,912443,687514,590470,1052351,1692901
2023-03-11 12:04:00,934188,2253943,2611676,764002,3743550,2532561
2023-03-11 12:06:00,933552,1024182,853911,716299,1202494,1850096
2023-03-11 12:08:00,883272,432161,702080,606823,1050210,1219759
2023-03-11 12:10:00,875515,937667,689052,589322,1056688,1720732
2023-03-11 12:12:00,873612,431407,676892,574242,1056147,1211063
2023-03-11 12:14:00,931566,2887122,2290244,874333,2612736,2997299
2023-03-11 12:16:00,929186,825544,926365,712905,1186712,1416630
