"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc045e0df77a65)","Receive Errors (lxc04ba3655f7bb)","Receive Errors (lxc058f11ae84e2)","Receive Errors (lxc101aa30b6d42)","Receive Errors (lxc1055eece523d)","Receive Errors (lxc17545d6a2c13)","Receive Errors (lxc1b3ec4421f95)","Receive Errors (lxc1cde9a003cb8)","Receive Errors (lxc25dc796f779e)","Receive Errors (lxc2cf3504ea230)","Receive Errors (lxc2f20023e145d)","Receive Errors (lxc42de66ecdcc8)","Receive Errors (lxc53962ca4487f)","Receive Errors (lxc586756a19dbd)","Receive Errors (lxc6609bc973c6e)","Receive Errors (lxc8f825b75ba1b)","Receive Errors (lxc901c98c966b2)","Receive Errors (lxc970c5453f2c7)","Receive Errors (lxc9bf9c5e25fda)","Receive Errors (lxc9d9580e18417)","Receive Errors (lxc_health)","Receive Errors (lxca3d1fbc08b7c)","Receive Errors (lxcaee2fab0754f)","Receive Errors (lxcb3f5b6163447)","Receive Errors (lxcbba06f29c914)","Receive Errors (lxccc10b9c35713)","Receive Errors (lxccd3f5d5c9dab)","Receive Errors (lxcd19ab656bbb2)","Receive Errors (lxcd4e1a68a8393)","Receive Errors (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc1cde9a003cb8)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc045e0df77a65)","Transmit Errors (lxc04ba3655f7bb)","Transmit Errors (lxc058f11ae84e2)","Transmit Errors (lxc101aa30b6d42)","Transmit Errors (lxc1055eece523d)","Transmit Errors (lxc17545d6a2c13)","Transmit Errors (lxc1b3ec4421f95)","Transmit Errors (lxc1cde9a003cb8)","Transmit Errors (lxc25dc796f779e)","Transmit Errors (lxc2cf3504ea230)","Transmit Errors (lxc2f20023e145d)","Transmit Errors (lxc42de66ecdcc8)","Transmit Errors (lxc53962ca4487f)","Transmit Errors (lxc586756a19dbd)","Transmit Errors (lxc6609bc973c6e)","Transmit Errors (lxc8f825b75ba1b)","Transmit Errors (lxc901c98c966b2)","Transmit Errors (lxc970c5453f2c7)","Transmit Errors (lxc9bf9c5e25fda)","Transmit Errors (lxc9d9580e18417)","Transmit Errors (lxc_health)","Transmit Errors (lxca3d1fbc08b7c)","Transmit Errors (lxcaee2fab0754f)","Transmit Errors (lxcb3f5b6163447)","Transmit Errors (lxcbba06f29c914)","Transmit Errors (lxccc10b9c35713)","Transmit Errors (lxccd3f5d5c9dab)","Transmit Errors (lxcd19ab656bbb2)","Transmit Errors (lxcd4e1a68a8393)","Transmit Errors (lxcf0be76b85bba)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc045e0df77a65)","Receive Dropped (lxc04ba3655f7bb)","Receive Dropped (lxc058f11ae84e2)","Receive Dropped (lxc101aa30b6d42)","Receive Dropped (lxc1055eece523d)","Receive Dropped (lxc17545d6a2c13)","Receive Dropped (lxc1b3ec4421f95)","Receive Dropped (lxc1cde9a003cb8)","Receive Dropped (lxc25dc796f779e)","Receive Dropped (lxc2cf3504ea230)","Receive Dropped (lxc2f20023e145d)","Receive Dropped (lxc42de66ecdcc8)","Receive Dropped (lxc53962ca4487f)","Receive Dropped (lxc586756a19dbd)","Receive Dropped (lxc6609bc973c6e)","Receive Dropped (lxc8f825b75ba1b)","Receive Dropped (lxc901c98c966b2)","Receive Dropped (lxc970c5453f2c7)","Receive Dropped (lxc9bf9c5e25fda)","Receive Dropped (lxc9d9580e18417)","Receive Dropped (lxc_health)","Receive Dropped (lxca3d1fbc08b7c)","Receive Dropped (lxcaee2fab0754f)","Receive Dropped (lxcb3f5b6163447)","Receive Dropped (lxcbba06f29c914)","Receive Dropped (lxccc10b9c35713)","Receive Dropped (lxccd3f5d5c9dab)","Receive Dropped (lxcd19ab656bbb2)","Receive Dropped (lxcd4e1a68a8393)","Receive Dropped (lxcf0be76b85bba)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc045e0df77a65)","Transmit Dropped (lxc04ba3655f7bb)","Transmit Dropped (lxc058f11ae84e2)","Transmit Dropped (lxc101aa30b6d42)","Transmit Dropped (lxc1055eece523d)","Transmit Dropped (lxc17545d6a2c13)","Transmit Dropped (lxc1b3ec4421f95)","Transmit Dropped (lxc1cde9a003cb8)","Transmit Dropped (lxc25dc796f779e)","Transmit Dropped (lxc2cf3504ea230)","Transmit Dropped (lxc2f20023e145d)","Transmit Dropped (lxc42de66ecdcc8)","Transmit Dropped (lxc53962ca4487f)","Transmit Dropped (lxc586756a19dbd)","Transmit Dropped (lxc6609bc973c6e)","Transmit Dropped (lxc8f825b75ba1b)","Transmit Dropped (lxc901c98c966b2)","Transmit Dropped (lxc970c5453f2c7)","Transmit Dropped (lxc9bf9c5e25fda)","Transmit Dropped (lxc9d9580e18417)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca3d1fbc08b7c)","Transmit Dropped (lxcaee2fab0754f)","Transmit Dropped (lxcb3f5b6163447)","Transmit Dropped (lxcbba06f29c914)","Transmit Dropped (lxccc10b9c35713)","Transmit Dropped (lxccd3f5d5c9dab)","Transmit Dropped (lxcd19ab656bbb2)","Transmit Dropped (lxcd4e1a68a8393)","Transmit Dropped (lxcf0be76b85bba)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc1cde9a003cb8)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)"
2023-03-14 06:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,12.7,153,0,2.61,0.383,0.467,0.344,0.400,7.51,0.867,0.539,4.53,0,11.9,0.889,0.0889,1.57,0.933,0,3.27,3.02,0.367,0.317,3.87,0.561,0.100,3.42,0,0,0.383,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,10.6,185,0,2.90,0.256,0.511,0.506,0.267,9.07,0.867,0.989,5.23,0,12.3,1.08,0.0778,1.59,1.33,0,4.69,3.21,0.244,0.383,5.59,0.989,0.200,3.47,0,0,0.256,1.47,0
2023-03-14 06:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,33.6,174,0,2.49,0.367,0.444,0.289,0.367,7.76,1.02,0.550,13.4,0,11.8,0.889,0.0611,1.53,0.933,0,3.36,2.87,0.383,0.317,3.77,0.556,1.94,4.05,0,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,31.6,219,0,2.78,0.250,0.500,0.450,0.244,9.41,1.07,0.983,13.0,0,12.3,1.06,0.0556,1.61,1.33,0,4.93,3.10,0.256,0.383,5.19,0.983,2.09,4.12,0,0,0.256,25.9,0
2023-03-14 06:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,22.3,165,0,2.58,0.383,0.489,0.283,0.389,7.76,0.989,0.561,8.98,0,11.9,1.05,0.0500,1.54,0.933,0,3.38,2.86,0.367,0.317,3.81,0.544,1.94,4.19,0,0,0.383,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,20.4,205,0,2.84,0.261,0.522,0.439,0.256,9.44,1.04,0.983,9.34,0,12.4,1.19,0.0500,1.61,1.33,0,5.07,3.07,0.244,0.383,5.13,0.989,2.09,4.27,0,0,0.256,9.54,0
2023-03-14 06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,12.3,152,0,2.69,0.400,0.472,0.300,0.406,7.48,0.944,0.567,4.48,0,12.1,0.894,0.0722,1.57,0.939,0,3.49,3.03,0.400,0.322,3.93,0.550,0.100,3.53,0,0,0.400,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,10.1,188,0,2.95,0.267,0.511,0.444,0.267,9.14,0.944,0.989,5.23,0,12.5,1.08,0.0667,1.62,1.34,0,5.12,3.22,0.267,0.389,5.21,1,0.200,3.57,0,0,0.267,1.53,0
2023-03-14 06:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,11.6,151,0,2.57,0.367,0.483,0.278,0.367,7.50,0.900,0.544,4.43,0,11.9,0.861,0.0722,1.56,0.956,0,3.36,2.96,0.367,0.322,3.81,0.544,0.100,3.54,0,0,0.389,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,10.2,188,0,2.83,0.244,0.522,0.439,0.244,9.17,0.900,0.989,5.23,0,12.3,1.06,0.0611,1.64,1.34,0,4.93,3.12,0.244,0.389,4.59,0.989,0.200,3.59,0,0,0.256,1.46,0
2023-03-14 06:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,0,11.9,151,0.00556,2.59,0.389,0.433,0.278,0.383,7.40,0.872,0.550,4.39,0,11.7,0.828,0.0667,1.55,0.939,0,3.48,3,0.383,0.317,3.74,0.550,0.100,3.37,0.00556,0,0.389,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,10.2,186,0.00556,2.86,0.256,0.494,0.439,0.256,9.13,0.867,0.983,5.24,0,12.1,1.03,0.0611,1.64,1.33,0,4.96,3.18,0.256,0.383,4.78,0.983,0.200,3.41,0,0,0.256,1.47,0
2023-03-14 06:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,34.3,176,0.00556,2.54,0.389,0.428,0.272,0.383,7.56,0.911,0.550,12.1,0,12.2,0.878,0.0722,1.56,0.900,0,3.52,2.96,0.383,0.322,3.82,0.561,1.94,4.06,0.00556,0,0.383,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,31.8,219,0.00556,2.85,0.256,0.494,0.433,0.256,9.40,0.911,0.989,12.9,0,12.6,1.07,0.0611,1.62,1.30,0,4.99,3.17,0.256,0.389,5.33,0.983,2.09,4.09,0,0,0.256,24.5,0
2023-03-14 06:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60,0,34.0,174,0,2.54,0.383,0.500,0.289,0.383,7.66,0.944,0.544,12.2,0,11.9,1.01,0.0444,1.55,0.911,0,3.29,2.94,0.383,0.322,3.83,0.544,1.94,4.26,0,0,0.383,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60,31.6,217,0,2.85,0.256,0.533,0.444,0.256,9.43,0.939,0.989,13.0,0,12.3,1.19,0.0389,1.63,1.31,0,4.68,3.12,0.256,0.389,5.28,0.994,2.09,4.29,0,0,0.256,24.5,0.00556
2023-03-14 06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,12.2,152,0,2.69,0.400,0.517,0.294,0.400,7.37,1.11,0.544,4.48,0,11.8,0.883,0.0444,1.57,0.939,0,3.29,3.10,0.383,0.322,3.84,0.567,0.100,3.42,0,0,0.400,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,10.1,186,0,2.96,0.267,0.544,0.450,0.267,9.15,1.27,0.989,5.27,0,12.3,1.07,0.0444,1.61,1.34,0,4.66,3.25,0.256,0.389,5.15,1,0.200,3.46,0,0,0.267,1.47,0
2023-03-14 06:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12.0,153,0,2.74,0.383,0.439,0.289,0.383,7.53,1.12,0.544,4.43,0,12.3,0.839,0.106,1.57,0.933,0,3.32,2.97,0.383,0.317,3.91,0.561,0.100,3.57,0,0,0.400,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.3,189,0,2.98,0.256,0.489,0.444,0.256,9.27,1.28,0.983,5.26,0,12.6,1.02,0.0944,1.61,1.33,0,4.67,3.16,0.256,0.383,4.93,0.989,0.200,3.61,0,0,0.267,1.43,0
2023-03-14 06:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,13.3,160,0,2.63,0.367,0.433,0.272,0.383,7.44,1.08,0.550,4.44,0,12.4,0.867,0.0889,1.57,0.933,0,3.35,3.02,0.400,0.317,3.90,0.544,0.100,3.43,0,0,0.400,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,10.6,205,0,2.94,0.244,0.489,0.433,0.261,9.13,1.20,0.989,5.24,0,12.8,1.06,0.0778,1.60,1.33,0,4.78,3.26,0.267,0.383,6.18,0.989,0.200,3.46,0,0,0.267,1.47,0
2023-03-14 06:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,34.1,182,0,2.71,0.400,0.483,0.272,0.400,7.64,0.928,0.556,12.1,0,12.4,0.850,0.0556,1.56,0.933,0,3.45,3.11,0.400,0.317,4.01,0.550,1.95,3.98,0,0,0.400,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,31.4,239,0,2.98,0.267,0.522,0.433,0.267,9.46,0.933,0.994,12.9,0,12.7,1.04,0.0611,1.59,1.33,0,5.38,3.31,0.267,0.389,5.52,1.01,2.09,4.02,0,0,0.267,24.4,0
2023-03-14 06:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,34.0,172,0,2.54,0.383,0.511,0.278,0.367,7.54,0.939,0.567,12.2,0,11.9,1.03,0.0611,1.56,0.944,0,3.43,2.83,0.400,0.317,3.77,0.556,1.94,4.25,0,0,0.417,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,31.5,216,0,2.80,0.256,0.544,0.444,0.244,9.32,0.939,0.994,12.9,0,12.2,1.19,0.0556,1.62,1.34,0,4.97,3.04,0.272,0.383,5.38,0.994,2.09,4.31,0,0,0.283,24.4,0
2023-03-14 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,0,12.4,152,0,2.70,0.367,0.422,0.300,0.383,7.28,0.950,0.550,4.48,0,12.0,0.894,0.0611,1.56,0.939,0.00556,3.28,3.02,0.383,0.322,3.76,0.539,0.100,3.40,0,0,0.367,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,10.3,185,0,2.93,0.244,0.478,0.450,0.256,9.06,0.950,0.983,5.26,0,12.4,1.06,0.0611,1.61,1.34,0,4.68,3.19,0.256,0.389,5.21,0.989,0.200,3.46,0,0,0.244,1.47,0
2023-03-14 06:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,13.0,153,0,2.54,0.383,0.483,0.300,0.400,7.54,1.04,0.544,4.49,0,12,0.894,0.0944,1.53,0.933,0.00556,3.24,2.87,0.367,0.333,3.76,0.550,0.100,3.55,0,0,0.383,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,10.6,187,0,2.83,0.256,0.539,0.444,0.267,9.13,1.14,0.989,5.26,0,12.4,1.08,0.0833,1.63,1.33,0,4.73,3.10,0.244,0.400,5.73,0.983,0.200,3.59,0.00556,0,0.256,1.44,0
2023-03-14 06:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,12.7,153,0,2.68,0.383,0.567,0.283,0.367,7.43,0.911,0.550,4.51,0,12.0,0.878,0.0778,1.53,0.933,0,3.32,2.97,0.400,0.333,3.88,0.539,0.100,3.55,0,0,0.400,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,10.5,193,0,2.98,0.256,0.578,0.439,0.244,9.13,0.911,0.989,5.21,0,12.4,1.07,0.0722,1.63,1.33,0,4.92,3.19,0.267,0.400,5.33,0.983,0.200,3.57,0.00556,0,0.267,1.46,0
2023-03-14 06:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,20.5,162,0,2.68,0.333,0.450,0.283,0.333,7.64,0.878,0.544,6.97,0,12.1,0.844,0.0722,1.56,0.933,0,3.41,2.97,0.350,0.322,4.10,0.550,0.100,3.44,0,0,0.367,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,18.4,205,0,3.03,0.222,0.500,0.444,0.222,9.43,0.883,0.983,7.61,0,12.5,1.02,0.0722,1.62,1.33,0,4.90,3.22,0.233,0.389,5.36,0.983,0.200,3.45,0,0,0.244,11.7,0
2023-03-14 06:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,33.9,175,0,2.58,0.367,0.400,0.300,0.383,7.73,0.867,0.544,12.3,0,11.9,0.967,0.0722,1.57,0.939,0,3.42,2.93,0.350,0.317,4.08,0.550,1.94,4.32,0,0,0.333,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,31.9,221,0,2.88,0.244,0.467,0.456,0.256,9.37,0.867,0.983,12.9,0,12.4,1.14,0.0722,1.59,1.33,0,5,3.12,0.233,0.383,5.38,0.983,2.09,4.34,0,0,0.222,24.5,0
