"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (enp1s0)","Receive Errors (lxc045e0df77a65)","Receive Errors (lxc04ba3655f7bb)","Receive Errors (lxc058f11ae84e2)","Receive Errors (lxc101aa30b6d42)","Receive Errors (lxc1055eece523d)","Receive Errors (lxc17545d6a2c13)","Receive Errors (lxc1b3ec4421f95)","Receive Errors (lxc1cde9a003cb8)","Receive Errors (lxc25dc796f779e)","Receive Errors (lxc2cf3504ea230)","Receive Errors (lxc2f20023e145d)","Receive Errors (lxc42de66ecdcc8)","Receive Errors (lxc53962ca4487f)","Receive Errors (lxc586756a19dbd)","Receive Errors (lxc6609bc973c6e)","Receive Errors (lxc8f825b75ba1b)","Receive Errors (lxc901c98c966b2)","Receive Errors (lxc970c5453f2c7)","Receive Errors (lxc9bf9c5e25fda)","Receive Errors (lxc9d9580e18417)","Receive Errors (lxc_health)","Receive Errors (lxca3d1fbc08b7c)","Receive Errors (lxcaee2fab0754f)","Receive Errors (lxcb3f5b6163447)","Receive Errors (lxcbba06f29c914)","Receive Errors (lxccc10b9c35713)","Receive Errors (lxccd3f5d5c9dab)","Receive Errors (lxcd19ab656bbb2)","Receive Errors (lxcd4e1a68a8393)","Receive Errors (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc1cde9a003cb8)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (enp1s0)","Transmit Errors (lxc045e0df77a65)","Transmit Errors (lxc04ba3655f7bb)","Transmit Errors (lxc058f11ae84e2)","Transmit Errors (lxc101aa30b6d42)","Transmit Errors (lxc1055eece523d)","Transmit Errors (lxc17545d6a2c13)","Transmit Errors (lxc1b3ec4421f95)","Transmit Errors (lxc1cde9a003cb8)","Transmit Errors (lxc25dc796f779e)","Transmit Errors (lxc2cf3504ea230)","Transmit Errors (lxc2f20023e145d)","Transmit Errors (lxc42de66ecdcc8)","Transmit Errors (lxc53962ca4487f)","Transmit Errors (lxc586756a19dbd)","Transmit Errors (lxc6609bc973c6e)","Transmit Errors (lxc8f825b75ba1b)","Transmit Errors (lxc901c98c966b2)","Transmit Errors (lxc970c5453f2c7)","Transmit Errors (lxc9bf9c5e25fda)","Transmit Errors (lxc9d9580e18417)","Transmit Errors (lxc_health)","Transmit Errors (lxca3d1fbc08b7c)","Transmit Errors (lxcaee2fab0754f)","Transmit Errors (lxcb3f5b6163447)","Transmit Errors (lxcbba06f29c914)","Transmit Errors (lxccc10b9c35713)","Transmit Errors (lxccd3f5d5c9dab)","Transmit Errors (lxcd19ab656bbb2)","Transmit Errors (lxcd4e1a68a8393)","Transmit Errors (lxcf0be76b85bba)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (enp1s0)","Receive Dropped (lxc045e0df77a65)","Receive Dropped (lxc04ba3655f7bb)","Receive Dropped (lxc058f11ae84e2)","Receive Dropped (lxc101aa30b6d42)","Receive Dropped (lxc1055eece523d)","Receive Dropped (lxc17545d6a2c13)","Receive Dropped (lxc1b3ec4421f95)","Receive Dropped (lxc1cde9a003cb8)","Receive Dropped (lxc25dc796f779e)","Receive Dropped (lxc2cf3504ea230)","Receive Dropped (lxc2f20023e145d)","Receive Dropped (lxc42de66ecdcc8)","Receive Dropped (lxc53962ca4487f)","Receive Dropped (lxc586756a19dbd)","Receive Dropped (lxc6609bc973c6e)","Receive Dropped (lxc8f825b75ba1b)","Receive Dropped (lxc901c98c966b2)","Receive Dropped (lxc970c5453f2c7)","Receive Dropped (lxc9bf9c5e25fda)","Receive Dropped (lxc9d9580e18417)","Receive Dropped (lxc_health)","Receive Dropped (lxca3d1fbc08b7c)","Receive Dropped (lxcaee2fab0754f)","Receive Dropped (lxcb3f5b6163447)","Receive Dropped (lxcbba06f29c914)","Receive Dropped (lxccc10b9c35713)","Receive Dropped (lxccd3f5d5c9dab)","Receive Dropped (lxcd19ab656bbb2)","Receive Dropped (lxcd4e1a68a8393)","Receive Dropped (lxcf0be76b85bba)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (enp1s0)","Transmit Dropped (lxc045e0df77a65)","Transmit Dropped (lxc04ba3655f7bb)","Transmit Dropped (lxc058f11ae84e2)","Transmit Dropped (lxc101aa30b6d42)","Transmit Dropped (lxc1055eece523d)","Transmit Dropped (lxc17545d6a2c13)","Transmit Dropped (lxc1b3ec4421f95)","Transmit Dropped (lxc1cde9a003cb8)","Transmit Dropped (lxc25dc796f779e)","Transmit Dropped (lxc2cf3504ea230)","Transmit Dropped (lxc2f20023e145d)","Transmit Dropped (lxc42de66ecdcc8)","Transmit Dropped (lxc53962ca4487f)","Transmit Dropped (lxc586756a19dbd)","Transmit Dropped (lxc6609bc973c6e)","Transmit Dropped (lxc8f825b75ba1b)","Transmit Dropped (lxc901c98c966b2)","Transmit Dropped (lxc970c5453f2c7)","Transmit Dropped (lxc9bf9c5e25fda)","Transmit Dropped (lxc9d9580e18417)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca3d1fbc08b7c)","Transmit Dropped (lxcaee2fab0754f)","Transmit Dropped (lxcb3f5b6163447)","Transmit Dropped (lxcbba06f29c914)","Transmit Dropped (lxccc10b9c35713)","Transmit Dropped (lxccd3f5d5c9dab)","Transmit Dropped (lxcd19ab656bbb2)","Transmit Dropped (lxcd4e1a68a8393)","Transmit Dropped (lxcf0be76b85bba)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc1cde9a003cb8)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)"
2023-03-13 15:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,32.6,168,0,1.88,0.350,0.483,0.267,0.350,7.57,0.900,0.550,12.3,0,11.5,0.833,0.0944,1.52,0.967,0,3.31,2.28,0.367,0.317,3.49,0.544,1.94,3.86,0,0,0.367,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,30.6,219,0,2.83,0.233,0.522,0.433,0.233,9.31,0.900,0.989,12.9,0,12.1,1.03,0.0833,1.69,1.34,0,4.79,3.14,0.244,0.383,5.01,0.989,2.09,4.04,0.00556,0,0.244,24.6,0
2023-03-13 15:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,11.4,145,0,2.20,0.372,0.483,0.294,0.367,7.36,0.883,0.556,4.47,0,11.6,0.856,0.0500,1.53,0.939,0,3.34,2.51,0.350,0.317,3.55,0.561,0.100,3.42,0,0,0.350,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,9.64,182,0,2.82,0.244,0.522,0.444,0.244,9,0.883,0.983,5.23,0,11.8,1.05,0.0500,1.67,1.33,0,4.71,3.06,0.233,0.383,4.66,0.989,0.200,3.56,0.00556,0,0.233,1.54,0
2023-03-13 15:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,13.2,151,0,2.36,0.389,0.483,0.300,0.383,7.65,1.11,0.544,4.47,0,11.7,0.828,0.0611,1.53,0.950,0,3.47,2.77,0.383,0.317,3.76,0.550,0.100,3.57,0,0,0.383,1.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,10.8,191,0,2.97,0.256,0.522,0.450,0.261,9.42,1.27,0.989,5.27,0,12.1,1.02,0.0556,1.65,1.34,0,4.82,3.33,0.256,0.383,5.43,0.989,0.200,3.66,0,0,0.256,1.48,0
2023-03-13 15:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,13.0,149,0,1.77,0.367,0.450,0.300,0.367,7.62,0.839,0.544,4.44,0,11.5,0.956,0.0722,1.52,0.944,0,3.31,2.17,0.383,0.317,3.46,0.539,0.100,3.58,0,0,0.383,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,11.1,188,0,2.71,0.244,0.500,0.456,0.250,9.36,0.850,0.989,5.29,0,11.9,1.14,0.0611,1.66,1.33,0,4.70,3.02,0.256,0.383,5.22,0.983,0.200,3.77,0,0,0.256,1.53,0
2023-03-13 15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,25.1,159,0,1.83,0.367,0.456,0.272,0.367,7.48,0.906,0.550,8.38,0,11.5,0.906,0.0778,1.51,0.944,0,3.42,2.18,0.383,0.317,4.71,0.550,0.100,3.41,0,0,0.367,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,23.5,204,0,2.79,0.244,0.500,0.433,0.244,9.07,0.922,0.994,9.17,0,12.0,1.07,0.0722,1.68,1.32,0,5.07,3,0.261,0.383,5.57,0.989,0.200,3.61,0,0,0.244,17.8,0
2023-03-13 15:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,0.00556,34.3,177,0,1.97,0.350,0.483,0.300,0.367,7.63,0.939,0.556,12.3,0.00556,11.4,0.850,0.0722,1.51,0.922,0,3.49,2.29,0.367,0.317,4.77,0.539,1.94,3.98,0,0,0.367,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,4.20,32.5,239,0,2.90,0.233,0.522,0.456,0.244,9.33,0.950,0.983,13.0,0,12.0,1.03,0.0611,1.71,1.32,0,5.20,3.13,0.244,0.383,5.51,0.983,2.09,4.16,0,0,0.244,24.7,0
2023-03-13 15:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,12.3,146,0,1.89,0.350,0.450,0.317,0.350,7.48,0.939,0.556,4.46,0,11.6,0.833,0.0722,1.54,0.939,0,3.36,2.20,0.367,0.317,3.57,0.539,0.100,3.36,0,0.00556,0.350,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,10.1,184,0,2.80,0.233,0.500,0.456,0.233,9.14,0.944,0.983,5.23,0,12.1,1.03,0.0667,1.67,1.33,0,4.90,3.05,0.244,0.383,5.17,0.983,0.200,3.48,0,0,0.233,1.57,0
2023-03-13 15:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,13.0,149,0,2.05,0.350,0.467,0.300,0.367,7.85,0.917,0.544,4.46,0,11.8,0.828,0.0778,1.54,0.939,0,3.36,2.32,0.350,0.317,3.66,0.556,0.100,3.52,0,0,0.350,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,11.5,188,0,2.86,0.233,0.511,0.444,0.244,9.46,0.917,0.989,5.29,0,12.2,1.03,0.0722,1.70,1.33,0,4.77,3.06,0.233,0.383,5,0.994,0.200,3.66,0,0,0.233,1.53,0
2023-03-13 15:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,13.1,149,0,1.98,0.417,0.483,0.283,0.400,7.73,0.856,0.539,4.47,0,11.6,0.989,0.0722,1.50,0.939,0,3.51,2.29,0.400,0.317,3.66,0.561,0.100,3.51,0,0,0.400,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,11.3,189,0,2.86,0.278,0.522,0.433,0.267,9.44,0.878,0.989,5.30,0,11.9,1.16,0.0667,1.72,1.33,0,4.89,3.04,0.267,0.383,5.20,0.994,0.200,3.67,0,0,0.267,1.53,0
2023-03-13 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,11.9,145,0,2.03,0.350,0.472,0.322,0.350,7.29,0.906,0.539,4.43,0,11.7,0.883,0.0722,1.55,0.917,0,3.31,2.34,0.383,0.317,3.46,0.567,0.100,3.42,0,0,0.383,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,9.52,184,0,2.82,0.233,0.511,0.450,0.233,9.03,0.911,0.983,5.26,0,12.1,1.07,0.0722,1.71,1.32,0,4.92,3.08,0.256,0.383,5.18,0.994,0.200,3.54,0,0,0.256,1.54,0
2023-03-13 15:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,33.6,170,0,1.91,0.400,0.461,0.305,0.417,7.44,1.07,0.544,12.2,0,11.5,0.855,0.0778,1.52,0.939,0.00555,3.44,2.28,0.367,0.317,3.41,0.550,1.94,4.04,0,0,0.367,24.1,0.00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,31.4,222,0,2.79,0.267,0.511,0.450,0.278,9.15,1.13,0.989,12.9,0,12.1,1.05,0.0722,1.72,1.33,0.00555,4.98,3.14,0.244,0.383,4.96,0.989,2.09,4.17,0,0,0.244,24.7,0
2023-03-13 15:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,12.4,147,0,1.94,0.400,0.528,0.272,0.400,7.44,0.972,0.544,4.51,0,11.7,0.844,0.0667,1.52,0.933,0.00556,3.56,2.32,0.400,0.322,3.59,0.533,0.100,3.33,0,0,0.417,1.37,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,10.5,185,0,2.78,0.267,0.556,0.433,0.267,9.06,1.03,0.989,5.24,0,12.1,1.04,0.0611,1.66,1.33,0.00556,4.89,3.07,0.267,0.389,5.28,0.978,0.200,3.43,0,0,0.278,1.55,0
2023-03-13 15:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,13.0,151,0,2,0.383,0.478,0.289,0.383,7.71,0.922,0.544,4.48,0,11.7,0.844,0.0889,1.54,0.933,0,3.56,2.29,0.400,0.333,3.56,0.550,0.100,3.47,0,0,0.383,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,11.5,197,0,2.89,0.256,0.511,0.444,0.256,9.40,0.922,0.994,5.24,0,12.3,1.04,0.0778,1.67,1.33,0,5.09,3.10,0.267,0.400,5.03,0.994,0.200,3.63,0,0,0.256,1.51,0
2023-03-13 15:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,13.6,154,0,2.04,0.350,0.467,0.317,0.367,7.78,1.14,0.556,4.46,0,11.7,0.961,0.0611,1.52,0.939,0,3.31,2.37,0.367,0.339,3.54,0.572,0.100,3.74,0,0,0.383,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,11.8,201,0,2.92,0.233,0.511,0.461,0.244,9.50,1.28,0.994,5.24,0,12.3,1.16,0.0611,1.69,1.35,0,4.77,3.13,0.244,0.406,5.33,1.01,0.200,3.86,0,0,0.256,1.56,0
2023-03-13 15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,12.3,145,0,2.05,0.350,0.517,0.300,0.350,7.36,1.32,0.550,4.39,0,11.5,0.850,0.0722,1.52,0.967,0,3.29,2.31,0.339,0.328,3.48,0.556,0.100,3.44,0,0,0.350,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,9.84,183,0,2.87,0.233,0.544,0.444,0.233,9.07,1.61,0.994,5.24,0,12.1,1.04,0.0611,1.68,1.35,0,4.94,3.04,0.228,0.394,5.40,0.989,0.200,3.52,0,0,0.233,1.52,0
2023-03-13 15:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,33.4,169,0,1.97,0.367,0.500,0.283,0.367,7.52,0.944,0.561,13.5,0,11.7,0.850,0.0667,1.51,0.956,0,3.33,2.31,0.367,0.317,3.65,0.572,1.94,4.04,0,0,0.367,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,30.7,221,0,2.81,0.244,0.533,0.433,0.244,9.21,0.950,0.989,13.0,0,12.2,1.03,0.0556,1.69,1.34,0,4.91,3.16,0.244,0.383,5.37,0.994,2.09,4.16,0,0,0.244,25.9,0
2023-03-13 15:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,16.2,150,0,1.89,0.383,0.461,0.322,0.400,7.41,0.861,0.544,6.87,0,11.5,0.839,0.0722,1.52,0.950,0,3.48,2.12,0.383,0.322,3.48,0.567,1.94,3.86,0,0,0.367,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,14.3,187,0,2.80,0.261,0.511,0.456,0.267,9.07,0.861,0.983,7.68,0,11.9,1.04,0.0667,1.67,1.34,0,5.02,2.98,0.256,0.389,5.09,1,2.09,3.93,0,0,0.244,2.32,0
2023-03-13 15:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,12.9,149,0,2.09,0.417,0.433,0.300,0.417,7.57,0.978,0.550,4.43,0,11.7,0.844,0.0722,1.52,0.956,0,3.49,2.63,0.417,0.333,3.51,0.544,0.100,3.68,0,0,0.417,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,10.4,187,0,2.85,0.278,0.489,0.444,0.278,9.43,0.983,0.983,5.14,0,12.0,1.02,0.0611,1.67,1.34,0,5.04,3.27,0.278,0.400,5.42,0.989,0.206,3.77,0,0,0.278,1.54,0
