"Time","idle","iowait","irq","nice","softirq","steal","system","user"
2023-03-13 12:00:00,0.957,0.00117,0,0,0.00121,0.00150,0.0101,0.0255
2023-03-13 12:02:00,0.957,0.00129,0,0,0.00112,0.00133,0.00946,0.0245
2023-03-13 12:04:00,0.958,0.00133,0,0,0.00154,0.00121,0.00946,0.0235
2023-03-13 12:06:00,0.953,0.00158,0,0,0.00137,0.00137,0.0104,0.0278
2023-03-13 12:08:00,0.958,0.00129,0,0,0.00125,0.000875,0.01000,0.0242
2023-03-13 12:10:00,0.953,0.00121,0,0,0.00167,0.00121,0.00962,0.0282
2023-03-13 12:12:00,0.958,0.00137,0,0,0.000958,0.00117,0.00925,0.0228
2023-03-13 12:14:00,0.954,0.00158,0,0,0.00183,0.00150,0.0103,0.0261
2023-03-13 12:16:00,0.953,0.00142,0,0,0.00133,0.00142,0.0101,0.0282
2023-03-13 12:18:00,0.958,0.00117,0,0,0.00142,0.000958,0.0102,0.0246
2023-03-13 12:20:00,0.957,0.00129,0,0,0.00129,0.00125,0.0101,0.0242
2023-03-13 12:22:00,0.957,0.00133,0,0,0.00162,0.00117,0.00996,0.0252
2023-03-13 12:24:00,0.952,0.00137,0,0,0.00183,0.00192,0.0104,0.0280
2023-03-13 12:26:00,0.950,0.00142,0,0,0.000750,0.00125,0.0101,0.0320
2023-03-13 12:28:00,0.958,0.00117,0,0,0.000875,0.00112,0.00900,0.0238
2023-03-13 12:30:00,0.955,0.00204,0,0,0.000583,0.00129,0.00896,0.0245
2023-03-13 12:32:00,0.957,0.00146,0,0,0.00121,0.00133,0.0105,0.0250
2023-03-13 12:34:00,0.950,0.00154,0,0,0.00142,0.00158,0.00942,0.0303
2023-03-13 12:36:00,0.953,0.00129,0,0,0.00104,0.00125,0.00983,0.0287
2023-03-13 12:38:00,0.958,0.00121,0,0,0.00146,0.00113,0.00946,0.0233
2023-03-13 12:40:00,0.957,0.00133,0,0,0.00133,0.00117,0.00942,0.0241
2023-03-13 12:42:00,0.958,0.00133,0,0,0.000666,0.000958,0.00929,0.0240
2023-03-13 12:44:00,0.957,0.00121,0,0,0.00104,0.00125,0.00958,0.0248
2023-03-13 12:46:00,0.953,0.00112,0,0,0.00142,0.00121,0.0103,0.0276
2023-03-13 12:48:00,0.956,0.00121,0,0,0.00113,0.00133,0.01000,0.0258
2023-03-13 12:50:00,0.957,0.00133,0,0,0.00146,0.00112,0.0103,0.0243
2023-03-13 12:52:00,0.957,0.00129,0,0,0.00146,0.00117,0.0105,0.0238
2023-03-13 12:54:00,0.957,0.00137,0,0,0.00138,0.00129,0.0104,0.0239
2023-03-13 12:56:00,0.954,0.00129,0,0,0.00150,0.00100,0.00996,0.0275
2023-03-13 12:58:00,0.957,0.00158,0,0,0.00133,0.00175,0.00967,0.0245
2023-03-13 13:00:00,0.955,0.00142,0,0,0.00158,0.00108,0.00967,0.0255
2023-03-13 13:02:00,0.957,0.00133,0,0,0.00129,0.00112,0.0101,0.0230
2023-03-13 13:04:00,0.957,0.00129,0,0,0.00137,0.00121,0.00975,0.0240
2023-03-13 13:06:00,0.952,0.00183,0,0,0.00171,0.00112,0.0101,0.0283
2023-03-13 13:08:00,0.957,0.00146,0,0,0.00137,0.00133,0.00996,0.0251
2023-03-13 13:10:00,0.958,0.00108,0,0,0.00125,0.00133,0.00938,0.0243
2023-03-13 13:12:00,0.957,0.00125,0,0,0.00142,0.00113,0.0103,0.0234
2023-03-13 13:14:00,0.958,0.00121,0,0,0.00113,0.00133,0.00946,0.0250
2023-03-13 13:16:00,0.948,0.00162,0,0,0.00196,0.00142,0.0104,0.0305
2023-03-13 13:18:00,0.957,0.00117,0,0,0.00133,0.00125,0.0108,0.0242
2023-03-13 13:20:00,0.958,0.00104,0,0,0.000583,0.00117,0.00887,0.0240
2023-03-13 13:22:00,0.955,0.00121,0,0,0.00133,0.00146,0.00946,0.0264
2023-03-13 13:24:00,0.957,0.00121,0,0,0.00137,0.00154,0.0100,0.0243
2023-03-13 13:26:00,0.947,0.00158,0,0,0.00175,0.00133,0.0116,0.0318
2023-03-13 13:28:00,0.957,0.00121,0,0,0.00112,0.00117,0.0101,0.0237
2023-03-13 13:30:00,0.956,0.00133,0,0,0.000875,0.00104,0.00879,0.0258
2023-03-13 13:32:00,0.957,0.00133,0,0,0.000708,0.00108,0.00933,0.0260
2023-03-13 13:34:00,0.958,0.00117,0,0,0.000958,0.00142,0.00933,0.0248
2023-03-13 13:36:00,0.950,0.00129,0,0,0.00188,0.00129,0.0116,0.0303
2023-03-13 13:38:00,0.957,0.00129,0,0,0.00138,0.00117,0.00912,0.0246
2023-03-13 13:40:00,0.956,0.00108,0,0,0.00125,0.00113,0.00954,0.0247
2023-03-13 13:42:00,0.952,0.00146,0,0,0.00171,0.00117,0.0105,0.0296
2023-03-13 13:44:00,0.958,0.00121,0,0,0.00129,0.00129,0.00938,0.0242
2023-03-13 13:46:00,0.953,0.00138,0,0,0.00113,0.00146,0.0103,0.0269
2023-03-13 13:48:00,0.957,0.00133,0,0,0.00167,0.00117,0.00896,0.0234
2023-03-13 13:50:00,0.957,0.00117,0,0,0.00142,0.00108,0.00942,0.0250
2023-03-13 13:52:00,0.957,0.00125,0,0,0.00133,0.00108,0.0105,0.0240
2023-03-13 13:54:00,0.957,0.00146,0,0,0.000917,0.00100,0.00904,0.0249
2023-03-13 13:56:00,0.954,0.00150,0,0,0.000875,0.00112,0.00933,0.0276
2023-03-13 13:58:00,0.959,0.00121,0,0,0.00108,0.00129,0.0104,0.0231
2023-03-13 14:00:00,0.957,0.00121,0,0,0.00146,0.00100,0.0103,0.0246
2023-03-13 14:02:00,0.957,0.00112,0,0,0.00146,0.00104,0.0107,0.0245
2023-03-13 14:04:00,0.957,0.00104,0,0,0.00129,0.00121,0.00937,0.0250
2023-03-13 14:06:00,0.950,0.00146,0,0,0.00162,0.00108,0.0112,0.0308
2023-03-13 14:08:00,0.954,0.00133,0,0,0.00192,0.00154,0.0110,0.0261
2023-03-13 14:10:00,0.957,0.00121,0,0,0.00113,0.00108,0.00987,0.0241
2023-03-13 14:12:00,0.955,0.00108,0,0,0.00167,0.00113,0.0103,0.0254
2023-03-13 14:14:00,0.957,0.00104,0,0,0.00121,0.00108,0.0100,0.0249
2023-03-13 14:16:00,0.948,0.00146,0,0,0.00162,0.00121,0.0101,0.0330
2023-03-13 14:18:00,0.952,0.00146,0,0,0.00142,0.00229,0.0102,0.0283
2023-03-13 14:20:00,0.957,0.00129,0,0,0.00175,0.00142,0.0105,0.0251
2023-03-13 14:22:00,0.957,0.00129,0,0,0.00125,0.00137,0.0101,0.0240
2023-03-13 14:24:00,0.957,0.00121,0,0,0.00138,0.00125,0.0103,0.0244
2023-03-13 14:26:00,0.953,0.00125,0,0,0.00129,0.00150,0.0103,0.0276
2023-03-13 14:28:00,0.955,0.00146,0,0,0.00138,0.00150,0.00904,0.0261
2023-03-13 14:30:00,0.930,0.00142,0,0,0.00117,0.00204,0.0148,0.0415
2023-03-13 14:32:00,0.929,0.00142,0,0,0.00158,0.00204,0.0164,0.0405
2023-03-13 14:34:00,0.926,0.00142,0,0,0.00179,0.00288,0.0161,0.0433
2023-03-13 14:36:00,0.927,0.00138,0,0,0.00179,0.00225,0.0167,0.0433
2023-03-13 14:38:00,0.923,0.00146,0,0,0.00171,0.00254,0.0172,0.0455
2023-03-13 14:40:00,0.930,0.00146,0,0,0.00187,0.00267,0.0161,0.0396
2023-03-13 14:42:00,0.932,0.00121,0,0,0.00158,0.00367,0.0158,0.0390
2023-03-13 14:44:00,0.927,0.00104,0,0,0.00179,0.00275,0.0157,0.0427
2023-03-13 14:46:00,0.927,0.00150,0,0,0.00183,0.00175,0.0156,0.0430
2023-03-13 14:48:00,0.914,0.00129,0,0,0.00167,0.00396,0.0181,0.0513
2023-03-13 14:50:00,0.928,0.00133,0,0,0.00208,0.00158,0.0153,0.0414
2023-03-13 14:52:00,0.926,0.00150,0,0,0.00171,0.00183,0.0163,0.0422
2023-03-13 14:54:00,0.924,0.00125,0,0,0.00162,0.00162,0.0159,0.0448
2023-03-13 14:56:00,0.922,0.00112,0,0,0.00196,0.00158,0.0163,0.0476
2023-03-13 14:58:00,0.917,0.00125,0,0,0.00125,0.00217,0.0178,0.0511
2023-03-13 15:00:00,0.917,0.00142,0,0,0.00246,0.00213,0.0172,0.0499
2023-03-13 15:02:00,0.921,0.00129,0,0,0.00217,0.00179,0.0172,0.0462
2023-03-13 15:04:00,0.927,0.00117,0,0,0.00196,0.00171,0.0160,0.0436
2023-03-13 15:06:00,0.919,0.00142,0,0,0.00242,0.00183,0.0175,0.0497
2023-03-13 15:08:00,0.920,0.00117,0,0,0.00187,0.00217,0.0179,0.0461
2023-03-13 15:10:00,0.916,0.00142,0,0,0.00292,0.00225,0.0176,0.0490
2023-03-13 15:12:00,0.923,0.00133,0,0,0.00142,0.00175,0.0180,0.0452
2023-03-13 15:14:00,0.927,0.00117,0,0,0.00142,0.00171,0.0161,0.0425
2023-03-13 15:16:00,0.922,0.00154,0,0,0.00179,0.00183,0.0179,0.0484
2023-03-13 15:18:00,0.921,0.00167,0,0,0.00200,0.00171,0.0179,0.0453
2023-03-13 15:20:00,0.918,0.00117,0,0,0.00317,0.00221,0.0174,0.0466
2023-03-13 15:22:00,0.921,0.00137,0,0,0.00212,0.00192,0.0180,0.0473
2023-03-13 15:24:00,0.926,0.00121,0,0,0.00200,0.00162,0.0167,0.0438
2023-03-13 15:26:00,0.921,0.00158,0,0,0.00217,0.00187,0.0172,0.0478
2023-03-13 15:28:00,0.925,0.00138,0,0,0.00175,0.00179,0.0170,0.0433
2023-03-13 15:30:00,0.926,0.00125,0,0,0.00187,0.00163,0.0155,0.0431
2023-03-13 15:32:00,0.916,0.00137,0,0,0.00175,0.00196,0.0186,0.0508
2023-03-13 15:34:00,0.928,0.00146,0,0,0.00179,0.00179,0.0166,0.0408
