"Time","Read (dm-0)","Read (vda)","Read (vdb)","Write (dm-0)","Write (vda)","Write (vdb)"
2023-03-23 03:00:00,1775,1775,0,1766150,1766150,0
2023-03-23 03:02:00,159,159,0,552232,552232,0
2023-03-23 03:04:00,0,0,0,431036,431036,0
2023-03-23 03:06:00,0,0,0,421387,421387,0
2023-03-23 03:08:00,0,0,0,492385,492385,0
2023-03-23 03:10:00,0,0,0,375535,375535,0
2023-03-23 03:12:00,0,0,0,469834,469834,0
2023-03-23 03:14:00,0,0,0,459002,459002,0
2023-03-23 03:16:00,0,0,0,399997,399997,0
2023-03-23 03:18:00,0,0,0,467763,467763,0
2023-03-23 03:20:00,0,0,0,377810,377810,0
2023-03-23 03:22:00,0,0,0,475500,475500,0
2023-03-23 03:24:00,0,0,0,430126,430126,0
2023-03-23 03:26:00,0,0,0,370756,370756,0
2023-03-23 03:28:00,0,0,0,458752,458752,0
2023-03-23 03:30:00,0,0,0,375205,375205,0
2023-03-23 03:32:00,0,0,0,465192,465192,0
2023-03-23 03:34:00,0,0,0,471927,471927,0
2023-03-23 03:36:00,0,0,0,423982,423982,0
2023-03-23 03:38:00,0,0,0,466443,466443,0
2023-03-23 03:40:00,0,0,0,380587,380587,0
2023-03-23 03:42:00,0,0,0,466284,466284,0
2023-03-23 03:44:00,0,0,0,432697,432697,0
2023-03-23 03:46:00,0,0,0,410806,410806,0
2023-03-23 03:48:00,0,0,0,450082,450082,0
2023-03-23 03:50:00,0,0,0,374329,374329,0
2023-03-23 03:52:00,0,0,0,463053,463053,0
2023-03-23 03:54:00,0,0,0,455286,455286,0
2023-03-23 03:56:00,0,0,0,401067,401067,0
2023-03-23 03:58:00,0,0,0,461346,461346,0
2023-03-23 04:00:00,0,0,0,393011,393011,0
2023-03-23 04:02:00,0,0,0,471996,471996,0
2023-03-23 04:04:00,0,0,0,450082,450082,0
2023-03-23 04:06:00,0,0,0,403046,387413,0
2023-03-23 04:08:00,0,0,0,479801,479801,0
2023-03-23 04:10:00,0,0,0,385957,385957,0
2023-03-23 04:12:00,0,0,0,470699,470699,0
2023-03-23 04:14:00,0,0,0,423049,423049,0
2023-03-23 04:16:00,0,0,0,424960,424960,0
2023-03-23 04:18:00,0,0,0,480516,480516,0
2023-03-23 04:20:00,0,0,0,376878,376878,0
2023-03-23 04:22:00,0,0,0,479664,479664,0
2023-03-23 04:24:00,0,0,0,432287,432287,0
2023-03-23 04:26:00,0,0,0,418657,418657,0
2023-03-23 04:28:00,0,0,0,473953,473953,0
2023-03-23 04:30:00,0,0,0,382612,382612,0
2023-03-23 04:32:00,0,0,0,478663,478663,0
2023-03-23 04:34:00,0,0,0,432947,432947,0
2023-03-23 04:36:00,0,0,0,388824,388824,0
2023-03-23 04:38:00,0,0,0,478094,478094,0
2023-03-23 04:40:00,0,0,0,396584,396584,0
2023-03-23 04:42:00,0,0,0,466921,466921,0
2023-03-23 04:44:00,0,0,0,440798,440798,0
2023-03-23 04:46:00,0,0,0,405595,405595,0
2023-03-23 04:48:00,0,0,0,472565,472565,0
2023-03-23 04:50:00,0,0,0,379108,379108,0
2023-03-23 04:52:00,0,0,0,462575,462575,0
2023-03-23 04:54:00,0,0,0,423799,423799,0
2023-03-23 04:56:00,0,0,0,400407,400407,0
2023-03-23 04:58:00,0,0,0,463371,463371,0
2023-03-23 05:00:00,0,0,0,375239,375239,0
2023-03-23 05:02:00,0,0,0,469697,469697,0
2023-03-23 05:04:00,0,0,0,425825,425825,0
2023-03-23 05:06:00,0,0,0,408053,408053,0
2023-03-23 05:08:00,0,0,0,480165,480165,0
2023-03-23 05:10:00,0,0,0,377492,377492,0
2023-03-23 05:12:00,0,0,0,461961,461961,0
2023-03-23 05:14:00,0,0,0,430603,430603,0
2023-03-23 05:16:00,0,0,0,409145,409145,0
2023-03-23 05:18:00,0,0,0,483009,483009,0
2023-03-23 05:20:00,0,0,0,364908,364908,0
2023-03-23 05:22:00,0,0,0,473134,473134,0
2023-03-23 05:24:00,0,0,0,420136,420136,0
2023-03-23 05:26:00,0,0,0,409850,409850,0
2023-03-23 05:28:00,0,0,0,471404,471404,0
2023-03-23 05:30:00,0,0,0,370802,370802,0
2023-03-23 05:32:00,0,0,0,473156,473156,0
2023-03-23 05:34:00,0,0,0,435496,435496,0
2023-03-23 05:36:00,0,0,0,406710,406710,0
2023-03-23 05:38:00,0,0,0,472223,472223,0
2023-03-23 05:40:00,0,0,0,378038,378038,0
2023-03-23 05:42:00,0,0,0,473179,473179,0
2023-03-23 05:44:00,0,0,0,415677,415677,0
2023-03-23 05:46:00,0,0,0,402500,402500,0
2023-03-23 05:48:00,0,0,0,472633,472633,0
2023-03-23 05:50:00,0,0,0,380951,380951,0
2023-03-23 05:52:00,0,0,0,460299,460299,0
2023-03-23 05:54:00,0,0,0,443688,443688,0
2023-03-23 05:56:00,0,0,0,406141,406141,0
2023-03-23 05:58:00,0,0,0,475682,475682,0
2023-03-23 06:00:00,0,0,0,375649,375649,0
2023-03-23 06:02:00,0,0,0,475318,475318,0
2023-03-23 06:04:00,0,0,0,426189,426189,0
2023-03-23 06:06:00,0,0,0,409327,409327,0
2023-03-23 06:08:00,0,0,0,486013,486013,0
2023-03-23 06:10:00,0,0,0,376536,376536,0
2023-03-23 06:12:00,0,0,0,477594,477594,0
2023-03-23 06:14:00,0,0,0,428919,428919,0
2023-03-23 06:16:00,0,0,0,399952,399952,0
2023-03-23 06:18:00,0,0,0,474886,474886,0
2023-03-23 06:20:00,0,0,0,397676,397676,0
2023-03-23 06:22:00,0,0,0,484762,484762,0
2023-03-23 06:24:00,0,0,0,421251,421251,0
2023-03-23 06:26:00,0,0,0,394172,394172,0
2023-03-23 06:28:00,0,0,0,485990,485990,0
2023-03-23 06:30:00,0,0,0,376286,376286,0
2023-03-23 06:32:00,0,0,0,482850,482850,0
2023-03-23 06:34:00,501,501,0,453109,453109,0
2023-03-23 06:36:00,0,0,0,411511,411511,0
2023-03-23 06:38:00,0,0,0,475204,475204,0
2023-03-23 06:40:00,0,0,0,381178,381178,0
2023-03-23 06:42:00,0,0,0,462234,462234,0
2023-03-23 06:44:00,0,0,0,420477,420477,0
2023-03-23 06:46:00,0,0,0,402933,402933,0
2023-03-23 06:48:00,0,0,0,478117,478117,0
2023-03-23 06:50:00,0,0,0,385092,385092,0
2023-03-23 06:52:00,0,0,0,483169,483169,0
2023-03-23 06:54:00,0,0,0,441481,441481,0
2023-03-23 06:56:00,0,0,0,411762,411762,0
2023-03-23 06:58:00,0,0,0,473771,473771,0
2023-03-23 07:00:00,0,0,0,372964,372964,0
2023-03-23 07:02:00,0,0,0,464395,464395,0
2023-03-23 07:04:00,0,0,0,418384,418384,0
2023-03-23 07:06:00,0,0,0,406305,406305,0
2023-03-23 07:08:00,0,0,0,476774,476774,0
2023-03-23 07:10:00,0,0,0,378220,378220,0
2023-03-23 07:12:00,0,0,0,464509,464509,0
2023-03-23 07:14:00,0,0,0,440570,440570,0
2023-03-23 07:16:00,0,0,0,406756,406756,0
2023-03-23 07:18:00,0,0,0,469129,469129,0
2023-03-23 07:20:00,0,0,0,371451,371451,0
2023-03-23 07:22:00,0,0,0,473065,473065,0
2023-03-23 07:24:00,0,0,0,423003,423003,0
2023-03-23 07:26:00,0,0,0,377310,377310,0
2023-03-23 07:28:00,0,0,0,448307,448307,0
2023-03-23 07:30:00,0,0,0,379199,379199,0
2023-03-23 07:32:00,0,0,0,484989,484989,0
2023-03-23 07:34:00,0,0,0,454133,454133,0
2023-03-23 07:36:00,0,0,0,451812,451812,0
2023-03-23 07:38:00,0,0,0,522354,522354,0
2023-03-23 07:40:00,0,0,0,363861,363861,0
2023-03-23 07:42:00,0,0,0,448717,448717,0
2023-03-23 07:44:00,0,0,0,418133,418133,0
2023-03-23 07:46:00,0,0,0,412490,412490,0
2023-03-23 07:48:00,0,0,0,479414,479414,0
2023-03-23 07:50:00,0,0,0,371962,371962,0
2023-03-23 07:52:00,0,0,0,449900,449900,0
2023-03-23 07:54:00,0,0,0,423322,423322,0
2023-03-23 07:56:00,0,0,0,399815,399815,0
2023-03-23 07:58:00,0,0,0,469129,469129,0
2023-03-23 08:00:00,0,0,0,370506,370506,0
2023-03-23 08:02:00,0,0,0,477776,477776,0
2023-03-23 08:04:00,0,0,0,435177,435177,0
2023-03-23 08:06:00,0,0,0,400953,400953,0
2023-03-23 08:08:00,0,0,0,501350,501350,0
2023-03-23 08:10:00,0,0,0,374732,374732,0
2023-03-23 08:12:00,364,364,0,500122,500122,0
2023-03-23 08:14:00,0,0,0,451220,451220,0
2023-03-23 08:16:00,0,0,0,401772,401772,0
2023-03-23 08:18:00,0,0,0,469811,469811,0
2023-03-23 08:20:00,0,0,0,385729,385729,0
2023-03-23 08:22:00,0,0,0,483920,483920,0
2023-03-23 08:24:00,0,0,0,416540,416540,0
2023-03-23 08:26:00,0,0,0,405367,405367,0
2023-03-23 08:28:00,0,0,0,474112,474112,0
2023-03-23 08:30:00,0,0,0,376695,376695,0
2023-03-23 08:32:00,0,0,0,478162,478162,0
2023-03-23 08:34:00,0,0,0,433835,433835,0
2023-03-23 08:36:00,0,0,0,405891,405891,0
2023-03-23 08:38:00,0,0,0,468287,468287,0
2023-03-23 08:40:00,0,0,0,368572,368572,0
2023-03-23 08:42:00,0,0,0,476752,476752,0
2023-03-23 08:44:00,0,0,0,421615,421615,0
2023-03-23 08:46:00,0,0,0,403797,403797,0
2023-03-23 08:48:00,0,0,0,467149,467149,0
2023-03-23 08:50:00,0,0,0,380427,380427,0
2023-03-23 08:52:00,0,0,0,473475,473475,0
2023-03-23 08:54:00,0,0,0,418042,418042,0
2023-03-23 08:56:00,0,0,0,401135,401135,0
2023-03-23 08:58:00,0,0,0,477230,477230,0
2023-03-23 09:00:00,0,0,0,368754,368754,0
2023-03-23 09:02:00,0,0,0,471632,471632,0
2023-03-23 09:04:00,0,0,0,437294,437294,0
2023-03-23 09:06:00,0,0,0,404457,404457,0
2023-03-23 09:08:00,0,0,0,452062,452062,0
2023-03-23 09:10:00,0,0,0,384683,384683,0
2023-03-23 09:12:00,0,0,0,463940,463940,0
2023-03-23 09:14:00,0,0,0,453063,453063,0
2023-03-23 09:16:00,0,0,0,407461,407461,0
2023-03-23 09:18:00,0,0,0,473225,473225,0
2023-03-23 09:20:00,0,0,0,384660,384660,0
2023-03-23 09:22:00,0,0,0,452244,452244,0
2023-03-23 09:24:00,0,0,0,421137,421137,0
2023-03-23 09:26:00,0,0,0,396834,396834,0
2023-03-23 09:28:00,0,0,0,463576,463576,0
2023-03-23 09:30:00,0,0,0,372645,372645,0
2023-03-23 09:32:00,0,0,0,483669,483669,0
2023-03-23 09:34:00,0,0,0,413106,413106,0
2023-03-23 09:36:00,0,0,0,407848,407848,0
2023-03-23 09:38:00,0,0,0,477161,477161,0
2023-03-23 09:40:00,387,387,0,380632,380632,0
2023-03-23 09:42:00,0,0,0,479369,479369,0
2023-03-23 09:44:00,0,0,0,431218,431218,0
2023-03-23 09:46:00,0,0,0,407529,407529,0
2023-03-23 09:48:00,0,0,0,470002,470002,0
2023-03-23 09:50:00,0,0,0,381406,381406,0
2023-03-23 09:52:00,0,0,0,477935,477935,0
2023-03-23 09:54:00,0,0,0,418065,418065,0
2023-03-23 09:56:00,0,0,0,395833,395833,0
2023-03-23 09:58:00,0,0,0,477412,477412,0
2023-03-23 10:00:00,0,0,0,373714,373714,0
2023-03-23 10:02:00,0,0,0,474977,474977,0
2023-03-23 10:04:00,0,0,0,436611,436611,0
2023-03-23 10:06:00,0,0,0,405231,405231,0
2023-03-23 10:08:00,0,0,0,464555,464555,0
2023-03-23 10:10:00,0,0,0,362291,362291,0
2023-03-23 10:12:00,0,0,0,465966,465966,0
2023-03-23 10:14:00,0,0,0,420295,420295,0
2023-03-23 10:16:00,0,0,0,421478,421478,0
2023-03-23 10:18:00,0,0,0,486923,486923,0
2023-03-23 10:20:00,0,0,0,371871,371871,0
2023-03-23 10:22:00,0,0,0,474158,474158,0
2023-03-23 10:24:00,0,0,0,440916,440916,0
2023-03-23 10:26:00,0,0,0,411762,411762,0
2023-03-23 10:28:00,0,0,0,470608,470608,0
2023-03-23 10:30:00,0,0,0,371007,371007,0
2023-03-23 10:32:00,0,0,0,465488,465488,0
2023-03-23 10:34:00,0,0,0,415972,415972,0
2023-03-23 10:36:00,0,0,0,408986,408986,0
2023-03-23 10:38:00,0,0,0,463371,463371,0
2023-03-23 10:40:00,0,0,0,372144,372144,0
2023-03-23 10:42:00,0,0,0,446214,446214,0
2023-03-23 10:44:00,0,0,0,433106,433106,0
2023-03-23 10:46:00,0,0,0,419362,419362,0
2023-03-23 10:48:00,0,0,0,475409,475409,0
2023-03-23 10:50:00,0,0,0,389712,389712,0
2023-03-23 10:52:00,0,0,0,472428,472428,0
