"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6237b799514f)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd39cb2af2558)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6237b799514f)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd39cb2af2558)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-24 02:54:00,0,11928,37687,169407,0,1880,472,163,32.1,126,1937,65.4,419,0,15744,81.5,2.90,343,148,85.8,0,18369,1891,460,32.3,1560,65.4,19,349,0,0,453,148637,176,0,11928,0,20114,107374,0,203,264,96.1,27.0,30.3,2198,41.7,6288,0,2982,3739,2.90,98.8,131,64.7,0,18251,215,258,26.2,17090,40.6,38.5,422,0,0,254,6673,599,0
2023-03-24 02:56:00,0,11963,37424,167942,0,1823,478,155,32.1,126,1914,65.7,417,0,10194,81.1,2.90,336,147,87.3,0,18375,1838,464,32.3,1534,66.6,19,339,0,0,452,143777,179,0,11963,0,20183,105412,0,201,268,86.3,21.9,30.3,2316,41.4,6288,0,2656,3732,2.90,97.8,129,66.2,0,18240,223,262,26.2,17078,41.1,38.5,409,0,0,252,6425,602,0
2023-03-24 02:58:00,0,13004,37729,178718,0,1875,472,161,32.9,121,1969,65.3,415,0,13966,118,5.33,337,147,87.2,0,18403,1911,458,32.3,1595,66.2,19,352,0,0,454,147622,163,0,13004,0,21243,109375,0,196,264,93.4,22.4,29.0,2317,41,6286,0,2928,3732,6.15,97.8,128,66.9,0,18258,235,257,26.2,17082,41.7,38.5,435,0,0,254,6729,602,0
2023-03-24 03:00:00,0,10223,40964,181738,0,1818,472,165,32.3,120,1884,65.8,560,0,10251,80.8,6.87,359,148,87.2,0,18387,1827,456,32.3,1558,65.8,19,332,0,0,455,143675,3620,0,10223,0,18802,103988,0,204,264,104,26.6,29.4,2191,41,9347,0,2707,3741,13.3,103,134,66.6,0,18248,224,255,26.2,17092,42.1,38.5,405,0,0,256,6589,4384,0
2023-03-24 03:02:00,0,11364,61263,196935,0,1963,472,162,31.5,126,2032,65.8,1708,0,14307,81.0,3.27,366,145,87.3,0,18370,1987,458,32.3,1696,65.8,375,388,0,0,453,147454,21848,0,11364,0,22367,111218,0,207,264,93.7,26.8,30.7,2295,41.7,25682,0,3107,3693,3.27,104,130,66.9,0,18246,230,256,26.2,17095,41.7,669,488,0,0,258,7010,24419,0
2023-03-24 03:04:00,0,10612,37659,169226,0.389,1888,472,162,30.7,121,1948,66.1,418,0,13996,80.8,4.30,343,146,87.2,0,18364,1898,461,31.8,1609,66.1,19,345,0,0,449,148470,178,0,10612,0,18831,106918,0,212,263,93.6,20.8,29.0,2199,41.4,6288,0,2936,3670,10.2,98.8,129,66.2,0,18247,231,258,25.7,17098,41.7,38.5,418,0,0,250,6517,600,0
2023-03-24 03:06:00,0,12721,37464,191316,0,1805,471,162,32.9,126,1927,66.2,420,0,10209,79.9,4.40,349,148,87.2,0,18377,1834,460,31.6,1534,65.8,19,337,0,0,451,143785,178,0,12721,0,20939,106467,0,190,262,93.8,23.2,30.3,2325,41.4,6284,0,2671,3656,10.3,100,130,66.2,0,18262,236,260,25.5,17086,41.7,38.5,406,0,0,252,6384,597,0
2023-03-24 03:08:00,0.389,13831,37760,195949,0,1890,473,166,33.7,116,1992,65.8,419,0,15691,122,5.79,337,148,87.2,0,18368,1911,456,31.8,1595,65.8,19,353,0,0,452,146020,174,0,13831,0.389,22037,109660,0,204,264,105,24.7,27.7,2346,41,6282,0,2951,3695,6.56,97.5,132,67.3,0,18261,232,256,25.7,17089,42.1,38.5,435,0,0,254,6612,594,0
2023-03-24 03:10:00,0,11479,37399,167671,0,1804,475,158,31.5,116,1879,66.1,419,0,10220,81.0,4.40,332,148,87.6,0,18381,1830,454,32.3,1534,65.5,19,339,0.389,0,453,143238,172,0,11479,0,19695,104465,0,196,265,88.5,21.2,27.7,2197,41.4,6285,0,2686,3635,4.79,96.1,131,66.9,0,18258,226,253,26.2,17101,42.1,38.5,409,0,0,254,6321,600,0
2023-03-24 03:12:00,0,10537,61149,205171,0,1951,469,162,30.7,126,2023,65.8,1715,0,14505,79.2,4.63,343,147,87.2,0,18390,1963,456,32.3,1618,65.2,375,395,0,0,450,148158,21735,0,10537,0,21525,109746,0,201,262,93.4,20.4,30.3,2291,40.6,25575,0,3157,3639,5.06,99.1,131,66.2,0,18271,222,255,26.2,17082,40.3,669,501,0,0,252,6945,24324,0
2023-03-24 03:14:00,0,11967,37710,169677,0,1892,470,161,32.8,121,1936,66.6,421,0,14101,81.6,3.97,343,148,87.2,0,18382,1914,457,31.8,1571,65.5,19,351,0,0,452,148480,159,0,11967,0,20179,108334,0.389,214,263,93.2,23.1,29.0,2191,41.8,6288,0,2982,3710,3.97,99.1,132,66.9,0,18259,233,257,25.7,17090,41.4,38.5,427,0,0,253,6576,596,0
2023-03-24 03:16:00,0,14465,37494,168124,0,1800,474,164,34.2,110,1922,65.4,420,0.389,10150,83.6,6.53,343,147,87.3,0,18387,1834,456,31.6,1487,65.9,19,336,0,0,453,142897,179,0,14465,0,22634,107758,0,201,264,98.1,24.9,26.3,2326,41.4,6286,0,2642,3787,7.29,99.1,132,67.3,0,18257,232,255,25.5,17090,41,38.5,400,0,0,255,6368,602,0
2023-03-24 03:18:00,0,13639,37747,169780,0,1875,475,163,32.1,115,1980,65.8,418,0.389,13959,119,5.70,353,146,87.3,0,18390,1896,458,32.2,1593,65.5,19,357,0,0,453,146388,179,0,13639,0,21850,109353,0,194,266,100,21.8,27.7,2329,41,6284,0,2958,3715,6.46,106,128,66.6,0.389,18254,218,257,25.7,17103,40.6,38.5,435,0,0,253,6540,596,0
2023-03-24 03:20:00,0,9882,37100,166390,0,1743,475,160,30.7,110,1819,66.1,415,0,9875,82.1,4.53,354,145,86.6,0,18394,1770,460,32.7,1485,66.2,19,334,0,0,450,144660,180,0,9882,0,18099,103538,0,192,266,96.8,19.7,26.3,2202,41,6282,0,2488,3678,4.96,102,129,65.5,0.389,18263,223,258,26.2,17094,42.1,38.5,399,0,0,252,6348,599,0
2023-03-24 03:22:00,0,10918,61257,196755,0,1948,477,160,30.7,120,2019,65.8,1712,0,16013,81.0,5.56,343,147,87.2,0,18364,1970,459,32.3,1638,66.4,375,385,0,0,454,149180,21860,0,10918,0,21900,110451,0,201,272,91.6,19.7,29.0,2292,41.7,25689,0,3086,3693,6.38,98.8,127,66.2,0,18247,233,262,26.2,17084,42.1,669,493,0,0,255,6990,24432,0
2023-03-24 03:24:00,0,12376,37708,169556,0,1882,477,163,32.9,121,1933,65.0,414,0,15814,81.3,5.33,343,147,87.2,0,18388,1895,458,32.3,1590,65.7,19,352,0,0,455,148650,174,0,12376,0,20598,108529,0,210,272,96.1,24.0,29.0,2191,41.4,6288,0,3024,3725,6.11,98.8,131,66.2,0,18265,228,257,26.2,17087,41.7,38.5,429,0,0,256,6614,599,0
2023-03-24 03:26:00,0,10327,37401,168035,0,1819,475,166,30.7,115,1919,65.4,413,0,10264,79.1,3.37,342,147,86.5,0,18405,1847,457,32.3,1570,65.7,19,332,0,0,452,143056,175,0,10327,0,18570,103178,0,197,265,105,20.5,27.7,2312,41.4,6288,0,2682,3587,3.37,99.1,129,65.5,0,18265,233,255,26.2,17095,41.7,38.5,397,0,0,252,6371,598,0
2023-03-24 03:28:00,0,12041,38022,170805,0,1951,475,161,31.5,121,2038,65.7,414,0,14291,121,5,336,145,85,0,18388,1972,455,32.0,1629,65.8,19,362,0,0,451,147213,158,0,12041,0,20251,107470,0,208,265,93.6,20.5,29.0,2310,41.4,6288,0.389,3071,3609,4.98,97.8,131,64.4,0,18264,235,254,26.0,17104,41,38.5,446,0,0,253,6524,597,0
2023-03-24 03:30:00,0,10103,37155,189532,0,1729,473,163,30.7,115,1822,65.8,413,0,9804,81.1,5.82,325,149,85.7,0,18403,1748,457,31.6,1453,65.8,19,333,0,0,452,144423,159,0,10103,0,18329,104282,0,200,265,95.4,20.4,27.7,2184,40.6,6289,0,2484,3641,6.19,95.2,130,65.1,0,18289,217,261,25.5,17077,41,38.5,397,0,0,253,6407,597,0
2023-03-24 03:32:00,0,10341,61275,228724,0,1961,470,164,32.9,116,2022,65.8,1706,0,14324,79.1,4.40,331,145,87.2,0,18411,1988,462,31.6,1618,65.8,375,383,0,0,452,148274,21845,0.389,10341,0,21314,110918,0,198,262,96.5,23.2,27.7,2285,40.7,25693,0,3066,3633,4.79,96.1,129,66.2,0,18286,235,261,25.5,17082,41,669,488,0,0.389,253,7012,24429,0
2023-03-24 03:34:00,0,10593,41908,174982,0,1877,471,163,31.5,121,1933,66.2,937,0,13974,81.4,3.50,348,147,87.2,0,18396,1903,461,31.8,1563,66.3,375,389,0,0,453,149460,3556,0,10593,0,19718,107784,0,197,262,94.8,21.0,29.0,2182,41.8,9443,0,2918,3693,3.50,100,128,66.2,0,18258,231,260,25.7,17097,41.5,669,501,0,0,254,6760,4350,0
2023-03-24 03:36:00,0,12175,37425,167848,0,1819,472,161,31.5,121,1920,66.6,414,0,10208,79.9,6.73,337,148,87.3,0,18385,1828,458,32.3,1529,65.8,19,337,0,0,455,142417,175,0,12175,0,20377,105314,0,211,264,98.9,20.9,34.0,2318,42.6,6287,0,2668,3693,7.92,97.5,130,66.2,0,18253,223,256,26.2,17088,41.4,38.5,399,0,0,256,6289,599,0
2023-03-24 03:38:00,0,14004,38030,173568,0,1961,474,163,31.5,121,2051,65.7,415,0,16164,121,3.70,338,144,87.7,0,18391,1983,457,32.3,1640,66.6,19,362,0,0,451,146870,167,0,14004,0,22209,109952,0,205,265,96.7,20.9,34.0,2325,41.7,6287,0,3212,3753,4.09,97.5,133,66.6,0,18253,231,256,26.2,17092,41.7,38.5,443,0,0,253,6496,594,0.389
2023-03-24 03:40:00,0,11302,37400,168011,0,1805,473,159,32.9,116,1881,65.7,416,0,10217,80.8,3.73,342,148,87.9,0,18387,1833,462,32.3,1506,66.1,19,332,0,0,451,143518,172,0,11302,0,19503,104765,0,196,265,90.7,22.5,27.7,2194,41.7,6287,0,2635,3634,3.73,99.1,128,66.5,0,18258,228,262,26.2,17087,41,38.5,399,0.389,0,253,6269,597,0
2023-03-24 03:42:00,0,11019,60724,194258,0,1822,470,162,32.1,121,1916,66.3,1714,0,13556,79.9,6.40,331,150,87.6,0,18398,1828,448,32.3,1523,65.8,375,390,0,0.389,452,147802,21825,0,11019,0,22008,110634,0,212,262,95.5,22.0,29.0,2286,41.1,25652,0,2734,3646,7.59,96.5,128,67.0,0,18256,224,252,26.2,17099,40.6,669,498,0.389,0,254,6883,24404,0
2023-03-24 03:44:00,0,12454,50811,184383,0,1897,474,163,31.1,126,1937,66.2,1302,0,14083,80.2,4.30,332,148,87.2,0.389,18378,1916,458,32.3,1562,65.8,375,395,0,0.389,453,150134,12034,0,12454,0,22429,111460,0,206,266,95.7,19.7,30.3,2183,41.1,16955,0,2978,3656,5.12,95.4,130,66.6,0,18258,249,256,26.2,17098,41.4,669,506,0,0,253,7003,13649,0
2023-03-24 03:46:00,0,13973,37524,168112,0,1819,470,160,32.5,126,1926,65.8,418,0,10229,79.2,4.30,332,145,87.2,0.389,18377,1882,457,31.8,1505,66.1,19.4,359,0,0,451,144153,175,0,13973,0,22160,108040,0,198,263,97.1,22.6,30.3,2320,41.4,6285,0,2685,3609,4.69,95.8,129,66.2,0,18252,243,255,25.7,17082,41.4,38.5,446,0,0,252,6440,602,0
2023-03-24 03:48:00,0,12704,38005,170991,0,1951,470,166,34.3,120,2035,65.8,419,0,14293,119,4.60,342,147,87.2,0,18403,1971,461,31.8,1663,66.6,19.4,355,0,0,457,146997,161,0,12704,0,20943,108623,0,209,262,105,30.1,29.0,2318,41.7,6287,0,3075,3648,5.36,99.1,135,66.2,0,18255,230,260,25.7,17091,42.8,38.5,435,0,0,258,6475,607,0
2023-03-24 03:50:00,0,10049,37631,179150,0,1893,472,162,31.5,126,1933,65.8,418,0,10595,80.8,2.90,349,146,87.2,0,18392,1912,456,31.8,1634,65.8,19,331,0,0,452,143296,164,0,10049,0,18296,103183,0,199,264,94.3,22.1,30.3,2185,41.4,6287,0,2852,3657,2.90,100,136,67.3,0,18266,226,255,25.7,17097,42.8,38.5,395,0,0,258,6372,603,0
2023-03-24 03:52:00,0,10852,60815,194229,0,1817,473,161,30.7,126,1919,65.5,1712,0,15323,79.8,4.67,326,147,87.2,0,18371,1840,454,31.8,1570,65.7,375,385,0,0,451,147891,21919,0,10852,0,21861,110338,0,202,264,93.5,20.4,30.3,2301,40.3,25744,0,2767,3662,10.6,94.8,129,66.6,0,18258,226,254,25.7,17090,41,669,497,0,0,257,6975,24494,0
2023-03-24 03:54:00,0,11104,59801,194228,0,1881,474,164,32.9,126,1948,65.4,1660,0,15747,78.9,5.43,355,148,87.3,0,18402,1902,455,32.0,1580,66.1,375,392,0,0,437,150320,20696,0,11104,0,21985,110750,0,199,266,103,29.2,30.3,2200,41,24660,0,2956,3616,10.7,101,129,66.2,0,18256,228,256,26.0,17091,41.7,669,504,0,0,244,7040,23144,0
2023-03-24 03:56:00,0,13047,37487,168301,0,1834,474,163,30.7,137,1932,66.4,418,0,10253,80.8,5.11,354,146,87.3,0,18392,1856,457,31.8,1557,65.8,19,336,0,0,453,143713,184,0,13047,0,21291,105472,0,202,265,101,21.2,32.9,2344,42.5,6290,0,2655,3702,4.83,102,129,66.2,0,18254,229,256,25.7,17071,40.6,38.5,404,0,0,254,6319,607,0
2023-03-24 03:58:00,0,14090,38032,179925,0,1962,472,160,32.1,143,2041,66.1,419,0,14375,121,3.73,349,148,87.2,0,18384,1985,460,31.6,1614,65.9,19,355,0,0,452,147432,175,0,14090,0,22277,110119,0,202,264,92.1,21.6,34.2,2344,41.7,6285,0,3094,3717,3.73,100,130,66.2,0,18246,232,258,25.5,17068,42.1,38.5,436,0,0,253,6594,594,0
2023-03-24 04:00:00,0,11042,37682,201230,0.389,1885,475,159,32.1,126,1943,65.7,420,0,10542,81.7,5.33,343,147,87.2,0,18402,1907,459,32.0,1570,65.4,19,335,0,0,453,142786,174,0,11042,0,19246,105320,0,202,266,89.9,21.6,30.3,2194,40.6,6287,0,2807,3665,6.15,99.1,128,66.9,0,18264,231,258,26.0,17086,41.4,38.5,408,0,0,253,6413,595,0
2023-03-24 04:02:00,0,12915,53904,186507,0,1845,473,163,32.1,126,1913,65.4,1084,0,13580,79.9,6.13,343,146,87.2,0,18393,1850,459,32.3,1539,65.9,19,338,0,0,454,147618,15835,0,12915,0,22701,111790,0,210,264,95.8,21.5,30.3,2293,40.6,20194,0,2749,3633,7.32,99.1,129,66.2,0,18267,225,257,26.2,17081,40.3,38.5,410,0,0,255,6751,17849,0
2023-03-24 04:04:00,0,11928,54145,187682,0,1908,472,161,30.7,132,1934,65.8,1084,0,14083,82.8,4.40,332,145,87.3,0,18369,1925,458,32.0,1552,65.9,19,350,0,0,455,149085,15816,0,11928,0,21680,110425,0,204,264,98.7,20.1,31.6,2187,41,20197,0,2948,3772,4.77,96.1,129,66.2,0,18237,240,263,26.0,17091,41,38.5,426,0,0,255,6732,17860,0
2023-03-24 04:06:00,0.389,13126,44160,175646,0,2800,472,163,32.1,126,1883,66.1,1051,0,9808,81.3,3.97,337,146,87.2,0,18388,1748,455,31.6,1448,65.5,375,379,0,0,452,144230,6155,0,13126,0.389,22511,108395,0,304,264,101,22.3,30.7,2325,42.8,11758,0,2505,3687,3.97,102,133,66.2,0,18242,218,254,25.5,17082,41,669,478,0,0,252,6507,7220,0
2023-03-24 04:08:00,0.389,17925,45567,200902,0,3024,469,161,1260,126,2177,65.5,1053,0,115879,121,5.13,344,143,86.5,0,18396,1993,457,31.6,1631,65.8,375,411,0.389,0,452,150391,6151,0,17925,0.389,27312,205610,0,316,261,94.8,106,30.7,2892,42.5,11757,0,6430,3717,5.56,103,132,66.2,0,18252,245,255,25.5,17094,42.5,669,537,0,0,253,6777,7215,0
2023-03-24 04:10:00,0,11689,37966,169818,0,1868,461,164,33.7,132,1932,65.3,417,0,10642,80.0,6.73,332,144,87.6,0,18416,1904,457,31.2,1583,66.1,19,338,0.389,0,450,143506,158,0,11689,0,19929,105435,0,210,257,97.7,24.5,31.6,2192,41,6289,0,2872,3589,7.92,96.5,130,66.2,0,18498,248,256,25.5,17096,43.2,38.5,409,0,0,251,6394,649,0
2023-03-24 04:12:00,0,14696,38001,265909,0,2815,473,936,544,120,2005,66.1,415,0.389,31173,80.6,3.93,336,147,87.7,0,18398,2327,459,31.2,1890,66.2,19,350,0,0,453,148142,179,0,14696,0,22901,119887,0,241,268,126,36.5,29.0,2836,41.4,6287,0,4493,3634,4.30,97.8,131,66.2,0,18502,243,257,25.5,17093,42.5,38.5,427,0,0,254,6637,652,0
2023-03-24 04:14:00,0,13389,38032,225715,0,2469,472,554,290,121,2054,66.4,415,0.389,16993,80.2,3.73,348,151,86.5,0,18384,2237,458,31.8,1814,65.9,19,352,0,0,451,150146,176,0,13389,0,21574,116266,0,226,264,118,29.7,29.0,2488,41.4,6290,0,3476,3732,3.73,100,131,65.5,0,18273,250,258,25.7,17105,42.8,38.5,424,0,0,252,6591,593,0
2023-03-24 04:16:00,0,11289,60613,193019,0,1754,471,166,34.7,109,1866,66.1,1711,0,9916,79.2,3.73,349,148,85,0,18389,1782,456,32.3,1479,66.1,375,379,0,0,456,144877,21984,0,11289,0,22266,109722,0,205,263,96.6,21.5,26.3,2314,42.1,25809,0,2563,3632,3.73,100,128,64,0,18276,243,255,26.2,17086,41.4,669,479,0,0,255,6833,24547,0
2023-03-24 04:18:00,0,11677,61423,197249,0,1973,475,171,36,126,2046,65.5,1713,0,14374,120,7.33,343,146,86.5,0,18370,1981,456,32.3,1636,66.1,375,404,0,0,454,148670,21975,0,11677,0,22647,112539,0,230,265,104,22.9,30.3,2319,40.6,25809,0,3111,3679,8.78,99.1,130,66.2,0,18252,241,261,26.2,17099,42.1,669,527,0,0,256,7030,24559,0
2023-03-24 04:20:00,0,10277,37642,169184,0,1900,470,166,35.5,126,1938,65.5,415,0,10587,83.0,4.30,326,147,87.2,0,18372,1905,458,32.2,1584,65.7,19,332,0,0,452,143667,165,0,10277,0,18486,103899,0.389,222,262,99.2,24.2,30.3,2191,40.6,6288,0,2833,3679,4.67,94.8,130,67.7,0,18259,231,264,25.7,17089,42.1,38.5,399,0,0,253,6381,598,0
2023-03-24 04:22:00,0,9953,37410,168250,0,1822,470,160,33.5,132,1912,65.7,415,0,15357,83.5,3.03,326,145,87.2,0,18386,1841,459,31.6,1567,65.8,19,342,0,0,451,145760,155,0,9953,0,18196,106025,0,212,262,96.5,23.5,31.6,2288,40.6,6288,0,2823,3764,3.03,94.1,129,66.9,0,18259,239,257,25.5,17099,40.6,38.5,416,0,0,252,6479,588,0
2023-03-24 04:24:00,0,12029,37979,170960,0,1955,470,160,30.7,137,1997,65.3,415,0,16183,81.4,5.36,337,146,87.2,0,18385,1985,457,31.8,1644,65.8,19,347,0,0,454,148908,154,0,12029,0,20237,109252,0,207,262,96.7,20.8,32.9,2197,41,6285,0,3140,3704,5.76,97.8,129,66.2,0.389,18264,246,255,25.7,17081,41.4,38.5,421,0,0,255,6541,590,0
2023-03-24 04:26:00,0,13352,60565,201313,0,1756,470,161,32.2,126,1870,65.4,1711,0,9795,84.3,5.43,325,146,87.3,0,18379,1759,454,32.3,1444,65.8,375,380,0,0,456,145137,21851,0,13352,0,24306,110762,0,214,263,93.8,20.9,35.9,2332,40.6,25690,0,2450,3788,6.18,94.8,128,66.2,0,18257,226,253,26.2,17084,41.7,669,478,0,0,257,6843,24445,0
2023-03-24 04:28:00,0,13571,61138,229347,0,1898,473,167,33.6,121,1980,65.5,1715,0,14023,122,4.40,326,148,87.3,0,18372,1920,458,32.3,1587,65.8,375,404,0,0,452,148864,21865,0,13571,0,24543,114821,0,219,264,102,22.7,29.0,2324,41,25689,0,2957,3680,4.78,95.2,129,66.2,0,18267,244,257,26.2,17103,42.8,669,523,0,0.389,254,7073,24439,0
2023-03-24 04:30:00,0,12196,37706,179339,0,1885,472,162,33.5,121,1932,65.7,419,0,10649,81.0,3.97,332,147,87.2,0,18378,1907,460,32.3,1592,65.8,19,333,0,0,453,142702,174,0,12196,0,20408,105402,0,212,264,93.5,24.5,29.0,2197,41,6288,0.389,2881,3635,3.97,96.5,129,66.2,0,18267,244,260,26.2,17086,42.1,38.5,398,0,0.389,253,6284,589,0
2023-03-24 04:32:00,0,12588,37498,168079,0,1820,472,160,33.5,127,1900,65.8,416,0,13561,81.7,5,365,147,87.2,0,18381,1834,458,32.3,1512,66.1,19,344,0,0,455,146784,179,0,12588,0,20783,107933,0,199,264,91.7,24.1,30.3,2281,40.6,6285,0.389,2729,3723,5.38,104,130,66.2,0,18270,232,257,26.2,17076,41.7,38.5,423,0,0,256,6458,601,0
2023-03-24 04:34:00,0,13602,38028,170827,0,1970,471,157,32.1,115,1994,65.8,418,0,14444,83.0,7.33,360,149,87.3,0,18382,1978,459,32.0,1678,66.5,19,345,0,0,454,148911,179,0,13602,0,21825,110564,0,209,263,93.2,22.6,27.7,2193,41.4,6286,0,3102,3793,8.61,103,136,66.2,0,18270,225,257,26.0,17086,42.5,38.5,427,0,0,256,6562,598,0
2023-03-24 04:36:00,0,13290,59642,193628,0,1878,471,163,31.5,121,1967,66.1,1303,0,10585,81.9,3.27,348,147,87.3,0,18384,1910,459,31.6,1603,66.4,19,338,0,0,452,144587,21133,0,13290,0,23612,110257,0,192,263,95.6,26.4,29.0,2317,41.4,24910,0,2821,3733,3.27,100,136,66.6,0,18268,234,258,25.5,17097,43.2,38.9,411,0,0,253,6623,23609,0
2023-03-24 04:38:00,0,13125,60841,196585,0,1807,472,166,33.7,126,1933,66.9,1713,0,15363,122,3.27,348,147,87.2,0,18404,1846,460,31.6,1544,66.1,375,403,0,0,450,148546,21846,0,13125,0,24124,113153,0,202,264,99.8,28.7,30.3,2324,42.5,25674,0,2769,3770,3.27,100,128,66.6,0,18265,241,258,25.5,17094,41.4,669,525,0,0,251,6986,24418,0
2023-03-24 04:40:00,0,11423,37677,177932,0,1887,471,161,32.9,126,1927,66.5,419,0,10610,82.7,5.69,347,147,87.3,0,18398,1907,457,32.0,1590,65.7,19,332,0,0,454,144016,163,0.389,11423,0,19653,105430,0,206,263,94.4,23.0,30.3,2183,41.7,6284,0,2832,3711,11.6,100,131,66.6,0,18265,239,256,26.0,17094,42.1,38.5,406,0,0,260,6596,596,0
2023-03-24 04:42:00,0,11120,37414,168025,0,1819,475,158,30.7,132,1913,66.1,415,0,13603,82.4,6.49,350,149,87.2,0.389,18378,1836,458,32.3,1551,65.7,19,337,0,0.389,453,146110,176,0,11120,0,19350,106194,0,214,266,90.2,20.1,31.6,2293,40.6,6286,0,2766,3733,12.9,99.7,130,66.6,0,18262,234,257,26.2,17092,42.1,38.5,408,0,0,254,6552,598,0
2023-03-24 04:44:00,0,12043,37936,170476,0,1959,472,160,31.5,121,1995,65.3,415,0,14429,81.9,3.50,333,147,86.5,0,18383,1982,458,32.0,1635,67.0,19.4,346,0,0,450,147826,175,0,12043,0,20230,108167,0,220,264,96.6,21.0,29.0,2208,41.7,6283,0,3128,3733,3.89,96.1,129,65.5,0,18263,249,257,26.0,17092,42.6,38.5,422,0.389,0,252,6403,601,0.389
2023-03-24 04:46:00,0,12397,50664,183926,0,1891,474,166,33.3,126,1973,65.8,945,0,10556,81.4,3.73,320,143,87.2,0,18372,1964,457,31.6,1594,65.7,19,356,0,0,451,143708,12585,0,12397,0,21854,108094,0,221,265,98.7,23.1,30.3,2338,41.7,17311,0,2824,3664,3.73,93.5,131,66.2,0,18259,270,255,25.5,17094,42.1,38.5,442,0,0,252,6517,14218,0
2023-03-24 04:48:00,0,12318,60888,194356,0,1828,472,160,31.5,120,1924,65.8,1708,0,13649,118,5.80,331,143,87.2,0,18362,1847,456,31.6,1560,66.4,375,401,0,0,453,148541,21942,0,12318,0,23312,112271,0,216,264,93.1,21.7,29.0,2320,41,25762,0,2794,3601,12.0,96.1,133,66.2,0,18250,239,254,25.5,17085,41.8,669,518,0,0,254,6834,24510,0
2023-03-24 04:50:00,0,12814,37696,169353,0,1885,470,163,30.7,137,1942,65.9,415,0,10598,81.6,4.97,342,146,86.5,0,18377,1905,460,31.6,1611,66.3,19,338,0,0,458,143608,179,0,12814,0,21034,106705,0,214,262,96.4,20.4,32.9,2203,42.2,6289,0,2856,3658,6.03,98.8,131,65.5,0,18261,236,259,25.5,17089,41.5,38.5,403,0,0,259,6261,601,0
2023-03-24 04:52:00,0,12245,37439,168324,0,1812,468,160,32.1,126,1915,65.8,415,0,15300,81.3,3.27,331,147,85.1,0,18363,1841,457,31.6,1514,66.3,19,343,0,0,451,145569,177,0,12245,0,20426,107567,0,209,262,92.1,21.9,30.3,2293,41.1,6285,0,2768,3703,3.27,96.5,127,64,0,18245,243,255,25.5,17094,42.1,38.5,404,0,0,251,6417,603,0
2023-03-24 04:54:00,0,12201,37969,170904,0,1961,472,163,34.3,121,1992,65.8,418,0,16160,79.9,3.27,338,148,85.7,0,18382,1994,454,31.8,1643,65.8,19,352,0,0,452,148888,156,0,12201,0,20409,108781,0,218,263,101,24.3,29.0,2191,41,6289,0,3163,3639,3.27,103,129,64.7,0,18265,263,253,25.7,17098,41.4,38.5,426,0,0,253,6560,591,0
