"Time","DROPPED","FORWARDED"
2023-03-16 18:00:00,0.0400,91.3
2023-03-16 18:02:00,0.0200,89.9
2023-03-16 18:04:00,0.0400,88.3
2023-03-16 18:06:00,0,92.7
2023-03-16 18:08:00,0,87.5
2023-03-16 18:10:00,0,87.0
2023-03-16 18:12:00,0,88.6
2023-03-16 18:14:00,0.0400,85.9
2023-03-16 18:16:00,0.0200,91.4
2023-03-16 18:18:00,0.0200,87.1
2023-03-16 18:20:00,0,88.5
2023-03-16 18:22:00,0.0600,161
2023-03-16 18:24:00,0,87.2
2023-03-16 18:26:00,0.0400,92.1
2023-03-16 18:28:00,0.0600,87.0
2023-03-16 18:30:00,0,88.3
2023-03-16 18:32:00,0,220
2023-03-16 18:34:00,0,88.8
2023-03-16 18:36:00,0.0200,92.4
2023-03-16 18:38:00,0.0200,87.1
2023-03-16 18:40:00,0.0400,86.8
2023-03-16 18:42:00,0.0200,145
2023-03-16 18:44:00,0.0400,89.2
2023-03-16 18:46:00,0.0200,91.9
2023-03-16 18:48:00,0,85.6
2023-03-16 18:50:00,0,85.8
2023-03-16 18:52:00,0,86.7
2023-03-16 18:54:00,0,88.4
2023-03-16 18:56:00,0,89.8
2023-03-16 18:58:00,0,84.9
2023-03-16 19:00:00,0.0400,86.8
2023-03-16 19:02:00,0,87.9
2023-03-16 19:04:00,0.0600,95.9
2023-03-16 19:06:00,0,90.7
2023-03-16 19:08:00,0.0200,86.4
2023-03-16 19:10:00,0.0200,86.0
2023-03-16 19:12:00,0.0600,86.1
2023-03-16 19:14:00,0.0400,175
2023-03-16 19:16:00,0.0200,89.9
2023-03-16 19:18:00,0,86.3
2023-03-16 19:20:00,0,86.3
2023-03-16 19:22:00,0,86.7
2023-03-16 19:24:00,0.0200,209
2023-03-16 19:26:00,0.0400,90.2
2023-03-16 19:28:00,0,87.0
2023-03-16 19:30:00,0,87.2
2023-03-16 19:32:00,0.140,86.8
2023-03-16 19:34:00,0.0400,134
2023-03-16 19:36:00,0.0600,91.9
2023-03-16 19:38:00,0.0400,87.1
2023-03-16 19:40:00,0,88.4
2023-03-16 19:42:00,0,89.4
2023-03-16 19:44:00,0,89.3
2023-03-16 19:46:00,0,89.6
2023-03-16 19:48:00,0.0200,88.0
2023-03-16 19:50:00,0.0200,86.6
2023-03-16 19:52:00,0.0400,89.6
2023-03-16 19:54:00,0.0400,86.3
2023-03-16 19:56:00,0.0600,110
2023-03-16 19:58:00,0,85.5
2023-03-16 20:00:00,0,85.9
2023-03-16 20:02:00,0.0800,89.6
2023-03-16 20:04:00,0.0400,86.1
2023-03-16 20:06:00,0,194
2023-03-16 20:08:00,0,86.2
2023-03-16 20:10:00,0,84.9
2023-03-16 20:12:00,0.0200,87.4
2023-03-16 20:14:00,0,84.7
2023-03-16 20:16:00,0.0200,204
2023-03-16 20:18:00,0.0200,87.5
2023-03-16 20:20:00,0.0200,87.1
2023-03-16 20:22:00,0,87.9
2023-03-16 20:24:00,0.0400,85.1
2023-03-16 20:26:00,0.0400,117
2023-03-16 20:28:00,0,85.8
2023-03-16 20:30:00,0,86.6
2023-03-16 20:32:00,0,87.8
2023-03-16 20:34:00,0,86.3
2023-03-16 20:36:00,0,92.0
2023-03-16 20:38:00,0.0400,87
2023-03-16 20:40:00,0,86.9
2023-03-16 20:42:00,0.0800,87.4
2023-03-16 20:44:00,0.140,86.8
2023-03-16 20:46:00,0,91.4
2023-03-16 20:48:00,0.0200,121
2023-03-16 20:50:00,0,87
2023-03-16 20:52:00,0,87.6
2023-03-16 20:54:00,0,86.7
2023-03-16 20:56:00,0,91.0
2023-03-16 20:58:00,0,206
2023-03-16 21:00:00,0,85.5
2023-03-16 21:02:00,0.0200,88.7
2023-03-16 21:04:00,0.0400,86.4
2023-03-16 21:06:00,0.0800,91.4
2023-03-16 21:08:00,0.0600,178
2023-03-16 21:10:00,0.0200,85.3
2023-03-16 21:12:00,0.0400,88.7
2023-03-16 21:14:00,0,86.2
2023-03-16 21:16:00,0,90.8
2023-03-16 21:18:00,0,96.3
2023-03-16 21:20:00,0,87.4
2023-03-16 21:22:00,0.0200,89.4
2023-03-16 21:24:00,0.0200,87.8
2023-03-16 21:26:00,0.0400,90.9
2023-03-16 21:28:00,0.0200,85.7
2023-03-16 21:30:00,0.0400,87.0
2023-03-16 21:32:00,0.0400,88.1
2023-03-16 21:34:00,0.0800,88.8
2023-03-16 21:36:00,0.0400,91.8
2023-03-16 21:38:00,0,85.5
2023-03-16 21:40:00,0,142
2023-03-16 21:42:00,0,88.2
2023-03-16 21:44:00,0,88.3
2023-03-16 21:46:00,0.0200,90.7
2023-03-16 21:48:00,0.0200,85.4
2023-03-16 21:50:00,0.0200,216
2023-03-16 21:52:00,0.0400,86.4
2023-03-16 21:54:00,0.0400,86.2
2023-03-16 21:56:00,0.0200,90.1
2023-03-16 21:58:00,0,85.7
2023-03-16 22:00:00,0.0400,165
2023-03-16 22:02:00,0,86.0
2023-03-16 22:04:00,0,86.6
2023-03-16 22:06:00,0,90.1
2023-03-16 22:08:00,0,86.1
2023-03-16 22:10:00,0,93.9
2023-03-16 22:12:00,0.0200,87.1
2023-03-16 22:14:00,0,87.8
2023-03-16 22:16:00,0.0600,91.1
2023-03-16 22:18:00,0.0800,87.8
2023-03-16 22:20:00,0.0600,87.4
2023-03-16 22:22:00,0.0200,86.5
2023-03-16 22:24:00,0,86.9
2023-03-16 22:26:00,0,89.6
2023-03-16 22:28:00,0,87.3
2023-03-16 22:30:00,0,87.9
2023-03-16 22:32:00,0,159
2023-03-16 22:34:00,0.0200,87.1
2023-03-16 22:36:00,0,91.0
2023-03-16 22:38:00,0,86.7
2023-03-16 22:40:00,0.0800,86.9
2023-03-16 22:42:00,0.0800,218
2023-03-16 22:44:00,0,88.8
2023-03-16 22:46:00,0.0200,88.7
2023-03-16 22:48:00,0.0400,86.7
2023-03-16 22:50:00,0,86.0
2023-03-16 22:52:00,0,148
2023-03-16 22:54:00,0,86.9
2023-03-16 22:56:00,0,89.9
2023-03-16 22:58:00,0.0200,87.4
2023-03-16 23:00:00,0.0400,86.9
2023-03-16 23:02:00,0,89.7
2023-03-16 23:04:00,0.0600,87.9
2023-03-16 23:06:00,0.0400,92.7
2023-03-16 23:08:00,0.0400,88.0
2023-03-16 23:10:00,0.0400,87.2
2023-03-16 23:12:00,0.0200,88.6
2023-03-16 23:14:00,0,98.1
2023-03-16 23:16:00,0,91.4
2023-03-16 23:18:00,0,86.4
2023-03-16 23:20:00,0.0400,86.5
2023-03-16 23:22:00,0.0400,87.3
2023-03-16 23:24:00,0.0400,174
2023-03-16 23:26:00,0.0800,92.5
2023-03-16 23:28:00,0,87.0
2023-03-16 23:30:00,0.0400,86.8
2023-03-16 23:32:00,0.0200,88.7
2023-03-16 23:34:00,0.0200,207
2023-03-16 23:36:00,0.0600,92.3
2023-03-16 23:38:00,0,88.2
2023-03-16 23:40:00,0,88.5
2023-03-16 23:42:00,0,89.9
2023-03-16 23:44:00,0,127
2023-03-16 23:46:00,0,92.1
2023-03-16 23:48:00,0.0200,87.4
2023-03-16 23:50:00,0,88.1
2023-03-16 23:52:00,0.100,87.1
2023-03-16 23:54:00,0,87.1
2023-03-16 23:56:00,0.0600,91.8
2023-03-16 23:58:00,0,86.8
2023-03-17 00:00:00,0,87.4
2023-03-17 00:02:00,0,88.2
2023-03-17 00:04:00,0,87.4
2023-03-17 00:06:00,0,115
2023-03-17 00:08:00,0.0400,86.8
2023-03-17 00:10:00,0,90.1
2023-03-17 00:12:00,0,87.7
2023-03-17 00:14:00,0,85.9
2023-03-17 00:16:00,0.0800,199
2023-03-17 00:18:00,0,87.2
2023-03-17 00:20:00,0.0200,88.0
2023-03-17 00:22:00,0.0400,88.6
2023-03-17 00:24:00,0.0600,88.6
2023-03-17 00:26:00,0,205
2023-03-17 00:28:00,0,86.1
2023-03-17 00:30:00,0,87.3
2023-03-17 00:32:00,0.0400,86.7
2023-03-17 00:34:00,0.0200,87.3
2023-03-17 00:36:00,0.0200,121
2023-03-17 00:38:00,0,86.1
2023-03-17 00:40:00,0.0600,87.9
2023-03-17 00:42:00,0.0600,88.9
2023-03-17 00:44:00,0.120,88.5
2023-03-17 00:46:00,0.0400,92.9
2023-03-17 00:48:00,0,86.2
2023-03-17 00:50:00,0,88.1
2023-03-17 00:52:00,0,87.1
2023-03-17 00:54:00,0,87.5
2023-03-17 00:56:00,0,93.7
2023-03-17 00:58:00,0.0400,129
2023-03-17 01:00:00,0.0200,88.4
2023-03-17 01:02:00,0,88.3
2023-03-17 01:04:00,0.0200,87.0
2023-03-17 01:06:00,0.0200,93.4
2023-03-17 01:08:00,0.0200,208
2023-03-17 01:10:00,0.0200,88.0
2023-03-17 01:12:00,0,89.1
2023-03-17 01:14:00,0,88.0
2023-03-17 01:16:00,0,91.5
2023-03-17 01:18:00,0,179
2023-03-17 01:20:00,0,89.3
2023-03-17 01:22:00,0,88.4
2023-03-17 01:24:00,0.0600,87.7
2023-03-17 01:26:00,0.0400,89.8
2023-03-17 01:28:00,0.0800,99.4
2023-03-17 01:30:00,0.0400,88.9
2023-03-17 01:32:00,0.0400,88.2
2023-03-17 01:34:00,0.0600,86.5
2023-03-17 01:36:00,0,91.8
2023-03-17 01:38:00,0,86.8
2023-03-17 01:40:00,0,87.2
2023-03-17 01:42:00,0,89.8
2023-03-17 01:44:00,0.0600,89.0
2023-03-17 01:46:00,0.0200,90.4
2023-03-17 01:48:00,0.0400,85.4
2023-03-17 01:50:00,0.0200,138
2023-03-17 01:52:00,0.0400,88.8
2023-03-17 01:54:00,0,85.7
2023-03-17 01:56:00,0.0400,90.4
2023-03-17 01:58:00,0.0400,87.9
2023-03-17 02:00:00,0,215
2023-03-17 02:02:00,0,90.0
2023-03-17 02:04:00,0,86.8
2023-03-17 02:06:00,0.0600,101
2023-03-17 02:08:00,0,87.7
2023-03-17 02:10:00,0.0200,161
2023-03-17 02:12:00,0.0200,87.8
2023-03-17 02:14:00,0.0400,87.5
2023-03-17 02:16:00,0.0200,91.8
2023-03-17 02:18:00,0.0600,86.1
2023-03-17 02:20:00,0.100,88.3
2023-03-17 02:22:00,0.0200,89.5
2023-03-17 02:24:00,0,87.7
2023-03-17 02:26:00,0,92.3
2023-03-17 02:28:00,0,89.4
2023-03-17 02:30:00,0.0200,86.2
2023-03-17 02:32:00,0,88.6
2023-03-17 02:34:00,0.0200,87.9
2023-03-17 02:36:00,0.0200,92.3
2023-03-17 02:38:00,0.140,88.4
2023-03-17 02:40:00,0.0400,87.6
2023-03-17 02:42:00,0.0400,162
2023-03-17 02:44:00,0.0800,88.9
2023-03-17 02:46:00,0,92.2
