,Time,Type,Response,Code
0,2023-03-14 03:40:48.501309,Public,0.00502,200
0,2023-03-14 03:40:48.607783,Public,0.005044,200
0,2023-03-14 03:40:48.719227,Public,0.009491,200
0,2023-03-14 03:40:48.832137,Public,0.011024,200
0,2023-03-14 03:40:48.939955,Public,0.005382,200
0,2023-03-14 03:40:49.047289,Public,0.005937,200
0,2023-03-14 03:40:49.153715,Public,0.005069,200
0,2023-03-14 03:40:49.260131,Public,0.005062,200
0,2023-03-14 03:40:49.366429,Public,0.004983,200
0,2023-03-14 03:40:49.472956,Public,0.005146,200
0,2023-03-14 03:40:49.579113,Public,0.00484,200
0,2023-03-14 03:40:49.685870,Public,0.005407,200
0,2023-03-14 03:40:49.792026,Public,0.004808,200
0,2023-03-14 03:40:49.898288,Public,0.004904,200
0,2023-03-14 03:40:50.004865,Public,0.005122,200
0,2023-03-14 03:40:50.111052,Public,0.004809,200
0,2023-03-14 03:40:50.219279,Public,0.006596,200
0,2023-03-14 03:40:50.326362,Public,0.005358,200
0,2023-03-14 03:40:50.432605,Public,0.004787,200
0,2023-03-14 03:40:50.539096,Public,0.005156,200
0,2023-03-14 03:40:50.646035,Public,0.005555,200
0,2023-03-14 03:40:50.753368,Public,0.005684,200
0,2023-03-14 03:40:50.860328,Public,0.005532,200
0,2023-03-14 03:40:50.974942,Public,0.012353,200
0,2023-03-14 03:40:51.081992,Public,0.004871,200
0,2023-03-14 03:40:51.188303,Public,0.004994,200
0,2023-03-14 03:40:51.295023,Public,0.005406,200
0,2023-03-14 03:40:51.401174,Public,0.004816,200
0,2023-03-14 03:40:51.507543,Public,0.004966,200
0,2023-03-14 03:40:51.614510,Public,0.005568,200
0,2023-03-14 03:40:51.721268,Public,0.005348,200
0,2023-03-14 03:40:51.828038,Public,0.00537,200
0,2023-03-14 03:40:51.934987,Public,0.005436,200
0,2023-03-14 03:40:52.041249,Public,0.004917,200
0,2023-03-14 03:40:52.147662,Public,0.005064,200
0,2023-03-14 03:40:52.254133,Public,0.005104,200
0,2023-03-14 03:40:52.360351,Public,0.004834,200
0,2023-03-14 03:40:52.467010,Public,0.005337,200
0,2023-03-14 03:40:52.573187,Public,0.004833,200
0,2023-03-14 03:40:52.680011,Public,0.005495,200
0,2023-03-14 03:40:52.787050,Public,0.005616,200
0,2023-03-14 03:40:52.893300,Public,0.004847,200
0,2023-03-14 03:40:52.999783,Public,0.005114,200
0,2023-03-14 03:40:53.106236,Public,0.005076,200
0,2023-03-14 03:40:53.212365,Public,0.004792,200
0,2023-03-14 03:40:53.318704,Public,0.005021,200
0,2023-03-14 03:40:53.425862,Public,0.005746,200
0,2023-03-14 03:40:53.537283,Public,0.009772,200
0,2023-03-14 03:40:53.644049,Public,0.005167,200
0,2023-03-14 03:40:53.750320,Public,0.004882,200
0,2023-03-14 03:40:53.858013,Public,0.006187,200
0,2023-03-14 03:40:53.964590,Public,0.005188,200
0,2023-03-14 03:40:54.070971,Public,0.005013,200
0,2023-03-14 03:40:54.177248,Public,0.004938,200
0,2023-03-14 03:40:54.284393,Public,0.005627,200
0,2023-03-14 03:40:54.391379,Public,0.005428,200
0,2023-03-14 03:40:54.497867,Public,0.005089,200
0,2023-03-14 03:40:54.604218,Public,0.004968,200
0,2023-03-14 03:40:54.711356,Public,0.005824,200
0,2023-03-14 03:40:54.823475,Public,0.010677,200
0,2023-03-14 03:40:54.930103,Public,0.00524,200
0,2023-03-14 03:40:55.036584,Public,0.004962,200
0,2023-03-14 03:40:55.143171,Public,0.005199,200
0,2023-03-14 03:40:55.249593,Public,0.005005,200
0,2023-03-14 03:40:55.356007,Public,0.005049,200
0,2023-03-14 03:40:55.463230,Public,0.005867,200
0,2023-03-14 03:40:55.569196,Public,0.004641,200
0,2023-03-14 03:40:55.675861,Public,0.005303,200
0,2023-03-14 03:40:55.783185,Public,0.005872,200
0,2023-03-14 03:40:55.890094,Public,0.005452,200
0,2023-03-14 03:40:55.998159,Public,0.006486,200
0,2023-03-14 03:40:56.119677,Public,0.018914,200
0,2023-03-14 03:40:56.235399,Public,0.013265,200
0,2023-03-14 03:40:56.343980,Public,0.005939,200
0,2023-03-14 03:40:56.450420,Public,0.005053,200
