"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-11 08:20:00,17677389824
2023-03-11 08:40:00,17911140352
2023-03-11 09:00:00,17875263488
2023-03-11 09:20:00,17796026368
2023-03-11 09:40:00,18026307584
2023-03-11 10:00:00,17930702848
2023-03-11 10:20:00,18085085184
2023-03-11 10:40:00,17948934144
2023-03-11 11:00:00,17942048768
2023-03-11 11:20:00,17933123584
2023-03-11 11:40:00,17968328704
2023-03-11 12:00:00,18020511744
2023-03-11 12:20:00,18021298176
2023-03-11 12:40:00,17874989056
2023-03-11 13:00:00,17921769472
2023-03-11 13:20:00,17919258624
2023-03-11 13:40:00,17830227968
2023-03-11 14:00:00,18000252928
2023-03-11 14:20:00,18200846336
2023-03-11 14:40:00,18050330624
2023-03-11 15:00:00,18060386304
2023-03-11 15:20:00,18093121536
2023-03-11 15:40:00,17982185472
2023-03-11 16:00:00,18012979200
2023-03-11 16:20:00,17922363392
2023-03-11 16:40:00,18000588800
2023-03-11 17:00:00,18181398528
2023-03-11 17:20:00,18074370048
2023-03-11 17:40:00,18167742464
2023-03-11 18:00:00,18248519680
2023-03-11 18:20:00,18045763584
2023-03-11 18:40:00,18349662208
2023-03-11 19:00:00,18155700224
2023-03-11 19:20:00,18111291392
2023-03-11 19:40:00,17972006912
2023-03-11 20:00:00,17999626240
2023-03-11 20:20:00,18082512896
2023-03-11 20:40:00,18078535680
2023-03-11 21:00:00,17936486400
2023-03-11 21:20:00,17947717632
2023-03-11 21:40:00,18087206912
2023-03-11 22:00:00,18123063296
2023-03-11 22:20:00,18204884992
2023-03-11 22:40:00,18032644096
2023-03-11 23:00:00,18220724224
2023-03-11 23:20:00,17997733888
2023-03-11 23:40:00,18144911360
2023-03-12 00:00:00,18147188736
2023-03-12 00:20:00,18156949504
2023-03-12 00:40:00,18078556160
2023-03-12 01:00:00,18279608320
2023-03-12 01:20:00,18087759872
2023-03-12 01:40:00,18249551872
2023-03-12 02:00:00,18086445056
2023-03-12 02:20:00,18177187840
2023-03-12 02:40:00,18187419648
2023-03-12 03:00:00,18157764608
2023-03-12 03:20:00,18025066496
2023-03-12 03:40:00,18112188416
2023-03-12 04:00:00,18099687424
2023-03-12 04:20:00,18155855872
2023-03-12 04:40:00,18116579328
2023-03-12 05:00:00,18120159232
2023-03-12 05:20:00,18040434688
2023-03-12 05:40:00,18102976512
2023-03-12 06:00:00,18242863104
2023-03-12 06:20:00,18148888576
2023-03-12 06:40:00,18177626112
2023-03-12 07:00:00,18188460032
2023-03-12 07:20:00,18227646464
2023-03-12 07:40:00,18161463296
2023-03-12 08:00:00,18185019392
2023-03-12 08:20:00,18141970432
2023-03-12 08:40:00,18199859200
2023-03-12 09:00:00,18244370432
2023-03-12 09:20:00,18303078400
2023-03-12 09:40:00,18107191296
2023-03-12 10:00:00,18257350656
2023-03-12 10:20:00,18269331456
2023-03-12 10:40:00,18098446336
2023-03-12 11:00:00,18304167936
2023-03-12 11:20:00,18111430656
2023-03-12 11:40:00,18115694592
2023-03-12 12:00:00,18188800000
2023-03-12 12:20:00,18095009792
2023-03-12 12:40:00,18057682944
2023-03-12 13:00:00,18206859264
2023-03-12 13:20:00,18080669696
2023-03-12 13:40:00,18224402432
2023-03-12 14:00:00,18315116544
2023-03-12 14:20:00,18160295936

