"Time","(sum(node_filesystem_size_bytes{device!~""rootfs|HarddiskVolume.+""}) - sum(node_filesystem_free_bytes{device!~""rootfs|HarddiskVolume.+""}) OR on() vector(0)) + (sum(windows_logical_disk_size_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) - sum(windows_logical_disk_free_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) OR on() vector(0))"
2023-03-11 08:20:00,47891152896
2023-03-11 08:40:00,47929044992
2023-03-11 09:00:00,47961903104
2023-03-11 09:20:00,48031236096
2023-03-11 09:40:00,48089866240
2023-03-11 10:00:00,48148475904
2023-03-11 10:20:00,48212557824
2023-03-11 10:40:00,48261025792
2023-03-11 11:00:00,48355221504
2023-03-11 11:20:00,48438996992
2023-03-11 11:40:00,48497770496
2023-03-11 12:00:00,48556580864
2023-03-11 12:20:00,48606638080
2023-03-11 12:40:00,48665436160
2023-03-11 13:00:00,48720019456
2023-03-11 13:20:00,48787161088
2023-03-11 13:40:00,48825241600
2023-03-11 14:00:00,48873803776
2023-03-11 14:20:00,48681893888
2023-03-11 14:40:00,48719728640
2023-03-11 15:00:00,48774316032
2023-03-11 15:20:00,48841412608
2023-03-11 15:40:00,48889651200
2023-03-11 16:00:00,48948498432
2023-03-11 16:20:00,49007759360
2023-03-11 16:40:00,49056043008
2023-03-11 17:00:00,49079193600
2023-03-11 17:20:00,49135890432
2023-03-11 17:40:00,49179340800
2023-03-11 18:00:00,49238134784
2023-03-11 18:20:00,48930365440
2023-03-11 18:40:00,48957796352
2023-03-11 19:00:00,48980975616
2023-03-11 19:20:00,49048236032
2023-03-11 19:40:00,49096597504
2023-03-11 20:00:00,49144938496
2023-03-11 20:20:00,49194930176
2023-03-11 20:40:00,49211879424
2023-03-11 21:00:00,49266507776
2023-03-11 21:20:00,49344192512
2023-03-11 21:40:00,49392603136
2023-03-11 22:00:00,49420017664
2023-03-11 22:20:00,49064398848
2023-03-11 22:40:00,49112760320
2023-03-11 23:00:00,49167450112
2023-03-11 23:20:00,49224249344
2023-03-11 23:40:00,49251721216
2023-03-12 00:00:00,49289625600
2023-03-12 00:20:00,49316802560
2023-03-12 00:40:00,49365233664
2023-03-12 01:00:00,49398939648
2023-03-12 01:20:00,49455677440
2023-03-12 01:40:00,49483096064
2023-03-12 02:00:00,49542017024
2023-03-12 02:20:00,49208463360
2023-03-12 02:40:00,49225490432
2023-03-12 03:00:00,49269698560
2023-03-12 03:20:00,49326448640
2023-03-12 03:40:00,49375252480
2023-03-12 04:00:00,49423691776
2023-03-12 04:20:00,49461161984
2023-03-12 04:40:00,49499086848
2023-03-12 05:00:00,49532854272
2023-03-12 05:20:00,49610625024
2023-03-12 05:40:00,49627693056
2023-03-12 06:00:00,49686601728
2023-03-12 06:20:00,49261453312
2023-03-12 06:40:00,49299443712
2023-03-12 07:00:00,49343594496
2023-03-12 07:20:00,49389895680
2023-03-12 07:40:00,49438257152
2023-03-12 08:00:00,49486659584
2023-03-12 08:20:00,49550401536
2023-03-12 08:40:00,49598898176
2023-03-12 09:00:00,49611714560
2023-03-12 09:20:00,49689444352
2023-03-12 09:40:00,49737895936
2023-03-12 10:00:00,49775857664
2023-03-12 10:20:00,49428717568
2023-03-12 10:40:00,49456259072
2023-03-12 11:00:00,49510961152
2023-03-12 11:20:00,49588719616
2023-03-12 11:40:00,49607036928
2023-03-12 12:00:00,49644982272
2023-03-12 12:20:00,49647984640
2023-03-12 12:40:00,49706946560
2023-03-12 13:00:00,49751203840
2023-03-12 13:20:00,49787035648
2023-03-12 13:40:00,49804480512
2023-03-12 14:00:00,49863577600
2023-03-12 14:20:00,49550340096

