"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-23 03:00:00,8.78,16.3,2743,55.5,3.35,27.3,0,1953,28.5,19.7,0
2023-03-23 03:01:00,8.78,16.3,2743,55.5,3.35,27.3,0,1953,28.5,19.7,0
2023-03-23 03:02:00,8.78,16.3,2743,55.5,3.35,27.3,0,1953,28.5,19.7,0
2023-03-23 03:03:00,8.78,16.3,2743,55.5,3.35,27.3,0,1953,28.5,19.7,0
2023-03-23 03:04:00,8.78,16.3,2743,55.5,3.35,27.3,0,1953,28.5,19.7,0
2023-03-23 03:05:00,8.71,15.6,1796,48.9,3.12,25.1,0,2337,26.2,26.9,0
2023-03-23 03:06:00,8.71,15.6,1796,48.9,3.12,25.1,0,2337,26.2,26.9,0
2023-03-23 03:07:00,8.71,15.6,1796,48.9,3.12,25.1,0,2337,26.2,26.9,0
2023-03-23 03:08:00,8.71,15.6,1796,48.9,3.12,25.1,0,2337,26.2,26.9,0
2023-03-23 03:09:00,8.71,15.6,1796,48.9,3.12,25.1,0,2337,26.2,26.9,0
2023-03-23 03:10:00,9.20,16.2,1630,49.5,2.96,25.2,0,2121,25.8,19.2,0
2023-03-23 03:11:00,9.20,16.2,1630,49.5,2.96,25.2,0,2121,25.8,19.2,0
2023-03-23 03:12:00,9.20,16.2,1630,49.5,2.96,25.2,0,2121,25.8,19.2,0
2023-03-23 03:13:00,9.20,16.2,1630,49.5,2.96,25.2,0,2121,25.8,19.2,0
2023-03-23 03:14:00,9.20,16.2,1630,49.5,2.96,25.2,0,2121,25.8,19.2,0
2023-03-23 03:15:00,8.65,15.7,1833,50.4,2.89,25.5,0.00333,2370,25.8,27.4,0
2023-03-23 03:16:00,8.65,15.7,1833,50.4,2.89,25.5,0.00333,2370,25.8,27.4,0
2023-03-23 03:17:00,8.65,15.7,1833,50.4,2.89,25.5,0.00333,2370,25.8,27.4,0
2023-03-23 03:18:00,8.65,15.7,1833,50.4,2.89,25.5,0.00333,2370,25.8,27.4,0
2023-03-23 03:19:00,8.65,15.7,1833,50.4,2.89,25.5,0.00333,2370,25.8,27.4,0
2023-03-23 03:20:00,9.23,16.4,1654,51.2,2.92,25.4,0,2098,27.4,19.2,0
2023-03-23 03:21:00,9.23,16.4,1654,51.2,2.92,25.4,0,2098,27.4,19.2,0
2023-03-23 03:22:00,9.23,16.4,1654,51.2,2.92,25.4,0,2098,27.4,19.2,0
2023-03-23 03:23:00,9.23,16.4,1654,51.2,2.92,25.4,0,2098,27.4,19.2,0
2023-03-23 03:24:00,9.23,16.4,1654,51.2,2.92,25.4,0,2098,27.4,19.2,0
2023-03-23 03:25:00,13.0,15.9,1865,50.3,2.96,25,0,2423,26.0,27.4,0
2023-03-23 03:26:00,13.0,15.9,1865,50.3,2.96,25,0,2423,26.0,27.4,0
2023-03-23 03:27:00,13.0,15.9,1865,50.3,2.96,25,0,2423,26.0,27.4,0
2023-03-23 03:28:00,13.0,15.9,1865,50.3,2.96,25,0,2423,26.0,27.4,0
2023-03-23 03:29:00,13.0,15.9,1865,50.3,2.96,25,0,2423,26.0,27.4,0
2023-03-23 03:30:00,8.61,15.8,1625,49.6,2.99,25.9,0,2120,25.7,19.4,0
2023-03-23 03:31:00,8.61,15.8,1625,49.6,2.99,25.9,0,2120,25.7,19.4,0
2023-03-23 03:32:00,8.61,15.8,1625,49.6,2.99,25.9,0,2120,25.7,19.4,0
2023-03-23 03:33:00,8.61,15.8,1625,49.6,2.99,25.9,0,2120,25.7,19.4,0
