"Time","cattle-fleet-local-system","cattle-fleet-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop","tracee-system"
2023-03-23 03:00:00,1447,1412,7676,2606,158,3327,0,7770,90.3,606,0
2023-03-23 03:02:00,1447,1412,7676,2606,158,3327,0,7770,90.3,606,0
2023-03-23 03:04:00,1447,1412,7676,2606,158,3327,0,7770,90.3,606,0
2023-03-23 03:06:00,1442,1358,8048,1867,154,3105,0,8394,81.5,1451,0
2023-03-23 03:08:00,1442,1358,8048,1867,154,3105,0,8394,81.5,1451,0
2023-03-23 03:10:00,1512,1411,7646,1873,152,3192,0,7910,80.0,585,0
2023-03-23 03:12:00,1512,1411,7646,1873,152,3192,0,7910,80.0,585,0
2023-03-23 03:14:00,1512,1411,7646,1873,152,3192,0,7910,80.0,585,0
2023-03-23 03:16:00,1425,1362,8209,1877,147,3155,0.0467,8502,79.2,1473,0
2023-03-23 03:18:00,1425,1362,8209,1877,147,3155,0.0467,8502,79.2,1473,0
2023-03-23 03:20:00,1461,1412,7562,1922,147,3095,0,7685,82.8,577,0
2023-03-23 03:22:00,1461,1412,7562,1922,147,3095,0,7685,82.8,577,0
2023-03-23 03:24:00,1461,1412,7562,1922,147,3095,0,7685,82.8,577,0
2023-03-23 03:26:00,1787,1374,8424,1889,151,3217,0,8770,80.0,1489,0
2023-03-23 03:28:00,1787,1374,8424,1889,151,3217,0,8770,80.0,1489,0
2023-03-23 03:30:00,1432,1369,7525,1873,151,3195,0,7809,78.6,592,0
2023-03-23 03:32:00,1432,1369,7525,1873,151,3195,0,7809,78.6,592,0
2023-03-23 03:34:00,1432,1369,7525,1873,151,3195,0,7809,78.6,592,0
2023-03-23 03:36:00,1422,1414,8213,1868,139,3052,0,8588,80.7,1469,0
2023-03-23 03:38:00,1422,1414,8213,1868,139,3052,0,8588,80.7,1469,0
2023-03-23 03:40:00,1771,1332,7860,1857,153,3238,0.0467,8079,78.1,599,0
2023-03-23 03:42:00,1771,1332,7860,1857,153,3238,0.0467,8079,78.1,599,0
2023-03-23 03:44:00,1771,1332,7860,1857,153,3238,0.0467,8079,78.1,599,0
2023-03-23 03:46:00,1435,1381,8252,1806,151,3097,0.140,8660,75.6,1476,0
2023-03-23 03:48:00,1435,1381,8252,1806,151,3097,0.140,8660,75.6,1476,0
2023-03-23 03:50:00,1422,1386,7567,1857,151,3186,0,7742,74.5,573,0
2023-03-23 03:52:00,1422,1386,7567,1857,151,3186,0,7742,74.5,573,0
2023-03-23 03:54:00,1422,1386,7567,1857,151,3186,0,7742,74.5,573,0
2023-03-23 03:56:00,1404,1347,8362,1830,153,3193,0,8730,76.1,1474,0
2023-03-23 03:58:00,1404,1347,8362,1830,153,3193,0,8730,76.1,1474,0
2023-03-23 04:00:00,1383,1416,7637,1852,152,3132,0,7772,78.1,581,0
2023-03-23 04:02:00,1383,1416,7637,1852,152,3132,0,7772,78.1,581,0
2023-03-23 04:04:00,1383,1416,7637,1852,152,3132,0,7772,78.1,581,0
2023-03-23 04:06:00,1755,1345,8440,1874,142,3215,0,8825,80.4,1466,0
2023-03-23 04:08:00,1755,1345,8440,1874,142,3215,0,8825,80.4,1466,0
2023-03-23 04:10:00,1495,1393,7582,1896,151,3044,0,7840,79.6,599,0
2023-03-23 04:12:00,1495,1393,7582,1896,151,3044,0,7840,79.6,599,0
2023-03-23 04:14:00,1495,1393,7582,1896,151,3044,0,7840,79.6,599,0
2023-03-23 04:16:00,1448,1400,10509,1889,149,3266,0.0467,11422,79.4,4854,0
2023-03-23 04:18:00,1448,1400,10509,1889,149,3266,0.0467,11422,79.4,4854,0
2023-03-23 04:20:00,1450,1344,7755,1876,150,3092,0,7877,76.6,595,0
2023-03-23 04:22:00,1450,1344,7755,1876,150,3092,0,7877,76.6,595,0
2023-03-23 04:24:00,1450,1344,7755,1876,150,3092,0,7877,76.6,595,0
2023-03-23 04:26:00,1414,1421,8046,1873,146,3262,0,8493,74.2,1243,0
2023-03-23 04:28:00,1414,1421,8046,1873,146,3262,0,8493,74.2,1243,0
2023-03-23 04:30:00,1718,1355,7894,1831,152,3118,0,8065,73.7,816,0
2023-03-23 04:32:00,1718,1355,7894,1831,152,3118,0,8065,73.7,816,0
2023-03-23 04:34:00,1718,1355,7894,1831,152,3118,0,8065,73.7,816,0
2023-03-23 04:36:00,1412,1362,8125,1852,147,3193,0,8247,73.2,943,0
2023-03-23 04:38:00,1412,1362,8125,1852,147,3193,0,8247,73.2,943,0
2023-03-23 04:40:00,1405,1334,7612,1853,149,3175,0,8011,72.7,1128,0
