"Time","failure","success","failure","success","failure","success"
2023-03-04 11:00:00,,0.000102,,0.000133,,0.000112
2023-03-04 11:02:00,,0.000106,,0.000135,,0.000117
2023-03-04 11:04:00,,0.000103,,0.000111,,0.000120
2023-03-04 11:06:00,,0.000139,,0.000138,,0.000124
2023-03-04 11:08:00,,0.000119,,0.000121,,0.000157
2023-03-04 11:10:00,,0.000137,,0.000134,,0.000140
2023-03-04 11:12:00,,0.000136,,0.000135,,0.000174
2023-03-04 11:14:00,,0.000134,,0.000129,,0.000118
2023-03-04 11:16:00,,0.000165,,0.000134,,0.000143
2023-03-04 11:18:00,,0.000147,,0.000119,,0.000150
2023-03-04 11:20:00,,0.000142,,0.000133,,0.000134
2023-03-04 11:22:00,,0.000159,,0.000105,,0.000143
2023-03-04 11:24:00,,0.000167,,0.000160,,0.000139
2023-03-04 11:26:00,,0.000103,,0.000106,,0.000142
2023-03-04 11:28:00,,0.000143,,0.000143,,0.000154
2023-03-04 11:30:00,,0.0000903,,0.000132,,0.000115
2023-03-04 11:32:00,,0.0000988,,0.000107,,0.000141
2023-03-04 11:34:00,,0.000100,,0.000106,,0.000125
2023-03-04 11:36:00,,0.000135,,0.000106,,0.000122
2023-03-04 11:38:00,,0.000150,,0.000141,,0.000160
2023-03-04 11:40:00,,0.000134,,0.000131,,0.000135
2023-03-04 11:42:00,,0.000135,,0.000132,,0.000153
2023-03-04 11:44:00,,0.000167,,0.000128,,0.000139
2023-03-04 11:46:00,,0.000143,,0.000113,,0.000167
2023-03-04 11:48:00,,0.000119,,0.000141,,0.000179
2023-03-04 11:50:00,,0.000139,,0.000136,,0.000132
2023-03-04 11:52:00,,0.0000954,,0.000158,,0.000143
2023-03-04 11:54:00,,0.0000999,,0.000103,,0.000117
2023-03-04 11:56:00,,0.000134,,0.000132,,0.000119
2023-03-04 11:58:00,,0.000150,,0.000147,,0.000153
2023-03-04 12:00:00,,0.000108,,0.000132,,0.000157
2023-03-04 12:02:00,,0.000131,,0.000129,,0.000146
2023-03-04 12:04:00,,0.000103,,0.000129,,0.000141
2023-03-04 12:06:00,,0.000112,,0.000133,,0.000114
2023-03-04 12:08:00,,0.000115,,0.000155,,0.000186
2023-03-04 12:10:00,,0.000140,,0.000107,,0.000114
2023-03-04 12:12:00,,0.000105,,0.000133,,0.000113
2023-03-04 12:14:00,,0.0000975,,0.000104,,0.000162
2023-03-04 12:16:00,,0.000136,,0.000133,,0.000151
2023-03-04 12:18:00,,0.000128,,0.000445,,0.000152
2023-03-04 12:20:00,,0.0000925,,0.000103,,0.000112
2023-03-04 12:22:00,,0.000144,,0.000133,,0.000136
2023-03-04 12:24:00,,0.000107,,0.000328,,0.000149
2023-03-04 12:26:00,,0.0000937,,0.000111,,0.000114
2023-03-04 12:28:00,,0.000114,,0.000176,,0.000132
2023-03-04 12:30:00,,0.000185,,0.000107,,0.000135
2023-03-04 12:32:00,,0.000135,,0.000141,,0.000140
2023-03-04 12:34:00,,0.000105,,0.000154,,0.000118
2023-03-04 12:36:00,,0.000140,,0.000135,,0.000140
2023-03-04 12:38:00,,0.000161,,0.000145,,0.000177
2023-03-04 12:40:00,,0.000172,,0.000155,,0.000158
2023-03-04 12:42:00,,0.000108,,0.000129,,0.000147
2023-03-04 12:44:00,,0.000102,,0.000101,,0.000145
2023-03-04 12:46:00,,0.000139,,0.000143,,0.000118
2023-03-04 12:48:00,,0.000120,,0.000140,,0.000154
2023-03-04 12:50:00,,0.000134,,0.000103,,0.000111
2023-03-04 12:52:00,,0.000104,,0.000104,,0.000139
2023-03-04 12:54:00,,0.000104,,0.000103,,0.000136
2023-03-04 12:56:00,,0.000103,,0.000108,,0.000139
2023-03-04 12:58:00,,0.000180,,0.000168,,0.000130
2023-03-04 13:00:00,,0.000138,,0.000106,,0.000135
2023-03-04 13:02:00,,0.000101,,0.000107,,0.000136
2023-03-04 13:04:00,,0.000141,,0.000100,,0.000121
2023-03-04 13:06:00,,0.000102,,0.000131,,0.000145
2023-03-04 13:08:00,,0.000120,,0.000146,,0.000129
2023-03-04 13:10:00,,0.000176,,0.000108,,0.000113
2023-03-04 13:12:00,,0.000132,,0.000105,,0.000117
2023-03-04 13:14:00,,0.000104,,0.000127,,0.000137
2023-03-04 13:16:00,,0.000142,,0.000108,,0.000143
2023-03-04 13:18:00,,0.000147,,0.000165,,0.000127
2023-03-04 13:20:00,,0.000106,,0.000130,,0.000110
2023-03-04 13:22:00,,0.000109,,0.000152,,0.000166
2023-03-04 13:24:00,,0.0000976,,0.000102,,0.000117
2023-03-04 13:26:00,,0.000101,,0.000130,,0.000145
2023-03-04 13:28:00,,0.000125,,0.000171,,0.000154
2023-03-04 13:30:00,,0.000134,,0.000104,,0.000114
2023-03-04 13:32:00,,0.000135,,0.000104,,0.000160
2023-03-04 13:34:00,,0.000128,,0.000131,,0.000118
2023-03-04 13:36:00,,0.0000965,,0.000130,,0.000149
2023-03-04 13:38:00,,0.000143,,0.000120,,0.000131
2023-03-04 13:40:00,,0.000181,,0.000105,,0.000135
2023-03-04 13:42:00,,0.0000971,,0.000129,,0.000118
2023-03-04 13:44:00,,0.000105,,0.000101,,0.000116
2023-03-04 13:46:00,,0.000113,,0.000139,,0.000145
2023-03-04 13:48:00,,0.000147,,0.000142,,0.000135
2023-03-04 13:50:00,,0.000107,,0.000107,,0.000159
2023-03-04 13:52:00,,0.000101,,0.000107,,0.000116
