"Time","to-endpoint","to-overlay","to-stack"
2023-03-15 10:00:00,46.9,10.7,26.9
2023-03-15 10:02:00,47.3,10.5,26.8
2023-03-15 10:04:00,47.6,10.4,27.1
2023-03-15 10:06:00,50.2,20.2,28.5
2023-03-15 10:08:00,48.4,10.4,27.6
2023-03-15 10:10:00,47.5,9.26,27.1
2023-03-15 10:12:00,52.8,15.5,27.1
2023-03-15 10:14:00,47.6,10.7,27.1
2023-03-15 10:16:00,49.5,12.1,27.5
2023-03-15 10:18:00,47.6,9.60,27.1
2023-03-15 10:20:00,47.2,10.8,27.0
2023-03-15 10:22:00,83.4,64.6,27.4
2023-03-15 10:24:00,47.3,9.62,27.1
2023-03-15 10:26:00,49.1,11.7,27.4
2023-03-15 10:28:00,47.4,10.6,27.0
2023-03-15 10:30:00,47.6,10.1,27.3
2023-03-15 10:32:00,85.8,93.3,27.3
2023-03-15 10:34:00,47.0,10.4,27.0
2023-03-15 10:36:00,49.2,12.0,27.4
2023-03-15 10:38:00,46.7,9.88,26.7
2023-03-15 10:40:00,48.1,12.7,27.1
2023-03-15 10:42:00,58.0,47.3,27.4
2023-03-15 10:44:00,48.7,10.5,27.5
2023-03-15 10:46:00,49.4,11.3,27.8
2023-03-15 10:48:00,47.5,10.3,27.1
2023-03-15 10:50:00,47.6,10.0,27.0
2023-03-15 10:52:00,47.7,11.3,27.3
2023-03-15 10:54:00,47.6,10.7,27.1
2023-03-15 10:56:00,49.4,12.7,27.4
2023-03-15 10:58:00,46.5,10.1,26.6
2023-03-15 11:00:00,47.5,10.0,26.9
2023-03-15 11:02:00,48.1,10.9,27.3
2023-03-15 11:04:00,60.1,18.9,27.1
2023-03-15 11:06:00,49.6,12.5,27.7
2023-03-15 11:08:00,47.3,10.1,27.2
2023-03-15 11:10:00,47.3,9.72,27.0
2023-03-15 11:12:00,48.1,10.4,27.4
2023-03-15 11:14:00,88.3,77.7,27.0
2023-03-15 11:16:00,48.8,11.7,27.5
2023-03-15 11:18:00,47.3,10.4,27.3
2023-03-15 11:20:00,47.5,10.2,27.0
2023-03-15 11:22:00,47.6,10.9,27.3
2023-03-15 11:24:00,80.0,90.3,27
2023-03-15 11:26:00,49.2,11.0,27.4
2023-03-15 11:28:00,47.2,11.8,27.1
2023-03-15 11:30:00,47.6,9.50,27.2
2023-03-15 11:32:00,47.3,10.0,27.1
2023-03-15 11:34:00,51.6,32.7,27.2
2023-03-15 11:36:00,49.6,12.8,27.7
2023-03-15 11:38:00,47.4,11.9,27
2023-03-15 11:40:00,47.3,10.5,26.9
2023-03-15 11:42:00,47.1,11.0,27.1
2023-03-15 11:44:00,48.4,12.0,27.4
2023-03-15 11:46:00,49.0,12.9,27.6
2023-03-15 11:48:00,47.4,12.2,27.1
2023-03-15 11:50:00,47.4,11.6,26.9
2023-03-15 11:52:00,47.4,12.3,27.0
2023-03-15 11:54:00,47.2,11.8,26.8
2023-03-15 11:56:00,67.6,30.3,27.5
2023-03-15 11:58:00,47.9,10.9,27.5
2023-03-15 12:00:00,48.2,10.5,27.4
2023-03-15 12:02:00,48.6,11.1,27.6
2023-03-15 12:04:00,48.3,13.3,27.4
2023-03-15 12:06:00,93.8,88.3,27.8
2023-03-15 12:08:00,48.2,11.5,27.7
2023-03-15 12:10:00,48.1,11.0,27.3
2023-03-15 12:12:00,48.2,11.1,27.3
2023-03-15 12:14:00,48.1,11.5,27.4
2023-03-15 12:16:00,74.1,78.6,27.7
