"Time","Drop","PolicyVerdict","Trace"
2023-03-16 04:22:00,0,1.10,86.4
2023-03-16 04:24:00,0,1.26,86.3
2023-03-16 04:26:00,0,1.66,91.3
2023-03-16 04:28:00,0.0200,1.26,86.5
2023-03-16 04:30:00,0,1.10,85.6
2023-03-16 04:32:00,0.0600,1.26,87.8
2023-03-16 04:34:00,0,1.10,85.9
2023-03-16 04:36:00,0,1.70,126
2023-03-16 04:38:00,0.0200,1.26,85.0
2023-03-16 04:40:00,0,1.10,84.7
2023-03-16 04:42:00,0,1.26,86.9
2023-03-16 04:44:00,0,1.10,86.5
2023-03-16 04:46:00,0,1.50,206
2023-03-16 04:48:00,0.0200,1.26,84.8
2023-03-16 04:50:00,0,1.24,85.1
2023-03-16 04:52:00,0.0200,1.10,84.5
2023-03-16 04:54:00,0.0400,1.10,84.8
2023-03-16 04:56:00,0.0600,1.50,201
2023-03-16 04:58:00,0,1.14,84.5
2023-03-16 05:00:00,0.0800,1.10,83.7
