"Time","10250/TCP","3000/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP"
2023-03-15 18:06:00,3.40,,1.88,2.18,6.20,9.16,3.28,2.46,2.02,,5.22,,1.72
2023-03-15 18:08:00,3.42,,1.66,,6.10,9.16,3.30,2.50,2.12,,5.22,1.70,1.68
2023-03-15 18:10:00,3.44,,,,6.50,9.10,3.32,2.48,2,52.5,5.18,1.76,1.66
2023-03-15 18:12:00,3.24,,1.62,,5.98,8.56,3.20,2.58,1.98,,5.26,1.78,1.64
2023-03-15 18:14:00,3.32,,1.52,,5.98,8.72,3.22,2.54,1.96,,5.24,1.72,1.80
2023-03-15 18:16:00,3.46,,1.88,2.22,6.18,8.92,3.30,2.48,2.02,,5.22,,1.78
2023-03-15 18:18:00,3.36,,1.58,,6.06,8.82,3.34,2.54,2.14,,5.20,1.78,1.68
2023-03-15 18:20:00,3.50,,1.52,,6.22,9.16,3.34,2.48,2.10,,5.22,1.72,1.66
2023-03-15 18:22:00,3.40,,1.62,,6.22,8.76,3.20,2.48,2.12,,5.14,1.78,1.68
2023-03-15 18:24:00,3.26,,1.52,,6,8.84,3.28,2.52,1.98,,5.22,1.74,1.68
2023-03-15 18:26:00,3.44,,1.88,2.20,6.10,9.12,3.24,2.52,2.08,,5.16,1.70,
2023-03-15 18:28:00,3.40,,1.58,,6.04,8.50,3.26,2.56,2.10,,5.30,1.84,1.68
2023-03-15 18:30:00,3.32,,1.52,,6.56,8.94,3.24,2.48,2.12,,5.06,1.80,1.68
2023-03-15 18:32:00,3.38,,1.62,,6.04,8.62,3.26,2.56,2.10,,5.16,1.66,1.68
2023-03-15 18:34:00,3.42,,1.52,,5.98,8.72,3.20,2.52,2.04,,5.12,1.76,1.64
2023-03-15 18:36:00,3.44,,1.88,2.18,6.04,9,3.26,2.50,2.14,,5.18,1.72,
2023-03-15 18:38:00,3.10,,1.58,,6.02,8.78,3.18,2.54,2.12,,5.16,1.64,1.68
2023-03-15 18:40:00,3.56,,1.52,,6.26,8.98,3.18,2.52,2.10,,5.14,1.76,1.68
2023-03-15 18:42:00,3.36,,,1.72,6.12,16.2,3.38,2.50,2.04,56.4,5.18,1.72,
2023-03-15 18:44:00,3.34,,1.70,,6.18,8.96,3.24,2.50,2.12,,5.20,1.76,1.68
2023-03-15 18:46:00,3.44,,2.06,2.24,6.16,9.04,3.14,2.48,2.12,,5.14,,1.68
2023-03-15 18:48:00,3.28,,1.58,,6.12,9.04,3.22,2.50,2.08,,5.18,1.70,1.68
2023-03-15 18:50:00,3.44,,1.52,,6.20,9.20,3.26,2.48,1.98,,5.16,1.70,1.68
2023-03-15 18:52:00,3.34,,,,6.32,12.5,3.38,2.48,1.98,98.6,5.16,1.80,1.68
2023-03-15 18:54:00,3.34,,1.52,,6.02,8.90,3.28,2.54,2.02,,5.22,1.70,1.66
2023-03-15 18:56:00,3.52,,1.88,2.18,6.22,8.64,3.24,2.56,2.06,,5.04,1.68,
2023-03-15 18:58:00,3.36,,1.58,,6.08,8.60,3.24,2.60,2.06,,5.26,1.60,1.68
2023-03-15 19:00:00,3.28,,1.52,,6.32,9.18,3.18,2.48,2.06,,5.16,1.68,1.68
2023-03-15 19:02:00,3.34,,,,6.24,8.82,3.40,2.54,2.04,39.7,5.14,1.64,1.70
2023-03-15 19:04:00,3.36,,1.52,,6.08,8.72,3.36,2.52,1.98,,5.24,1.62,1.68
2023-03-15 19:06:00,3.38,,1.88,2.14,6.22,9.26,3.18,2.50,2.06,,5.24,1.74,
2023-03-15 19:08:00,3.34,,1.66,,6.18,8.90,3.24,2.50,2.10,,5.20,1.76,1.68
2023-03-15 19:10:00,3.38,,1.52,,6.08,9.24,3.22,2.64,2.18,,5.22,1.68,1.68
2023-03-15 19:12:00,3.18,,1.62,,6.08,9.04,3.12,2.56,2.16,,5.18,1.70,1.68
2023-03-15 19:14:00,3.46,,1.52,,5.98,9.08,3.20,2.52,2.10,,5.18,1.70,1.68
2023-03-15 19:16:00,3.36,,1.88,1.86,6.10,9.04,3.22,2.52,2.22,,5.24,1.76,
2023-03-15 19:18:00,3.40,,1.58,,6.02,9.18,3.28,2.52,1.98,,5.20,1.68,1.68
2023-03-15 19:20:00,3.42,,1.52,,6.28,8.84,3.20,2.56,1.96,,5.16,1.72,1.68
2023-03-15 19:22:00,3.22,,1.62,,6.30,8.72,3.20,2.52,2.04,,5.14,1.64,1.68
2023-03-15 19:24:00,3.36,,,,6.10,14.2,3.26,2.50,2.10,5.18,5.28,1.74,1.68
2023-03-15 19:26:00,3.30,,1.88,1.80,6.10,8.78,3.36,2.48,2.06,,5.18,,1.80
2023-03-15 19:28:00,3.30,,1.58,,6.10,8.80,3.04,2.54,2.04,,5.18,1.74,1.68
2023-03-15 19:30:00,3.18,,1.52,,6.34,9.02,3.22,2.60,2.12,,5.20,1.76,1.68
2023-03-15 19:32:00,3.32,,1.62,,6.14,9,3.16,2.50,1.98,,5.12,1.80,1.68
2023-03-15 19:34:00,3.40,,,,6,16.3,3.44,2.54,2.06,72.4,5.20,1.74,1.68
2023-03-15 19:36:00,3.44,,1.88,1.76,6.06,9.26,3.32,2.62,2.14,,5.16,,1.70
2023-03-15 19:38:00,3.32,,1.58,,6.16,9.24,3.20,2.54,2.06,,5.20,1.76,1.70
2023-03-15 19:40:00,3.46,,1.52,,6.32,8.98,3.30,2.52,2.04,,5.24,1.58,1.74
2023-03-15 19:42:00,3.46,,1.62,,6.02,8.88,3.28,2.56,2.10,,5.18,1.68,1.68
2023-03-15 19:44:00,3.36,,1.70,,6.22,10.9,3.42,2.54,2.06,94.8,5.20,,1.66
2023-03-15 19:46:00,3.42,,2.06,1.84,6.26,8.68,3.26,2.56,2.16,,5.24,1.78,
2023-03-15 19:48:00,3.34,,1.58,,6.16,8.86,3.24,2.48,2.04,,5.24,1.74,1.70
2023-03-15 19:50:00,3.38,,1.52,,6.16,9,3.26,2.48,2.06,,5.18,1.54,1.68
2023-03-15 19:52:00,3.40,,1.62,,6.08,9.16,3.22,2.58,2.10,,5.20,1.74,1.68
2023-03-15 19:54:00,3.20,,,,6.08,8.86,3.36,2.58,2.08,29.9,5.24,1.62,1.66
2023-03-15 19:56:00,3.46,,1.88,1.86,6.10,8.84,3.28,2.50,2.08,,5.18,,1.68
2023-03-15 19:58:00,3.32,,1.58,,6.26,8.82,3.20,2.54,2.06,,5.18,1.74,1.70
2023-03-15 20:00:00,3.34,,1.52,,6.22,8.84,3.02,2.56,2.06,,5.16,1.76,1.68
2023-03-15 20:02:00,3.34,,1.62,,6.02,9.12,3.32,2.52,2.10,,5.22,1.70,1.66
2023-03-15 20:04:00,3.38,,1.52,,6.18,8.88,3.08,2.54,2,,5.18,1.78,1.68
2023-03-15 20:06:00,3.46,,2.44,2.12,6.52,8.84,3.18,2.48,1.90,,5.16,,1.78
2023-03-15 20:08:00,3.04,,1.66,,6.22,9.18,3.22,2.50,2,,5.06,1.64,1.80
2023-03-15 20:10:00,3.32,,1.52,,6.22,8.92,3.20,2.50,2.12,,5.16,1.64,1.68
2023-03-15 20:12:00,3.32,,1.62,,6.22,8.80,3.30,2.56,2.12,,5.18,1.72,1.68
2023-03-15 20:14:00,3.42,,1.52,,6.04,8.70,3.32,2.52,2.08,,5.16,1.72,1.68
2023-03-15 20:16:00,3.36,,1.88,2.86,6.10,15.8,3.30,2.58,2.16,16.1,5.20,,
2023-03-15 20:18:00,3.34,1.44,1.58,,6.02,8.58,3.26,2.52,2.10,,5.16,,1.68
2023-03-15 20:20:00,3.40,,1.52,,6.34,8.48,3.28,2.50,2.06,,5.14,1.72,1.64
2023-03-15 20:22:00,3.42,,1.62,,6.10,9.04,3.26,2.56,2.08,,5.20,1.76,1.68
2023-03-15 20:24:00,3.44,,1.52,,5.94,8.70,3.28,2.62,2.06,,5.14,1.78,1.68
2023-03-15 20:26:00,3.44,,1.88,2.74,6.30,15.6,3.48,2.52,2.18,85.5,5.16,,
2023-03-15 20:28:00,3.42,,1.58,,5.98,8.94,3.36,2.46,2.08,,5.12,1.66,1.68
2023-03-15 20:30:00,3.38,,1.52,,5.96,8.74,3.04,2.56,2.14,,5.24,1.82,1.68
2023-03-15 20:32:00,3.18,,1.62,,6.14,9.22,3.26,2.50,2.08,,5.22,1.72,1.68
2023-03-15 20:34:00,3.34,,1.52,,6.08,9.22,2.98,2.54,2.08,,5.16,1.70,1.70
2023-03-15 20:36:00,3.36,,1.88,2.12,6.08,9.34,3.46,2.52,2.04,84.6,5.16,,
2023-03-15 20:38:00,3.36,,1.58,,5.94,9.10,3.06,2.50,2.08,,5.20,1.72,1.66
2023-03-15 20:40:00,3.28,,1.52,,5.88,8.98,3.12,2.54,2.02,,5.24,1.82,1.68
2023-03-15 20:42:00,3.30,,1.62,,6.14,9.34,3.20,2.52,1.84,,5.26,1.82,1.68
2023-03-15 20:44:00,3.34,,1.70,,6.10,9.16,3.04,2.62,2.10,,5.14,1.80,1.68
2023-03-15 20:46:00,3.46,,2.06,2.22,6.06,9.14,3.26,2.50,1.98,14.5,5.20,,
2023-03-15 20:48:00,3.26,,1.58,,6.20,9.18,3.22,2.56,2.14,,5.22,1.60,1.66
2023-03-15 20:50:00,3.42,,1.52,,6.12,9.20,3.24,2.52,2.06,,5.16,1.78,1.68
2023-03-15 20:52:00,3.38,,1.62,,6.04,8.80,3.32,2.54,2.08,,5.20,1.68,1.70
2023-03-15 20:54:00,3.36,,1.52,,6.20,9,3.28,2.54,2.16,,5.22,1.64,1.70
2023-03-15 20:56:00,3.46,,1.88,2.22,6.14,8.86,3.14,2.52,2,,5.18,,1.68
2023-03-15 20:58:00,3.38,,1.58,,5.96,8.94,3.30,2.54,2.10,,5.28,1.74,1.68
2023-03-15 21:00:00,3.28,,1.52,,6.14,8.96,3.28,2.50,2.08,,5.14,1.74,1.68
2023-03-15 21:02:00,3.40,,1.62,,6.14,8.84,3.24,2.46,2.06,,5.22,1.78,1.74
2023-03-15 21:04:00,3.44,,1.52,,6.12,8.96,3.14,2.58,2.08,,5.22,1.68,1.68
2023-03-15 21:06:00,3.48,,1.88,1.76,6.04,8.90,3.28,2.46,2.06,,5.26,1.76,
2023-03-15 21:08:00,3.40,,,,5.90,16.2,3.32,2.46,2.12,23.9,5.18,1.76,1.68
2023-03-15 21:10:00,3.26,,1.52,,6.08,8.42,3.24,2.56,2.04,,5.22,1.72,1.68
2023-03-15 21:12:00,3.28,,1.62,,6.10,8.64,3.28,2.50,2.08,,5.16,1.76,1.66
2023-03-15 21:14:00,3.34,,1.52,,6.04,9.20,3.28,2.46,1.88,,5.24,1.70,1.68
2023-03-15 21:16:00,3.44,,1.88,2.20,6.08,8.70,3.26,2.50,2.02,,5.16,1.70,
2023-03-15 21:18:00,3.40,,,,5.92,15.7,3.18,2.46,2.08,91.0,5.12,1.70,1.70
2023-03-15 21:20:00,3.38,,1.52,,6.02,8.60,3.14,2.48,2.10,,5.20,1.74,1.68
2023-03-15 21:22:00,3.30,,1.62,,6.22,8.68,3.32,2.56,1.98,,5.18,1.68,1.68
2023-03-15 21:24:00,3.32,,1.52,,6.08,9.08,3.04,2.46,1.90,,5.22,1.70,1.68
2023-03-15 21:26:00,3.38,,1.88,2.22,5.98,8.70,3.18,2.48,2.06,,5.12,,1.68
2023-03-15 21:28:00,3.38,,,,6.08,8.86,3.36,2.54,2.14,72.7,5.20,1.74,1.78
2023-03-15 21:30:00,3.32,,1.52,,6.18,9.20,3.28,2.54,2.02,,5.16,1.70,1.74
2023-03-15 21:32:00,3.36,,1.62,,6.20,9.26,3.32,2.52,2.08,,5.14,1.66,1.68
2023-03-15 21:34:00,3.40,,1.52,,6.04,9.08,3.32,2.54,1.96,,5.20,1.76,1.68
2023-03-15 21:36:00,3.44,,1.88,2.14,6.16,9.10,3.28,2.50,2.12,,5.14,1.72,
2023-03-15 21:38:00,3.38,,,,6.18,8.82,3.18,2.60,2.06,6,5.18,1.76,1.68
2023-03-15 21:40:00,3.40,,1.52,,6.06,8.90,3.18,2.52,2.10,,5.16,1.54,1.68
2023-03-15 21:42:00,3.36,,1.62,,6.18,9,3.16,2.50,2.10,,5.24,1.76,1.68
2023-03-15 21:44:00,3.48,,1.70,,6.26,8.76,3.28,2.50,2.06,,5.20,1.56,1.64
2023-03-15 21:46:00,3.44,,2.06,2.22,6.10,9.22,3.26,2.62,2.10,,5.14,,1.68
2023-03-15 21:48:00,3.24,,1.58,,6,9.02,3.26,2.52,2.02,,5.16,1.74,1.68
2023-03-15 21:50:00,3.36,,1.52,,5.94,9.22,3.14,2.40,2.12,,5.14,1.72,1.66
2023-03-15 21:52:00,3.38,,1.62,,6,8.52,3.12,2.56,2.10,,5.18,1.72,1.68
2023-03-15 21:54:00,3.24,,1.52,,6.04,8.86,3.26,2.48,2.04,,5.12,1.68,1.68
2023-03-15 21:56:00,3.34,,1.88,2.24,6.08,9,3.28,2.54,1.98,,5.26,1.76,
2023-03-15 21:58:00,3.40,,1.58,,6.18,8.84,3.02,2.52,1.98,,5.18,1.80,1.66
2023-03-15 22:00:00,3.32,,,,6.10,16.1,3.26,2.56,2.04,41.0,5.22,1.74,1.68
2023-03-15 22:02:00,3.28,,1.62,,6.14,8.96,3.16,2.60,2.02,,5.12,1.80,1.68
2023-03-15 22:04:00,3.42,,1.52,,6.04,8.96,3.32,2.44,2.14,,5.24,1.70,1.70
2023-03-15 22:06:00,3.36,,1.88,2.04,6.26,8.56,3.20,2.50,2.12,,5.24,1.76,
2023-03-15 22:08:00,3.44,,1.66,,6.10,9.10,3.22,2.56,2.02,,5.20,1.76,1.68
2023-03-15 22:10:00,3.30,,,,5.94,16.0,3.40,2.56,2.02,99.4,5.22,1.78,1.68
2023-03-15 22:12:00,3.36,,1.62,,6.18,8.88,3.38,2.52,2.20,,5.18,1.72,1.68
2023-03-15 22:14:00,3.48,,1.52,,6.06,8.98,3.18,2.52,2.12,,5.22,1.72,1.68
2023-03-15 22:16:00,3.48,,1.88,1.86,6.04,8.84,3.32,2.62,1.98,,5.24,1.80,
2023-03-15 22:18:00,3.36,,1.58,,6.16,8.78,3.30,2.60,2.10,,5.18,1.72,1.68
2023-03-15 22:20:00,3.20,,,,6.20,8.86,3.36,2.54,2.08,59.2,5.20,1.72,1.66
2023-03-15 22:22:00,3.40,,1.62,,6.08,9.06,3.30,2.50,2.02,,5.16,1.76,1.68
2023-03-15 22:24:00,3.38,,1.52,,6.12,8.92,3.26,2.56,2.10,,5.16,1.70,1.68
2023-03-15 22:26:00,3.48,,1.88,1.84,6.40,9.16,3.18,2.56,2.10,,5.18,1.74,
2023-03-15 22:28:00,3.32,,1.58,,5.90,9.24,3.28,2.54,2.10,,5.16,1.76,1.68
2023-03-15 22:30:00,3.34,,1.52,,6.06,9.16,3.14,2.46,1.96,,5.20,1.70,1.68
2023-03-15 22:32:00,3.24,,1.62,,6.16,8.86,3.20,2.54,2.08,,5.24,1.72,1.68
2023-03-15 22:34:00,3.44,,1.52,,5.94,9.18,3.34,2.50,1.98,,5.16,1.80,1.74
2023-03-15 22:36:00,3.46,,1.88,1.76,6.18,9.16,3.08,2.50,2.10,,5.16,1.74,
2023-03-15 22:38:00,3.30,,1.58,,5.96,9.24,3.10,2.50,2,,5.20,1.76,1.64
2023-03-15 22:40:00,3.24,,1.52,,5.98,9.18,3.18,2.52,1.88,,5.14,1.74,1.66
2023-03-15 22:42:00,3.46,,1.62,,5.80,8.86,3.36,2.60,2.12,,5.14,1.70,1.68
2023-03-15 22:44:00,3.44,,1.70,,6,9.02,3.30,2.56,2.06,,5.28,1.80,1.68
2023-03-15 22:46:00,3.68,,2.06,1.82,5.88,9.24,3.34,2.50,2.06,,5.14,1.76,
2023-03-15 22:48:00,3.44,,1.58,,5.94,8.84,3.20,2.50,2.02,,5.22,1.72,1.68
2023-03-15 22:50:00,3.50,,1.52,,5.94,8.70,3.32,2.52,2.06,,5.18,1.76,1.68
2023-03-15 22:52:00,3.42,,,1.76,6.12,16.0,3.28,2.56,2.10,55.7,5.18,1.72,
2023-03-15 22:54:00,3.42,,1.52,,6.22,8.98,3.26,2.50,2.10,,5.18,1.72,1.68
2023-03-15 22:56:00,3.40,,1.88,1.86,6.06,9.18,3.20,2.52,1.98,,5.18,,1.68
2023-03-15 22:58:00,3.50,,1.58,,6.08,9.04,3.30,2.56,2.10,,5.20,1.70,1.68
2023-03-15 23:00:00,3.38,,1.52,,6.24,8.88,3.24,2.50,2,,5.18,1.76,1.72
2023-03-15 23:02:00,3.46,,,,6.42,15.8,3.48,2.56,2.14,99.5,5.16,1.68,1.76
2023-03-15 23:04:00,3.38,,1.52,,6.04,8.78,3.18,2.56,2,,5.20,1.78,1.68
2023-03-15 23:06:00,3.46,,1.88,2.14,6.16,8.66,3.26,2.54,1.98,,5.20,1.70,
2023-03-15 23:08:00,3.34,,1.66,,6.12,8.78,3.22,2.48,2.04,,5.10,1.72,1.68
2023-03-15 23:10:00,3.40,,1.52,,6,8.74,3.20,2.56,2.04,,5.16,1.62,1.68
2023-03-15 23:12:00,3.46,,,,6.06,8.84,2.98,2.54,1.84,47.9,5.10,1.76,1.68
2023-03-15 23:14:00,3.34,,1.52,,6.02,8.40,3.28,2.56,2.14,,5.14,1.62,1.68
2023-03-15 23:16:00,3.60,,1.88,2.20,5.90,8.62,3.08,2.54,2.06,,5.16,1.72,
2023-03-15 23:18:00,3.32,,1.58,,6.12,8.90,3.10,2.52,2.10,,5.18,1.70,1.68
2023-03-15 23:20:00,3.20,,1.52,,6.06,8.68,3.28,2.54,1.96,,5.22,1.66,1.66
2023-03-15 23:22:00,3.52,,1.62,,6.24,9.24,3.22,2.60,2.06,,5.22,1.70,1.68
2023-03-15 23:24:00,3.38,,1.52,,6.08,9.34,3.34,2.60,2.18,,5.20,1.82,1.68
2023-03-15 23:26:00,3.64,,1.88,2.22,6.14,9.24,3.30,2.48,2.02,,5.22,1.76,
2023-03-15 23:28:00,3.38,,1.58,,6.14,8.98,3.26,2.52,2.14,,5.24,1.74,1.68
2023-03-15 23:30:00,3.42,,1.52,,6.08,9.32,3.26,2.56,2.08,,5.16,1.72,1.68
2023-03-15 23:32:00,3.44,,1.62,,6.02,9.08,3.28,2.48,2.06,,5.28,1.74,1.68
2023-03-15 23:34:00,3.32,,,,5.90,12.4,3.22,2.50,2.06,3.62,5.20,1.72,1.68
2023-03-15 23:36:00,3.52,,1.88,1.80,6.26,9.08,3.08,2.52,2.08,,5.20,1.74,
2023-03-15 23:38:00,3.34,,1.58,,6,9.22,3.22,2.58,2.04,,5.12,1.72,1.68
2023-03-15 23:40:00,3.46,,1.52,,6.02,8.96,3.28,2.48,2.04,,5.16,1.70,1.68
2023-03-15 23:42:00,3.22,,1.62,,6,9.02,3.06,2.56,2.06,,5.20,1.72,1.68
2023-03-15 23:44:00,3.30,,,1.84,5.96,16.1,3.22,2.54,2.20,64.1,5.24,1.82,
2023-03-15 23:46:00,3.52,,2.06,1.82,6.16,8.92,3.20,2.56,2.08,,5.18,,1.70
2023-03-15 23:48:00,3.22,,1.58,,6.06,9.26,3.36,2.50,2.04,,5.24,1.68,1.68
2023-03-15 23:50:00,3.38,,1.52,,5.96,9.16,3.32,2.54,2.12,,5.08,1.72,1.68
2023-03-15 23:52:00,3.34,,1.62,,5.98,8.96,3.28,2.52,1.86,,5.20,1.66,1.68
2023-03-15 23:54:00,3.42,,,,5.92,12.6,3.28,2.52,2.12,96.0,5.18,1.78,1.66
2023-03-15 23:56:00,3.50,,1.88,2.20,6.02,9.06,3.22,2.48,2.04,,5.26,1.70,
2023-03-15 23:58:00,3.40,,1.58,,5.98,8.90,3.18,2.52,1.96,,5.12,1.74,1.82
2023-03-16 00:00:00,3.40,,1.52,,6.04,8.80,3.28,2.54,2.12,,5.20,1.78,1.68
2023-03-16 00:02:00,3.52,,1.62,,6.06,8.78,3.34,2.56,2.16,,5.18,1.76,1.76
2023-03-16 00:04:00,3.42,,,,5.94,8.60,3.30,2.50,2.08,31.3,5.16,1.70,1.68
2023-03-16 00:06:00,3.58,,1.88,1.84,6.16,8.94,3.36,2.52,2.10,,5.28,1.78,
2023-03-16 00:08:00,3.40,,1.66,,6.18,8.90,3.22,2.50,2.04,,5.18,1.72,1.68
2023-03-16 00:10:00,3.46,,1.52,,5.96,8.90,3.12,2.48,2,,5.20,1.70,1.68
2023-03-16 00:12:00,3.38,,1.62,,6.16,8.78,3.30,2.52,2.08,,5.24,1.74,1.68
2023-03-16 00:14:00,3.40,1.54,,,6.18,8.80,3.26,2.46,2.08,,5.20,1.68,1.66
2023-03-16 00:16:00,3.52,,1.88,2.18,6.14,9.04,3.26,2.54,1.96,,5.18,,1.66
2023-03-16 00:18:00,3.42,,1.58,,6.02,9.08,3.38,2.56,2.06,,5.10,1.68,1.68
2023-03-16 00:20:00,3.32,,1.52,,6.04,9.18,3.20,2.50,2.02,,5.14,1.74,1.68
2023-03-16 00:22:00,3.40,,1.62,,6.34,9.24,3.20,2.50,2.10,,5.26,1.70,1.68
2023-03-16 00:24:00,3.36,,1.52,,6.12,9.08,3.12,2.50,1.96,,5.14,1.68,1.68
2023-03-16 00:26:00,3.50,,1.88,3.10,6.36,15.9,3.30,2.52,2.08,10.8,5.22,,
2023-03-16 00:28:00,3.28,,1.58,,6,9.12,3.14,2.56,2.10,,5.18,1.76,1.68
2023-03-16 00:30:00,3.22,,1.52,,5.94,9.04,3.30,2.60,2.08,,5.14,1.64,1.68
2023-03-16 00:32:00,3.36,,1.62,,6.26,9.14,3,2.52,2.06,,5.16,1.76,1.64
2023-03-16 00:34:00,3.22,,1.52,,6.16,9.16,3.18,2.52,2,,5.14,1.72,1.68
2023-03-16 00:36:00,3.58,,1.88,3.06,6.50,16.0,3.22,2.50,1.98,81.0,5.20,,
2023-03-16 00:38:00,3.42,,1.58,,5.96,8.64,3.32,2.52,2.06,,5.16,1.58,1.76
2023-03-16 00:40:00,3.46,,1.52,,6,8.84,3.26,2.52,2.06,,5.22,1.70,1.74
2023-03-16 00:42:00,3.48,,1.62,,6.26,8.82,3.26,2.56,1.98,,5.12,1.70,1.68
2023-03-16 00:44:00,3.28,,1.70,,6.16,8.92,3.30,2.50,2.04,,5.12,1.62,1.70
2023-03-16 00:46:00,3.52,,2.06,2.06,6.22,8.88,3.38,2.56,2.10,85.7,5.24,,
2023-03-16 00:48:00,3.30,,1.58,,6.18,9.22,3.32,2.56,2.10,,5.22,1.70,1.68
2023-03-16 00:50:00,3.28,,1.52,,6.20,8.96,3.26,2.54,2.06,,5.24,1.74,1.66
2023-03-16 00:52:00,3.40,,1.62,,6.24,8.68,3.30,2.52,2.14,,5.22,1.70,1.66
2023-03-16 00:54:00,3.36,,1.52,,6.20,8.92,3.16,2.54,2,,5.14,1.70,1.68
2023-03-16 00:56:00,3.52,,1.88,1.86,6.42,9.20,3.36,2.52,2.16,15.5,5.16,,
2023-03-16 00:58:00,3.30,,1.58,,6.12,8.70,3.20,2.52,1.96,,5.22,1.74,1.68
2023-03-16 01:00:00,3.30,,1.52,,6.28,9,3.12,2.52,1.98,,5.24,1.80,1.68
2023-03-16 01:02:00,3.42,,1.62,,6.12,9.02,3.24,2.54,1.94,,5.22,1.76,1.82
2023-03-16 01:04:00,3.28,,1.52,,5.92,9.34,3.16,2.54,2.04,,5.20,1.84,1.68
2023-03-16 01:06:00,3.42,,1.88,1.82,6.22,9,3.26,2.48,1.96,,5.22,1.74,
2023-03-16 01:08:00,3.28,,1.66,,6.16,8.84,3.22,2.56,2.04,,5.18,1.74,1.68
2023-03-16 01:10:00,3.18,,1.52,,6.24,8.84,3.04,2.52,2.02,,5.08,1.78,1.66
2023-03-16 01:12:00,3.36,,1.62,,6.16,9.02,3.18,2.50,1.96,,5.26,1.80,1.66
2023-03-16 01:14:00,3.40,,1.52,,6.10,8.86,3.18,2.52,2.04,,5.20,1.84,1.68
2023-03-16 01:16:00,3.54,,1.88,1.82,6.52,9.14,3.32,2.52,2.08,,5.22,1.78,
2023-03-16 01:18:00,3.36,,,,6.16,16.4,3.28,2.52,1.98,28.3,5.16,1.72,1.68
2023-03-16 01:20:00,3.36,,1.52,,6.06,9.02,3.34,2.62,2.14,,5.20,1.82,1.70
2023-03-16 01:22:00,3.30,,1.62,,6.20,9.26,3.10,2.48,2.08,,5.20,1.72,1.68
2023-03-16 01:24:00,3.22,,1.52,,6.04,8.94,3.28,2.54,2.08,,5.20,1.70,1.68
2023-03-16 01:26:00,3.60,,1.88,1.84,6.18,9.14,3.26,2.56,2.12,,5.20,1.74,
2023-03-16 01:28:00,3.40,,,,6.08,16.2,3.42,2.56,2.14,94.6,5.18,1.66,1.70
2023-03-16 01:30:00,3.32,,1.52,,6.18,9.24,3.26,2.60,2.14,,5.20,1.82,1.70
2023-03-16 01:32:00,3.28,,1.62,,6.12,8.98,3.32,2.46,2,,5.16,1.74,1.68
2023-03-16 01:34:00,3.12,,1.52,,6.14,9.06,3.32,2.50,2.14,,5.16,1.74,1.68
2023-03-16 01:36:00,3.58,,1.88,1.80,6.24,9.24,3.24,2.52,2.12,,5.16,1.80,
2023-03-16 01:38:00,3.32,,,,6.06,8.88,3.44,2.52,2,74.7,5.18,1.66,1.70
2023-03-16 01:40:00,3.28,,1.52,,6.24,8.72,3.30,2.50,1.94,,5.14,1.76,1.68
2023-03-16 01:42:00,3.42,,1.62,,6.18,9,3.26,2.56,2.10,,5.16,1.58,1.68
2023-03-16 01:44:00,3.30,,1.70,,5.96,8.86,3.20,2.46,1.92,,5.14,1.72,1.68
2023-03-16 01:46:00,3.62,,2.06,2.16,6.10,8.78,3.26,2.54,2.08,,5.06,1.70,
2023-03-16 01:48:00,3.36,,,,6.02,9.28,3.14,2.56,2.08,7.42,5.20,1.60,1.68
2023-03-16 01:50:00,3.24,,1.52,,6.06,8.78,3.08,2.50,2.04,,5.12,1.64,1.66
2023-03-16 01:52:00,3.48,,1.72,,6.12,8.42,3.22,2.50,2.06,,5.18,1.70,1.68
2023-03-16 01:54:00,3.38,,1.52,,6.18,8.86,3.32,2.50,2.08,,5.20,1.64,1.66
2023-03-16 01:56:00,3.44,,1.88,2.20,6.40,8.76,3.28,2.54,2.04,,5.16,1.74,
2023-03-16 01:58:00,3.30,,1.58,,5.98,8.90,3.30,2.50,2.10,,5.20,1.64,1.68
2023-03-16 02:00:00,3.34,,1.52,,6.02,8.70,3.16,2.54,2.10,,5.16,1.84,1.68
2023-03-16 02:02:00,3.50,,1.96,,6.16,8.76,3.26,2.52,2.08,,5.16,1.68,1.72
2023-03-16 02:04:00,3.32,,1.52,,5.94,8.80,3.24,2.58,2.04,,5.16,1.74,1.68
2023-03-16 02:06:00,3.58,,1.88,2.16,6.30,8.48,3.02,2.44,2.06,,5.14,1.76,
2023-03-16 02:08:00,3.24,,1.66,,6,8.52,3.18,2.50,2.02,,5.18,1.60,1.68
2023-03-16 02:10:00,3.38,,,,6.08,15.5,3.28,2.50,2.10,42.6,5.12,1.70,1.78
2023-03-16 02:12:00,3.42,,1.62,,6.20,8.90,3.08,2.52,2.06,,5.20,1.74,1.68
2023-03-16 02:14:00,3.30,,1.52,,6.18,9.18,3.28,2.48,2.16,,5.20,1.80,1.68
2023-03-16 02:16:00,3.44,,1.88,1.82,6.18,9.06,3.16,2.52,2,,5.20,1.78,
2023-03-16 02:18:00,3.24,,1.58,,6.10,9.22,3.14,2.58,2.12,,5.18,1.76,1.68
2023-03-16 02:20:00,3.38,,,,6.02,16.2,3.22,2.54,1.98,98.8,5.20,1.74,1.68
2023-03-16 02:22:00,3.32,,1.62,,6.18,9.34,3.16,2.50,2.08,,5.24,1.68,1.68
