"Time","Read (sda)","Write (sda)"
2023-02-22 11:00:00,5488,61070
2023-02-22 11:02:00,5484,101239
2023-02-22 11:04:00,0,31403
2023-02-22 11:06:00,0,93980
2023-02-22 11:08:00,0,64922
2023-02-22 11:10:00,0,58505
2023-02-22 11:12:00,0,97371
2023-02-22 11:14:00,0,30697
2023-02-22 11:16:00,0,94442
2023-02-22 11:18:00,45.5,66856
2023-02-22 11:20:00,45.5,60075
2023-02-22 11:22:00,0,95960
2023-02-22 11:24:00,0,29742
2023-02-22 11:26:00,0,95255
2023-02-22 11:28:00,0,64808
2023-02-22 11:30:00,0,58391
2023-02-22 11:32:00,0,96142
2023-02-22 11:34:00,0,30086
2023-02-22 11:36:00,0,94322
2023-02-22 11:38:00,0,65058
2023-02-22 11:40:00,0,58231
2023-02-22 11:42:00,17795,123426
2023-02-22 11:44:00,0,30857
2023-02-22 11:46:00,0,101763
2023-02-22 11:48:00,0,72499
2023-02-22 11:50:00,0,58954
2023-02-22 11:52:00,0,94527
2023-02-22 11:54:00,0,28809
2023-02-22 11:56:00,0,93685
2023-02-22 11:58:00,0,64671
2023-02-22 12:00:00,0,58436
2023-02-22 12:02:00,0,95460
2023-02-22 12:04:00,0,30879
2023-02-22 12:06:00,0,94231
2023-02-22 12:08:00,0,65156
2023-02-22 12:10:00,0,57975
2023-02-22 12:12:00,0,93980
2023-02-22 12:14:00,0,28786
2023-02-22 12:16:00,0,94071
2023-02-22 12:18:00,0,66583
2023-02-22 12:20:00,0,58231
2023-02-22 12:22:00,0,95209
2023-02-22 12:24:00,0,30125
2023-02-22 12:26:00,0,94458
2023-02-22 12:28:00,0,63807
2023-02-22 12:30:00,0,57913
2023-02-22 12:32:00,0,94458
2023-02-22 12:34:00,0,30333
2023-02-22 12:36:00,0,94913
2023-02-22 12:38:00,0,64785
2023-02-22 12:40:00,0,58140
2023-02-22 12:42:00,0,94741
2023-02-22 12:44:00,0,29241
2023-02-22 12:46:00,0,94900
2023-02-22 12:48:00,0,65172
2023-02-22 12:50:00,0,58846
2023-02-22 12:52:00,0,94413
2023-02-22 12:54:00,0,29605
2023-02-22 12:56:00,0,95755
2023-02-22 12:58:00,0,65889
2023-02-22 13:00:00,0,57321
2023-02-22 13:02:00,0,94891
2023-02-22 13:04:00,0,30720
2023-02-22 13:06:00,0,95755
2023-02-22 13:08:00,0,64853
2023-02-22 13:10:00,0,58755
2023-02-22 13:12:00,0,94595
2023-02-22 13:14:00,0,29628
2023-02-22 13:16:00,0,95255
2023-02-22 13:18:00,0,67265
2023-02-22 13:20:00,0,59506
2023-02-22 13:22:00,0,94595
2023-02-22 13:24:00,0,28467
2023-02-22 13:26:00,0,95687
2023-02-22 13:28:00,0,64922
2023-02-22 13:30:00,0,58596
2023-02-22 13:32:00,0,95164
2023-02-22 13:34:00,0,29901
2023-02-22 13:36:00,0,95755
2023-02-22 13:38:00,0,65149
2023-02-22 13:40:00,0,56730
2023-02-22 13:42:00,0,94809
2023-02-22 13:44:00,0,29764
2023-02-22 13:46:00,0,96097
2023-02-22 13:48:00,0,64853
2023-02-22 13:50:00,0,58118
2023-02-22 13:52:00,0,94231
2023-02-22 13:54:00,0,29602
2023-02-22 13:56:00,0,95232
2023-02-22 13:58:00,0,64740
2023-02-22 14:00:00,0,58618
2023-02-22 14:02:00,0,95801
2023-02-22 14:04:00,0,28945
2023-02-22 14:06:00,0,95778
2023-02-22 14:08:00,0,65582
2023-02-22 14:10:00,0,58118
2023-02-22 14:12:00,0,94468
2023-02-22 14:14:00,0,28695
2023-02-22 14:16:00,0,95710
2023-02-22 14:18:00,0,67334
2023-02-22 14:20:00,0,57845
2023-02-22 14:22:00,0,94390
2023-02-22 14:24:00,0,29104
2023-02-22 14:26:00,0,94540
2023-02-22 14:28:00,0,64193
2023-02-22 14:30:00,0,58414
2023-02-22 14:32:00,0,95460
2023-02-22 14:34:00,0,28991
2023-02-22 14:36:00,0,95118
2023-02-22 14:38:00,0,65240
2023-02-22 14:40:00,0,57958
2023-02-22 14:42:00,0,94891
2023-02-22 14:44:00,0,28467
2023-02-22 14:46:00,0,96370
2023-02-22 14:48:00,0,66469
2023-02-22 14:50:00,0,58277
2023-02-22 14:52:00,0,93412
2023-02-22 14:54:00,0,28237
2023-02-22 14:56:00,0,95528
2023-02-22 14:58:00,0,65377
2023-02-22 15:00:00,0,57617
2023-02-22 15:02:00,0,95255
2023-02-22 15:04:00,0,29810
2023-02-22 15:06:00,0,95687
2023-02-22 15:08:00,0,64808
2023-02-22 15:10:00,0,58505
2023-02-22 15:12:00,0,94686
2023-02-22 15:14:00,0,28308
2023-02-22 15:16:00,0,95619
2023-02-22 15:18:00,0,67061
2023-02-22 15:20:00,0,59802
