"Time","Read (sda)","Write (sda)"
2023-03-11 09:00:00,0,81783
2023-03-11 09:02:00,0,130253
2023-03-11 09:04:00,0,106246
2023-03-11 09:06:00,0,81442
2023-03-11 09:08:00,0,37956
2023-03-11 09:10:00,0,83308
2023-03-11 09:12:00,0,57503
2023-03-11 09:14:00,0,60644
2023-03-11 09:16:00,0,82603
2023-03-11 09:18:00,0,37387
2023-03-11 09:20:00,0,83035
2023-03-11 09:22:00,0,58914
2023-03-11 09:24:00,0,59119
2023-03-11 09:26:00,0,75913
2023-03-11 09:28:00,0,35954
2023-03-11 09:30:00,0,83513
2023-03-11 09:32:00,0,57207
2023-03-11 09:34:00,0,59483
2023-03-11 09:36:00,0,82261
2023-03-11 09:38:00,0,37399
2023-03-11 09:40:00,0,83240
2023-03-11 09:42:00,0,57799
2023-03-11 09:44:00,0,58277
2023-03-11 09:46:00,0,81966
2023-03-11 09:48:00,0,34907
2023-03-11 09:50:00,0,80896
2023-03-11 09:52:00,0,58505
2023-03-11 09:54:00,0,61326
2023-03-11 09:56:00,0,82737
2023-03-11 09:58:00,0,36159
2023-03-11 10:00:00,0,82648
2023-03-11 10:02:00,0,58368
2023-03-11 10:04:00,0,60575
2023-03-11 10:06:00,0,81897
2023-03-11 10:08:00,0,35794
2023-03-11 10:10:00,0,81146
2023-03-11 10:12:00,0,58209
2023-03-11 10:14:00,0,61303
2023-03-11 10:16:00,0,82716
2023-03-11 10:18:00,0,37524
2023-03-11 10:20:00,0,82148
2023-03-11 10:22:00,0,58755
2023-03-11 10:24:00,0,60621
2023-03-11 10:26:00,0,82375
2023-03-11 10:28:00,1775,39266
2023-03-11 10:30:00,0,81579
2023-03-11 10:32:00,0,57685
2023-03-11 10:34:00,0,60188
2023-03-11 10:36:00,0,82261
2023-03-11 10:38:00,0,35863
2023-03-11 10:40:00,0,82239
2023-03-11 10:42:00,0,57071
2023-03-11 10:44:00,0,60348
2023-03-11 10:46:00,0,84264
2023-03-11 10:48:00,0,39117
2023-03-11 10:50:00,0,84176
2023-03-11 10:52:00,0,60939
2023-03-11 10:54:00,0,59233
2023-03-11 10:56:00,0,77210
2023-03-11 10:58:00,0,32927
2023-03-11 11:00:00,0,79963
2023-03-11 11:02:00,0,152257
2023-03-11 11:04:00,0,202889
2023-03-11 11:06:00,0,83308
2023-03-11 11:08:00,0,36170
2023-03-11 11:10:00,0,313503
2023-03-11 11:12:00,0,53589
2023-03-11 11:14:00,0,54135
2023-03-11 11:16:00,0,77823
2023-03-11 11:18:00,0,32176
2023-03-11 11:20:00,0,76709
2023-03-11 11:22:00,0,56320
2023-03-11 11:24:00,0,55797
2023-03-11 11:26:00,0,78030
2023-03-11 11:28:00,0,30606
2023-03-11 11:30:00,0,79849
2023-03-11 11:32:00,0,52611
2023-03-11 11:34:00,0,55023
2023-03-11 11:36:00,0,80009
2023-03-11 11:38:00,0,32040
2023-03-11 11:40:00,0,79144
2023-03-11 11:42:00,0,52361
2023-03-11 11:44:00,0,59369
2023-03-11 11:46:00,0,81806
2023-03-11 11:48:00,0,32336
2023-03-11 11:50:00,0,79303
2023-03-11 11:52:00,0,56280
2023-03-11 11:54:00,0,53885
2023-03-11 11:56:00,0,83172
2023-03-11 11:58:00,0,31016
2023-03-11 12:00:00,0,81351
2023-03-11 12:02:00,0,351408
2023-03-11 12:04:00,0,63056
2023-03-11 12:06:00,0,83877
2023-03-11 12:08:00,0,38116
2023-03-11 12:10:00,0,83376
2023-03-11 12:12:00,0,59051
2023-03-11 12:14:00,0,59779
2023-03-11 12:16:00,0,82921
2023-03-11 12:18:00,0,38070
2023-03-11 12:20:00,0,82807
2023-03-11 12:22:00,0,58436
2023-03-11 12:24:00,0,61144
2023-03-11 12:26:00,0,83854
2023-03-11 12:28:00,0,37092
2023-03-11 12:30:00,0,82125
