"Time","sum(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode!=""idle""}[5m]))"
2023-03-21 20:20:00,0.896
2023-03-21 20:40:00,1.00
2023-03-21 21:00:00,1.02
2023-03-21 21:20:00,0.966
2023-03-21 21:40:00,1.00
2023-03-21 22:00:00,1.01
2023-03-21 22:20:00,0.948
2023-03-21 22:40:00,0.805
2023-03-21 23:00:00,0.961
2023-03-21 23:20:00,1.02
2023-03-21 23:40:00,0.974
2023-03-22 00:00:00,1.02
2023-03-22 00:20:00,0.990
2023-03-22 00:40:00,0.944
2023-03-22 01:00:00,0.813
2023-03-22 01:20:00,0.946
2023-03-22 01:40:00,0.997
2023-03-22 02:00:00,1.01
2023-03-22 02:20:00,0.985
2023-03-22 02:40:00,1.02
2023-03-22 03:00:00,1.01
2023-03-22 03:20:00,0.791
2023-03-22 03:40:00,0.817
2023-03-22 04:00:00,1.03
2023-03-22 04:20:00,0.999
2023-03-22 04:40:00,0.952
2023-03-22 05:00:00,0.894
2023-03-22 05:20:00,0.826
2023-03-22 05:40:00,0.666
2023-03-22 06:00:00,0.628
2023-03-22 06:20:00,0.785
2023-03-22 06:40:00,0.800
2023-03-22 07:00:00,0.821
2023-03-22 07:20:00,0.807
2023-03-22 07:40:00,0.798
2023-03-22 08:00:00,0.728
2023-03-22 08:20:00,0.534
2023-03-22 08:40:00,0.727
2023-03-22 09:00:00,0.858
2023-03-22 09:20:00,0.752
2023-03-22 09:40:00,0.753
2023-03-22 10:00:00,0.828
2023-03-22 10:20:00,1.04
2023-03-22 10:40:00,0.891
2023-03-22 11:00:00,0.829
2023-03-22 11:20:00,0.990
2023-03-22 11:40:00,1.01
2023-03-22 12:00:00,0.998
2023-03-22 12:20:00,0.982
2023-03-22 12:40:00,0.987
2023-03-22 13:00:00,0.860
2023-03-22 13:20:00,0.881
2023-03-22 13:40:00,1.02
2023-03-22 14:00:00,1.06
2023-03-22 14:20:00,0.958
2023-03-22 14:40:00,0.997
2023-03-22 15:00:00,1.03
2023-03-22 15:20:00,0.897
2023-03-22 15:40:00,0.828
2023-03-22 16:00:00,1.01
2023-03-22 16:20:00,1.02
2023-03-22 16:40:00,0.965
2023-03-22 17:00:00,1.06
2023-03-22 17:20:00,0.999
2023-03-22 17:40:00,0.923
2023-03-22 18:00:00,0.855
2023-03-22 18:20:00,0.997
2023-03-22 18:40:00,1.01
2023-03-22 19:00:00,1.00
2023-03-22 19:20:00,0.989
2023-03-22 19:40:00,1.00
2023-03-22 20:00:00,0.990
2023-03-22 20:20:00,0.778
2023-03-22 20:40:00,0.947
2023-03-22 21:00:00,1.07
2023-03-22 21:20:00,0.926
2023-03-22 21:40:00,0.971
2023-03-22 22:00:00,1.05
2023-03-22 22:20:00,0.851
2023-03-22 22:40:00,0.833
2023-03-22 23:00:00,1.02
2023-03-22 23:20:00,1.02
2023-03-22 23:40:00,0.963
2023-03-23 00:00:00,1.04
2023-03-23 00:20:00,0.997
2023-03-23 00:40:00,0.914
2023-03-23 01:00:00,0.825
2023-03-23 01:20:00,0.959
2023-03-23 01:40:00,1.02
2023-03-23 02:00:00,0.994
2023-03-23 02:20:00,0.957

