"Time","Cluster","192.168.0.211:9796","192.168.0.221:9796","192.168.0.222:9796"
2023-03-21 20:30:00,0.0931,0.0891,0.0863,0.104
2023-03-21 20:32:00,0.0935,0.0941,0.0648,0.121
2023-03-21 20:34:00,0.0784,0.0910,0.0729,0.0715
2023-03-21 20:36:00,0.0952,0.0856,0.0807,0.119
2023-03-21 20:38:00,0.0949,0.0871,0.0757,0.122
2023-03-21 20:40:00,0.0941,0.0873,0.0743,0.121
2023-03-21 20:42:00,0.101,0.0942,0.0857,0.123
2023-03-21 20:44:00,0.0816,0.0942,0.0735,0.0769
2023-03-21 20:46:00,0.0920,0.0882,0.0668,0.121
2023-03-21 20:48:00,0.0918,0.0824,0.0842,0.109
2023-03-21 20:50:00,0.0944,0.0852,0.0771,0.121
2023-03-21 20:52:00,0.102,0.103,0.0799,0.124
2023-03-21 20:54:00,0.0975,0.108,0.0862,0.0978
2023-03-21 20:56:00,0.0922,0.0886,0.0674,0.121
2023-03-21 20:58:00,0.0858,0.0884,0.0758,0.0932
2023-03-21 21:00:00,0.0955,0.0827,0.0849,0.119
2023-03-21 21:02:00,0.0941,0.0851,0.0749,0.122
2023-03-21 21:04:00,0.0960,0.102,0.0768,0.109
2023-03-21 21:06:00,0.0962,0.0875,0.0790,0.122
2023-03-21 21:08:00,0.0770,0.0903,0.0725,0.0681
2023-03-21 21:10:00,0.0905,0.0824,0.0691,0.120
2023-03-21 21:12:00,0.0943,0.0812,0.0822,0.119
2023-03-21 21:14:00,0.101,0.101,0.0791,0.123
2023-03-21 21:16:00,0.0945,0.0892,0.0720,0.122
2023-03-21 21:18:00,0.0857,0.0927,0.0829,0.0816
2023-03-21 21:20:00,0.0905,0.0833,0.0675,0.121
2023-03-21 21:22:00,0.0829,0.0835,0.0720,0.0931
2023-03-21 21:24:00,0.103,0.0928,0.0949,0.122
2023-03-21 21:26:00,0.0949,0.0879,0.0723,0.124
2023-03-21 21:28:00,0.0892,0.0892,0.0729,0.105
2023-03-21 21:30:00,0.0925,0.0830,0.0743,0.120
2023-03-21 21:32:00,0.0788,0.0897,0.0733,0.0736
2023-03-21 21:34:00,0.0964,0.0920,0.0753,0.122
2023-03-21 21:36:00,0.0980,0.0873,0.0863,0.121
2023-03-21 21:38:00,0.0967,0.0921,0.0743,0.124
2023-03-21 21:40:00,0.0940,0.0855,0.0726,0.124
2023-03-21 21:42:00,0.0838,0.0904,0.0856,0.0752
2023-03-21 21:44:00,0.0951,0.0903,0.0737,0.121
2023-03-21 21:46:00,0.0983,0.108,0.0798,0.107
2023-03-21 21:48:00,0.0983,0.0849,0.0877,0.122
2023-03-21 21:50:00,0.0940,0.0881,0.0703,0.124
2023-03-21 21:52:00,0.0888,0.0937,0.0717,0.101
2023-03-21 21:54:00,0.0925,0.0837,0.0726,0.121
2023-03-21 21:56:00,0.0831,0.0966,0.0780,0.0747
2023-03-21 21:58:00,0.0906,0.0800,0.0715,0.120
2023-03-21 22:00:00,0.0948,0.0812,0.0829,0.120
2023-03-21 22:02:00,0.0951,0.0892,0.0745,0.122
2023-03-21 22:04:00,0.0933,0.0837,0.0743,0.122
2023-03-21 22:06:00,0.0828,0.0927,0.0841,0.0715
2023-03-21 22:08:00,0.0914,0.0823,0.0715,0.121
2023-03-21 22:10:00,0.0927,0.0825,0.0748,0.121
2023-03-21 22:12:00,0.0990,0.0868,0.0880,0.122
2023-03-21 22:14:00,0.0931,0.0807,0.0787,0.120
2023-03-21 22:16:00,0.0787,0.0980,0.0731,0.0651
2023-03-21 22:18:00,0.0919,0.0805,0.0752,0.120
2023-03-21 22:20:00,0.0906,0.0872,0.0752,0.109
2023-03-21 22:22:00,0.0954,0.0856,0.0779,0.123
2023-03-21 22:24:00,0.0952,0.0844,0.0822,0.119
2023-03-21 22:26:00,0.0874,0.0989,0.0738,0.0895
2023-03-21 22:28:00,0.0896,0.0830,0.0656,0.120
2023-03-21 22:30:00,0.0839,0.0836,0.0858,0.0824
2023-03-21 22:32:00,0.0959,0.0854,0.0802,0.122
2023-03-21 22:34:00,0.0930,0.0842,0.0722,0.123
2023-03-21 22:36:00,0.100,0.0947,0.0838,0.122
2023-03-21 22:38:00,0.0924,0.0868,0.0698,0.121
2023-03-21 22:40:00,0.0782,0.0905,0.0737,0.0703
2023-03-21 22:42:00,0.0938,0.0820,0.0798,0.120
2023-03-21 22:44:00,0.0934,0.0851,0.0738,0.121
2023-03-21 22:46:00,0.0965,0.0925,0.0740,0.123
2023-03-21 22:48:00,0.0977,0.0867,0.0844,0.122
2023-03-21 22:50:00,0.0771,0.0936,0.0725,0.0651
2023-03-21 22:52:00,0.0912,0.0855,0.0664,0.122
2023-03-21 22:54:00,0.0936,0.0813,0.0883,0.111
2023-03-21 22:56:00,0.0946,0.0884,0.0749,0.120
2023-03-21 22:58:00,0.0937,0.0883,0.0706,0.122
2023-03-21 23:00:00,0.0912,0.0935,0.0914,0.0889
2023-03-21 23:02:00,0.0928,0.0854,0.0715,0.121
2023-03-21 23:04:00,0.0851,0.0867,0.0713,0.0973
2023-03-21 23:06:00,0.0987,0.0838,0.0925,0.120
2023-03-21 23:08:00,0.0962,0.0935,0.0729,0.122
2023-03-21 23:10:00,0.0927,0.0901,0.0730,0.115
2023-03-21 23:12:00,0.0953,0.0865,0.0789,0.120
2023-03-21 23:14:00,0.0899,0.0916,0.103,0.0755
2023-03-21 23:16:00,0.0925,0.0894,0.0670,0.121
2023-03-21 23:18:00,0.101,0.0932,0.0874,0.121
2023-03-21 23:20:00,0.0958,0.0897,0.0749,0.123
2023-03-21 23:22:00,0.0928,0.0858,0.0715,0.121
2023-03-21 23:24:00,0.0818,0.0930,0.0835,0.0689
2023-03-21 23:26:00,0.0939,0.0909,0.0693,0.122
2023-03-21 23:28:00,0.0900,0.0967,0.0778,0.0955
2023-03-21 23:30:00,0.0997,0.0834,0.0943,0.121
2023-03-21 23:32:00,0.0930,0.0862,0.0692,0.123
2023-03-21 23:34:00,0.0901,0.0917,0.0729,0.106
2023-03-21 23:36:00,0.0954,0.0871,0.0767,0.122
2023-03-21 23:38:00,0.0860,0.107,0.0768,0.0745
