"Time","172.16.66.122:6443"
2023-03-11 09:00:00,15608
2023-03-11 09:04:00,15607
2023-03-11 09:08:00,15609
2023-03-11 09:12:00,15598
2023-03-11 09:16:00,15606
2023-03-11 09:20:00,15598
2023-03-11 09:24:00,15459
2023-03-11 09:28:00,15457
2023-03-11 09:32:00,15232
2023-03-11 09:36:00,15233
2023-03-11 09:40:00,15232
2023-03-11 09:44:00,15237
2023-03-11 09:48:00,15234
2023-03-11 09:52:00,15234
2023-03-11 09:56:00,15243
2023-03-11 10:00:00,15232
2023-03-11 10:04:00,15232
2023-03-11 10:08:00,15074
2023-03-11 10:12:00,14620
2023-03-11 10:16:00,14606
2023-03-11 10:20:00,14598
2023-03-11 10:24:00,14599
2023-03-11 10:28:00,14596
2023-03-11 10:32:00,14598
2023-03-11 10:36:00,14604
2023-03-11 10:40:00,14596
2023-03-11 10:44:00,14596
2023-03-11 10:48:00,14596
2023-03-11 10:52:00,14596
2023-03-11 10:56:00,14606
2023-03-11 11:00:00,14597
2023-03-11 11:04:00,14598
2023-03-11 11:08:00,14598
2023-03-11 11:12:00,14603
2023-03-11 11:16:00,14603
2023-03-11 11:20:00,14598
2023-03-11 11:24:00,14596
2023-03-11 11:28:00,14596
2023-03-11 11:32:00,14597
2023-03-11 11:36:00,14603
2023-03-11 11:40:00,14597
2023-03-11 11:44:00,14595
2023-03-11 11:48:00,14596
2023-03-11 11:52:00,14596
2023-03-11 11:56:00,14603
2023-03-11 12:00:00,14596
2023-03-11 12:04:00,14596
2023-03-11 12:08:00,14598
2023-03-11 12:12:00,14596
2023-03-11 12:16:00,14603
2023-03-11 12:20:00,14596
2023-03-11 12:24:00,14598
2023-03-11 12:28:00,14597
2023-03-11 12:32:00,14597
2023-03-11 12:36:00,14606
2023-03-11 12:40:00,14597
2023-03-11 12:44:00,14596
2023-03-11 12:48:00,14596
2023-03-11 12:52:00,14596
2023-03-11 12:56:00,14604
2023-03-11 13:00:00,14596
2023-03-11 13:04:00,14601
2023-03-11 13:08:00,14598
2023-03-11 13:12:00,14596
2023-03-11 13:16:00,14604
2023-03-11 13:20:00,14596
2023-03-11 13:24:00,14596
2023-03-11 13:28:00,14598
2023-03-11 13:32:00,14596
2023-03-11 13:36:00,14616
2023-03-11 13:40:00,14596
2023-03-11 13:44:00,14595
2023-03-11 13:48:00,14598
2023-03-11 13:52:00,14596
2023-03-11 13:56:00,14606
2023-03-11 14:00:00,14598
2023-03-11 14:04:00,14596
2023-03-11 14:08:00,14596
2023-03-11 14:12:00,14601
2023-03-11 14:16:00,14606
2023-03-11 14:20:00,14595
2023-03-11 14:24:00,14598
2023-03-11 14:28:00,14596
2023-03-11 14:32:00,14602
2023-03-11 14:36:00,14603
2023-03-11 14:40:00,14596
2023-03-11 14:44:00,14596
2023-03-11 14:48:00,14596
2023-03-11 14:52:00,14604
2023-03-11 14:56:00,14604
2023-03-11 15:00:00,14603
2023-03-11 15:04:00,14601
2023-03-11 15:08:00,14598
2023-03-11 15:12:00,14598
2023-03-11 15:16:00,14605
2023-03-11 15:20:00,14602
2023-03-11 15:24:00,14595
2023-03-11 15:28:00,14594
2023-03-11 15:32:00,14595
2023-03-11 15:36:00,14603
2023-03-11 15:40:00,14596
2023-03-11 15:44:00,14597
2023-03-11 15:48:00,14596
2023-03-11 15:52:00,14595
2023-03-11 15:56:00,14603
2023-03-11 16:00:00,14595
2023-03-11 16:04:00,14596
2023-03-11 16:08:00,14595
2023-03-11 16:12:00,14599
2023-03-11 16:16:00,14603
2023-03-11 16:20:00,14595
2023-03-11 16:24:00,14597
2023-03-11 16:28:00,14595
2023-03-11 16:32:00,14595
2023-03-11 16:36:00,14604
2023-03-11 16:40:00,14595
2023-03-11 16:44:00,14596
2023-03-11 16:48:00,14595
2023-03-11 16:52:00,14596
2023-03-11 16:56:00,14610
2023-03-11 17:00:00,14595
2023-03-11 17:04:00,14595
2023-03-11 17:08:00,14595
2023-03-11 17:12:00,14595
2023-03-11 17:16:00,14625
2023-03-11 17:20:00,14595
2023-03-11 17:24:00,14596
2023-03-11 17:28:00,14597
2023-03-11 17:32:00,14602
2023-03-11 17:36:00,14604
2023-03-11 17:40:00,14597
2023-03-11 17:44:00,14599
2023-03-11 17:48:00,14600
2023-03-11 17:52:00,14602
2023-03-11 17:56:00,14605
2023-03-11 18:00:00,14597
2023-03-11 18:04:00,14599
2023-03-11 18:08:00,14598
2023-03-11 18:12:00,14599
2023-03-11 18:16:00,14606
2023-03-11 18:20:00,14599
2023-03-11 18:24:00,14597
2023-03-11 18:28:00,14599
2023-03-11 18:32:00,14597
2023-03-11 18:36:00,14610
2023-03-11 18:40:00,14597
2023-03-11 18:44:00,14597
2023-03-11 18:48:00,14598
2023-03-11 18:52:00,14599
2023-03-11 18:56:00,14605
2023-03-11 19:00:00,14597
2023-03-11 19:04:00,14599
2023-03-11 19:08:00,14601
