"Time","(1 - (avg(irate({__name__=~""node_cpu_seconds_total|windows_cpu_time_total"",mode=""idle""}[5m])))) * 100"
2023-03-15 10:00:00,7.80
2023-03-15 10:20:00,7.20
2023-03-15 10:40:00,5.99
2023-03-15 11:00:00,7.79
2023-03-15 11:20:00,8.13
2023-03-15 11:40:00,7.72
2023-03-15 12:00:00,8.01
2023-03-15 12:20:00,8.09
2023-03-15 12:40:00,7.88
2023-03-15 13:00:00,6.48
2023-03-15 13:20:00,7.24
2023-03-15 13:40:00,8.60
2023-03-15 14:00:00,8.12
2023-03-15 14:20:00,7.66
2023-03-15 14:40:00,7.76
2023-03-15 15:00:00,7.92
2023-03-15 15:20:00,8.27
2023-03-15 15:40:00,6.68
2023-03-15 16:00:00,7.29
2023-03-15 16:20:00,7.85
2023-03-15 16:40:00,7.93
2023-03-15 17:00:00,7.81
2023-03-15 17:20:00,7.89
2023-03-15 17:40:00,8.57
2023-03-15 18:00:00,7.97
2023-03-15 18:20:00,6.45
2023-03-15 18:40:00,7.35
2023-03-15 19:00:00,8.17
2023-03-15 19:20:00,8.05
2023-03-15 19:40:00,7.57
2023-03-15 20:00:00,8.32
2023-03-15 20:20:00,8.00
2023-03-15 20:40:00,6.78
2023-03-15 21:00:00,6.46
2023-03-15 21:20:00,7.03
2023-03-15 21:40:00,8.16
2023-03-15 22:00:00,8.93
2023-03-15 22:20:00,7.60
2023-03-15 22:40:00,7.85
2023-03-15 23:00:00,8.10
2023-03-15 23:20:00,7.59
2023-03-15 23:40:00,6.62
2023-03-16 00:00:00,7.56
2023-03-16 00:20:00,8.15
2023-03-16 00:40:00,7.95
2023-03-16 01:00:00,7.62
2023-03-16 01:20:00,7.87
2023-03-16 01:40:00,7.85
2023-03-16 02:00:00,8.58
2023-03-16 02:20:00,6.59
2023-03-16 02:40:00,7.12
2023-03-16 03:00:00,8.22
2023-03-16 03:20:00,7.88
2023-03-16 03:40:00,7.52
2023-03-16 04:00:00,8.05
2023-03-16 04:20:00,7.93
2023-03-16 04:40:00,7.31
2023-03-16 05:00:00,4.87
2023-03-16 05:20:00,5.03
2023-03-16 05:40:00,5.85
2023-03-16 06:00:00,6.24
2023-03-16 06:20:00,5.78
2023-03-16 06:40:00,5.91
2023-03-16 07:00:00,6.01
2023-03-16 07:20:00,4.91
2023-03-16 07:40:00,3.58
2023-03-16 08:00:00,5.16
2023-03-16 08:20:00,5.84
2023-03-16 08:40:00,5.79
2023-03-16 09:00:00,5.78
2023-03-16 09:20:00,5.56
2023-03-16 09:40:00,5.84
2023-03-16 10:00:00,7.97
2023-03-16 10:20:00,6.66
2023-03-16 10:40:00,7.23
2023-03-16 11:00:00,8.64
2023-03-16 11:20:00,7.63
2023-03-16 11:40:00,7.61
2023-03-16 12:00:00,8.09
2023-03-16 12:20:00,8.28
2023-03-16 12:40:00,7.31
2023-03-16 13:00:00,6.35
2023-03-16 13:20:00,7.32
2023-03-16 13:40:00,8.07
2023-03-16 14:00:00,8.02
2023-03-16 14:20:00,7.92
2023-03-16 14:40:00,8.00
2023-03-16 15:00:00,8.65
2023-03-16 15:20:00,7.70
2023-03-16 15:40:00,6.38
2023-03-16 16:00:00,7.79

