"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-15 10:00:00,11925250048
2023-03-15 10:20:00,12037332992
2023-03-15 10:40:00,11723837440
2023-03-15 11:00:00,12163493888
2023-03-15 11:20:00,12228104192
2023-03-15 11:40:00,11943956480
2023-03-15 12:00:00,12137697280
2023-03-15 12:20:00,11897700352
2023-03-15 12:40:00,11839332352
2023-03-15 13:00:00,12107272192
2023-03-15 13:20:00,12139884544
2023-03-15 13:40:00,12208521216
2023-03-15 14:00:00,12061437952
2023-03-15 14:20:00,11663085568
2023-03-15 14:40:00,11898597376
2023-03-15 15:00:00,11848650752
2023-03-15 15:20:00,12089372672
2023-03-15 15:40:00,12078567424
2023-03-15 16:00:00,11680182272
2023-03-15 16:20:00,12219953152
2023-03-15 16:40:00,12234702848
2023-03-15 17:00:00,11979382784
2023-03-15 17:20:00,12161912832
2023-03-15 17:40:00,11909111808
2023-03-15 18:00:00,12080410624
2023-03-15 18:20:00,12192108544
2023-03-15 18:40:00,12346187776
2023-03-15 19:00:00,12364595200
2023-03-15 19:20:00,12136824832
2023-03-15 19:40:00,12032352256
2023-03-15 20:00:00,11975024640
2023-03-15 20:20:00,12010201088
2023-03-15 20:40:00,12154232832
2023-03-15 21:00:00,12226908160
2023-03-15 21:20:00,12188770304
2023-03-15 21:40:00,12163866624
2023-03-15 22:00:00,12185387008
2023-03-15 22:20:00,12009889792
2023-03-15 22:40:00,12278394880
2023-03-15 23:00:00,12198813696
2023-03-15 23:20:00,12213477376
2023-03-15 23:40:00,12032077824
2023-03-16 00:00:00,12363460608
2023-03-16 00:20:00,12374966272
2023-03-16 00:40:00,12060659712
2023-03-16 01:00:00,12110163968
2023-03-16 01:20:00,12343046144
2023-03-16 01:40:00,11994042368
2023-03-16 02:00:00,11951312896
2023-03-16 02:20:00,12176179200
2023-03-16 02:40:00,12391841792
2023-03-16 03:00:00,12280037376
2023-03-16 03:20:00,12145381376
2023-03-16 03:40:00,12202967040
2023-03-16 04:00:00,12205752320
2023-03-16 04:20:00,12207919104
2023-03-16 04:40:00,12119289856
2023-03-16 05:00:00,12305563648
2023-03-16 05:20:00,11719827456
2023-03-16 05:40:00,12324691968
2023-03-16 06:00:00,12131258368
2023-03-16 06:20:00,12171948032
2023-03-16 06:40:00,11987296256
2023-03-16 07:00:00,12250869760
2023-03-16 07:20:00,12088565760
2023-03-16 07:40:00,12140650496
2023-03-16 08:00:00,12258381824
2023-03-16 08:20:00,12246872064
2023-03-16 08:40:00,12148318208
2023-03-16 09:00:00,11982426112
2023-03-16 09:20:00,12076347392
2023-03-16 09:40:00,12022243328
2023-03-16 10:00:00,11984003072
2023-03-16 10:20:00,12156764160
2023-03-16 10:40:00,12330274816
2023-03-16 11:00:00,12370063360
2023-03-16 11:20:00,11874848768
2023-03-16 11:40:00,11989856256
2023-03-16 12:00:00,11990110208
2023-03-16 12:20:00,12012097536
2023-03-16 12:40:00,12168712192
2023-03-16 13:00:00,12164370432
2023-03-16 13:20:00,12312698880
2023-03-16 13:40:00,12296380416
2023-03-16 14:00:00,11898281984
2023-03-16 14:20:00,12021522432
2023-03-16 14:40:00,12043243520
2023-03-16 15:00:00,12355289088
2023-03-16 15:20:00,12071747584
2023-03-16 15:40:00,12276953088
2023-03-16 16:00:00,12179492864

