"Time","AVG_resident_memory_bytes","MAX_resident_memory_bytes_max","MIN_resident_memory_bytes_min"
2023-03-11 08:00:00,66347008,66347008,66347008
2023-03-11 08:02:00,66273280,66273280,66273280
2023-03-11 08:04:00,66273280,66273280,66273280
2023-03-11 08:06:00,67616768,67616768,67616768
2023-03-11 08:08:00,68427776,68427776,68427776
2023-03-11 08:10:00,68186112,68186112,68186112
2023-03-11 08:12:00,68104192,68104192,68104192
2023-03-11 08:14:00,65880064,65880064,65880064
2023-03-11 08:16:00,68071424,68071424,68071424
2023-03-11 08:18:00,68341760,68341760,68341760
2023-03-11 08:20:00,67731456,67731456,67731456
2023-03-11 08:22:00,68665344,68665344,68665344
2023-03-11 08:24:00,68665344,68665344,68665344
2023-03-11 08:26:00,65998848,65998848,65998848
2023-03-11 08:28:00,69193728,69193728,69193728
2023-03-11 08:30:00,68771840,68771840,68771840
2023-03-11 08:32:00,67510272,67510272,67510272
2023-03-11 08:34:00,68857856,68857856,68857856
2023-03-11 08:36:00,68857856,68857856,68857856
2023-03-11 08:38:00,68857856,68857856,68857856
2023-03-11 08:40:00,68345856,68345856,68345856
2023-03-11 08:42:00,68345856,68345856,68345856
2023-03-11 08:44:00,68005888,68005888,68005888
2023-03-11 08:46:00,68005888,68005888,68005888
2023-03-11 08:48:00,67649536,67649536,67649536
2023-03-11 08:50:00,66936832,66936832,66936832
2023-03-11 08:52:00,66936832,66936832,66936832
2023-03-11 08:54:00,67747840,67747840,67747840
2023-03-11 08:56:00,67190784,67190784,67190784
2023-03-11 08:58:00,67706880,67706880,67706880
2023-03-11 09:00:00,67977216,67977216,67977216
2023-03-11 09:02:00,67813376,67813376,67813376
2023-03-11 09:04:00,68087808,68087808,68087808
2023-03-11 09:06:00,67756032,67756032,67756032
2023-03-11 09:08:00,68173824,68173824,68173824
2023-03-11 09:10:00,68173824,68173824,68173824
2023-03-11 09:12:00,68980736,68980736,68980736
2023-03-11 09:14:00,69791744,69791744,69791744
2023-03-11 09:16:00,68595712,68595712,68595712
2023-03-11 09:18:00,68669440,68669440,68669440
2023-03-11 09:20:00,68689920,68689920,68689920
2023-03-11 09:22:00,69570560,69570560,69570560
2023-03-11 09:24:00,66899968,66899968,66899968
2023-03-11 09:26:00,66854912,66854912,66854912
2023-03-11 09:28:00,67489792,67489792,67489792
2023-03-11 09:30:00,68300800,68300800,68300800
2023-03-11 09:32:00,68087808,68087808,68087808
2023-03-11 09:34:00,68472832,68472832,68472832
2023-03-11 09:36:00,68419584,68419584,68419584
2023-03-11 09:38:00,68304896,68304896,68304896
2023-03-11 09:40:00,68476928,68476928,68476928
2023-03-11 09:42:00,69271552,69271552,69271552
2023-03-11 09:44:00,69271552,69271552,69271552
2023-03-11 09:46:00,67596288,67596288,67596288
2023-03-11 09:48:00,68210688,68210688,68210688
2023-03-11 09:50:00,68743168,68743168,68743168
2023-03-11 09:52:00,67506176,67506176,67506176
2023-03-11 09:54:00,67997696,67997696,67997696
2023-03-11 09:56:00,67997696,67997696,67997696
2023-03-11 09:58:00,67018752,67018752,67018752
2023-03-11 10:00:00,67379200,67379200,67379200
2023-03-11 10:02:00,67919872,67919872,67919872
2023-03-11 10:04:00,69533696,69533696,69533696
