"Time","cattle-monitoring-system","cattle-system","cilium-monitoring","default","kube-system","longhorn-system","sock-shop"
2023-02-22 14:52:00,14175,113232,15001,0,0,0,7723
2023-02-22 14:56:00,14868,102208,14646,0,0,0,8152
2023-02-22 15:00:00,14013,46314,14951,0,0,0,7792
2023-02-22 15:04:00,120286,75888,50459,0,0,0,8001
2023-02-22 15:08:00,13135,113152,14579,0,0,0,8142
2023-02-22 15:12:00,14578,110685,14896,0,0,0,7794
2023-02-22 15:16:00,13666,104036,14659,0,0,0,7872
2023-02-22 15:20:00,13975,30987,14907,0,0,0,7950
2023-02-22 15:24:00,13954,88609,14527,0,0,0,7726
2023-02-22 15:28:00,13871,112418,14858,0,0,0,8301
2023-02-22 15:32:00,15801,114179,31604,0,0,0,7731
2023-02-22 15:36:00,12673,104279,14811,0,0,0,7956
2023-02-22 15:40:00,13496,45396,14939,0,0,0,7884
2023-02-22 15:44:00,14221,77336,14522,0,0,0,7904
2023-02-22 15:48:00,15522,111544,14888,0,0,0,8342
2023-02-22 15:52:00,14493,110081,14631,0,0,0,7537
2023-02-22 15:56:00,16386,103289,14776,0,0,0,8037
2023-02-22 16:00:00,15852,25879,14991,0,0,0,7764
2023-02-22 16:04:00,244763,94554,144141,0,0,0,8027
2023-02-22 16:08:00,17018,110577,14592,0,0,0,8260
2023-02-22 16:12:00,17168,113868,15118,0,0,0,7619
2023-02-22 16:16:00,17205,103022,32556,0,0,0,8007
2023-02-22 16:20:00,13951,46626,14937,0,0,0,7816
2023-02-22 16:24:00,17677,74055,14573,0,0,0,7991
2023-02-22 16:28:00,14606,112415,14734,0,0,0,8074
2023-02-22 16:32:00,15377,112248,32712,0,0,0,7715
2023-02-22 16:36:00,16290,108414,14733,0,0,0,8121
2023-02-22 16:40:00,17328,17414,14817,0,0,0,7789
2023-02-22 16:44:00,16017,105925,14771,0,0,0,7956
2023-02-22 16:48:00,17352,114636,14630,0,0,0,8157
2023-02-22 16:52:00,15728,110591,14751,0,0,0,7687
2023-02-22 16:56:00,16171,106431,15037,0,0,0,7943
2023-02-22 17:00:00,16807,45124,14689,0,0,0,7939
2023-02-22 17:04:00,118481,76398,47432,0,0,0,7961
2023-02-22 17:08:00,13666,110680,14806,0,0,0,8137
2023-02-22 17:12:00,17110,112631,14722,0,0,0,7727
2023-02-22 17:16:00,15874,144051,14803,0,0,0,7796
2023-02-22 17:20:00,16453,67377,14711,0,0,0,8402
2023-02-22 17:24:00,16766,77915,15119,0,0,0,7906
2023-02-22 17:28:00,16637,112883,14325,0,0,0,8050
2023-02-22 17:32:00,17231,114658,32383,0,0,0,7755
2023-02-22 17:36:00,16474,100006,14510,0,0,0,7800
2023-02-22 17:40:00,17041,46762,15162,0,0,0,8076
2023-02-22 17:44:00,15681,74643,14816,0,0,0,7897
2023-02-22 17:48:00,16938,113471,14649,0,0,0,8022
2023-02-22 17:52:00,17173,111376,14871,0,0,0,7749
2023-02-22 17:56:00,16398,102201,14788,0,0,0,7744
2023-02-22 18:00:00,16646,47045,14941,0,0,0,8163
2023-02-22 18:04:00,476599,76303,272302,0,0,0,7892
2023-02-22 18:08:00,17733,110770,14571,0,0,0,8023
2023-02-22 18:12:00,16090,178693,14917,0,0,0,7847
2023-02-22 18:16:00,17449,93441,32870,0,0,0,7734
2023-02-22 18:20:00,15536,45156,15082,0,0,0,8215
2023-02-22 18:24:00,16368,84744,14651,0,0,0,7834
2023-02-22 18:28:00,17461,118820,14662,0,0,0,7955
2023-02-22 18:32:00,16212,114345,31515,0,0,0,7927
2023-02-22 18:36:00,15932,96660,14889,0,0,0,7794
2023-02-22 18:40:00,14790,17205,14864,0,0,0,7975
2023-02-22 18:44:00,17001,107704,14980,0,0,0,7954
2023-02-22 18:48:00,14627,114194,14346,0,0,0,7991
2023-02-22 18:52:00,16941,112096,15041,0,0,0,7776
2023-02-22 18:56:00,16576,104687,14775,0,0,0,7740
2023-02-22 19:00:00,16700,37385,14871,0,0,0,8122
2023-02-22 19:04:00,117478,84033,48265,0,0,0,7834
2023-02-22 19:08:00,15464,112519,15238,0,0,0,8064
2023-02-22 19:12:00,17239,112305,14720,0,0,0,7874
2023-02-22 19:16:00,15909,97897,14512,0,0,0,7732
2023-02-22 19:20:00,13982,31346,14849,0,0,0,8078
2023-02-22 19:24:00,13552,95820,14865,0,0,0,7726
2023-02-22 19:28:00,15343,111638,14730,0,0,0,8051
2023-02-22 19:32:00,16080,111739,31373,0,0,0,7920
2023-02-22 19:36:00,15869,97243,14992,0,0,0,7600
2023-02-22 19:40:00,16374,52563,14621,0,0,0,8320
2023-02-22 19:44:00,17437,76898,14790,0,0,0,7873
2023-02-22 19:48:00,16436,113577,14701,0,0,0,7804
2023-02-22 19:52:00,15801,112596,14889,0,0,0,8075
2023-02-22 19:56:00,16604,101014,14640,0,0,0,7723
2023-02-22 20:00:00,16359,38714,14814,0,0,0,8145
2023-02-22 20:04:00,256437,84066,148346,0,0,0,7865
2023-02-22 20:08:00,17426,109831,14821,0,0,0,7753
2023-02-22 20:12:00,17296,113947,14885,0,0,0,8147
2023-02-22 20:16:00,16602,104604,32733,0,0,0,7782
2023-02-22 20:20:00,16472,37888,15084,0,0,0,7971
2023-02-22 20:24:00,16420,83244,14685,0,0,0,8128
2023-02-22 20:28:00,14528,112074,14612,0,0,0,7669
2023-02-22 20:32:00,17444,110686,33206,0,0,0,8258
2023-02-22 20:36:00,15978,107961,14743,0,0,0,7807
2023-02-22 20:40:00,17445,92799,14751,0,0,0,7997
2023-02-22 20:44:00,15677,44660,15043,0,0,0,8085
2023-02-22 20:48:00,16715,114708,14697,0,0,0,7781
2023-02-22 20:52:00,16684,112711,14539,0,0,0,8006
2023-02-22 20:56:00,16462,106338,14942,0,0,0,7915
2023-02-22 21:00:00,16568,79218,14769,0,0,0,8060
2023-02-22 21:04:00,121238,39090,49977,0,0,0,7874
2023-02-22 21:08:00,16452,113742,15014,0,0,0,7702
2023-02-22 21:12:00,17633,114059,14872,0,0,0,8112
2023-02-22 21:16:00,15732,103837,14437,0,0,0,7793
2023-02-22 21:20:00,17544,59067,14888,0,0,0,7908
2023-02-22 21:24:00,14856,59408,14904,0,0,0,8118
2023-02-22 21:28:00,13071,110346,14876,0,0,0,7841
2023-02-22 21:32:00,17527,112438,32711,0,0,0,8004
2023-02-22 21:36:00,15818,107539,14681,0,0,0,7760
2023-02-22 21:40:00,15784,64064,14882,0,0,0,8065
2023-02-22 21:44:00,16646,54774,14416,0,0,0,8096
2023-02-22 21:48:00,16491,111259,15089,0,0,0,7764
2023-02-22 21:52:00,16336,109716,14910,0,0,0,8082
2023-02-22 21:56:00,16908,113279,14346,0,0,0,7942
2023-02-22 22:00:00,17779,72914,14968,0,0,0,7897
2023-02-22 22:04:00,225480,38866,148250,0,0,0,8057
2023-02-22 22:08:00,15120,108138,14827,0,0,0,7746
2023-02-22 22:12:00,16157,114904,14785,0,0,0,8119
2023-02-22 22:16:00,15528,103810,31647,0,0,0,7915
2023-02-22 22:20:00,17112,44361,14976,0,0,0,7880
2023-02-22 22:24:00,16181,74339,14886,0,0,0,8091
2023-02-22 22:28:00,16959,114403,14797,0,0,0,7725
2023-02-22 22:32:00,17390,115999,32322,0,0,0,8139
2023-02-22 22:36:00,15766,104189,14727,0,0,0,7737
2023-02-22 22:40:00,17620,49888,14671,0,0,0,7965
2023-02-22 22:44:00,16470,69539,15138,0,0,0,8024
2023-02-22 22:48:00,16013,111304,14579,0,0,0,7855
2023-02-22 22:52:00,16861,111805,14661,0,0,0,7953
2023-02-22 22:56:00,16184,107385,15046,0,0,0,7719
2023-02-22 23:00:00,16486,59589,14663,0,0,0,7917
2023-02-22 23:04:00,118141,58903,49486,0,0,0,8116
2023-02-22 23:08:00,16368,114107,14593,0,0,0,7836
2023-02-22 23:12:00,15380,112719,14938,0,0,0,8017
2023-02-22 23:16:00,17006,110555,14905,0,0,0,7791
2023-02-22 23:20:00,16622,53228,14504,0,0,0,7699
2023-02-22 23:24:00,17605,61114,14917,0,0,0,8264
2023-02-22 23:28:00,15569,112888,14797,0,0,0,7804
2023-02-22 23:32:00,17247,111435,32218,0,0,0,8092
2023-02-22 23:36:00,13959,111159,14677,0,0,0,7821
2023-02-22 23:40:00,13849,56910,14706,0,0,0,7705
2023-02-22 23:44:00,14648,56324,14754,0,0,0,8257
2023-02-22 23:48:00,16719,110421,14888,0,0,0,7994
2023-02-22 23:52:00,17114,113430,14612,0,0,0,7753
2023-02-22 23:56:00,16654,111617,14881,0,0,0,7862
2023-02-23 00:00:00,13846,52797,14738,0,0,0,7726
2023-02-23 00:04:00,1208625,61306,850484,0,0,0,8232
2023-02-23 00:08:00,16111,113502,14735,0,0,0,7702
2023-02-23 00:12:00,13490,110552,15029,0,0,0,8083
2023-02-23 00:16:00,14081,110821,32740,0,0,0,7832
2023-02-23 00:20:00,14081,72727,14867,0,0,0,7655
2023-02-23 00:24:00,14911,40164,14687,0,0,0,8355
2023-02-23 00:28:00,14263,111472,14972,0,0,0,7761
2023-02-23 00:32:00,14098,111573,32698,0,0,0,7894
2023-02-23 00:36:00,14800,105260,14733,0,0,0,7891
2023-02-23 00:40:00,12434,72754,14663,0,0,0,7673
2023-02-23 00:44:00,13757,48319,14764,0,0,0,8177
2023-02-23 00:48:00,13946,113403,14835,0,0,0,7919
2023-02-23 00:52:00,13931,108224,14788,0,0,0,7740
2023-02-23 00:56:00,14553,106764,14932,0,0,0,7890
2023-02-23 01:00:00,14006,78502,14627,0,0,0,7770
2023-02-23 01:04:00,117871,40546,49717,0,0,0,8159
2023-02-23 01:08:00,16079,112773,14669,0,0,0,7798
2023-02-23 01:12:00,16600,113065,14916,0,0,0,7910
2023-02-23 01:16:00,16358,104897,15003,0,0,0,7901
2023-02-23 01:20:00,15186,62821,14408,0,0,0,7696
2023-02-23 01:24:00,16660,62209,14755,0,0,0,8254
2023-02-23 01:28:00,15658,111219,14930,0,0,0,7769
2023-02-23 01:32:00,16362,117391,32339,0,0,0,7993
2023-02-23 01:36:00,15696,105254,14799,0,0,0,7746
2023-02-23 01:40:00,17427,49969,14782,0,0,0,7903
2023-02-23 01:44:00,16525,68044,14814,0,0,0,8078
2023-02-23 01:48:00,15983,115787,14636,0,0,0,7986
2023-02-23 01:52:00,16333,112147,14912,0,0,0,7952
2023-02-23 01:56:00,17709,109956,14708,0,0,0,8132
2023-02-23 02:00:00,15506,72999,15008,0,0,0,7767
2023-02-23 02:04:00,226600,40889,142761,0,0,0,8096
2023-02-23 02:08:00,16005,111362,14753,0,0,0,8016
2023-02-23 02:12:00,17475,112878,15101,0,0,0,7880
2023-02-23 02:16:00,16606,105282,31352,0,0,0,8004
2023-02-23 02:20:00,16386,43854,14689,0,0,0,7610
2023-02-23 02:24:00,15562,81284,13335,0,0,0,8314
2023-02-23 02:28:00,16858,110406,14091,0,0,0,7752
2023-02-23 02:32:00,16400,113259,31683,0,0,0,7895
2023-02-23 02:36:00,16540,105673,13615,0,0,0,8093
2023-02-23 02:40:00,17032,59240,14468,0,0,0,7745
2023-02-23 02:44:00,16588,59326,14676,0,0,0,8212
2023-02-23 02:48:00,17429,111386,14354,0,0,0,7873
2023-02-23 02:52:00,16727,113415,13380,0,0,0,7706
2023-02-23 02:56:00,16558,104708,14988,0,0,0,8086
2023-02-23 03:00:00,16714,71579,14401,0,0,0,7794
2023-02-23 03:04:00,121657,48277,47496,0,0,0,8141
2023-02-23 03:08:00,16565,110717,16043,0,0,0,7771
2023-02-23 03:12:00,16929,113798,14860,0,0,0,7693
2023-02-23 03:16:00,16338,109645,14567,0,0,0,8135
2023-02-23 03:20:00,16509,65969,14972,0,0,0,7692
2023-02-23 03:24:00,16727,48854,14646,0,0,0,8291
2023-02-23 03:28:00,17709,110061,14631,0,0,0,7794
2023-02-23 03:32:00,15670,114900,33500,0,0,0,7720
2023-02-23 03:36:00,17559,104728,14712,0,0,0,8139
2023-02-23 03:40:00,16572,71668,14717,0,0,0,7640
2023-02-23 03:44:00,15742,47648,14826,0,0,0,8220
2023-02-23 03:48:00,17994,111212,14812,0,0,0,7999
2023-02-23 03:52:00,15525,114302,14770,0,0,0,7659
2023-02-23 03:56:00,16782,105261,15093,0,0,0,8235
2023-02-23 04:00:00,17528,63998,14873,0,0,0,7682
2023-02-23 04:04:00,259035,56087,146092,0,0,0,8204
2023-02-23 04:08:00,17616,113027,14681,0,0,0,7929
2023-02-23 04:12:00,16614,114193,14952,0,0,0,9166
2023-02-23 04:16:00,15835,107044,31307,0,0,0,8144
2023-02-23 04:20:00,17623,79533,15124,0,0,0,7742
2023-02-23 04:24:00,15585,37767,14711,0,0,0,8085
2023-02-23 04:28:00,16364,111730,14837,0,0,0,7811
2023-02-23 04:32:00,17828,114007,32205,0,0,0,7996
2023-02-23 04:36:00,15550,113776,14682,0,0,0,8013
2023-02-23 04:40:00,16610,71817,14708,0,0,0,7777
2023-02-23 04:44:00,17645,42014,14769,0,0,0,8190
2023-02-23 04:48:00,16748,110804,14838,0,0,0,7888
2023-02-23 04:52:00,15928,110772,14789,0,0,0,7753
2023-02-23 04:56:00,16024,115342,15120,0,0,0,7959
2023-02-23 05:00:00,17422,9073,14573,0,0,0,7755
2023-02-23 05:04:00,121059,104926,47697,0,0,0,8119
2023-02-23 05:08:00,16859,112204,14709,0,0,0,8113
2023-02-23 05:12:00,13503,109561,14935,0,0,0,7640
2023-02-23 05:16:00,13455,106072,14898,0,0,0,8047
2023-02-23 05:20:00,15122,63574,14998,0,0,0,7824
2023-02-23 05:24:00,14046,57418,14541,0,0,0,7923
2023-02-23 05:28:00,13924,109782,14911,0,0,0,8021
2023-02-23 05:32:00,13234,115571,32128,0,0,0,7781
2023-02-23 05:36:00,15453,109608,14737,0,0,0,8102
2023-02-23 05:40:00,13171,63239,14635,0,0,0,7789
2023-02-23 05:44:00,14208,49886,14820,0,0,0,7860
2023-02-23 05:48:00,14777,110496,14815,0,0,0,8268
2023-02-23 05:52:00,15105,112249,14846,0,0,0,7566
2023-02-23 05:56:00,12846,110611,14867,0,0,0,8184
2023-02-23 06:00:00,13455,56669,14570,0,0,0,7622
2023-02-23 06:04:00,661956,53189,467702,0,0,0,8036
2023-02-23 06:08:00,13114,113686,15075,0,0,0,8172
2023-02-23 06:12:00,14139,116757,14525,0,0,0,7661
2023-02-23 06:16:00,14322,112406,14757,0,0,0,8195
2023-02-23 06:20:00,13727,63193,14909,0,0,0,7630
2023-02-23 06:24:00,13783,47123,32632,0,0,0,8045
2023-02-23 06:28:00,14071,113216,14718,0,0,0,8028
2023-02-23 06:32:00,14531,112408,32578,0,0,0,7791
2023-02-23 06:36:00,15751,105091,15129,0,0,0,8058
2023-02-23 06:40:00,15683,93969,14443,0,0,0,7836
2023-02-23 06:44:00,16549,78797,14892,0,0,0,7947
2023-02-23 06:48:00,16728,110873,14896,0,0,0,8177
2023-02-23 06:52:00,17181,112502,14738,0,0,0,7756
2023-02-23 06:56:00,16359,106421,14705,0,0,0,8077
2023-02-23 07:00:00,13071,59556,14760,0,0,0,7911
2023-02-23 07:04:00,119027,59792,50055,0,0,0,7786
2023-02-23 07:08:00,16821,112787,14940,0,0,0,8224
2023-02-23 07:12:00,16520,113205,14649,0,0,0,7703
2023-02-23 07:16:00,16842,111373,15029,0,0,0,8019
2023-02-23 07:20:00,15016,63486,14505,0,0,0,7896
2023-02-23 07:24:00,13269,48179,14728,0,0,0,7971
2023-02-23 07:28:00,13726,112255,14778,0,0,0,7988
2023-02-23 07:32:00,14299,112271,32602,0,0,0,7819
2023-02-23 07:36:00,14069,114496,14928,0,0,0,8088
2023-02-23 07:40:00,13689,70171,14781,0,0,0,7845
2023-02-23 07:44:00,17026,39923,15018,0,0,0,7919
2023-02-23 07:48:00,14657,112471,14594,0,0,0,8061
2023-02-23 07:52:00,16264,116370,14807,0,0,0,7973
2023-02-23 07:56:00,16899,102889,14770,0,0,0,8055
2023-02-23 08:00:00,16772,70420,14934,0,0,0,7706
2023-02-23 08:04:00,240819,47947,141916,0,0,0,8050
2023-02-23 08:08:00,16187,114387,14911,0,0,0,8114
2023-02-23 08:12:00,17968,112481,15050,0,0,0,7751
2023-02-23 08:16:00,16219,106543,31289,0,0,0,7768
2023-02-23 08:20:00,16923,59163,14676,0,0,0,7988
2023-02-23 08:24:00,15635,59014,13189,0,0,0,8005
2023-02-23 08:28:00,16445,111071,15180,0,0,0,8064
2023-02-23 08:32:00,16548,112411,30027,0,0,0,7714
2023-02-23 08:36:00,18129,111810,14273,0,0,0,7747
2023-02-23 08:40:00,15675,43737,15268,0,0,0,8070
2023-02-23 08:44:00,17451,69268,13414,0,0,0,7874
2023-02-23 08:48:00,15961,110111,14096,0,0,0,8131
2023-02-23 08:52:00,13471,112146,14664,0,0,0,7806
2023-02-23 08:56:00,16424,113496,14572,0,0,0,7626
2023-02-23 09:00:00,17149,71097,13779,0,0,0,8171
2023-02-23 09:04:00,117986,41321,46407,0,0,0,7808
2023-02-23 09:08:00,16794,114952,14869,0,0,0,8296
2023-02-23 09:12:00,14832,113318,13432,0,0,0,7565
2023-02-23 09:16:00,17650,107898,14743,0,0,0,7825
2023-02-23 09:20:00,16427,68874,14982,0,0,0,8042
2023-02-23 09:24:00,16645,49594,14391,0,0,0,7910
2023-02-23 09:28:00,15850,110504,14825,0,0,0,8189
2023-02-23 09:32:00,17577,112696,32164,0,0,0,7599
2023-02-23 09:36:00,15651,107692,14550,0,0,0,7766
2023-02-23 09:40:00,16816,49569,15093,0,0,0,7997
2023-02-23 09:44:00,16948,67674,14857,0,0,0,7845
2023-02-23 09:48:00,17363,113709,14744,0,0,0,8189
2023-02-23 09:52:00,15180,114804,14794,0,0,0,7709
2023-02-23 09:56:00,17636,110538,14999,0,0,0,7809
2023-02-23 10:00:00,16191,71790,14457,0,0,0,8197
2023-02-23 10:04:00,226498,40258,142464,0,0,0,7853
2023-02-23 10:08:00,17894,112864,14554,0,0,0,7971
2023-02-23 10:12:00,16069,110377,15063,0,0,0,7913
2023-02-23 10:16:00,17219,105401,31814,0,0,0,7735
2023-02-23 10:20:00,16677,61102,15207,0,0,0,9722
2023-02-23 10:24:00,15828,61801,14643,0,0,0,7939
2023-02-23 10:28:00,17664,115667,14810,0,0,0,7841
2023-02-23 10:32:00,16529,109292,33136,0,0,0,7954
2023-02-23 10:36:00,15633,107965,14660,0,0,0,7704
2023-02-23 10:40:00,16815,62934,14907,0,0,0,8073
2023-02-23 10:44:00,16856,72872,15062,0,0,0,7952
2023-02-23 10:48:00,16705,118674,14813,0,0,0,7978
2023-02-23 10:52:00,15775,114981,14923,0,0,0,7797
2023-02-23 10:56:00,16318,106568,14600,0,0,0,7783
2023-02-23 11:00:00,17982,69954,15112,0,0,0,8021
2023-02-23 11:04:00,122109,48347,50521,0,0,0,7947
2023-02-23 11:08:00,17535,112322,15071,0,0,0,8135
2023-02-23 11:12:00,16749,112932,14566,0,0,0,7757
2023-02-23 11:16:00,16881,110212,15149,0,0,0,7655
2023-02-23 11:20:00,16131,71706,14937,0,0,0,8084
2023-02-23 11:24:00,15537,39442,15017,0,0,0,7927
2023-02-23 11:28:00,17211,114280,14724,0,0,0,8058
2023-02-23 11:32:00,13264,113357,32863,0,0,0,7863
2023-02-23 11:36:00,16901,104342,14865,0,0,0,7839
2023-02-23 11:40:00,15546,25051,14817,0,0,0,8113
2023-02-23 11:44:00,17460,94499,14624,0,0,0,7947
2023-02-23 11:48:00,15968,111193,14940,0,0,0,7847
2023-02-23 11:52:00,16531,114373,14517,0,0,0,7994
2023-02-23 11:56:00,17501,112305,15197,0,0,0,7690
2023-02-23 12:00:00,17152,50848,14582,0,0,0,8123
2023-02-23 12:04:00,649795,60117,447531,0,0,0,8000
2023-02-23 12:08:00,16606,112284,14738,0,0,0,7853
2023-02-23 12:12:00,14895,112975,15021,0,0,0,7991
2023-02-23 12:16:00,12379,104771,33055,0,0,0,7793
2023-02-23 12:20:00,13992,65627,14763,0,0,0,7948
2023-02-23 12:24:00,14456,56261,14946,0,0,0,8014
2023-02-23 12:28:00,14814,111243,14698,0,0,0,7740
2023-02-23 12:32:00,14264,113972,32471,0,0,0,8137
2023-02-23 12:36:00,16009,108993,14560,0,0,0,7681
2023-02-23 12:40:00,15913,73326,15035,0,0,0,8152
2023-02-23 12:44:00,16626,39515,14529,0,0,0,7925
2023-02-23 12:48:00,17232,110854,14865,0,0,0,7912
2023-02-23 12:52:00,14713,116984,14943,0,0,0,7864
2023-02-23 12:56:00,16568,102797,14820,0,0,0,7810
2023-02-23 13:00:00,17796,51307,15184,0,0,0,8059
2023-02-23 13:04:00,120184,69843,51171,0,0,0,7962
2023-02-23 13:08:00,12208,114764,14776,0,0,0,7791
2023-02-23 13:12:00,13826,112558,14936,0,0,0,8025
2023-02-23 13:16:00,14660,104314,14604,0,0,0,7859
2023-02-23 13:20:00,14376,78922,14947,0,0,0,7835
2023-02-23 13:24:00,14093,39053,14903,0,0,0,8135
2023-02-23 13:28:00,14306,113497,14809,0,0,0,7813
2023-02-23 13:32:00,14187,113953,31906,0,0,0,8091
2023-02-23 13:36:00,13875,103015,14691,0,0,0,7690
2023-02-23 13:40:00,14099,43556,14844,0,0,0,8057
2023-02-23 13:44:00,13643,73754,14872,0,0,0,7949
2023-02-23 13:48:00,14713,115309,14732,0,0,0,7888
2023-02-23 13:52:00,14450,111754,14964,0,0,0,7961
2023-02-23 13:56:00,17153,103831,14605,0,0,0,7868
2023-02-23 14:00:00,16941,60177,15127,0,0,0,7861
2023-02-23 14:04:00,234732,60567,147406,0,0,0,8011
2023-02-23 14:08:00,17195,112097,14773,0,0,0,7902
2023-02-23 14:12:00,17171,113140,15071,0,0,0,8053
2023-02-23 14:16:00,15816,108158,31947,0,0,0,7683
2023-02-23 14:20:00,17285,62992,14912,0,0,0,7926
2023-02-23 14:24:00,15780,53991,14869,0,0,0,8075
2023-02-23 14:28:00,16616,110553,14601,0,0,0,7965
2023-02-23 14:32:00,17666,113355,32318,0,0,0,7942
2023-02-23 14:36:00,16001,112123,14907,0,0,0,7775
2023-02-23 14:40:00,16542,57022,15047,0,0,0,7863
2023-02-23 14:44:00,17549,59583,14669,0,0,0,8065
2023-02-23 14:48:00,15655,117288,14597,0,0,0,7877
2023-02-23 14:52:00,16547,119299,15155,0,0,0,7999
2023-02-23 14:56:00,17763,106368,14294,0,0,0,7676
2023-02-23 15:00:00,16385,16596,15092,0,0,0,7688
2023-02-23 15:04:00,101599,98858,50725,0,0,0,8322
2023-02-23 15:08:00,16142,115574,14967,0,0,0,7771
2023-02-23 15:12:00,13315,110488,14656,0,0,0,8076
2023-02-23 15:16:00,16363,107870,14929,0,0,0,7849
2023-02-23 15:20:00,12930,75097,14980,0,0,0,7724
2023-02-23 15:24:00,15248,45032,14965,0,0,0,8258
2023-02-23 15:28:00,14186,111996,14656,0,0,0,7723
2023-02-23 15:32:00,17535,114253,32524,0,0,0,8084
2023-02-23 15:36:00,14906,111620,14638,0,0,0,7736
2023-02-23 15:40:00,16753,15597,15198,0,0,0,7787
2023-02-23 15:44:00,17391,92943,14511,0,0,0,8122
2023-02-23 15:48:00,13717,112766,14935,0,0,0,7682
2023-02-23 15:52:00,16867,112369,14501,0,0,0,8073
2023-02-23 15:56:00,15539,109460,15208,0,0,0,7825
2023-02-23 16:00:00,16869,68578,14514,0,0,0,7763
2023-02-23 16:04:00,261402,48429,144624,14746,0,0,8186
2023-02-23 16:08:00,13848,117594,14901,0,0,0,7715
2023-02-23 16:12:00,14413,113460,14866,16.7,0,0,8012
2023-02-23 16:16:00,13845,113471,31480,0,0,0,7978
2023-02-23 16:20:00,14175,65219,15065,0,0,0,7648
2023-02-23 16:24:00,13989,47584,14887,0,0,0,8263
2023-02-23 16:28:00,14456,116802,14925,0,0,0,7855
2023-02-23 16:32:00,13511,115361,31555,0,0,0,7827
2023-02-23 16:36:00,14362,106057,15193,0,0,0,7878
2023-02-23 16:40:00,14461,69265,14660,0,0,0,7672
2023-02-23 16:44:00,13668,107264,14972,0,0,0,8245
2023-02-23 16:48:00,13920,112423,14560,0,0,0,7970
