".+",".+"
2023-03-11 08:20:00,3.34 MB/s
2023-03-11 08:40:00,2.22 MB/s
2023-03-11 09:00:00,2.16 MB/s
2023-03-11 09:20:00,2.11 MB/s
2023-03-11 09:40:00,2.15 MB/s
2023-03-11 10:00:00,2.05 MB/s
2023-03-11 10:20:00,2.02 MB/s
2023-03-11 10:40:00,2.05 MB/s
2023-03-11 11:00:00,2.03 MB/s
2023-03-11 11:20:00,2.00 MB/s
2023-03-11 11:40:00,2.01 MB/s
2023-03-11 12:00:00,2.02 MB/s
2023-03-11 12:20:00,2.01 MB/s
2023-03-11 12:40:00,2.04 MB/s
2023-03-11 13:00:00,2.00 MB/s
2023-03-11 13:20:00,2.04 MB/s
2023-03-11 13:40:00,2.20 MB/s
2023-03-11 14:00:00,2.37 MB/s
2023-03-11 14:20:00,2.49 MB/s
2023-03-11 14:40:00,2.57 MB/s
2023-03-11 15:00:00,2.45 MB/s
2023-03-11 15:20:00,2.46 MB/s
2023-03-11 15:40:00,2.38 MB/s
2023-03-11 16:00:00,2.59 MB/s
2023-03-11 16:20:00,2.47 MB/s
2023-03-11 16:40:00,2.39 MB/s
2023-03-11 17:00:00,2.51 MB/s
2023-03-11 17:20:00,2.49 MB/s
2023-03-11 17:40:00,2.48 MB/s
2023-03-11 18:00:00,2.62 MB/s
2023-03-11 18:20:00,2.44 MB/s
2023-03-11 18:40:00,2.48 MB/s
2023-03-11 19:00:00,2.50 MB/s
2023-03-11 19:20:00,2.54 MB/s
2023-03-11 19:40:00,2.56 MB/s
2023-03-11 20:00:00,2.46 MB/s
2023-03-11 20:20:00,2.42 MB/s
2023-03-11 20:40:00,2.46 MB/s
2023-03-11 21:00:00,2.27 MB/s
2023-03-11 21:20:00,2.14 MB/s
2023-03-11 21:40:00,2.08 MB/s
2023-03-11 22:00:00,2.02 MB/s
2023-03-11 22:20:00,2.05 MB/s
2023-03-11 22:40:00,2.04 MB/s
2023-03-11 23:00:00,2.19 MB/s
2023-03-11 23:20:00,2.08 MB/s
2023-03-11 23:40:00,2.08 MB/s
2023-03-12 00:00:00,2.06 MB/s
2023-03-12 00:20:00,2.16 MB/s
2023-03-12 00:40:00,2.00 MB/s
2023-03-12 01:00:00,2.05 MB/s
2023-03-12 01:20:00,2.00 MB/s
2023-03-12 01:40:00,2.02 MB/s
2023-03-12 02:00:00,2.17 MB/s
2023-03-12 02:20:00,2.00 MB/s
2023-03-12 02:40:00,2.03 MB/s
2023-03-12 03:00:00,2.05 MB/s
2023-03-12 03:20:00,2.06 MB/s
2023-03-12 03:40:00,2.01 MB/s
2023-03-12 04:00:00,2.01 MB/s
2023-03-12 04:20:00,2.10 MB/s
2023-03-12 04:40:00,2.07 MB/s
2023-03-12 05:00:00,2.44 MB/s
2023-03-12 05:20:00,2.38 MB/s
2023-03-12 05:40:00,2.62 MB/s
2023-03-12 06:00:00,2.50 MB/s
2023-03-12 06:20:00,2.43 MB/s
2023-03-12 06:40:00,2.59 MB/s
2023-03-12 07:00:00,2.48 MB/s
2023-03-12 07:20:00,2.43 MB/s
2023-03-12 07:40:00,2.49 MB/s
2023-03-12 08:00:00,2.47 MB/s
2023-03-12 08:20:00,2.59 MB/s
2023-03-12 08:40:00,2.48 MB/s
2023-03-12 09:00:00,2.57 MB/s
2023-03-12 09:20:00,2.47 MB/s
2023-03-12 09:40:00,2.44 MB/s
2023-03-12 10:00:00,2.50 MB/s
2023-03-12 10:20:00,2.57 MB/s
2023-03-12 10:40:00,2.48 MB/s
2023-03-12 11:00:00,2.48 MB/s
2023-03-12 11:20:00,2.44 MB/s
2023-03-12 11:40:00,2.50 MB/s
2023-03-12 12:00:00,2.43 MB/s
2023-03-12 12:20:00,2.35 MB/s
2023-03-12 12:40:00,2.27 MB/s
2023-03-12 13:00:00,2.14 MB/s
2023-03-12 13:20:00,2.13 MB/s
2023-03-12 13:40:00,2.16 MB/s
2023-03-12 14:00:00,2.10 MB/s
2023-03-12 14:20:00,2.00 MB/s

