"Time","DELETE /v1/endpoint","DELETE /v1/endpoint","DELETE /v1/endpoint","GET /v1/cluster","GET /v1/cluster","GET /v1/cluster","GET /v1/config","GET /v1/config","GET /v1/config","GET /v1/healthz","GET /v1/healthz","GET /v1/healthz","POST /v1/ipam","POST /v1/ipam","POST /v1/ipam","PUT /v1/endpoint","PUT /v1/endpoint","PUT /v1/endpoint"
2023-03-23 03:00:00,,,,0.000104,0.0000334,0.0000791,,,,0.00111,0.000885,0.000539,,,,,,
2023-03-23 03:02:00,,,,0.0000352,0.0000442,0.000114,,,,0.000827,0.000772,0.000540,,,,,,
2023-03-23 03:04:00,,,,0.0000738,0.0000286,0.0000907,,,,0.00116,0.000963,0.00115,,,,,,
2023-03-23 03:06:00,,,,0.0000763,0.0000313,0.0000272,,,,0.000979,0.000777,0.000888,,,,,,
2023-03-23 03:08:00,,,,0.0000526,0.0000330,0.0000982,,,,0.000795,0.000848,0.00113,,,,,,
2023-03-23 03:10:00,,,,0.000101,0.0000343,0.0000502,,,,0.000603,0.000931,0.000889,,,,,,
2023-03-23 03:12:00,,,,0.0000308,0.0000334,0.0000701,,,,0.000710,0.000766,0.000871,,,,,,
2023-03-23 03:14:00,,,,0.0000776,0.0000492,0.000123,,,,0.000786,0.000868,0.000907,,,,,,
2023-03-23 03:16:00,,,,0.0000800,0.0000278,0.0000744,,,,0.000855,0.000909,0.000802,,,,,,
2023-03-23 03:18:00,,,,0.0000499,0.0000368,0.0000776,,,,0.00147,0.00108,0.000873,,,,,,
2023-03-23 03:20:00,,,,0.0000345,0.0000293,0.0000272,,,,0.000668,0.000490,0.000849,,,,,,
2023-03-23 03:22:00,,,,0.0000262,0.0000285,0.0000285,,,,0.000878,0.000811,0.00101,,,,,,
2023-03-23 03:24:00,,,,0.0000820,0.0000230,0.000108,,,,0.000920,0.000778,0.00110,,,,,,
2023-03-23 03:26:00,,,,0.0000327,0.0000456,0.0000743,,,,0.000825,0.000624,0.000629,,,,,,
2023-03-23 03:28:00,,,,0.0000783,0.0000371,0.0000529,,,,0.00122,0.00119,0.00132,,,,,,
2023-03-23 03:30:00,,,,0.0000752,0.0000319,0.0000299,,,,0.000689,0.000729,0.000756,,,,,,
2023-03-23 03:32:00,,,,0.000106,0.0000411,0.0000830,,,,0.000809,0.000822,0.000950,,,,,,
2023-03-23 03:34:00,,,,0.000148,0.0000295,0.0000942,,,,0.000984,0.000997,0.00102,,,,,,
2023-03-23 03:36:00,,,,0.0000252,0.0000316,0.0000772,,,,0.000543,0.000741,0.000925,,,,,,
2023-03-23 03:38:00,,,,0.0000376,0.0000307,0.0000795,,,,0.000766,0.000696,0.00120,,,,,,
2023-03-23 03:40:00,,,,0.0000898,0.0000354,0.0000357,,,,0.000901,0.000644,0.000822,,,,,,
2023-03-23 03:42:00,,,,0.0000902,0.0000310,0.0000485,,,,0.000929,0.00101,0.000953,,,,,,
2023-03-23 03:44:00,,,,0.000102,0.0000355,0.0000804,,,,0.000795,0.000761,0.000917,,,,,,
2023-03-23 03:46:00,,,,0.0000359,0.0000297,0.0000808,,,,0.000621,0.000711,0.000908,,,,,,
2023-03-23 03:48:00,,,,0.0000833,0.0000269,0.0000332,,,,0.000850,0.00109,0.000720,,,,,,
2023-03-23 03:50:00,,,,0.0000378,0.0000386,0.0000963,,,,0.000706,0.000695,0.000754,,,,,,
2023-03-23 03:52:00,,,,0.0000334,0.0000358,0.0000687,,,,0.00104,0.00108,0.00114,,,,,,
2023-03-23 03:54:00,,,,0.000108,0.0000309,0.0000320,,,,0.000811,0.000837,0.000829,,,,,,
2023-03-23 03:56:00,,,,0.0000466,0.0000277,0.0000941,,,,0.000817,0.000831,0.00111,,,,,,
2023-03-23 03:58:00,,,,0.0000599,0.0000347,0.0000352,,,,0.000971,0.00109,0.00105,,,,,,
2023-03-23 04:00:00,,,,0.0000300,0.0000334,0.000102,,,,0.000850,0.000584,0.000864,,,,,,
2023-03-23 04:02:00,,,,0.0000706,0.0000459,0.0000298,,,,0.000678,0.000855,0.000976,,,,,,
2023-03-23 04:04:00,,,,0.0000944,0.0000290,0.0000296,,,,0.000731,0.000638,0.000687,,,,,,
2023-03-23 04:06:00,,,,0.0000317,0.0000296,0.000114,,,,0.000676,0.000726,0.00112,,,,,,
2023-03-23 04:08:00,,,,0.0000999,0.0000352,0.0000294,,,,0.000592,0.000474,0.000884,,,,,,
2023-03-23 04:10:00,,,,0.0000308,0.0000349,0.0000899,,,,0.000889,0.000728,0.000678,,,,,,
2023-03-23 04:12:00,,,,0.000149,0.0000327,0.000127,,,,0.00110,0.000893,0.000981,,,,,,
2023-03-23 04:14:00,,,,0.0000351,0.0000264,0.0000288,,,,0.000752,0.000799,0.000825,,,,,,
2023-03-23 04:16:00,,,,0.0000570,0.0000284,0.0000751,,,,0.00101,0.000932,0.00118,,,,,,
2023-03-23 04:18:00,,,,0.000132,0.0000279,0.0000277,,,,0.000921,0.000775,0.000874,,,,,,
2023-03-23 04:20:00,,,,0.0000902,0.0000415,0.0000266,,,,0.000750,0.000772,0.00145,,,,,,
2023-03-23 04:22:00,,,,0.000140,0.0000477,0.0000737,,,,0.000711,0.000640,0.00110,,,,,,
2023-03-23 04:24:00,,,,0.0000362,0.0000291,0.0000266,,,,0.000880,0.000737,0.000804,,,,,,
2023-03-23 04:26:00,,,,0.0000405,0.0000324,0.0000279,,,,0.00105,0.000985,0.000969,,,,,,
2023-03-23 04:28:00,,,,0.0000539,0.0000294,0.0000367,,,,0.000765,0.000663,0.000817,,,,,,
2023-03-23 04:30:00,,,,0.000144,0.0000363,0.0000376,,,,0.00101,0.00110,0.000856,,,,,,
2023-03-23 04:32:00,,,,0.0000896,0.0000302,0.000103,,,,0.000772,0.000833,0.000740,,,,,,
2023-03-23 04:34:00,,,,0.0000320,0.0000322,0.0000800,,,,0.000901,0.000646,0.000988,,,,,,
2023-03-23 04:36:00,,,,0.0000764,0.0000339,0.0000940,,,,0.000914,0.000976,0.000571,,,,,,
2023-03-23 04:38:00,,,,0.0000308,0.0000276,0.0000263,,,,0.000557,0.000706,0.000763,,,,,,
2023-03-23 04:40:00,,,,0.0000823,0.0000432,0.0000747,,,,0.000941,0.000966,0.000763,,,,,,
2023-03-23 04:42:00,,,,0.0000283,0.0000282,0.0000273,,,,0.000480,0.000427,0.000398,,,,,,
2023-03-23 04:44:00,,,,0.0000319,0.0000298,0.0000276,,,,0.000394,0.000484,0.000567,,,,,,
2023-03-23 04:46:00,,,,0.0000358,0.0000290,0.0000308,,,,0.000386,0.000350,0.000442,,,,,,
2023-03-23 04:48:00,,,,0.0000287,0.0000426,0.0000652,,,,0.000376,0.000336,0.000424,,,,,,
2023-03-23 04:50:00,,,,0.0000290,0.0000300,0.0000513,,,,0.000481,0.000421,0.000435,,,,,,
2023-03-23 04:52:00,,,,0.0000409,0.0000321,0.0000280,,,,0.000429,0.000509,0.000610,,,,,,
2023-03-23 04:54:00,,,,0.0000316,0.0000297,0.0000383,,,,0.000616,0.000875,0.000786,,,,,,
2023-03-23 04:56:00,,,,0.0000316,0.0000623,0.0000274,,,,0.000459,0.000386,0.000443,,,,,,
2023-03-23 04:58:00,,,,0.0000365,0.0000301,0.0000276,,,,0.000405,0.000336,0.000356,,,,,,
2023-03-23 05:00:00,,,,0.0000265,0.0000364,0.0000350,,,,0.000473,0.000399,0.000379,,,,,,
2023-03-23 05:02:00,,,,0.0000333,0.0000422,0.0000307,,,,0.000542,0.000486,0.000411,,,,,,
2023-03-23 05:04:00,,,,0.0000363,0.0000296,0.0000293,,,,0.000538,0.000440,0.000451,,,,,,
2023-03-23 05:06:00,,,,0.0000293,0.0000402,0.0000312,,,,0.000569,0.000358,0.000427,,,,,,
2023-03-23 05:08:00,,,,0.0000401,0.0000332,0.0000286,,,,0.000452,0.000370,0.000378,,,,,,
2023-03-23 05:10:00,,,,0.0000299,0.0000321,0.0000323,,,,0.000415,0.000377,0.000589,,,,,,
2023-03-23 05:12:00,,,,0.0000299,0.0000307,0.0000387,,,,0.000450,0.000383,0.000401,,,,,,
2023-03-23 05:14:00,,,,0.0000401,0.0000356,0.0000539,,,,0.000494,0.000368,0.000447,,,,,,
2023-03-23 05:16:00,,,,0.0000319,0.0000382,0.0000351,,,,0.000429,0.000494,0.000493,,,,,,
2023-03-23 05:18:00,,,,0.0000303,0.0000377,0.0000288,,,,0.000377,0.000336,0.000405,,,,,,
2023-03-23 05:20:00,,,,0.0000310,0.0000297,0.0000353,,,,0.000408,0.000405,0.000364,,,,,,
2023-03-23 05:22:00,,,,0.0000279,0.0000328,0.0000298,,,,0.000381,0.000349,0.000420,,,,,,
