"Time","failure","success","failure","success","failure","success"
2023-03-23 03:00:00,,0.0000753,,0.0000838,,0.0000755
2023-03-23 03:02:00,,0.0000669,,0.0000578,,0.0000607
2023-03-23 03:04:00,,0.0000776,,0.0000715,,0.000101
2023-03-23 03:06:00,,0.0000859,,0.0000731,,0.0000842
2023-03-23 03:08:00,,0.0000654,,0.000104,,0.0000741
2023-03-23 03:10:00,,0.000102,,0.0000935,,0.0000685
2023-03-23 03:12:00,,0.0000760,,0.0000991,,0.0000945
2023-03-23 03:14:00,,0.0000768,,0.000139,,0.000122
2023-03-23 03:16:00,,0.0000946,,0.0000757,,0.0000763
2023-03-23 03:18:00,,0.0000748,,0.0000775,,0.0000751
2023-03-23 03:20:00,,0.0000637,,0.0000565,,0.0000633
2023-03-23 03:22:00,,0.0000680,,0.0000989,,0.0000703
2023-03-23 03:24:00,,0.000108,,0.0000796,,0.0000758
2023-03-23 03:26:00,,0.0000666,,0.0000670,,0.0000858
2023-03-23 03:28:00,,0.0000843,,0.000111,,0.0000892
2023-03-23 03:30:00,,0.0000677,,0.0000701,,0.0000802
2023-03-23 03:32:00,,0.0000717,,0.000113,,0.0000816
2023-03-23 03:34:00,,0.0000614,,0.0000675,,0.0000727
2023-03-23 03:36:00,,0.0000776,,0.0000704,,0.0000890
2023-03-23 03:38:00,,0.0000813,,0.0000770,,0.000107
2023-03-23 03:40:00,,0.0000652,,0.0000870,,0.0000688
2023-03-23 03:42:00,,0.0000858,,0.0000919,,0.0000737
2023-03-23 03:44:00,,0.0000638,,0.0000693,,0.0000636
2023-03-23 03:46:00,,0.0000653,,0.0000954,,0.0000662
2023-03-23 03:48:00,,0.000102,,0.0000864,,0.0000957
2023-03-23 03:50:00,,0.0000697,,0.0000803,,0.000124
2023-03-23 03:52:00,,0.0000796,,0.0000728,,0.0000919
2023-03-23 03:54:00,,0.0000701,,0.0000601,,0.0000605
2023-03-23 03:56:00,,0.0000740,,0.0000668,,0.0000984
2023-03-23 03:58:00,,0.0000914,,0.0000912,,0.0000883
2023-03-23 04:00:00,,0.0000812,,0.0000982,,0.0000676
2023-03-23 04:02:00,,0.0000815,,0.0000751,,0.0000745
2023-03-23 04:04:00,,0.0000673,,0.0000652,,0.0000804
2023-03-23 04:06:00,,0.0000581,,0.0000649,,0.0000933
2023-03-23 04:08:00,,0.0000627,,0.0000911,,0.0000683
2023-03-23 04:10:00,,0.0000802,,0.0000731,,0.0000738
2023-03-23 04:12:00,,0.0000831,,0.0000869,,0.0000828
2023-03-23 04:14:00,,0.0000625,,0.0000555,,0.0000838
2023-03-23 04:16:00,,0.0000800,,0.0000692,,0.0000783
2023-03-23 04:18:00,,0.0000642,,0.0000910,,0.0000623
2023-03-23 04:20:00,,0.0000635,,0.0000619,,0.000117
2023-03-23 04:22:00,,0.0000777,,0.0000719,,0.0000794
2023-03-23 04:24:00,,0.0000909,,0.0000660,,0.0000632
2023-03-23 04:26:00,,0.0000766,,0.0000717,,0.0000785
2023-03-23 04:28:00,,0.0000754,,0.0000618,,0.000118
2023-03-23 04:30:00,,0.0000703,,0.000107,,0.0000844
