"Time","min","avg","max","deleted","deleted max"
2023-03-23 03:00:00,113,5585,10030,2849,8548
2023-03-23 03:02:00,113,5585,10030,2849,8548
2023-03-23 03:04:00,113,5585,10030,2849,8548
2023-03-23 03:06:00,113,5585,10030,2849,8548
2023-03-23 03:08:00,113,5585,10030,2849,8548
2023-03-23 03:10:00,113,5585,10030,2849,8548
2023-03-23 03:12:00,113,5585,10030,2849,8548
2023-03-23 03:14:00,113,5585,10030,2849,8548
2023-03-23 03:16:00,113,5585,10030,2849,8548
2023-03-23 03:18:00,94,3412,10030,6318,10407
2023-03-23 03:20:00,94,3412,10030,6318,10407
2023-03-23 03:22:00,94,3412,10030,6318,10407
2023-03-23 03:24:00,94,3412,10030,6318,10407
2023-03-23 03:26:00,94,3412,10030,6318,10407
2023-03-23 03:28:00,94,3412,10030,6318,10407
2023-03-23 03:30:00,94,3412,10030,6318,10407
2023-03-23 03:32:00,94,3412,10030,6318,10407
2023-03-23 03:34:00,94,3412,10030,6318,10407
2023-03-23 03:36:00,94,3414,10030,6653,10407
2023-03-23 03:38:00,94,3414,10030,6653,10407
2023-03-23 03:40:00,94,3414,10030,6653,10407
2023-03-23 03:42:00,94,3414,10030,6653,10407
2023-03-23 03:44:00,94,3414,10030,6653,10407
2023-03-23 03:46:00,94,3414,10030,6653,10407
2023-03-23 03:48:00,94,2698,7883,10696,12128
2023-03-23 03:50:00,94,2698,7883,10696,12128
2023-03-23 03:52:00,94,2698,7883,10696,12128
2023-03-23 03:54:00,94,2698,7883,10696,12128
2023-03-23 03:56:00,94,2698,7883,10696,12128
2023-03-23 03:58:00,94,2698,7883,10696,12128
2023-03-23 04:00:00,94,2698,7883,10696,12128
2023-03-23 04:02:00,94,2698,7883,10696,12128
2023-03-23 04:04:00,94,2698,7883,10696,12128
2023-03-23 04:06:00,94,2698,7883,10696,12128
2023-03-23 04:08:00,94,2698,7883,10696,12128
2023-03-23 04:10:00,94,2698,7883,10696,12128
2023-03-23 04:12:00,94,2698,7883,10696,12128
2023-03-23 04:14:00,94,2736,7883,10860,12128
2023-03-23 04:16:00,115,2743,7883,10843,12128
2023-03-23 04:18:00,115,2743,7883,10843,12128
2023-03-23 04:20:00,115,2743,7883,10843,12128
2023-03-23 04:22:00,115,2743,7883,10843,12128
2023-03-23 04:24:00,115,2743,7883,10843,12128
2023-03-23 04:26:00,115,2743,7883,10843,12128
2023-03-23 04:28:00,115,2743,7883,10843,12128
2023-03-23 04:30:00,115,2743,7883,10843,12128
2023-03-23 04:32:00,115,2743,7883,10843,12128
2023-03-23 04:34:00,115,2743,7883,10843,12128
2023-03-23 04:36:00,115,2743,7883,10843,12128
2023-03-23 04:38:00,115,2743,7883,10843,12128
2023-03-23 04:40:00,115,2743,7883,10843,12128
2023-03-23 04:42:00,115,2743,7883,10843,12128
2023-03-23 04:44:00,115,2743,7883,10843,12128
2023-03-23 04:46:00,115,2743,7883,10843,12128
2023-03-23 04:48:00,115,2743,7883,10843,12128
2023-03-23 04:50:00,115,2743,7883,10843,12128
2023-03-23 04:52:00,115,2704,7883,10819,12128
2023-03-23 04:54:00,115,2704,7883,10819,12128
2023-03-23 04:56:00,115,2704,7883,10819,12128
2023-03-23 04:58:00,115,2704,7883,10819,12128
2023-03-23 05:00:00,115,2704,7883,10819,12128
2023-03-23 05:02:00,115,2704,7883,10819,12128
2023-03-23 05:04:00,115,2704,7883,10819,12128
2023-03-23 05:06:00,115,2704,7883,10819,12128
2023-03-23 05:08:00,115,2704,7883,10819,12128
2023-03-23 05:10:00,115,2704,7883,10819,12128
2023-03-23 05:12:00,96,2929,8576,11172,13182
2023-03-23 05:14:00,96,2929,8576,11172,13182
2023-03-23 05:16:00,96,2929,8576,11172,13182
2023-03-23 05:18:00,96,2929,8576,11172,13182
2023-03-23 05:20:00,96,2929,8576,11172,13182
2023-03-23 05:22:00,96,2929,8576,11172,13182
2023-03-23 05:24:00,96,2929,8576,11172,13182
2023-03-23 05:26:00,96,2929,8576,11172,13182
2023-03-23 05:28:00,96,2929,8576,11172,13182
2023-03-23 05:30:00,96,2929,8576,11047,13182
2023-03-23 05:32:00,96,2929,8576,11047,13182
2023-03-23 05:34:00,96,2929,8576,11047,13182
2023-03-23 05:36:00,96,2929,8576,11047,13182
2023-03-23 05:38:00,96,2929,8576,11047,13182
2023-03-23 05:40:00,96,2929,8576,11047,13182
2023-03-23 05:42:00,96,2929,8576,11047,13182
2023-03-23 05:44:00,96,2929,8576,11047,13182
2023-03-23 05:46:00,96,2929,8576,11047,13182
2023-03-23 05:48:00,96,2929,8576,11047,13182
2023-03-23 05:50:00,96,2929,8576,11047,13182
2023-03-23 05:52:00,96,2929,8576,11047,13182
2023-03-23 05:54:00,96,2929,8576,11047,13182
2023-03-23 05:56:00,96,2929,8576,11047,13182
2023-03-23 05:58:00,96,2929,8576,11047,13182
2023-03-23 06:00:00,96,2929,8576,11047,13182
2023-03-23 06:02:00,96,2929,8576,11047,13182
2023-03-23 06:04:00,96,2929,8576,11047,13182
2023-03-23 06:06:00,96,2929,8576,11047,13182
2023-03-23 06:08:00,96,2931,8576,11040,13182
2023-03-23 06:10:00,96,2931,8576,11049,13182
2023-03-23 06:12:00,96,2931,8576,11049,13182
2023-03-23 06:14:00,96,2931,8576,11049,13182
2023-03-23 06:16:00,96,2931,8576,11049,13182
2023-03-23 06:18:00,96,2931,8576,11049,13182
2023-03-23 06:20:00,96,2931,8576,11049,13182
2023-03-23 06:22:00,96,2931,8576,11049,13182
2023-03-23 06:24:00,96,2931,8576,11049,13182
2023-03-23 06:26:00,96,2931,8576,11049,13182
2023-03-23 06:28:00,96,2931,8576,11049,13182
2023-03-23 06:30:00,96,2931,8576,11049,13182
2023-03-23 06:32:00,96,2931,8576,11049,13182
2023-03-23 06:34:00,96,2931,8576,11049,13182
2023-03-23 06:36:00,96,2931,8576,11049,13182
2023-03-23 06:38:00,96,2673,7803,10968,12940
2023-03-23 06:40:00,96,2673,7803,10968,12940
2023-03-23 06:42:00,96,2673,7803,10968,12940
2023-03-23 06:44:00,96,2673,7803,10968,12940
2023-03-23 06:46:00,96,2673,7803,10848,12940
2023-03-23 06:48:00,96,2673,7803,10848,12940
2023-03-23 06:50:00,96,2673,7803,10848,12940
2023-03-23 06:52:00,96,2673,7803,10848,12940
2023-03-23 06:54:00,96,2673,7803,10848,12940
2023-03-23 06:56:00,96,2673,7803,10848,12940
2023-03-23 06:58:00,96,2673,7803,10848,12940
2023-03-23 07:00:00,96,2673,7803,10848,12940
2023-03-23 07:02:00,96,2673,7803,10848,12940
2023-03-23 07:04:00,96,2673,7803,10848,12940
2023-03-23 07:06:00,100,2674,7803,10844,12940
2023-03-23 07:08:00,100,2674,7803,10844,12940
2023-03-23 07:10:00,100,2674,7803,10844,12940
2023-03-23 07:12:00,100,2674,7803,10844,12940
2023-03-23 07:14:00,100,2674,7803,10844,12940
2023-03-23 07:16:00,100,2674,7803,10844,12940
2023-03-23 07:18:00,100,2674,7803,10844,12940
2023-03-23 07:20:00,100,2674,7803,10844,12940
2023-03-23 07:22:00,100,2674,7803,10844,12940
2023-03-23 07:24:00,100,2673,7803,10946,12940
2023-03-23 07:26:00,100,2673,7803,10946,12940
2023-03-23 07:28:00,100,2673,7803,10946,12940
2023-03-23 07:30:00,100,2673,7803,10946,12940
2023-03-23 07:32:00,100,2673,7803,10946,12940
2023-03-23 07:34:00,100,2673,7803,10946,12940
2023-03-23 07:36:00,100,2673,7803,10946,12940
2023-03-23 07:38:00,100,2673,7803,10946,12940
2023-03-23 07:40:00,100,2673,7803,10946,12940
2023-03-23 07:42:00,100,2673,7803,10946,12940
2023-03-23 07:44:00,100,2673,7803,10946,12940
2023-03-23 07:46:00,100,2673,7803,10946,12940
2023-03-23 07:48:00,100,2673,7803,10946,12940
2023-03-23 07:50:00,100,2673,7803,10946,12940
2023-03-23 07:52:00,100,2673,7803,10946,12940
2023-03-23 07:54:00,100,2673,7803,10946,12940
2023-03-23 07:56:00,100,2673,7803,10946,12940
2023-03-23 07:58:00,100,2673,7803,10946,12940
2023-03-23 08:00:00,100,2673,7803,10946,12940
2023-03-23 08:02:00,100,2673,7803,10965,12940
2023-03-23 08:04:00,96,2714,7929,10877,12705
2023-03-23 08:06:00,96,2714,7929,10877,12705
2023-03-23 08:08:00,96,2714,7929,10877,12705
2023-03-23 08:10:00,96,2714,7929,10877,12705
2023-03-23 08:12:00,96,2714,7929,10877,12705
2023-03-23 08:14:00,96,2714,7929,10877,12705
2023-03-23 08:16:00,96,2714,7929,10877,12705
2023-03-23 08:18:00,96,2714,7929,10877,12705
2023-03-23 08:20:00,96,2714,7929,10877,12705
2023-03-23 08:22:00,96,2714,7929,10877,12705
2023-03-23 08:24:00,96,2714,7929,10877,12705
2023-03-23 08:26:00,96,2714,7929,10877,12705
2023-03-23 08:28:00,96,2714,7929,10877,12705
2023-03-23 08:30:00,96,2714,7929,10877,12705
2023-03-23 08:32:00,96,2714,7929,10877,12705
2023-03-23 08:34:00,96,2714,7929,10877,12705
2023-03-23 08:36:00,96,2714,7929,10877,12705
2023-03-23 08:38:00,96,2714,7929,10877,12705
2023-03-23 08:40:00,96,2714,7929,10763,12705
2023-03-23 08:42:00,96,2714,7929,10763,12705
2023-03-23 08:44:00,96,2714,7929,10763,12705
2023-03-23 08:46:00,96,2714,7929,10763,12705
2023-03-23 08:48:00,96,2714,7929,10763,12705
2023-03-23 08:50:00,96,2714,7929,10763,12705
2023-03-23 08:52:00,96,2714,7929,10763,12705
2023-03-23 08:54:00,96,2714,7929,10763,12705
2023-03-23 08:56:00,96,2714,7929,10763,12705
2023-03-23 08:58:00,96,2714,7929,10763,12705
2023-03-23 09:00:00,97,2715,7929,10762,12705
2023-03-23 09:02:00,97,2715,7929,10762,12705
2023-03-23 09:04:00,97,2715,7929,10762,12705
2023-03-23 09:06:00,97,2715,7929,10762,12705
2023-03-23 09:08:00,97,2715,7929,10762,12705
2023-03-23 09:10:00,97,2715,7929,10762,12705
2023-03-23 09:12:00,97,2715,7929,10762,12705
2023-03-23 09:14:00,97,2715,7929,10762,12705
2023-03-23 09:16:00,97,2715,7929,10762,12705
2023-03-23 09:18:00,97,2715,7929,10881,12705
2023-03-23 09:20:00,97,2715,7929,10881,12705
2023-03-23 09:22:00,97,2715,7929,10881,12705
2023-03-23 09:24:00,97,2715,7929,10881,12705
2023-03-23 09:26:00,97,2715,7929,10881,12705
2023-03-23 09:28:00,97,2715,7929,10881,12705
2023-03-23 09:30:00,97,2776,8111,10672,12079
2023-03-23 09:32:00,97,2776,8111,10672,12079
2023-03-23 09:34:00,97,2776,8111,10672,12079
2023-03-23 09:36:00,97,2776,8111,10672,12079
2023-03-23 09:38:00,97,2776,8111,10672,12079
2023-03-23 09:40:00,97,2776,8111,10672,12079
2023-03-23 09:42:00,97,2776,8111,10672,12079
2023-03-23 09:44:00,97,2776,8111,10672,12079
2023-03-23 09:46:00,97,2776,8111,10672,12079
2023-03-23 09:48:00,97,2776,8111,10672,12079
2023-03-23 09:50:00,97,2776,8111,10672,12079
2023-03-23 09:52:00,97,2776,8111,10672,12079
2023-03-23 09:54:00,97,2776,8111,10672,12079
2023-03-23 09:56:00,97,2776,8111,10656,12079
2023-03-23 09:58:00,99,2776,8111,10671,12079
2023-03-23 10:00:00,99,2776,8111,10671,12079
2023-03-23 10:02:00,99,2776,8111,10671,12079
2023-03-23 10:04:00,99,2776,8111,10671,12079
2023-03-23 10:06:00,99,2776,8111,10671,12079
2023-03-23 10:08:00,99,2776,8111,10671,12079
2023-03-23 10:10:00,99,2776,8111,10671,12079
2023-03-23 10:12:00,99,2776,8111,10671,12079
2023-03-23 10:14:00,99,2776,8111,10671,12079
2023-03-23 10:16:00,99,2776,8111,10671,12079
2023-03-23 10:18:00,99,2776,8111,10671,12079
2023-03-23 10:20:00,99,2776,8111,10671,12079
2023-03-23 10:22:00,99,2776,8111,10671,12079
2023-03-23 10:24:00,99,2776,8111,10671,12079
2023-03-23 10:26:00,99,2776,8111,10671,12079
2023-03-23 10:28:00,99,2776,8111,10671,12079
2023-03-23 10:30:00,99,2776,8111,10671,12079
2023-03-23 10:32:00,99,2776,8111,10671,12079
2023-03-23 10:34:00,99,2776,8111,10679,12079
2023-03-23 10:36:00,99,2776,8111,10679,12079
2023-03-23 10:38:00,99,2776,8111,10679,12079
2023-03-23 10:40:00,99,2776,8111,10679,12079
2023-03-23 10:42:00,99,2776,8111,10679,12079
2023-03-23 10:44:00,99,2776,8111,10679,12079
2023-03-23 10:46:00,99,2776,8111,10679,12079
2023-03-23 10:48:00,99,2776,8111,10679,12079
2023-03-23 10:50:00,99,2776,8111,10679,12079
2023-03-23 10:52:00,99,2776,8111,10679,12079
2023-03-23 10:54:00,97,2685,7841,10979,12999
2023-03-23 10:56:00,97,2685,7841,10979,12999
2023-03-23 10:58:00,97,2685,7841,10979,12999
2023-03-23 11:00:00,97,2685,7841,10979,12999
2023-03-23 11:02:00,97,2685,7841,10979,12999
2023-03-23 11:04:00,97,2685,7841,10979,12999
2023-03-23 11:06:00,97,2685,7841,10979,12999
2023-03-23 11:08:00,97,2685,7841,10979,12999
2023-03-23 11:10:00,97,2685,7841,10979,12999
