"Time","all nodes","min/node","avg/node","max/node"
2023-03-24 01:00:00,342,113,114,115
2023-03-24 01:02:00,340,109,113,116
2023-03-24 01:04:00,347,109,116,121
2023-03-24 01:06:00,347,115,116,116
2023-03-24 01:08:00,345,112,115,119
2023-03-24 01:10:00,337,109,112,114
2023-03-24 01:12:00,348,115,116,117
2023-03-24 01:14:00,341,110,114,117
2023-03-24 01:16:00,341,109,114,116
2023-03-24 01:18:00,349,114,116,119
2023-03-24 01:20:00,341,109,114,119
2023-03-24 01:22:00,343,111,114,116
2023-03-24 01:24:00,346,110,115,120
2023-03-24 01:26:00,346,114,115,116
2023-03-24 01:28:00,337,109,112,116
2023-03-24 01:30:00,345,114,115,116
2023-03-24 01:32:00,345,113,115,116
2023-03-24 01:34:00,352,115,117,119
2023-03-24 01:36:00,338,111,113,114
2023-03-24 01:38:00,344,109,115,119
2023-03-24 01:40:00,341,109,114,116
2023-03-24 01:42:00,348,111,116,121
2023-03-24 01:44:00,344,114,115,116
2023-03-24 01:46:00,342,112,114,116
2023-03-24 01:48:00,344,109,115,119
2023-03-24 01:50:00,341,109,114,116
2023-03-24 01:52:00,352,116,117,120
2023-03-24 01:54:00,339,107,113,117
2023-03-24 01:56:00,331,108,110,114
2023-03-24 01:58:00,344,113,115,116
2023-03-24 02:00:00,351,116,117,119
2023-03-24 02:02:00,346,111,115,119
2023-03-24 02:04:00,345,113,115,116
2023-03-24 02:06:00,348,116,116,116
2023-03-24 02:08:00,349,113,116,120
2023-03-24 02:10:00,346,111,115,119
2023-03-24 02:12:00,347,114,116,117
2023-03-24 02:14:00,345,113,115,116
2023-03-24 02:16:00,346,108,115,121
2023-03-24 02:18:00,348,116,116,116
2023-03-24 02:20:00,346,111,115,119
2023-03-24 02:22:00,343,108,114,119
2023-03-24 02:24:00,343,108,114,119
2023-03-24 02:26:00,350,113,117,121
2023-03-24 02:28:00,340,108,113,116
2023-03-24 02:30:00,346,113,115,119
2023-03-24 02:32:00,340,111,113,116
2023-03-24 02:34:00,341,107,114,119
2023-03-24 02:36:00,341,109,114,116
2023-03-24 02:38:00,345,108,115,119
2023-03-24 02:40:00,349,116,116,117
2023-03-24 02:42:00,338,109,113,115
2023-03-24 02:44:00,340,111,113,116
2023-03-24 02:46:00,348,113,116,119
2023-03-24 02:48:00,345,110,115,119
2023-03-24 02:50:00,339,107,113,116
2023-03-24 02:52:00,339,112,113,114
2023-03-24 02:54:00,338,108,113,116
2023-03-24 02:56:00,345,114,115,116
2023-03-24 02:58:00,345,114,115,116
2023-03-24 03:00:00,339,112,113,114
2023-03-24 03:02:00,348,113,116,119
2023-03-24 03:04:00,342,110,114,116
2023-03-24 03:06:00,345,113,115,116
2023-03-24 03:08:00,336,109,112,116
2023-03-24 03:10:00,348,116,116,116
2023-03-24 03:12:00,347,115,116,116
2023-03-24 03:14:00,343,111,114,116
2023-03-24 03:16:00,348,116,116,116
2023-03-24 03:18:00,338,109,113,116
2023-03-24 03:20:00,339,109,113,116
2023-03-24 03:22:00,350,115,117,119
2023-03-24 03:24:00,346,114,115,116
2023-03-24 03:26:00,343,109,114,119
2023-03-24 03:28:00,334,109,111,114
2023-03-24 03:30:00,343,113,114,116
2023-03-24 03:32:00,342,112,114,116
2023-03-24 03:34:00,334,109,111,116
2023-03-24 03:36:00,344,109,115,119
2023-03-24 03:38:00,345,110,115,119
2023-03-24 03:40:00,335,108,112,115
2023-03-24 03:42:00,339,109,113,116
2023-03-24 03:44:00,342,111,114,116
2023-03-24 03:46:00,348,115,116,117
2023-03-24 03:48:00,348,116,116,116
2023-03-24 03:50:00,344,109,115,119
2023-03-24 03:52:00,352,115,117,121
2023-03-24 03:54:00,340,108,113,116
2023-03-24 03:56:00,340,108,113,116
2023-03-24 03:58:00,339,109,113,116
2023-03-24 04:00:00,344,109,115,119
2023-03-24 04:02:00,345,114,115,116
2023-03-24 04:04:00,347,115,116,116
2023-03-24 04:06:00,344,114,115,116
2023-03-24 04:08:00,345,109,115,120
2023-03-24 04:10:00,348,113,116,119
2023-03-24 04:12:00,341,109,114,116
2023-03-24 04:14:00,340,110,113,116
2023-03-24 04:16:00,344,114,115,116
2023-03-24 04:18:00,340,108,113,119
2023-03-24 04:20:00,348,113,116,119
2023-03-24 04:22:00,345,114,115,116
2023-03-24 04:24:00,346,114,115,116
2023-03-24 04:26:00,344,114,115,116
2023-03-24 04:28:00,344,113,115,117
2023-03-24 04:30:00,345,113,115,116
2023-03-24 04:32:00,352,116,117,119
2023-03-24 04:34:00,349,114,116,119
2023-03-24 04:36:00,340,108,113,116
2023-03-24 04:38:00,345,113,115,116
2023-03-24 04:40:00,346,111,115,119
2023-03-24 04:42:00,345,111,115,119
2023-03-24 04:44:00,348,113,116,119
2023-03-24 04:46:00,344,114,115,116
2023-03-24 04:48:00,350,113,117,121
2023-03-24 04:50:00,341,111,114,116
2023-03-24 04:52:00,351,116,117,119
2023-03-24 04:54:00,342,109,114,117
2023-03-24 04:56:00,350,116,117,118
2023-03-24 04:58:00,346,113,115,117
2023-03-24 05:00:00,344,114,115,115
2023-03-24 05:02:00,344,114,115,116
2023-03-24 05:04:00,351,116,117,119
2023-03-24 05:06:00,353,116,118,121
2023-03-24 05:08:00,349,113,116,119
2023-03-24 05:10:00,344,114,115,116
2023-03-24 05:12:00,338,108,113,116
2023-03-24 05:14:00,345,113,115,118
2023-03-24 05:16:00,340,111,113,116
2023-03-24 05:18:00,344,111,115,119
2023-03-24 05:20:00,350,113,117,119
2023-03-24 05:22:00,342,112,114,116
2023-03-24 05:24:00,349,114,116,119
2023-03-24 05:26:00,343,111,114,116
2023-03-24 05:28:00,339,109,113,116
2023-03-24 05:30:00,332,109,111,114
2023-03-24 05:32:00,349,112,116,119
2023-03-24 05:34:00,345,113,115,116
2023-03-24 05:36:00,338,108,113,116
2023-03-24 05:38:00,341,109,114,116
2023-03-24 05:40:00,345,114,115,116
2023-03-24 05:42:00,351,115,117,120
2023-03-24 05:44:00,345,113,115,116
2023-03-24 05:46:00,345,113,115,116
2023-03-24 05:48:00,345,114,115,116
2023-03-24 05:50:00,347,115,116,116
2023-03-24 05:52:00,345,113,115,116
2023-03-24 05:54:00,345,109,115,120
2023-03-24 05:56:00,347,115,116,116
2023-03-24 05:58:00,344,113,115,116
2023-03-24 06:00:00,344,113,115,116
2023-03-24 06:02:00,343,108,114,119
2023-03-24 06:04:00,343,111,114,116
2023-03-24 06:06:00,341,109,114,116
2023-03-24 06:08:00,340,108,113,116
2023-03-24 06:10:00,349,114,116,119
2023-03-24 06:12:00,335,107,112,114
2023-03-24 06:14:00,348,116,116,116
2023-03-24 06:16:00,338,108,113,116
2023-03-24 06:18:00,343,111,114,119
2023-03-24 06:20:00,347,115,116,116
2023-03-24 06:22:00,342,109,114,117
2023-03-24 06:24:00,343,111,114,116
2023-03-24 06:26:00,348,116,116,116
2023-03-24 06:28:00,350,116,117,118
2023-03-24 06:30:00,338,109,113,116
2023-03-24 06:32:00,348,116,116,116
2023-03-24 06:34:00,343,109,114,119
2023-03-24 06:36:00,343,113,114,116
2023-03-24 06:38:00,351,116,117,119
2023-03-24 06:40:00,351,114,117,121
2023-03-24 06:42:00,341,109,114,116
2023-03-24 06:44:00,345,112,115,119
2023-03-24 06:46:00,348,113,116,119
2023-03-24 06:48:00,347,115,116,116
2023-03-24 06:50:00,339,109,113,116
2023-03-24 06:52:00,348,116,116,116
2023-03-24 06:54:00,346,114,115,116
2023-03-24 06:56:00,338,109,113,119
2023-03-24 06:58:00,344,114,115,116
2023-03-24 07:00:00,348,111,116,119
2023-03-24 07:02:00,342,107,114,119
2023-03-24 07:04:00,341,109,114,116
2023-03-24 07:06:00,344,109,115,119
2023-03-24 07:08:00,349,113,116,119
2023-03-24 07:10:00,331,107,110,113
2023-03-24 07:12:00,337,109,112,119
2023-03-24 07:14:00,349,114,116,119
2023-03-24 07:16:00,344,109,115,119
2023-03-24 07:18:00,350,115,117,119
2023-03-24 07:20:00,346,114,115,116
2023-03-24 07:22:00,344,112,115,116
2023-03-24 07:24:00,343,113,114,116
2023-03-24 07:26:00,353,116,118,121
2023-03-24 07:28:00,354,115,118,121
2023-03-24 07:30:00,343,108,114,119
2023-03-24 07:32:00,350,115,117,119
2023-03-24 07:34:00,337,109,112,114
2023-03-24 07:36:00,344,109,115,119
2023-03-24 07:38:00,345,113,115,118
2023-03-24 07:40:00,344,113,115,117
2023-03-24 07:42:00,340,108,113,116
2023-03-24 07:44:00,345,114,115,116
2023-03-24 07:46:00,348,113,116,119
2023-03-24 07:48:00,347,113,116,121
2023-03-24 07:50:00,350,114,117,119
2023-03-24 07:52:00,351,116,117,119
2023-03-24 07:54:00,346,114,115,116
2023-03-24 07:56:00,347,113,116,119
2023-03-24 07:58:00,341,109,114,116
2023-03-24 08:00:00,340,108,113,116
2023-03-24 08:02:00,348,113,116,119
2023-03-24 08:04:00,338,109,113,116
2023-03-24 08:06:00,343,113,114,116
2023-03-24 08:08:00,347,113,116,119
2023-03-24 08:10:00,344,114,115,116
2023-03-24 08:12:00,345,109,115,121
2023-03-24 08:14:00,344,114,115,116
2023-03-24 08:16:00,348,116,116,116
2023-03-24 08:18:00,339,109,113,115
2023-03-24 08:20:00,344,109,115,119
2023-03-24 08:22:00,345,113,115,116
2023-03-24 08:24:00,345,111,115,119
2023-03-24 08:26:00,339,109,113,119
2023-03-24 08:28:00,337,109,112,119
2023-03-24 08:30:00,336,109,112,116
2023-03-24 08:32:00,351,116,117,119
2023-03-24 08:34:00,349,113,116,119
2023-03-24 08:36:00,347,115,116,116
2023-03-24 08:38:00,349,116,116,117
2023-03-24 08:40:00,348,116,116,116
2023-03-24 08:42:00,349,112,116,121
2023-03-24 08:44:00,347,115,116,116
2023-03-24 08:46:00,340,109,113,116
2023-03-24 08:48:00,347,114,116,117
2023-03-24 08:50:00,345,109,115,119
2023-03-24 08:52:00,337,109,112,119
2023-03-24 08:54:00,344,113,115,116
2023-03-24 08:56:00,345,113,115,116
2023-03-24 08:58:00,346,114,115,116
2023-03-24 09:00:00,337,108,112,116

