"Time","EGRESS","EGRESS","EGRESS","INGRESS","INGRESS","INGRESS"
2023-03-23 03:00:00,205,89.1,299,240,111,327
2023-03-23 03:02:00,209,104,302,235,103,317
2023-03-23 03:04:00,203,87.2,294,221,95.6,310
2023-03-23 03:06:00,227,109,336,251,111,361
2023-03-23 03:08:00,214,104,306,245,113,332
2023-03-23 03:10:00,206,92.1,296,239,111,316
2023-03-23 03:12:00,213,104,302,241,109,320
2023-03-23 03:14:00,207,90.4,303,223,95.2,314
2023-03-23 03:16:00,224,107,311,247,111,337
2023-03-23 03:18:00,215,96.1,322,229,101,339
2023-03-23 03:20:00,220,107,313,270,133,356
2023-03-23 03:22:00,216,136,389,238,138,391
2023-03-23 03:24:00,202,89.8,308,227,105,330
2023-03-23 03:26:00,222,106,341,253,125,372
2023-03-23 03:28:00,209,98.1,324,238,116,357
2023-03-23 03:30:00,212,101,314,235,99.9,325
2023-03-23 03:32:00,219,214,461,242,215,446
2023-03-23 03:34:00,197,95.7,305,228,111,333
2023-03-23 03:36:00,225,108,343,274,134,395
2023-03-23 03:38:00,204,95.1,327,231,108,352
2023-03-23 03:40:00,206,92.6,301,233,99.6,310
2023-03-23 03:42:00,211,283,521,248,302,499
2023-03-23 03:44:00,206,98.4,303,235,103,321
2023-03-23 03:46:00,211,103,332,252,117,372
2023-03-23 03:48:00,210,87.9,334,285,145,389
2023-03-23 03:50:00,210,98.0,302,243,109,321
2023-03-23 03:52:00,204,301,466,224,309,441
2023-03-23 03:54:00,201,99.5,307,245,113,333
2023-03-23 03:56:00,216,106,327,267,129,373
2023-03-23 03:58:00,203,104,316,232,114,345
2023-03-23 04:00:00,215,99.3,309,241,99.7,326
2023-03-23 04:02:00,202,215,399,217,221,395
2023-03-23 04:04:00,213,103,319,242,107,330
2023-03-23 04:06:00,220,98.8,342,261,119,381
2023-03-23 04:08:00,206,102,314,241,111,341
2023-03-23 04:10:00,214,100,310,239,106,326
2023-03-23 04:12:00,202,138,322,222,145,333
2023-03-23 04:14:00,218,391,595,245,401,551
2023-03-23 04:16:00,207,99.1,329,243,122,377
2023-03-23 04:18:00,204,101,317,236,106,334
2023-03-23 04:20:00,204,90.9,304,233,105,316
2023-03-23 04:22:00,198,94.2,304,240,118,333
2023-03-23 04:24:00,206,101,309,237,104,316
2023-03-23 04:26:00,206,93.9,333,246,122,369
2023-03-23 04:28:00,249,102,338,288,106,354
2023-03-23 04:30:00,206,94.5,309,230,97.7,319
2023-03-23 04:32:00,209,103,306,233,104,326
2023-03-23 04:34:00,205,97.6,306,237,101,318
2023-03-23 04:36:00,210,123,414,249,145,421
2023-03-23 04:38:00,207,103,316,248,115,344
2023-03-23 04:40:00,198,81.7,303,218,89.1,313
2023-03-23 04:42:00,208,103,308,228,104,322
2023-03-23 04:44:00,256,102,328,287,110,346
2023-03-23 04:46:00,212,201,480,238,207,471
2023-03-23 04:48:00,204,104,313,250,121,344
2023-03-23 04:50:00,206,89.8,313,232,103,337
2023-03-23 04:52:00,208,104,307,237,103,339
2023-03-23 04:54:00,206,92.8,310,232,98.5,324
2023-03-23 04:56:00,225,282,546,251,288,525
2023-03-23 04:58:00,212,107,321,264,134,365
2023-03-23 05:00:00,206,95.4,321,242,118,349
2023-03-23 05:02:00,208,99.9,309,233,111,333
2023-03-23 05:04:00,204,91.8,312,224,99.2,319
2023-03-23 05:06:00,233,324,567,259,325,535
2023-03-23 05:08:00,215,108,314,243,106,332
2023-03-23 05:10:00,206,94.7,314,219,97.8,326
2023-03-23 05:12:00,209,102,305,250,115,336
2023-03-23 05:14:00,200,88.2,308,220,94.9,325
2023-03-23 05:16:00,225,285,475,256,286,465
2023-03-23 05:18:00,209,102,309,232,100,327
2023-03-23 05:20:00,217,107,318,240,105,332
2023-03-23 05:22:00,211,102,303,258,133,345
2023-03-23 05:24:00,202,90.2,311,222,100.0,324
2023-03-23 05:26:00,217,211,395,236,212,403
2023-03-23 05:28:00,206,91.5,318,221,96.6,338
2023-03-23 05:30:00,217,107,318,244,109,333
2023-03-23 05:32:00,211,102,309,258,122,342
2023-03-23 05:34:00,209,112,319,234,124,335
2023-03-23 05:36:00,229,140,349,251,141,369
2023-03-23 05:38:00,202,88.9,310,224,100,331
2023-03-23 05:40:00,214,99.8,309,236,102,320
2023-03-23 05:42:00,205,90.0,316,239,114,344
2023-03-23 05:44:00,215,102,314,244,111,334
2023-03-23 05:46:00,225,108,347,248,112,368
2023-03-23 05:48:00,205,90.3,317,231,108,340
2023-03-23 05:50:00,215,104,312,250,119,335
2023-03-23 05:52:00,206,94.1,308,242,119,344
