"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP","9808/TCP"
2023-03-11 16:16:00,3.50,,,6.78,6.88,2.54,2.68,2.08,,5.10,1.90,1.64,2.36
2023-03-11 16:18:00,2.92,,,6.50,7.76,2.60,2.50,2.12,,4.98,1.92,1.68,2.30
2023-03-11 16:20:00,3.04,,,6.40,7.70,2.68,2.64,2.18,,5.08,1.98,1.64,2.40
2023-03-11 16:22:00,3.02,,1.82,6.90,7.34,2.62,2.64,2.12,,5.04,1.90,,2.22
2023-03-11 16:24:00,2.98,1.72,,6.14,7.68,2.56,2.72,2.16,,5.06,1.94,,2.28
2023-03-11 16:26:00,2.92,,,6.60,6.78,2.62,2.60,2.26,,5.10,1.80,1.66,2.30
2023-03-11 16:28:00,2.56,,,6.36,11.1,2.80,2.58,2.06,,5.04,1.92,1.68,2.20
2023-03-11 16:30:00,2.92,,,6.34,7.26,2.62,2.70,2.14,,5.02,1.92,1.66,2.26
2023-03-11 16:32:00,3.18,1.82,1.90,6.74,7.26,2.88,2.64,2.04,,5.06,,,2.22
2023-03-11 16:34:00,2.94,,2.34,6.36,7.46,2.78,2.66,2.16,,5.02,2.02,,2.26
2023-03-11 16:36:00,3.10,1.76,,6.46,7.40,2.52,2.62,2.14,,5.04,1.82,,2.32
2023-03-11 16:38:00,2.90,,1.92,6.58,11.4,2.62,2.62,1.96,4.78,5.04,,,2.16
2023-03-11 16:40:00,2.76,,,6.38,7.18,2.60,2.52,1.80,,5.02,1.76,1.62,2.38
2023-03-11 16:42:00,2.86,1.82,,6.62,6.80,2.54,2.48,2.06,,5.08,1.82,,2.32
2023-03-11 16:44:00,2.74,,1.92,6.34,7.18,2.52,2.60,2.14,,4.92,1.84,,2.24
2023-03-11 16:46:00,3.22,,,6.88,6.86,2.56,2.60,2.10,,5.08,1.94,1.66,2.22
2023-03-11 16:48:00,3.06,,2.12,6.60,12.7,2.86,2.72,2.06,24.9,5.04,,,2.24
2023-03-11 16:50:00,3.36,,,6.50,7.82,2.52,2.60,2.46,,5.16,2.04,1.64,2.38
2023-03-11 16:52:00,3.40,1.82,,6.38,7.36,2.58,2.66,2.44,,5.12,1.94,,2.28
2023-03-11 16:54:00,3.30,,1.82,6.64,8.94,3.08,2.74,2.42,,5.22,1.88,,2.40
2023-03-11 16:56:00,3.52,,,6.90,8.76,3,2.76,2.34,,5.22,1.98,1.68,2.46
2023-03-11 16:58:00,3.38,,2.12,6.82,14.3,3.14,2.68,2.42,43.5,5.16,,,2.42
2023-03-11 17:00:00,3.36,,,6.56,8.82,3,2.62,2.42,,5.22,2.04,1.66,2.42
2023-03-11 17:02:00,3.36,,1.88,6.64,8.80,2.98,2.64,2.40,,5.22,2,,2.42
2023-03-11 17:04:00,3.30,,1.92,6.52,8.80,3.10,2.70,2.38,,5.22,1.90,,2.44
2023-03-11 17:06:00,3.48,,,6.94,8.86,3.04,2.72,2.40,,5.22,1.96,1.68,2.40
2023-03-11 17:08:00,3.28,,2.16,6.74,14.5,3.30,2.64,2.36,61.3,5.22,,,2.46
2023-03-11 17:10:00,3.20,,,6.60,8.76,2.96,2.64,2.42,,5.20,1.90,1.68,2.40
2023-03-11 17:12:00,3.38,,2.02,6.64,8.76,3.02,2.66,2.28,,5.20,2.02,,2.40
2023-03-11 17:14:00,3.32,1.72,,6.48,8.68,2.98,2.64,2.36,,5.16,2.02,,2.42
2023-03-11 17:16:00,3.52,,,6.68,8.70,2.98,2.66,2.38,,5.18,1.94,1.74,2.42
2023-03-11 17:18:00,3.34,,,6.56,13.8,3.16,2.58,2.40,78.7,5.18,1.96,,2.32
2023-03-11 17:20:00,3.36,,,6.38,8.78,2.96,2.74,2.36,,5.20,1.86,1.64,2.40
2023-03-11 17:22:00,3.42,,2.50,6.58,8.56,3.06,2.66,2.36,,5.12,1.92,,2.36
2023-03-11 17:24:00,3.36,,1.82,6.54,8.80,2.96,2.66,2.28,,5.20,1.88,,2.44
2023-03-11 17:26:00,3.46,,,6.76,8.58,2.88,2.70,2.38,,5.22,1.96,1.76,2.42
2023-03-11 17:28:00,3.20,,2,6.84,14.0,3.22,2.66,2.30,93.9,5.22,,,2.44
2023-03-11 17:30:00,3.18,,,6.44,8.10,2.94,2.66,2.32,,5.18,2.02,1.76,2.32
2023-03-11 17:32:00,3.12,1.82,,6.58,8.80,2.86,2.64,2.32,,5.20,1.90,,2.46
2023-03-11 17:34:00,3.32,,1.92,6.68,8.38,2.72,2.66,2.22,,5.16,2,,2.40
2023-03-11 17:36:00,3.40,1.78,,6.68,8.68,2.92,2.66,2.30,,5.18,2,,2.40
2023-03-11 17:38:00,3.08,,2.88,6.48,14,3.28,2.62,2.22,99.7,5.18,,,2.40
2023-03-11 17:40:00,3.12,,,6.54,8.76,3.02,2.68,2.30,,5.16,1.94,1.68,2.34
2023-03-11 17:42:00,3.32,,1.92,6.52,8.48,3.04,2.64,2.16,,5.16,1.94,,2.42
2023-03-11 17:44:00,3.18,,2.04,6.50,8.26,2.98,2.60,2.32,,5.14,1.94,,2.26
2023-03-11 17:46:00,3.44,,,6.76,8.18,2.82,2.58,2.42,,5.10,2,1.68,2.36
2023-03-11 17:48:00,3.34,,,6.56,9.90,3.12,2.68,2.38,96.5,5.18,1.90,,2.42
2023-03-11 17:50:00,3.32,,,6.44,8.30,3.20,2.58,2.46,,5.16,1.94,1.68,2.38
2023-03-11 17:52:00,3.34,1.82,,6.60,8.56,2.76,2.64,2.28,,5.18,1.92,,2.40
2023-03-11 17:54:00,3.28,,2.30,7.06,8.66,2.74,2.52,2.28,,5.14,1.92,,2.40
2023-03-11 17:56:00,3.44,,,6.42,8.40,2.90,2.62,2.28,,5.22,2.02,1.68,2.28
2023-03-11 17:58:00,3.22,,,6.50,8.70,3.10,2.62,2.20,85.9,5.20,1.94,,2.40
2023-03-11 18:00:00,2.96,,,6.70,8.62,2.92,2.68,2.26,,5.22,1.88,1.62,2.38
2023-03-11 18:02:00,3.36,,1.86,6.50,8.18,2.98,2.68,2.22,,5.08,2.02,,2.38
2023-03-11 18:04:00,2.92,1.72,,6.80,8.16,2.94,2.66,2.34,,5.12,1.92,,2.42
2023-03-11 18:06:00,3.40,,,6.84,8.16,2.76,2.60,2.28,,5.06,1.94,1.66,2.34
2023-03-11 18:08:00,3.18,,,6.22,8,3.12,2.70,2.28,67.5,5.16,1.98,,2.32
2023-03-11 18:10:00,3.32,,,6.94,8.08,3,2.58,2.38,,5.16,1.94,1.64,2.32
2023-03-11 18:12:00,3,1.82,,6.60,8.24,3.02,2.64,2.20,,5.10,1.86,,2.38
2023-03-11 18:14:00,3.04,,1.92,6.58,8.42,2.90,2.66,2.14,,5.14,1.98,,2.26
2023-03-11 18:16:00,3.36,,,6.56,8.64,2.88,2.64,2.26,,5.12,1.90,1.68,2.36
2023-03-11 18:18:00,3.04,,,6.42,8.26,3.02,2.70,2.24,50.7,5.14,1.84,,2.34
2023-03-11 18:20:00,3.36,,,6.70,7.96,2.94,2.68,2.26,,5.20,1.84,1.68,2.18
2023-03-11 18:22:00,3.24,1.82,,6.40,7.88,2.86,2.64,2.14,,5.18,1.92,,2.30
2023-03-11 18:24:00,2.96,,1.84,6.50,8.24,2.80,2.70,2.22,,5.16,1.92,,2.30
2023-03-11 18:26:00,3.08,,,6.72,8.16,2.90,2.70,2.30,,5.08,1.96,1.66,2.36
2023-03-11 18:28:00,3.16,,,6.54,8.40,3.10,2.60,2.28,32.9,5.16,1.96,,2.40
2023-03-11 18:30:00,3.22,,,6.82,8.10,3.04,2.64,2.12,,5.10,2.02,1.76,2.20
2023-03-11 18:32:00,2.92,,1.98,6.44,7.76,2.62,2.64,2.24,,5.08,2,,2.32
2023-03-11 18:34:00,2.92,,1.90,6.48,8.12,2.70,2.60,2.24,,5.16,1.88,,2.24
2023-03-11 18:36:00,3.02,1.78,,6.64,7.70,2.90,2.68,2.32,,5.14,1.80,,2.40
2023-03-11 18:38:00,3.04,,,6.86,7.86,2.68,2.58,2.02,14.7,5.12,1.72,,2.36
2023-03-11 18:40:00,2.98,,,6.68,8.04,2.80,2.58,2.32,,5.08,2,1.68,2.14
2023-03-11 18:42:00,3.16,1.82,2.62,6.62,8.20,2.84,2.60,2.06,,5.06,,,2.36
2023-03-11 18:44:00,2.86,1.72,,6.50,8.18,2.80,2.60,2.22,,5.08,1.96,,2.32
2023-03-11 18:46:00,3.22,,,6.58,8.08,2.66,2.66,2.04,,5.20,1.94,1.66,2.34
2023-03-11 18:48:00,3.20,,,6.44,7.84,2.68,2.58,2.28,,5.16,1.76,1.66,2.22
2023-03-11 18:50:00,3.14,,,6.70,7.68,2.78,2.58,2.14,,5.14,1.96,1.70,2.32
2023-03-11 18:52:00,2.90,1.82,1.84,6.64,7.88,2.82,2.68,2.30,,5.06,,,2.30
2023-03-11 18:54:00,2.94,,1.84,6.48,7.60,2.36,2.62,2.08,,5.06,1.80,,2.24
2023-03-11 18:56:00,3.06,,,6.62,7.74,2.76,2.64,2.24,,5.12,1.90,1.64,2.34
2023-03-11 18:58:00,2.84,,,6.18,7.96,2.68,2.62,2.30,,5.10,1.84,1.64,2.36
2023-03-11 19:00:00,3.06,,,6.56,8.02,2.96,2.66,2.28,,5.06,1.88,1.68,2.28
2023-03-11 19:02:00,2.76,1.82,,6.48,7.98,2.70,2.70,1.88,,5.12,1.92,,2.16
2023-03-11 19:04:00,2.82,,2.04,6.60,7.88,2.50,2.70,2.16,,5.08,1.94,,2.30
2023-03-11 19:06:00,3.22,,,6.56,7.76,2.80,2.60,2.22,,5.14,1.88,1.66,2.24
2023-03-11 19:08:00,3.10,,,6.48,7.16,2.42,2.64,2.28,,5.14,1.96,1.68,2.22
2023-03-11 19:10:00,3.06,,,6.50,7.26,2.76,2.62,2.12,,5.12,1.94,1.66,2.30
2023-03-11 19:12:00,2.86,,1.90,6.14,7.64,2.68,2.64,2.06,,5.10,1.86,,2.38
2023-03-11 19:14:00,3.06,,2.58,6.62,7.54,2.84,2.62,2.10,,5.14,1.90,,2.34
2023-03-11 19:16:00,2.86,,,6.76,7.68,2.84,2.60,2.22,,4.98,1.84,1.64,2.30
2023-03-11 19:18:00,2.94,,,6.50,7.26,2.62,2.68,2.10,,5.14,1.88,1.64,2.26
2023-03-11 19:20:00,2.96,,,6.72,7.60,2.54,2.50,2.12,,5,1.92,1.64,2.26
2023-03-11 19:22:00,2.98,,1.86,6.40,7.80,2.84,2.50,2.20,,5.04,1.90,,2.24
2023-03-11 19:24:00,2.98,1.72,,6.54,7.70,2.44,2.62,1.98,,5.06,1.74,,2.30
2023-03-11 19:26:00,2.94,,,6.80,7.82,2.46,2.66,2.02,,5.16,2,1.70,2.26
2023-03-11 19:28:00,3.08,,,6.60,7.08,2.70,2.62,2,,5.08,1.80,1.66,2.04
2023-03-11 19:30:00,3.12,,3.30,6.60,11.3,2.82,2.68,2.14,,5.06,1.98,,2.20
2023-03-11 19:32:00,3.18,2.06,1.86,6.62,7.22,2.64,2.64,1.98,,5.12,,,2.26
2023-03-11 19:34:00,2.82,1.72,,6.24,7.54,2.68,2.56,2.22,,5.02,1.88,,2.24
2023-03-11 19:36:00,2.88,,1.84,6.66,7.24,2.60,2.60,2.34,,5.08,2,,2.22
2023-03-11 19:38:00,2.92,,,6.44,7.52,2.68,2.66,2.06,,5.12,1.94,1.68,2.20
2023-03-11 19:40:00,2.78,,2.16,6.52,12.7,2.72,2.60,,9.98,5,1.78,,2.32
2023-03-11 19:42:00,3.12,1.82,,6.36,7.74,2.64,2.58,2.06,,5.10,1.84,,2.28
2023-03-11 19:44:00,2.58,,1.90,6.36,7.80,2.82,2.58,2.12,,5.10,1.94,,2.16
2023-03-11 19:46:00,2.98,,,6.62,7.32,2.56,2.58,1.88,,5.06,1.78,1.64,2.36
2023-03-11 19:48:00,3.20,,,6.26,6.80,2.38,2.66,2.08,,5.08,1.80,1.66,2.34
2023-03-11 19:50:00,2.70,,2.12,6.78,12.0,3,2.68,2.16,28.4,5.06,,,2.16
2023-03-11 19:52:00,2.96,1.82,1.76,6.50,7.24,2.70,2.68,2.14,,5,,,2.16
2023-03-11 19:54:00,2.98,,1.84,6.62,7.50,2.52,2.60,1.90,,4.96,1.88,,2.22
2023-03-11 19:56:00,3.02,,,6.82,7.32,2.60,2.52,2.14,,5.04,1.70,1.66,2.36
2023-03-11 19:58:00,2.78,,,6.38,7.48,2.64,2.58,1.92,,5.04,1.72,1.64,2.08
2023-03-11 20:00:00,2.78,,,6.44,12.9,2.50,2.50,2.12,46.2,5.08,1.96,,2.28
2023-03-11 20:02:00,3.34,,2.52,6.74,7.44,2.38,2.62,2.42,,5.06,2,,2.28
2023-03-11 20:04:00,3.38,,1.86,6.42,7.28,2.58,2.54,2.40,,5.12,2,,2.20
2023-03-11 20:06:00,3.58,,,6.30,7.04,2.48,2.60,2.34,,5.12,1.96,1.66,2.34
2023-03-11 20:08:00,3.40,,,6.64,6.96,2.60,2.74,2.42,,5.10,1.98,1.62,2.24
2023-03-11 20:10:00,3.40,,,6.68,12.9,2.78,2.68,2.42,63.8,5.14,2.04,,2.38
2023-03-11 20:12:00,3.36,,1.90,6.88,7.10,2.80,2.62,2.40,,5.14,1.98,,2.34
2023-03-11 20:14:00,3.38,1.72,,6.68,7.04,2.62,2.62,2.34,,5.04,2,,2.36
2023-03-11 20:16:00,3.64,,,6.54,7.26,2.56,2.50,2.36,,5,2,1.66,2.24
2023-03-11 20:18:00,3.32,,,6.36,7.14,2.60,2.68,2.22,,5.10,1.94,1.66,2.24
2023-03-11 20:20:00,3.38,,2.12,6.74,12.9,2.50,2.64,2.42,82.2,5.10,,,2.26
2023-03-11 20:22:00,3.44,,1.86,6.58,6.88,2.32,2.58,2.46,,5.08,2.02,,2.32
2023-03-11 20:24:00,3.28,,1.84,6.28,7.40,2.44,2.66,2.38,,5.10,1.96,,2.22
2023-03-11 20:26:00,3.50,,,6.60,6.60,2.58,2.64,2.28,,5.08,1.94,1.68,2.42
2023-03-11 20:28:00,3.38,,,6.44,7.84,2.60,2.64,2.46,,5.02,2.02,1.66,2.40
2023-03-11 20:30:00,3.30,,2.12,6.78,12.7,2.88,2.52,2.30,96.4,5.04,,,2.20
2023-03-11 20:32:00,3.24,1.82,,6.90,6.96,2.56,2.68,2.42,,5.06,2,,2.32
2023-03-11 20:34:00,3.28,,2.52,6.46,7.38,2.40,2.60,2.28,,5,1.98,,2.28
2023-03-11 20:36:00,3.58,1.78,,6.64,7.38,2.64,2.62,2.36,,5.10,1.94,,2.16
2023-03-11 20:38:00,3.16,,,6.64,7.12,2.40,2.68,2.40,,5.06,1.98,1.66,2.44
2023-03-11 20:40:00,3.24,,2.40,6.36,12.3,2.92,2.66,2.38,98.7,5.06,,,2.38
2023-03-11 20:42:00,3.34,1.82,,6.64,7.16,2.68,2.70,2.34,,4.98,1.92,,2.32
2023-03-11 20:44:00,3.30,,1.90,6.70,7.22,2.52,2.68,2.38,,5.10,1.96,,2.20
2023-03-11 20:46:00,3.52,,,6.56,7.16,2.24,2.64,2.22,,5.06,2.02,1.66,2.24
2023-03-11 20:48:00,3.38,,,6.76,6.82,2.42,2.66,2.38,,5.06,1.98,1.68,2.22
2023-03-11 20:50:00,3.14,,,6.96,9.08,2.88,2.60,2.26,96.4,5.16,2.02,,2.26
2023-03-11 20:52:00,3.26,,1.82,6.50,7.04,2.50,2.72,2.20,,5.10,1.96,,2.14
2023-03-11 20:54:00,3.18,1.72,,6.40,7.04,2.46,2.60,2.10,,4.98,1.92,,2.20
2023-03-11 20:56:00,3.48,,,6.48,6.58,2.44,2.58,2.24,,5.04,1.76,1.64,2.18
2023-03-11 20:58:00,3.26,,,6.96,6.72,2.18,2.62,2.42,,5,1.98,1.64,2.22
2023-03-11 21:00:00,2.94,,,6.66,6.52,2.94,2.50,2.24,82.1,5.10,1.96,,2.32
2023-03-11 21:02:00,3.26,,1.84,6.46,7.14,2.56,2.58,2.26,,4.92,1.96,,2.26
2023-03-11 21:04:00,3.36,1.72,,6.48,6.72,2.64,2.56,2.38,,4.98,1.94,,2.32
2023-03-11 21:06:00,3.30,,,6.70,6.60,2.58,2.52,2.14,,5.06,1.76,1.66,2.34
2023-03-11 21:08:00,3.24,,,6.80,7.24,2.42,2.62,2.40,,5.02,1.92,1.66,2.08
2023-03-11 21:10:00,3.28,,,6.86,7.06,2.48,2.66,2.32,64.8,5.02,1.92,,2.22
2023-03-11 21:12:00,3.28,,1.90,6.48,6.60,2.46,2.66,2.34,,5.04,1.94,,2.36
2023-03-11 21:14:00,3.10,,1.92,6.16,6.52,2.50,2.56,2.30,,5.06,1.92,,2.22
2023-03-11 21:16:00,3.42,,,6.52,6.42,2.42,2.54,2.22,,5.02,1.96,1.68,2.34
2023-03-11 21:18:00,3.32,,,6.70,6.74,2.44,2.62,2.30,,5.06,2,1.70,2.06
2023-03-11 21:20:00,2.88,,,6.84,7.06,2.54,2.62,2.24,47.6,5.12,1.92,,2.34
2023-03-11 21:22:00,3.26,,2.30,6.36,6.82,2.50,2.62,2.16,,5.10,1.98,,2.36
2023-03-11 21:24:00,2.88,,1.88,6.54,6.98,2.26,2.50,2.32,,4.96,2,,2.18
2023-03-11 21:26:00,3.32,,,6.50,6.48,2.36,2.54,2.22,,5.04,1.94,1.66,2.32
2023-03-11 21:28:00,3.14,,,6.72,7,2.68,2.64,2.22,,5.12,1.86,1.66,2.38
2023-03-11 21:30:00,3.08,,,6.50,6.54,2.58,2.66,2.36,28.7,4.94,1.84,,2.24
2023-03-11 21:32:00,3.06,,1.86,6.40,7.08,2.28,2.56,2.28,,5.02,1.94,,2
2023-03-11 21:34:00,2.96,,1.86,6.60,6.74,2.28,2.56,2.16,,4.90,1.90,,2.24
2023-03-11 21:36:00,3.22,1.76,,6.60,6.82,2.30,2.56,2.28,,4.96,1.96,,2.30
2023-03-11 21:38:00,3,,,6.68,6.48,2.40,2.60,2.36,,5.06,1.90,1.64,2.06
2023-03-11 21:40:00,2.86,,,6.70,6.88,2.62,2.52,2.38,10.9,4.88,1.98,,2.24
2023-03-11 21:42:00,3.30,,1.92,6.58,8.40,2.76,2.56,2.08,,5.10,1.98,,2.30
2023-03-11 21:44:00,3.10,,1.92,6.28,8.82,3.12,2.64,2.08,,5.16,2,,2.44
2023-03-11 21:46:00,3.20,,,6.42,8.94,3.10,2.64,2.30,,5.18,1.94,1.68,2.44
2023-03-11 21:48:00,3.06,,,6.30,8.90,3.06,2.68,2.30,,5.24,1.90,1.68,2.48
2023-03-11 21:50:00,3,,,6.56,8.78,2.82,2.70,2.24,,5.20,1.86,1.68,2.38
2023-03-11 21:52:00,3.14,1.82,1.84,6.66,8.96,3.04,2.68,2.32,,5.20,,,2.38
2023-03-11 21:54:00,3.28,,2.36,6.50,8.84,3.10,2.72,2.30,,5.18,1.88,,2.36
2023-03-11 21:56:00,3.18,,,6.36,8.58,3,2.72,2.04,,5.16,1.92,1.68,2.34
2023-03-11 21:58:00,2.82,,,6.46,8.64,2.92,2.68,2.04,,5.16,1.84,1.66,2.38
2023-03-11 22:00:00,3.08,,,6.54,9.04,3.14,2.64,2.18,,5.08,1.84,1.64,2.36
2023-03-11 22:02:00,3,1.82,,6.78,8.84,3.20,2.72,2.26,,5.14,1.92,,2.38
2023-03-11 22:04:00,3.16,,1.86,6.66,8.32,3.14,2.66,2.16,,5.10,1.98,,2.40
2023-03-11 22:06:00,3.08,,,6.50,8.76,2.98,2.62,2.18,,5.12,1.84,1.68,2.28
2023-03-11 22:08:00,3.14,,,6.66,8.68,2.98,2.64,2.14,,5.14,1.72,1.66,2.42
2023-03-11 22:10:00,2.86,,,6.56,8.66,3,2.64,2.22,,5.18,1.88,1.66,2.38
2023-03-11 22:12:00,3.18,1.82,,6.74,8.64,2.98,2.58,2.24,,5.20,1.80,,2.32
2023-03-11 22:14:00,3.20,,1.92,6.38,8.42,2.92,2.64,2.28,,5.22,1.86,,2.34
2023-03-11 22:16:00,3.16,,,6.48,8.32,3.10,2.70,2.12,,5.14,1.92,1.64,2.38
2023-03-11 22:18:00,3.02,,,6.72,8.36,2.94,2.62,2.14,,5.12,1.78,1.68,2.42
2023-03-11 22:20:00,3.12,,,6.74,8.36,2.86,2.60,2.24,,5.18,1.90,1.66,2.36
2023-03-11 22:22:00,3.22,,1.90,6.72,8.84,3.06,2.50,2.30,,5.18,1.88,,2.38
2023-03-11 22:24:00,2.88,,1.86,6.58,8.54,2.90,2.68,2.34,,5.22,1.72,,2.36
2023-03-11 22:26:00,2.96,,,6.42,7.82,2.98,2.58,2,,5.12,1.82,1.68,2.28
2023-03-11 22:28:00,3.16,,,6.72,8.72,2.66,2.62,2.16,,5.08,1.80,1.68,2.40
2023-03-11 22:30:00,2.80,,,6.62,8.28,2.82,2.64,2.14,,5.16,1.88,1.64,2.36
2023-03-11 22:32:00,3,,3,6.74,12.1,2.90,2.64,2.28,,5.14,1.90,,2.36
2023-03-11 22:34:00,3,1.72,,6.38,8.34,3.04,2.66,2.28,,5.12,1.98,,2.38
2023-03-11 22:36:00,2.98,1.76,,6.62,8.30,2.92,2.70,2.06,,5.16,1.92,,2.42
2023-03-11 22:38:00,3.26,,,6.48,8.24,2.94,2.60,2.12,,5.16,1.76,1.68,2.28
2023-03-11 22:40:00,3.22,,,6.86,8.44,2.86,2.74,2.16,,5.18,1.84,1.68,2.38
2023-03-11 22:42:00,2.92,,4.36,6.54,11.8,3.16,2.64,2.06,3.48,5.12,,,2.24
2023-03-11 22:44:00,2.88,,1.92,6.40,8.18,2.64,2.66,2.08,,5.18,1.82,,2.34
2023-03-11 22:46:00,3.06,,,6.56,8,2.68,2.68,2.14,,5.14,1.78,1.66,2.24
2023-03-11 22:48:00,2.86,,,6.56,8.24,2.86,2.62,1.94,,5.14,1.90,1.66,2.28
2023-03-11 22:50:00,2.96,,,6.62,7.98,2.72,2.68,1.98,,5.16,1.82,1.66,2.32
2023-03-11 22:52:00,2.80,,3.38,6.40,13.7,3.06,2.64,2.16,19.4,5.14,,,2.44
2023-03-11 22:54:00,3,,1.86,6.58,8.38,2.72,2.52,2.20,,5.18,1.98,,2.28
2023-03-11 22:56:00,3.06,,,6.52,7.96,2.96,2.66,1.96,,5.12,1.96,1.64,2.34
2023-03-11 22:58:00,2.72,,,6.62,8.30,2.66,2.72,2.02,,5.10,1.90,1.66,2.24
2023-03-11 23:00:00,2.98,,,6.58,8.20,2.90,2.52,2.12,,5.12,1.84,1.66,2.30
2023-03-11 23:02:00,2.84,,3.40,6.52,13.5,2.84,2.66,2.10,37.0,5.02,,,2.30
2023-03-11 23:04:00,2.78,,2.12,6.56,8.22,2.90,2.62,2.22,,5.14,1.84,,2.28
2023-03-11 23:06:00,2.84,,,6.40,8.02,2.80,2.66,2.06,,5.12,1.80,1.68,2.32
2023-03-11 23:08:00,2.78,,,6.30,8.20,2.72,2.66,2.16,,5.06,1.88,1.68,2.30
2023-03-11 23:10:00,3,,,6.46,7.98,2.66,2.56,2.04,,5.08,1.84,1.60,2.32
2023-03-11 23:12:00,3.02,,3.66,6.60,13.4,2.76,2.58,2,53.4,5.14,,,2.30
2023-03-11 23:14:00,3.36,,2.36,6.48,8.16,2.60,2.74,2.40,,5.14,2.02,,2.32
2023-03-11 23:16:00,3.42,,,6.72,8,2.62,2.62,2.42,,5.14,1.98,1.68,2.46
2023-03-11 23:18:00,3.30,,,6.44,7.72,2.82,2.64,2.48,,5.18,1.96,1.66,2.32
2023-03-11 23:20:00,3.34,,,6.46,8.28,2.86,2.68,2.40,,5.16,2,1.66,2.46
2023-03-11 23:22:00,3.32,,3.62,6.60,13.1,2.88,2.66,2.42,75.4,5.12,,,2.32
2023-03-11 23:24:00,3.34,1.72,,6.48,8.32,3.04,2.52,2.42,,5.20,1.90,,2.34
2023-03-11 23:26:00,3.34,,,6.60,8.26,2.50,2.60,2.40,,5.10,1.94,1.68,2.38
2023-03-11 23:28:00,3.30,,,6.48,7.64,2.88,2.60,2.38,,5.14,2.04,1.68,2.30
2023-03-11 23:30:00,3.32,,,6.36,8.22,2.88,2.72,2.36,,5.10,1.92,1.64,2.36
2023-03-11 23:32:00,3.30,,3.60,6.38,13.2,3.06,2.58,2.42,91.0,5.14,,,2.46
2023-03-11 23:34:00,3.18,,1.86,6.58,8.30,2.84,2.60,2.32,,5.10,1.94,,2.34
2023-03-11 23:36:00,3.40,,1.86,6.90,7.82,2.62,2.62,2.42,,5.20,1.98,,2.38
2023-03-11 23:38:00,3.36,,,6.62,8.04,2.74,2.64,2.34,,5.14,2,1.68,2.40
2023-03-11 23:40:00,3.28,,,6.42,7.88,2.74,2.58,2.32,,5.18,1.98,1.66,2.38
2023-03-11 23:42:00,3.28,,3.42,6.90,13.0,3.10,2.64,2.34,99.7,5.06,,,2.40
2023-03-11 23:44:00,3.24,,1.92,6.50,7.58,2.72,2.68,2.32,,5.12,2,,2.34
2023-03-11 23:46:00,3.32,,,6.78,7.64,2.72,2.66,2.30,,5.14,1.98,1.68,2.32
2023-03-11 23:48:00,3.20,,,6.48,8.08,2.70,2.70,2.30,,5.12,2.06,1.68,2.38
2023-03-11 23:50:00,3.30,,,6.48,7.80,2.84,2.60,2.36,,5.16,1.98,1.68,2.28
2023-03-11 23:52:00,3.24,,2.98,6.70,9.92,2.72,2.68,2.22,98.6,5.14,,,2.26
2023-03-11 23:54:00,3.24,,1.86,6.34,7.24,2.66,2.62,2.34,,5.16,1.98,,2.36
2023-03-11 23:56:00,3.36,,,6.70,7.88,2.70,2.66,2.44,,5.20,1.98,1.68,2.36
2023-03-11 23:58:00,3.22,,,6.34,8.14,2.80,2.58,2.08,,5.10,1.90,1.68,2.24
2023-03-12 00:00:00,3.14,,,6.50,7.80,2.48,2.60,2.32,,5.10,2,1.68,2.32
2023-03-12 00:02:00,3.20,,2.52,6.54,7.56,3.04,2.72,2.30,91.1,5.02,,,2.30
2023-03-12 00:04:00,3.18,1.72,,6.46,7.62,2.94,2.58,2.28,,5.08,1.92,,2.26
2023-03-12 00:06:00,3.36,,,6.66,7.66,2.52,2.52,2.28,,5.16,1.98,1.68,2.36
2023-03-12 00:08:00,3.34,,,6.40,7.38,2.62,2.52,2.28,,5.14,1.88,1.66,2.28
2023-03-12 00:10:00,3.20,,,6.50,8.06,2.48,2.74,2.18,,5.16,2.02,1.64,2.40
2023-03-12 00:12:00,3.26,,,6.70,7.76,2.82,2.62,2.26,72.8,5.18,1.94,,2.34
2023-03-12 00:14:00,3.20,1.72,,6.40,7.26,2.88,2.46,2.36,,5.08,2,,2.24
2023-03-12 00:16:00,3.24,,,6.56,7.32,2.40,2.56,2.46,,5.06,1.90,1.68,2.28
2023-03-12 00:18:00,3.32,,,6.58,7.52,2.52,2.64,2.38,,5.08,1.90,1.68,2.36
2023-03-12 00:20:00,3.22,,,6.30,7.44,2.80,2.60,2.18,,5.12,1.96,1.66,2.22
2023-03-12 00:22:00,3.26,,,6.62,7.38,2.62,2.60,2.26,54.8,5.18,1.90,,2.34
2023-03-12 00:24:00,3.14,,2.12,6.42,7.30,2.62,2.62,2.24,,5.10,1.92,,2.34
2023-03-12 00:26:00,3.44,,,6.70,7.54,2.74,2.62,2.14,,4.96,2,1.68,2.26
2023-03-12 00:28:00,3.12,,,6.52,7.40,2.80,2.68,2.28,,5.06,1.92,1.66,2.24
2023-03-12 00:30:00,3.16,,,6.52,7.30,2.66,2.62,2.36,,5.12,2,1.66,2.36
2023-03-12 00:32:00,3.12,,,6.48,7.46,2.70,2.58,2.36,36.9,5.12,1.94,,2.18
2023-03-12 00:34:00,3.14,,2.56,6.60,7,2.48,2.66,2.28,,5.04,1.96,,2.24
