"Time","Drop","PolicyVerdict","Trace"
2023-03-11 08:00:00,0.0600,1.30,93
2023-03-11 08:02:00,0.0200,1.10,99.4
2023-03-11 08:04:00,0.120,1.82,94.5
2023-03-11 08:06:00,0.120,1.12,92.2
2023-03-11 08:08:00,0.140,1.30,92.6
2023-03-11 08:10:00,0.140,1.10,92.1
2023-03-11 08:12:00,0,1.30,106
2023-03-11 08:14:00,0,1.82,94.8
2023-03-11 08:16:00,0,1.12,92.5
2023-03-11 08:18:00,0,1.32,93.1
2023-03-11 08:20:00,0,1.10,90.9
2023-03-11 08:22:00,0.0200,1.30,124
2023-03-11 08:24:00,0.0400,1.62,93.5
2023-03-11 08:26:00,0.0200,1.34,92.8
2023-03-11 08:28:00,0.0400,1.10,91.5
2023-03-11 08:30:00,0.0200,1.30,92
2023-03-11 08:32:00,0.0600,1.10,153
2023-03-11 08:34:00,0.0200,1.82,96.4
2023-03-11 08:36:00,0,1.34,94.3
2023-03-11 08:38:00,0,1.26,93.0
2023-03-11 08:40:00,0,1.30,92.8
2023-03-11 08:42:00,0,1.10,183
2023-03-11 08:44:00,0.100,1.82,94.1
2023-03-11 08:46:00,0.100,1.14,92.1
2023-03-11 08:48:00,0.0200,1.30,93.1
2023-03-11 08:50:00,0.100,1.10,92.1
2023-03-11 08:52:00,0.0800,1.30,212
2023-03-11 08:54:00,0.0800,1.82,94.3
2023-03-11 08:56:00,0,1.32,92.4
2023-03-11 08:58:00,0,1.30,93.0
2023-03-11 09:00:00,0,1.10,90.8
2023-03-11 09:02:00,0,1.30,226
2023-03-11 09:04:00,0,1.66,93.9
2023-03-11 09:06:00,0,1.34,94.0
2023-03-11 09:08:00,0,1.10,93.0
2023-03-11 09:10:00,0,1.34,92.1
2023-03-11 09:12:00,0,1.14,214
2023-03-11 09:14:00,0,1.84,94.9
2023-03-11 09:16:00,0,1.30,92.3
2023-03-11 09:18:00,0.0200,1.10,92.8
2023-03-11 09:20:00,0.0200,1.34,93.0
2023-03-11 09:22:00,0.0200,1.10,176
2023-03-11 09:24:00,0,1.82,95.1
2023-03-11 09:26:00,0,1.10,92.6
2023-03-11 09:28:00,0,1.30,92.5
2023-03-11 09:30:00,0.0600,1.18,92.3
2023-03-11 09:32:00,0.0200,1.30,152
2023-03-11 09:34:00,0.0400,1.82,94.5
2023-03-11 09:36:00,0.200,1.14,94.4
2023-03-11 09:38:00,0.100,1.30,92.9
2023-03-11 09:40:00,0.100,1.10,90.9
2023-03-11 09:42:00,0.140,1.30,124
2023-03-11 09:44:00,0.100,1.62,95.2
2023-03-11 09:46:00,0.0600,1.30,92.2
2023-03-11 09:48:00,0,1.14,90.9
2023-03-11 09:50:00,0,1.30,90.3
2023-03-11 09:52:00,0,1.30,101
2023-03-11 09:54:00,0.0400,1.62,95.8
2023-03-11 09:56:00,0,1.30,91.9
2023-03-11 09:58:00,0.0200,1.10,90.2
2023-03-11 10:00:00,0.0400,1.30,90.6
2023-03-11 10:02:00,0.0200,1.10,93.5
2023-03-11 10:04:00,0,1.80,94.7
2023-03-11 10:06:00,0,1.10,91.8
2023-03-11 10:08:00,0,1.30,92.4
2023-03-11 10:10:00,0,1.30,94.0
2023-03-11 10:12:00,0,1.26,95.3
2023-03-11 10:14:00,0,1.82,94.6
2023-03-11 10:16:00,0,1.10,92.8
2023-03-11 10:18:00,0,1.30,92.1
2023-03-11 10:20:00,0.0200,1.10,92.9
2023-03-11 10:22:00,0,1.30,95
2023-03-11 10:24:00,0,1.62,94.0
2023-03-11 10:26:00,0.0600,1.30,94.3
2023-03-11 10:28:00,0.0400,1.14,91.4
2023-03-11 10:30:00,0.0200,1.30,93.6
2023-03-11 10:32:00,0.0200,1.30,95.2
2023-03-11 10:34:00,0,1.82,93.9
2023-03-11 10:36:00,0,1.30,95.2
2023-03-11 10:38:00,0,1.10,90.8
2023-03-11 10:40:00,0,1.30,92.5
2023-03-11 10:42:00,0.0800,1.10,96.0
2023-03-11 10:44:00,0.0800,1.82,105
2023-03-11 10:46:00,0,1.10,90.3
2023-03-11 10:48:00,0.0600,1.30,91.1
2023-03-11 10:50:00,0.0400,1.30,92.1
2023-03-11 10:52:00,0.0600,1.26,93.3
2023-03-11 10:54:00,0.0400,1.82,127
2023-03-11 10:56:00,0,1.10,90.8
2023-03-11 10:58:00,0,1.30,92.3
2023-03-11 11:00:00,0,1.10,90.4
2023-03-11 11:02:00,0,1.30,94.2
2023-03-11 11:04:00,0,1.62,157
2023-03-11 11:06:00,0,1.30,93.1
2023-03-11 11:08:00,0,1.30,90.2
2023-03-11 11:10:00,0,1.10,89.3
2023-03-11 11:12:00,0,1.30,94.9
2023-03-11 11:14:00,0,1.62,181
2023-03-11 11:16:00,0,1.34,93.3
2023-03-11 11:18:00,0,1.10,88.7
2023-03-11 11:20:00,0,1.30,89.5
2023-03-11 11:22:00,0,1.14,92.5
2023-03-11 11:24:00,0,1.82,205
2023-03-11 11:26:00,0,1.34,93.0
2023-03-11 11:28:00,0,1.10,90.2
2023-03-11 11:30:00,0.0400,1.30,91.7
2023-03-11 11:32:00,0.0800,1.10,93.3
2023-03-11 11:34:00,0.0400,1.82,227
2023-03-11 11:36:00,0.140,1.14,97.1
2023-03-11 11:38:00,0.0600,1.30,93.0
2023-03-11 11:40:00,0.100,1.30,91.9
2023-03-11 11:42:00,0.160,1.34,95.6
2023-03-11 11:44:00,0.0600,1.82,218
2023-03-11 11:46:00,0,1.14,95.0
2023-03-11 11:48:00,0,1.30,92.0
2023-03-11 11:50:00,0,1.10,90.7
2023-03-11 11:52:00,0,1.30,97.1
2023-03-11 11:54:00,0.0200,1.64,201
2023-03-11 11:56:00,0.0200,1.34,93.0
2023-03-11 11:58:00,0.0600,1.14,91.0
2023-03-11 12:00:00,0.0400,1.30,92.1
2023-03-11 12:02:00,0.0400,1.30,96.9
2023-03-11 12:04:00,0,1.62,176
2023-03-11 12:06:00,0.0200,1.34,92.1
2023-03-11 12:08:00,0,1.10,91.4
2023-03-11 12:10:00,0,1.30,91.1
2023-03-11 12:12:00,0,1.10,95.7
2023-03-11 12:14:00,0,1.82,154
2023-03-11 12:16:00,0,1.18,91.5
2023-03-11 12:18:00,0.0200,1.30,91.8
2023-03-11 12:20:00,0,1.30,91.9
2023-03-11 12:22:00,0,1.10,96.0
2023-03-11 12:24:00,0.0400,1.82,131
2023-03-11 12:26:00,0,1.14,91.8
2023-03-11 12:28:00,0.0200,1.30,90.4
2023-03-11 12:30:00,0,1.10,90.3
2023-03-11 12:32:00,0.0200,1.30,94.4
2023-03-11 12:34:00,0,1.82,108
2023-03-11 12:36:00,0,1.30,92.6
2023-03-11 12:38:00,0,1.30,90.9
2023-03-11 12:40:00,0.0600,1.10,89.8
2023-03-11 12:42:00,0.100,1.30,93.6
2023-03-11 12:44:00,0.0200,1.62,90.9
2023-03-11 12:46:00,0.0800,1.34,90.9
2023-03-11 12:48:00,0.160,1.10,90.9
2023-03-11 12:50:00,0.100,1.30,91.5
2023-03-11 12:52:00,0.0800,1.16,91.6
2023-03-11 12:54:00,0.0400,1.80,91.6
2023-03-11 12:56:00,0,1.34,91.8
2023-03-11 12:58:00,0,1.10,90.2
2023-03-11 13:00:00,0,1.30,89.2
2023-03-11 13:02:00,0,1.10,92.3
2023-03-11 13:04:00,0,1.82,92.3
2023-03-11 13:06:00,0,1.14,91.5
2023-03-11 13:08:00,0,1.30,91.9
2023-03-11 13:10:00,0.0600,1.14,88.4
2023-03-11 13:12:00,0,1.30,92.4
2023-03-11 13:14:00,0,1.82,91.6
2023-03-11 13:16:00,0,1.14,89.3
2023-03-11 13:18:00,0,1.30,90.8
2023-03-11 13:20:00,0,1.10,88.4
2023-03-11 13:22:00,0,1.30,94.7
2023-03-11 13:24:00,0,1.62,90.4
2023-03-11 13:26:00,0,1.34,98.0
2023-03-11 13:28:00,0,1.30,89.1
2023-03-11 13:30:00,0,1.26,91.6
2023-03-11 13:32:00,0.0200,1.28,92.9
2023-03-11 13:34:00,0.0800,1.62,91.6
2023-03-11 13:36:00,0.0200,1.34,108
2023-03-11 13:38:00,0.120,1.10,91.0
2023-03-11 13:40:00,0.0200,1.34,90.9
2023-03-11 13:42:00,0.0400,1.10,95.3
2023-03-11 13:44:00,0,1.86,97.2
2023-03-11 13:46:00,0,1.30,134
2023-03-11 13:48:00,0,1.26,92.0
2023-03-11 13:50:00,0,1.34,92.5
2023-03-11 13:52:00,0.0200,1.10,95.2
2023-03-11 13:54:00,0.0200,1.82,97.6
2023-03-11 13:56:00,0.0200,1.10,154
2023-03-11 13:58:00,0.100,1.30,91.9
2023-03-11 14:00:00,0.0400,1.14,91.6
2023-03-11 14:02:00,0,1.30,94.3
2023-03-11 14:04:00,0.0200,1.82,95.0
2023-03-11 14:06:00,0,1.26,179
2023-03-11 14:08:00,0,1.30,91.5
2023-03-11 14:10:00,0,1.10,92.7
2023-03-11 14:12:00,0,1.30,93.9
2023-03-11 14:14:00,0,1.62,93.3
2023-03-11 14:16:00,0,1.30,198
2023-03-11 14:18:00,0,1.10,91.1
2023-03-11 14:20:00,0,1.30,91.5
2023-03-11 14:22:00,0.0200,1.30,94.4
2023-03-11 14:24:00,0.0200,1.62,92.3
2023-03-11 14:26:00,0.0400,1.30,220
2023-03-11 14:28:00,0.0200,1.10,90.5
2023-03-11 14:30:00,0,1.30,93.3
2023-03-11 14:32:00,0,1.10,93.8
2023-03-11 14:34:00,0,1.82,92.6
