"Time","to-endpoint","to-overlay","to-stack"
2023-03-11 08:00:00,54.6,6.64,31.7
2023-03-11 08:02:00,57.1,10.4,31.9
2023-03-11 08:04:00,55.2,7.76,31.5
2023-03-11 08:06:00,54.3,6.18,31.7
2023-03-11 08:08:00,54.5,6.58,31.5
2023-03-11 08:10:00,54.1,6.36,31.7
2023-03-11 08:12:00,61.3,12.4,32.4
2023-03-11 08:14:00,55.6,7.46,31.8
2023-03-11 08:16:00,54.5,6.22,31.7
2023-03-11 08:18:00,54.7,6.84,31.5
2023-03-11 08:20:00,53.3,6.18,31.4
2023-03-11 08:22:00,70.2,21.4,32.1
2023-03-11 08:24:00,54.8,7.26,31.4
2023-03-11 08:26:00,54.7,6.48,31.5
2023-03-11 08:28:00,53.4,6.74,31.4
2023-03-11 08:30:00,54.1,6.56,31.4
2023-03-11 08:32:00,79.7,41.3,32.2
2023-03-11 08:34:00,56.5,7.94,32.0
2023-03-11 08:36:00,55.6,6.64,32.1
2023-03-11 08:38:00,54.4,6.96,31.6
2023-03-11 08:40:00,54.7,6.58,31.5
2023-03-11 08:42:00,88.6,62.8,31.9
2023-03-11 08:44:00,55.2,7.38,31.5
2023-03-11 08:46:00,54.3,6.08,31.7
2023-03-11 08:48:00,53.8,7.86,31.4
2023-03-11 08:50:00,54.0,6.66,31.5
2023-03-11 08:52:00,98.1,82.9,31.5
2023-03-11 08:54:00,55.0,7.86,31.4
2023-03-11 08:56:00,54.5,6.42,31.4
2023-03-11 08:58:00,53.8,7.88,31.3
2023-03-11 09:00:00,53.3,6.26,31.2
2023-03-11 09:02:00,99.3,95.2,31.7
2023-03-11 09:04:00,54.8,7.32,31.7
2023-03-11 09:06:00,55.4,6.94,31.7
2023-03-11 09:08:00,54.1,7.16,31.7
2023-03-11 09:10:00,54.3,6.44,31.4
2023-03-11 09:12:00,92.7,89.7,31.8
2023-03-11 09:14:00,55.5,7.46,31.9
2023-03-11 09:16:00,54.5,6.38,31.4
2023-03-11 09:18:00,53.9,7.24,31.6
2023-03-11 09:20:00,54.8,6.46,31.7
2023-03-11 09:22:00,78.3,65.8,32.0
2023-03-11 09:24:00,55.4,8.04,31.7
