"Time","Receive Errors (172.16.66.34:9796)","Receive Errors (172.16.66.35:9796)","Receive Errors (172.16.66.37:9796)","Receive Total (172.16.66.34:9796)","Receive Total (172.16.66.35:9796)","Receive Total (172.16.66.37:9796)","Transmit Errors (172.16.66.34:9796)","Transmit Errors (172.16.66.35:9796)","Transmit Errors (172.16.66.37:9796)","Receive Dropped (172.16.66.34:9796)","Receive Dropped (172.16.66.35:9796)","Receive Dropped (172.16.66.37:9796)","Transmit Dropped (172.16.66.34:9796)","Transmit Dropped (172.16.66.35:9796)","Transmit Dropped (172.16.66.37:9796)","Transmit Total (172.16.66.34:9796)","Transmit Total (172.16.66.35:9796)","Transmit Total (172.16.66.37:9796)"
2023-03-11 08:00:00,0,0,0,223,92.7,169,0,0,0,0,0,0,0,0,0,221,110,187
2023-03-11 08:02:00,0,0,0,305,167,194,0,0,0,0,0,0,0,0,0,295,182,217
2023-03-11 08:04:00,0,0,0,303,108,185,0,0,0,0,0,0,0,0,0,299,125,202
2023-03-11 08:06:00,0,0,0,226,99.8,164,0,0,0,0,0,0,0,0,0,216,109,177
2023-03-11 08:08:00,0,0,0,227,103,188,0,0,0,0,0,0,0,0,0,232,111,189
2023-03-11 08:10:00,0,0,0,231,93.4,183,0,0,0,0,0,0,0,0,0,230,108,185
2023-03-11 08:12:00,0,0,0,299,171,314,0,0,0,0,0,0,0,0,0,286,183,256
2023-03-11 08:14:00,0,0,0,415,271,314,0,0,0,0,0,0,0,0,0,327,204,255
2023-03-11 08:16:00,0,0,0,220,92.4,163,0,0,0,0,0,0,0,0,0,205,108,176
2023-03-11 08:18:00,0,0,0,227,96.3,178,0,0,0,0,0,0,0,0,0,216,110,192
2023-03-11 08:20:00,0,0,0,223,94.8,171,0,0,0,0,0,0,0,0,0,216,110,183
2023-03-11 08:22:00,0,0,0,285,191,192,0,0,0,0,0,0,0,0,0,287,196,223
2023-03-11 08:24:00,0,0,0,329,171,196,0,0,0,0,0,0,0,0,0,328,186,219
2023-03-11 08:26:00,0,0,0,220,93.3,162,0,0,0,0,0,0,0,0,0,204,108,176
2023-03-11 08:28:00,0,0,0,251,111,230,0,0,0,0,0,0,0,0,0,274,121,209
2023-03-11 08:30:00,0,0,0,248,104,208,0,0,0,0,0,0,0,0,0,279,118,201
2023-03-11 08:32:00,0,0,0,259,168,193,0,0,0,0,0,0,0,0,0,248,182,216
2023-03-11 08:34:00,0,0,0,329,212,273,0,0,0,0,0,0,0,0,0,417,193,242
2023-03-11 08:36:00,0,0,0,245,101,243,0,0,0,0,0,0,0,0,0,328,115,203
2023-03-11 08:38:00,0,0,0,244,103,179,0,0,0,0,0,0,0,0,0,251,119,190
2023-03-11 08:40:00,0,0,0,231,95.8,174,0,0,0,0,0,0,0,0,0,223,111,190
2023-03-11 08:42:00,0,0,0,236,164,182,0,0,0,0,0,0,0,0,0,221,177,205
2023-03-11 08:44:00,0,0,0,316,193,199,0,0,0,0,0,0,0,0,0,320,197,223
2023-03-11 08:46:00,0,0,0,242,92.0,164,0,0,0,0,0,0,0,0,0,235,108,178
2023-03-11 08:48:00,0,0,0,219,94.8,172,0,0,0,0,0,0,0,0,0,208,109,182
2023-03-11 08:50:00,0,0,0,224,92.0,165,0,0,0,0,0,0,0,0,0,214,109,177
2023-03-11 08:52:00,0,0,0,215,141,173,0,0,0,0,0,0,0,0,0,202,158,194
2023-03-11 08:54:00,0,0,0,305,166,193,0,0,0,0,0,0,0,0,0,298,181,215
2023-03-11 08:56:00,0,0,0,222,92.5,162,0,0,0,0,0,0,0,0,0,212,108,176
2023-03-11 08:58:00,0,0,0,218,96.0,171,0,0,0,0,0,0,0,0,0,209,110,184
2023-03-11 09:00:00,0,0,0,221,94.8,168,0,0,0,0,0,0,0,0,0,217,110,180
2023-03-11 09:02:00,0,0,0,214,125,174,0,0,0,0,0,0,0,0,0,204,141,198
2023-03-11 09:04:00,0,0,0,320,192,191,0,0,0,0,0,0,0,0,0,318,196,214
2023-03-11 09:06:00,0,0,0,231,101,164,0,0,0,0,0,0,0,0,0,234,111,177
2023-03-11 09:08:00,0,0,0,224,91.7,169,0,0,0,0,0,0,0,0,0,212,107,180
2023-03-11 09:10:00,0,0,0,224,96.7,170,0,0,0,0,0,0,0,0,0,215,110,181
2023-03-11 09:12:00,0,0,0,217,113,170,0,0,0,0,0,0,0,0,0,203,128,185
2023-03-11 09:14:00,0,0,0,305,167,196,0,0,0,0,0,0,0,0,0,298,183,219
2023-03-11 09:16:00,0,0,0,224,95.2,169,0,0,0,0,0,0,0,0,0,212,110,185
2023-03-11 09:18:00,0,0,0,220,92.0,169,0,0,0,0,0,0,0,0,0,207,105,177
2023-03-11 09:20:00,0,0,0,223,94.0,170,0,0,0,0,0,0,0,0,0,213,109,186
2023-03-11 09:22:00,0,0,0,224,88.7,160,0,0,0,0,0,0,0,0,0,207,106,175
2023-03-11 09:24:00,0,0,0,304,166,196,0,0,0,0,0,0,0,0,0,297,181,220
2023-03-11 09:26:00,0,0,0,258,122,164,0,0,0,0,0,0,0,0,0,251,124,176
2023-03-11 09:28:00,0,0,0,221,93.4,170,0,0,0,0,0,0,0,0,0,211,108,180
2023-03-11 09:30:00,0,0,0,224,94.7,168,0,0,0,0,0,0,0,0,0,218,111,179
2023-03-11 09:32:00,0,0,0,219,88.8,163,0,0,0,0,0,0,0,0,0,211,107,175
2023-03-11 09:34:00,0,0,0,300,167,193,0,0,0,0,0,0,0,0,0,294,182,215
2023-03-11 09:36:00,0,0,0,257,103,163,0,0,0,0,0,0,0,0,0,246,112,175
2023-03-11 09:38:00,0,0,0,220,99.7,170,0,0,0,0,0,0,0,0,0,216,109,185
2023-03-11 09:40:00,0,0,0,228,119,169,0,0,0,0,0,0,0,0,0,216,123,180
2023-03-11 09:42:00,0,0,0,230,117,170,0,0,0,0,0,0,0,0,0,229,120,182
2023-03-11 09:44:00,0,0,0,311,167,195,0,0,0,0,0,0,0,0,0,299,181,217
2023-03-11 09:46:00,0,0,0,275,95.8,166,0,0,0,0,0,0,0,0,0,266,111,178
2023-03-11 09:48:00,0,0,0,218,89.8,164,0,0,0,0,0,0,0,0,0,208,106,175
2023-03-11 09:50:00,0,0,0,220,92.4,166,0,0,0,0,0,0,0,0,0,214,109,178
2023-03-11 09:52:00,0,0,0,220,89.8,166,0,0,0,0,0,0,0,0,0,210,107,180
2023-03-11 09:54:00,0,0,0,302,163,192,0,0,0,0,0,0,0,0,0,293,178,215
2023-03-11 09:56:00,0,0,0,301,122,175,0,0,0,0,0,0,0,0,0,301,127,193
2023-03-11 09:58:00,0,0,0,232,118,167,0,0,0,0,0,0,0,0,0,229,123,178
2023-03-11 10:00:00,0,0,0,226,96.1,169,0,0,0,0,0,0,0,0,0,219,112,182
2023-03-11 10:02:00,0,0,0,231,93.6,167,0,0,0,0,0,0,0,0,0,214,110,180
2023-03-11 10:04:00,0,0,0,304,167,191,0,0,0,0,0,0,0,0,0,292,180,214
2023-03-11 10:06:00,0,0,0,311,117,178,0,0,0,0,0,0,0,0,0,299,130,191
2023-03-11 10:08:00,0,0,0,220,92.2,166,0,0,0,0,0,0,0,0,0,212,108,176
