"Time","Transmit Total (172.16.66.34:9796)","Transmit Total (172.16.66.35:9796)","Transmit Total (172.16.66.37:9796)","Receive Total (172.16.66.34:9796)","Receive Total (172.16.66.35:9796)","Receive Total (172.16.66.37:9796)"
2023-03-11 08:00:00,220658,60224,158227,152369,29876,126852
2023-03-11 08:02:00,284078,93110,187560,229319,83990,145080
2023-03-11 08:04:00,288944,68766,163255,221638,40402,133147
2023-03-11 08:06:00,224053,68589,139776,167672,39132,116413
2023-03-11 08:08:00,240549,75274,162886,155369,46017,140437
2023-03-11 08:10:00,238381,61190,155674,159917,30968,134132
2023-03-11 08:12:00,274042,97577,329033,216144,88609,292846
2023-03-11 08:14:00,443093,233416,330731,369422,225225,295934
2023-03-11 08:16:00,208642,59076,140553,148622,28818,116882
2023-03-11 08:18:00,221088,65155,165384,154422,35192,133335
2023-03-11 08:20:00,220578,66081,146304,155561,36148,122733
2023-03-11 08:22:00,288297,115179,203066,203594,106964,151155
2023-03-11 08:24:00,331213,97501,189163,243662,88409,147024
2023-03-11 08:26:00,205937,59821,140193,149345,29773,116124
2023-03-11 08:28:00,296121,76742,200857,174039,47220,180182
2023-03-11 08:30:00,295913,71031,180817,158325,41136,159042
2023-03-11 08:32:00,241122,91777,182287,182458,82564,140790
2023-03-11 08:34:00,497476,148007,270955,224138,141145,233357
2023-03-11 08:36:00,423431,65205,227935,153020,35129,207595
2023-03-11 08:38:00,261423,69777,150859,155345,39704,127630
2023-03-11 08:40:00,226698,64746,161543,154377,34704,129375
2023-03-11 08:42:00,219012,89044,181139,163977,79773,138170
2023-03-11 08:44:00,318682,119838,199062,226050,111431,152181
2023-03-11 08:46:00,250504,58778,138845,174860,28498,115143
2023-03-11 08:48:00,208209,64609,144982,149835,34590,121649
2023-03-11 08:50:00,220645,64516,141264,159213,34302,119153
2023-03-11 08:52:00,203921,82274,169979,146720,69038,132476
2023-03-11 08:54:00,291951,95467,190180,223889,86241,147111
