"Time","Load[5m] (172.16.66.34:9796)","Load[5m] (172.16.66.35:9796)","Load[5m] (172.16.66.37:9796)","Load[1m] (172.16.66.34:9796)","Load[1m] (172.16.66.35:9796)","Load[1m] (172.16.66.37:9796)","Load[15m] (172.16.66.34:9796)","Load[15m] (172.16.66.35:9796)","Load[15m] (172.16.66.37:9796)"
2023-03-11 08:00:00,0.880,0.310,0.710,0.520,0.0700,0.320,1.04,0.340,0.790
2023-03-11 08:02:00,1.05,0.370,0.510,1.10,0.220,0.110,1.08,0.360,0.700
2023-03-11 08:04:00,2.30,0.280,0.440,3.82,0.140,0.250,1.55,0.330,0.650
2023-03-11 08:06:00,2.75,0.230,0.380,2.94,0.0900,0.250,1.82,0.310,0.600
2023-03-11 08:08:00,2.10,0.160,0.320,1.10,0.0200,0.250,1.69,0.270,0.550
2023-03-11 08:10:00,1.51,0.190,0.240,0.400,0.240,0.100,1.52,0.270,0.490
2023-03-11 08:12:00,1.44,0.170,0.850,1.32,0.140,2.09,1.49,0.250,0.670
2023-03-11 08:14:00,1.15,0.110,1.53,0.650,0.0200,2.78,1.37,0.210,0.940
2023-03-11 08:16:00,1.10,0.140,1.26,0.900,0.140,0.760,1.33,0.210,0.930
2023-03-11 08:18:00,0.870,0.870,0.920,0.420,2.52,0.270,1.21,0.450,0.840
2023-03-11 08:20:00,0.880,1.15,0.690,0.890,1.66,0.280,1.17,0.610,0.760
2023-03-11 08:22:00,0.740,0.830,0.570,0.530,0.400,0.390,1.08,0.560,0.710
2023-03-11 08:24:00,0.700,0.690,0.530,0.720,0.340,0.400,1.02,0.530,0.680
2023-03-11 08:26:00,0.850,0.630,0.510,0.870,0.580,0.480,1.04,0.530,0.650
2023-03-11 08:28:00,1.19,0.560,0.400,1.47,0.480,0.220,1.14,0.510,0.600
2023-03-11 08:30:00,1.03,0.540,0.340,0.820,0.250,0.210,1.09,0.520,0.540
2023-03-11 08:32:00,1.01,0.440,0.290,0.930,0.260,0.190,1.08,0.480,0.500
2023-03-11 08:34:00,1.04,0.480,0.690,1.19,0.480,0.670,1.08,0.490,0.640
2023-03-11 08:36:00,1,0.410,0.530,0.930,0.290,0.230,1.06,0.460,0.590
2023-03-11 08:38:00,0.890,0.310,0.620,0.770,0.0800,0.740,1,0.410,0.610
2023-03-11 08:40:00,1.21,0.630,0.610,1.22,0.970,0.570,1.12,0.520,0.610
2023-03-11 08:42:00,1.06,0.540,0.740,0.840,0.380,0.910,1.07,0.500,0.660
2023-03-11 08:44:00,1.04,0.440,1.05,0.790,0.210,1.44,1.06,0.470,0.780
2023-03-11 08:46:00,0.880,0.330,0.990,0.520,0.120,0.910,1,0.420,0.800
2023-03-11 08:48:00,0.910,0.320,0.790,0.830,0.370,0.400,0.990,0.400,0.750
2023-03-11 08:50:00,0.870,0.300,0.640,0.920,0.230,0.350,0.970,0.380,0.700
2023-03-11 08:52:00,0.990,0.200,0.480,1.39,0.0300,0.160,0.990,0.330,0.630
2023-03-11 08:54:00,0.890,0.860,1.06,0.720,2.96,1.97,0.960,0.530,0.820
2023-03-11 08:56:00,0.770,1.14,0.840,0.600,1.67,0.620,0.900,0.680,0.770
2023-03-11 08:58:00,0.700,0.960,1.23,0.550,0.650,2.70,0.870,0.670,0.900
2023-03-11 09:00:00,0.740,0.740,0.900,0.810,0.390,0.560,0.860,0.620,0.810
2023-03-11 09:02:00,0.630,0.790,1.33,0.520,0.570,3.06,0.800,0.660,0.960
2023-03-11 09:04:00,0.610,0.590,1.22,0.520,0.160,1.78,0.780,0.600,0.950
2023-03-11 09:06:00,0.650,0.470,0.900,0.560,0.200,0.500,0.770,0.560,0.870
2023-03-11 09:08:00,0.840,0.380,0.740,0.840,0.200,0.280,0.840,0.510,0.810
2023-03-11 09:10:00,1.08,0.250,0.550,1.46,0.0200,0.200,0.930,0.440,0.730
2023-03-11 09:12:00,1.29,0.240,0.860,1.63,0.150,0.740,1.03,0.420,0.840
2023-03-11 09:14:00,1.69,0.300,1.28,1.78,0.330,3.13,1.22,0.420,0.970
2023-03-11 09:16:00,1.33,0.310,0.950,0.620,0.290,0.640,1.15,0.410,0.890
2023-03-11 09:18:00,1.28,0.320,0.730,0.860,0.300,0.330,1.16,0.400,0.810
2023-03-11 09:20:00,1.09,0.220,0.640,0.690,0.0700,0.370,1.10,0.350,0.770
2023-03-11 09:22:00,0.850,0.260,0.490,0.520,0.200,0.160,1.01,0.350,0.700
2023-03-11 09:24:00,0.730,0.280,0.460,0.480,0.240,0.330,0.940,0.350,0.660
2023-03-11 09:26:00,0.650,0.190,0.570,0.450,0.0400,0.860,0.890,0.310,0.670
2023-03-11 09:28:00,0.770,0.200,0.570,1.03,0.240,0.680,0.900,0.290,0.650
2023-03-11 09:30:00,0.820,0.130,0.540,0.640,0.0300,0.430,0.910,0.250,0.630
2023-03-11 09:32:00,0.730,0.150,0.530,0.560,0.130,0.480,0.870,0.240,0.620
2023-03-11 09:34:00,0.910,0.110,0.480,1.17,0.0600,0.440,0.920,0.210,0.590
2023-03-11 09:36:00,1.53,0.110,0.890,3.43,0.0800,1.24,1.12,0.200,0.730
2023-03-11 09:38:00,1.25,0.0800,0.840,1,0.0200,0.730,1.07,0.170,0.730
2023-03-11 09:40:00,1.49,0.0900,0.620,1.31,0.110,0.250,1.19,0.160,0.660
2023-03-11 09:42:00,1.13,0.130,0.430,0.560,0.250,0.0700,1.09,0.170,0.580
2023-03-11 09:44:00,1.19,0.110,0.360,1.03,0.0900,0.250,1.11,0.160,0.530
2023-03-11 09:46:00,1.52,0.150,0.400,2.37,0.180,0.520,1.23,0.170,0.530
2023-03-11 09:48:00,1.70,0.170,0.290,2.22,0.250,0.110,1.33,0.180,0.470
