"Time","Read (172.16.66.34:9796)","Read (172.16.66.35:9796)","Read (172.16.66.37:9796)","Write (172.16.66.34:9796)","Write (172.16.66.35:9796)","Write (172.16.66.37:9796)"
2023-03-11 08:00:00,0,0,0,323698,64944,57185
2023-03-11 08:02:00,0,0,0,350998,82352,97758
2023-03-11 08:04:00,0,0,0,316097,87306,118426
2023-03-11 08:06:00,0,0,0,360150,66537,29605
2023-03-11 08:08:00,0,0,0,354418,65445,98486
2023-03-11 08:10:00,0,0,0,324719,63192,47058
2023-03-11 08:12:00,0,0,0,314482,75321,233108
2023-03-11 08:14:00,0,0,0,618155,372941,389757
2023-03-11 08:16:00,0,0,0,351141,68562,33064
2023-03-11 08:18:00,45.5,0,0,351801,68770,101626
2023-03-11 08:20:00,45.5,0,0,353303,64444,47536
2023-03-11 08:22:00,0,0,0,362086,76345,88519
2023-03-11 08:24:00,0,0,0,363201,80259,101968
2023-03-11 08:26:00,0,0,0,339012,65172,33906
2023-03-11 08:28:00,0,0,0,403729,76550,114256
2023-03-11 08:30:00,0,0,0,405686,75548,56912
2023-03-11 08:32:00,0,0,0,355173,78120,88519
2023-03-11 08:34:00,0,0,0,396720,81533,116122
2023-03-11 08:36:00,0,0,0,444803,66128,40801
2023-03-11 08:38:00,0,0,0,517621,67584,100147
2023-03-11 08:40:00,0,0,683,383863,64424,49106
2023-03-11 08:42:00,0,0,0,368868,77847,88906
2023-03-11 08:44:00,0,0,0,326838,82125,100774
2023-03-11 08:46:00,0,0,0,369755,65422,34475
2023-03-11 08:48:00,0,0,0,367639,66560,100375
2023-03-11 08:50:00,0,0,0,332186,66264,45739
2023-03-11 08:52:00,0,0,0,319420,75116,87586
2023-03-11 08:54:00,0,0,0,323334,78234,101717
2023-03-11 08:56:00,0,0,0,343541,65172,33769
2023-03-11 08:58:00,0,0,0,344223,67607,101068
2023-03-11 09:00:00,0,0,0,323630,64535,46467
2023-03-11 09:02:00,0,0,0,364021,77278,182841
2023-03-11 09:04:00,0,0,0,368139,81033,172533
2023-03-11 09:06:00,0,0,0,348319,65809,33496
2023-03-11 09:08:00,0,0,0,347819,66742,100489
2023-03-11 09:10:00,0,0,0,332459,66059,46626
2023-03-11 09:12:00,0,0,0,318396,76049,88132
2023-03-11 09:14:00,0,0,0,319010,82307,101057
2023-03-11 09:16:00,0,0,0,348183,65448,33678
