"Time","(sum(node_filesystem_size_bytes{device!~""rootfs|HarddiskVolume.+""}) - sum(node_filesystem_free_bytes{device!~""rootfs|HarddiskVolume.+""}) OR on() vector(0)) + (sum(windows_logical_disk_size_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) - sum(windows_logical_disk_free_bytes{volume!~""(HarddiskVolume.+|[A-Z]:.+)""}) OR on() vector(0))"
2023-03-13 12:00:00,72904687616
2023-03-13 12:20:00,72915800064
2023-03-13 12:40:00,72957231104
2023-03-13 13:00:00,72994516992
2023-03-13 13:20:00,73065271296
2023-03-13 13:40:00,73106636800
2023-03-13 14:00:00,73148030976
2023-03-13 14:20:00,72789237760
2023-03-13 14:40:00,72830713856
2023-03-13 15:00:00,72868044800
2023-03-13 15:20:00,72938868736
2023-03-13 15:40:00,72980430848
2023-03-13 16:00:00,73012527104
2023-03-13 16:20:00,73079218176
2023-03-13 16:40:00,73120710656
2023-03-13 17:00:00,73157939200
2023-03-13 17:20:00,73218375680
2023-03-13 17:40:00,73259917312
2023-03-13 18:00:00,73301401600
2023-03-13 18:20:00,72817266688
2023-03-13 18:40:00,72858730496
2023-03-13 19:00:00,72896065536
2023-03-13 19:20:00,72966844416
2023-03-13 19:40:00,73008328704
2023-03-13 20:00:00,73049849856
2023-03-13 20:20:00,73114025984
2023-03-13 20:40:00,73155645440
2023-03-13 21:00:00,73192890368
2023-03-13 21:20:00,73263595520
2023-03-13 21:40:00,73309528064
2023-03-13 22:00:00,73341632512
2023-03-13 22:20:00,72981622784
2023-03-13 22:40:00,73023135744
2023-03-13 23:00:00,73060454400
2023-03-13 23:20:00,73131278336
2023-03-13 23:40:00,73172774912
2023-03-14 00:00:00,73214271488
2023-03-14 00:20:00,73228890112
2023-03-14 00:40:00,73270415360
2023-03-14 01:00:00,73307934720
2023-03-14 01:20:00,73378738176
2023-03-14 01:40:00,73420328960
2023-03-14 02:00:00,73461932032
2023-03-14 02:20:00,73101557760
2023-03-14 02:40:00,73143099392
2023-03-14 03:00:00,73180381184
2023-03-14 03:20:00,73251319808
2023-03-14 03:40:00,73292865536
2023-03-14 04:00:00,73334349824
2023-03-14 04:20:00,73390915584
2023-03-14 04:40:00,73432379392
2023-03-14 05:00:00,73469673472
2023-03-14 05:20:00,73540608000
2023-03-14 05:40:00,73582084096
2023-03-14 06:00:00,73623687168
2023-03-14 06:20:00,73210441728
2023-03-14 06:40:00,73209270272
2023-03-14 07:00:00,73161203712
2023-03-14 07:20:00,73232105472
2023-03-14 07:40:00,73273569280
2023-03-14 08:00:00,73304600576
2023-03-14 08:20:00,73369763840
2023-03-14 08:40:00,73411301376
2023-03-14 09:00:00,73448628224
2023-03-14 09:20:00,73519534080
2023-03-14 09:40:00,73561042944
2023-03-14 10:00:00,73602527232
2023-03-14 10:20:00,73243840512
2023-03-14 10:40:00,73285386240
2023-03-14 11:00:00,73322749952
2023-03-14 11:20:00,73402101760
2023-03-14 11:40:00,73443643392
2023-03-14 12:00:00,73485254656
2023-03-14 12:20:00,73443303424
2023-03-14 12:40:00,73484865536
2023-03-14 13:00:00,73511772160
2023-03-14 13:20:00,73582665728
2023-03-14 13:40:00,73624236032
2023-03-14 14:00:00,73665662976
2023-03-14 14:20:00,73296334848
2023-03-14 14:40:00,73337819136
2023-03-14 15:00:00,73375064064
2023-03-14 15:20:00,73445969920
2023-03-14 15:40:00,73487536128
2023-03-14 16:00:00,73519915008
2023-03-14 16:20:00,73586577408
2023-03-14 16:40:00,73628106752
2023-03-14 17:00:00,73665470464
2023-03-14 17:20:00,73736318976
2023-03-14 17:40:00,73777872896
2023-03-14 18:00:00,73819463680

