"Time","sum({__name__=~""node_memory_MemTotal_bytes|windows_cs_physical_memory_bytes""}) - sum({__name__=~""node_memory_MemAvailable_bytes|windows_os_physical_memory_free_bytes""})"
2023-03-13 12:00:00,11707183104
2023-03-13 12:20:00,11872096256
2023-03-13 12:40:00,11795623936
2023-03-13 13:00:00,11858354176
2023-03-13 13:20:00,11774496768
2023-03-13 13:40:00,11777560576
2023-03-13 14:00:00,11931840512
2023-03-13 14:20:00,12077154304
2023-03-13 14:40:00,11717582848
2023-03-13 15:00:00,11986198528
2023-03-13 15:20:00,12015304704
2023-03-13 15:40:00,11702624256
2023-03-13 16:00:00,11949355008
2023-03-13 16:20:00,11865645056
2023-03-13 16:40:00,11438243840
2023-03-13 17:00:00,11887153152
2023-03-13 17:20:00,11985125376
2023-03-13 17:40:00,11729846272
2023-03-13 18:00:00,11838423040
2023-03-13 18:20:00,11729182720
2023-03-13 18:40:00,11924119552
2023-03-13 19:00:00,11798007808
2023-03-13 19:20:00,11728957440
2023-03-13 19:40:00,11855691776
2023-03-13 20:00:00,12017147904
2023-03-13 20:20:00,12048400384
2023-03-13 20:40:00,11799031808
2023-03-13 21:00:00,11935469568
2023-03-13 21:20:00,11629858816
2023-03-13 21:40:00,11857448960
2023-03-13 22:00:00,11863347200
2023-03-13 22:20:00,12006969344
2023-03-13 22:40:00,12033466368
2023-03-13 23:00:00,11713708032
2023-03-13 23:20:00,11767787520
2023-03-13 23:40:00,12013678592
2023-03-14 00:00:00,11812442112
2023-03-14 00:20:00,11800178688
2023-03-14 00:40:00,11845525504
2023-03-14 01:00:00,11937234944
2023-03-14 01:20:00,11943235584
2023-03-14 01:40:00,11818512384
2023-03-14 02:00:00,11724304384
2023-03-14 02:20:00,11910037504
2023-03-14 02:40:00,11872534528
2023-03-14 03:00:00,11674873856
2023-03-14 03:20:00,11873177600
2023-03-14 03:40:00,11732238336
2023-03-14 04:00:00,12060385280
2023-03-14 04:20:00,11798675456
2023-03-14 04:40:00,11789160448
2023-03-14 05:00:00,11733839872
2023-03-14 05:20:00,11968524288
2023-03-14 05:40:00,11985084416
2023-03-14 06:00:00,11938840576
2023-03-14 06:20:00,11379912704
2023-03-14 06:40:00,11875438592
2023-03-14 07:00:00,12038905856
2023-03-14 07:20:00,11703345152
2023-03-14 07:40:00,11701424128
2023-03-14 08:00:00,11917426688
2023-03-14 08:20:00,11895406592
2023-03-14 08:40:00,11638083584
2023-03-14 09:00:00,11767341056
2023-03-14 09:20:00,11817115648
2023-03-14 09:40:00,11748212736
2023-03-14 10:00:00,11855462400
2023-03-14 10:20:00,11992334336
2023-03-14 10:40:00,11844661248
2023-03-14 11:00:00,11764703232
2023-03-14 11:20:00,11635220480
2023-03-14 11:40:00,11683786752
2023-03-14 12:00:00,11767255040
2023-03-14 12:20:00,11947282432
2023-03-14 12:40:00,11752067072
2023-03-14 13:00:00,11888586752
2023-03-14 13:20:00,11744595968
2023-03-14 13:40:00,11991019520
2023-03-14 14:00:00,11714822144
2023-03-14 14:20:00,11891863552
2023-03-14 14:40:00,11781226496
2023-03-14 15:00:00,11514880000
2023-03-14 15:20:00,11981414400
2023-03-14 15:40:00,11924918272
2023-03-14 16:00:00,11733745664
2023-03-14 16:20:00,11931299840
2023-03-14 16:40:00,12064120832
2023-03-14 17:00:00,11682553856
2023-03-14 17:20:00,11742048256
2023-03-14 17:40:00,11874361344
2023-03-14 18:00:00,12013789184

